,EPHB3 (2049)
ACH-000004,-0.03536991544498613
ACH-000005,0.24255994187886246
ACH-000007,0.08987955960171665
ACH-000009,-0.09054764995785057
ACH-000011,-0.020394649381142164
ACH-000012,0.10885032881558426
ACH-000013,-0.09849606163844643
ACH-000014,-0.08472268886179424
ACH-000015,-0.031466521798330614
ACH-000017,0.04949235382153425
ACH-000018,-0.12210472525250265
ACH-000019,-0.023336600435039836
ACH-000021,-0.042760839200117036
ACH-000022,0.001149730795757592
ACH-000025,-0.08004796186180572
ACH-000028,0.03387990006478945
ACH-000030,-0.08739562018219697
ACH-000035,-0.030871495877711905
ACH-000036,0.07659396844464306
ACH-000037,-0.08321359611024383
ACH-000039,0.04167897073168154
ACH-000040,-0.08206885014285012
ACH-000041,0.02807668196921989
ACH-000042,-0.09018853452754806
ACH-000045,0.04349212596897586
ACH-000047,-0.2581375272233521
ACH-000052,-0.08505917659190633
ACH-000053,-0.0741002244478093
ACH-000054,-0.05545087778544914
ACH-000055,-0.017449250046592774
ACH-000060,-0.13109439271298198
ACH-000067,-0.030211424014862088
ACH-000070,-0.12310870293186815
ACH-000075,0.04753700803867368
ACH-000078,-0.1337320754211137
ACH-000082,-0.020447664583472226
ACH-000085,-0.0035640765268270883
ACH-000086,-0.003598220516281669
ACH-000087,-0.013134862305126435
ACH-000092,-0.15057048750500196
ACH-000095,-0.026793147074510054
ACH-000097,-0.028978534459086956
ACH-000098,-0.04081847414774792
ACH-000099,-0.07591559209063034
ACH-000108,0.027345835390339454
ACH-000113,-0.2089076942701512
ACH-000116,-0.30260416019742803
ACH-000118,0.050250544147737934
ACH-000120,-0.04825079797548005
ACH-000123,-0.02004258373068364
ACH-000127,-0.013354712484716758
ACH-000128,-0.06231343692220054
ACH-000132,-0.1957391173823643
ACH-000133,-0.11370927493582232
ACH-000137,0.03374517730667314
ACH-000138,-0.010203130822485449
ACH-000142,-0.13237608261436268
ACH-000143,-0.08045735111533034
ACH-000146,-0.06446511918075076
ACH-000148,-0.021622054764670884
ACH-000150,-0.10992238087863447
ACH-000152,-0.0009625519794990328
ACH-000153,0.07399197366697298
ACH-000159,-0.12564693576701227
ACH-000160,-0.031415042840910866
ACH-000163,-0.1883453571311843
ACH-000167,-0.10366104962564178
ACH-000168,-0.2974739533939714
ACH-000169,-0.006009771289139525
ACH-000178,-0.02053918494457293
ACH-000183,0.0021070784574118507
ACH-000188,0.03441934454406426
ACH-000189,0.2459514024970223
ACH-000190,-0.3241773981313387
ACH-000198,-0.08655531353987553
ACH-000203,0.4805791395614373
ACH-000204,0.15120914853855136
ACH-000206,0.004179331836214825
ACH-000207,-0.1971622710220492
ACH-000208,-0.18775742829539868
ACH-000210,-0.027657535448602832
ACH-000211,-0.041020541454906266
ACH-000215,-0.037921162293175416
ACH-000221,-0.21571691749837754
ACH-000222,-0.045169601865711
ACH-000223,0.10274659400794532
ACH-000226,0.07444094079599894
ACH-000227,-0.05025773830664833
ACH-000228,0.07110295054639514
ACH-000231,-0.09822692229918632
ACH-000232,-0.04497159444952074
ACH-000233,-0.1618203771965364
ACH-000234,0.014774016150472715
ACH-000235,-0.07667844006549808
ACH-000237,-0.14143214668323964
ACH-000238,-0.04695077604586709
ACH-000242,-0.17453968728601996
ACH-000243,-0.027527837883006355
ACH-000244,-0.30838077033078354
ACH-000246,0.018173751525825416
ACH-000248,0.06260078596214325
ACH-000250,-0.08457177879243671
ACH-000251,-0.1883581294349879
ACH-000252,-0.3975491449548893
ACH-000253,-0.1389636733925367
ACH-000255,-0.21441864776103134
ACH-000256,-0.09437330441481707
ACH-000257,-0.10323193686604727
ACH-000258,0.12878583159396506
ACH-000259,-0.008625682404174464
ACH-000260,0.039746386970416776
ACH-000261,-0.04282460999146746
ACH-000262,-0.16761200871455084
ACH-000263,-0.4882878490955012
ACH-000264,-0.06386257784571482
ACH-000265,-0.06702969957007235
ACH-000266,-0.13641908287081084
ACH-000272,-0.09190957905053493
ACH-000274,-0.05877894915218364
ACH-000277,-0.09931418966066287
ACH-000278,-0.009964323948870993
ACH-000279,-0.2629873393800036
ACH-000280,-0.24697686580094025
ACH-000281,-0.22589304299126275
ACH-000288,-0.032883117476428025
ACH-000291,-0.2812091551790744
ACH-000293,0.02173608879657371
ACH-000294,0.03673833997693343
ACH-000295,0.0032736229112564704
ACH-000296,-0.15988722053996582
ACH-000302,-0.015896192808347896
ACH-000304,-0.09043687250224217
ACH-000307,-0.140760388414474
ACH-000308,-0.026953925640064
ACH-000310,-0.11870372620493015
ACH-000311,-0.21135081861629132
ACH-000312,-0.14419825760962146
ACH-000315,-0.011222121765570324
ACH-000316,0.047101381209150466
ACH-000317,-0.12765498579868614
ACH-000318,-0.14910898724917246
ACH-000319,-0.018753815157202463
ACH-000320,-0.08648357338950874
ACH-000322,-0.13422628401890313
ACH-000323,-0.08619858039367342
ACH-000324,-0.05592648743605506
ACH-000329,-0.1588412893413335
ACH-000330,-0.06802441624174667
ACH-000331,-0.09478216570423993
ACH-000332,-0.14927917627827847
ACH-000334,-0.0500434768246326
ACH-000335,-0.014403845714554962
ACH-000336,-0.1964807034374731
ACH-000337,-0.07147884331548007
ACH-000338,-0.09039964675504207
ACH-000339,-0.02837582766802213
ACH-000341,-0.09453799811680023
ACH-000348,-0.07115742502938781
ACH-000350,-0.0983727428904175
ACH-000352,-0.2048422412270043
ACH-000356,-0.032120023454141826
ACH-000361,-0.17125623228743034
ACH-000362,0.0151349233188744
ACH-000363,-0.10660417270093656
ACH-000364,-0.11561903643338392
ACH-000365,-0.17319556409862352
ACH-000366,-0.08395220574622506
ACH-000368,0.022034633013272943
ACH-000374,-0.009597142326679959
ACH-000375,0.05269296752407473
ACH-000376,-0.13038706677849385
ACH-000381,-0.13345456868717653
ACH-000383,-0.00013616857811007407
ACH-000387,-0.1873108292745499
ACH-000389,-0.29924425919574604
ACH-000390,-0.05986524615399556
ACH-000393,-0.13987090251775092
ACH-000395,-0.07575390853566277
ACH-000396,-0.0915362241638506
ACH-000397,-0.28325401013713525
ACH-000401,-0.061692105073253276
ACH-000402,0.01696739094335259
ACH-000403,-0.05797697677318541
ACH-000404,0.23724458024785575
ACH-000406,-0.06491339847532372
ACH-000407,-0.10065269132206596
ACH-000408,0.07547860468567304
ACH-000410,-0.03369291427351025
ACH-000411,-0.13026612044156424
ACH-000414,-0.11356820477346805
ACH-000415,-0.14700880485388373
ACH-000416,-0.07931052975258303
ACH-000420,-0.15535164674703264
ACH-000421,0.008121112243562056
ACH-000424,0.02122375962049381
ACH-000425,-0.1672568899925138
ACH-000426,-0.02263943551220751
ACH-000427,-0.10295710990829766
ACH-000433,-0.030678359658196375
ACH-000435,0.1780706194834368
ACH-000436,-0.09096357141859827
ACH-000444,-0.0233142489608044
ACH-000445,-0.013428250402437914
ACH-000448,0.004421464504413278
ACH-000450,0.1652438557084128
ACH-000452,-0.10247414610138532
ACH-000454,-0.09942668687524513
ACH-000458,0.09110706071187384
ACH-000459,-0.15515447884665198
ACH-000460,-0.06592278181795261
ACH-000461,-0.0006625887435241732
ACH-000463,-0.021749626711804373
ACH-000464,-0.14961505851497034
ACH-000466,-0.1296578864070808
ACH-000467,-0.2380735545848213
ACH-000468,-0.041617895590449185
ACH-000469,-0.0806666907434053
ACH-000470,-0.06453363109892389
ACH-000471,0.10184467947308183
ACH-000472,-0.03524820623161316
ACH-000473,-0.06346588346094079
ACH-000475,-0.15378102612148156
ACH-000476,-0.08074649809050295
ACH-000477,0.17892560179542688
ACH-000479,0.3394964815930346
ACH-000480,-0.0786850269728923
ACH-000481,-0.02189117619154205
ACH-000483,0.02031935773859829
ACH-000484,-0.051011945473704565
ACH-000485,0.0676646645278761
ACH-000486,-0.0029195534949386505
ACH-000487,0.05487076785710751
ACH-000488,-0.05957426695662429
ACH-000490,-0.06546767539096662
ACH-000491,-0.05868913470473602
ACH-000495,-0.0641052764425298
ACH-000496,-0.16119814468891314
ACH-000499,-0.035640663414582684
ACH-000500,-0.6285496348619013
ACH-000502,0.026863241773459418
ACH-000503,0.166699754515583
ACH-000505,-0.07196933061504822
ACH-000507,0.08876561138907821
ACH-000510,-0.10576138271724812
ACH-000511,-0.014293139743509075
ACH-000512,-0.4160043557101221
ACH-000516,0.1193959420647728
ACH-000517,-0.02947636537976325
ACH-000518,-0.08487034453921029
ACH-000520,-0.012350620416955732
ACH-000521,-0.033073995850870404
ACH-000522,-0.12507803176399787
ACH-000524,-0.045808075418747735
ACH-000527,0.002842996051784548
ACH-000528,-0.09875804661108434
ACH-000537,0.03680366602971464
ACH-000541,-0.21376039247712075
ACH-000542,-0.1178324598624708
ACH-000544,0.0060418707646798745
ACH-000545,-0.01298922928649698
ACH-000547,-0.29524887274846595
ACH-000548,-0.04713035420942159
ACH-000549,-0.1359750542553384
ACH-000550,-0.06165967693155281
ACH-000552,-0.2226796304143565
ACH-000556,-0.090519395381501
ACH-000557,-0.038483694772259255
ACH-000569,0.12850444310928733
ACH-000570,0.005563675847818547
ACH-000571,-0.027463449380000445
ACH-000573,-0.2389278265183033
ACH-000576,0.03522434632646525
ACH-000579,-0.13214723887378738
ACH-000580,0.08414388583859228
ACH-000584,-0.13710881629049831
ACH-000585,-0.08269759308564595
ACH-000588,0.05733264302983158
ACH-000589,-0.04780747905105458
ACH-000591,0.018353166180286127
ACH-000593,-0.13604467936709916
ACH-000600,-0.022585782207712832
ACH-000601,-0.05231344073799287
ACH-000605,-0.2819390588777714
ACH-000606,0.006783720414495703
ACH-000608,0.101301231394047
ACH-000614,-0.12485860844351007
ACH-000616,0.10493396611731942
ACH-000618,-0.10985682783045136
ACH-000619,-0.030137204189853058
ACH-000620,-0.013165335504578893
ACH-000621,-0.12479442504087512
ACH-000622,-0.13411689620571185
ACH-000623,-0.06380012408137961
ACH-000624,0.0070194991213826
ACH-000627,-0.131288071775313
ACH-000630,-0.13595199301202784
ACH-000631,0.08830899540136637
ACH-000632,-0.07644231087067424
ACH-000633,-0.15114551023242997
ACH-000637,0.001095989477978286
ACH-000638,0.01058363090638516
ACH-000646,-0.2684979225789346
ACH-000647,-0.06889646840988659
ACH-000648,-0.0698561110372064
ACH-000649,-0.14453324122112254
