,PPARGC1A (10891)
ACH-000004,0.05033735365580642
ACH-000005,-0.1554498122632492
ACH-000007,0.2396851094392665
ACH-000009,0.10906760702816963
ACH-000011,-0.02430120427888589
ACH-000012,0.20289842996942406
ACH-000013,0.21361803191167225
ACH-000014,-0.0388580644921073
ACH-000015,0.14878854637575736
ACH-000017,0.1664650439813556
ACH-000018,0.08884529816431283
ACH-000019,0.28814692144219
ACH-000021,0.15474421962233534
ACH-000022,0.1656536960449628
ACH-000025,0.2003363207860624
ACH-000028,0.13879989877190269
ACH-000030,0.17532922934532966
ACH-000035,0.1402682509044946
ACH-000036,0.12822916667635467
ACH-000037,0.09992042181903517
ACH-000039,0.15885402571258314
ACH-000040,-0.018298098919062956
ACH-000041,-0.012900990318181744
ACH-000042,0.07773002520657317
ACH-000045,0.09084221444665827
ACH-000047,0.08840118126961867
ACH-000052,0.12610368637623187
ACH-000053,0.2137254022385716
ACH-000054,0.09607106009390913
ACH-000055,0.2512984862897828
ACH-000060,-0.0043531105641636345
ACH-000067,0.12001096688649482
ACH-000070,0.093526613119005
ACH-000075,0.15318476439128675
ACH-000078,0.04583492088169586
ACH-000082,0.1396124110354984
ACH-000085,0.1029394147618942
ACH-000086,0.29361092679181033
ACH-000087,0.17914192229861636
ACH-000092,0.14055943217902464
ACH-000095,0.13524484472136505
ACH-000097,0.10776110441224644
ACH-000098,0.2190918564073843
ACH-000099,0.19458877137565453
ACH-000108,0.07125743801031105
ACH-000113,0.1620129292039949
ACH-000116,0.2221561113496072
ACH-000118,0.1410985739071156
ACH-000120,0.07897904884283331
ACH-000123,0.24444778868661474
ACH-000127,0.05102226597089438
ACH-000128,0.12473091988120127
ACH-000132,0.1765634410806917
ACH-000133,-0.04581984460459389
ACH-000137,0.20675577214943805
ACH-000138,0.1915589794397659
ACH-000142,0.10165161108314164
ACH-000143,0.06591198266456391
ACH-000146,0.1255014176324747
ACH-000148,0.10915482075252496
ACH-000150,0.02318757713699813
ACH-000152,0.20427210625768386
ACH-000153,0.017138178808689057
ACH-000159,0.12376427198368505
ACH-000160,0.4427566451730373
ACH-000163,0.08059443248592603
ACH-000167,0.869177570895173
ACH-000168,0.01609082905658641
ACH-000169,0.1375119355247491
ACH-000178,0.1659601685951252
ACH-000183,0.34014122042017303
ACH-000188,0.1250934233878966
ACH-000189,0.1705693223457397
ACH-000190,0.5598649746140111
ACH-000198,0.19808133619006774
ACH-000203,0.1753751652347161
ACH-000204,0.08339350555121929
ACH-000206,0.008999514143282896
ACH-000207,0.1107456151377922
ACH-000208,0.5050550257469436
ACH-000210,-0.11128832725618948
ACH-000211,0.1422962254311339
ACH-000215,0.03273254389075145
ACH-000221,0.17611426459486054
ACH-000222,0.05186630089073506
ACH-000223,0.08979717226092689
ACH-000226,0.12343304648919973
ACH-000227,0.16707134917688746
ACH-000228,0.206552902056101
ACH-000231,0.14157125549694285
ACH-000232,0.03581602459275232
ACH-000233,0.09778794102203328
ACH-000234,0.18790115003429445
ACH-000235,0.09965464875732978
ACH-000237,0.027437590297053144
ACH-000238,0.1130231780977696
ACH-000242,-0.2959899842584856
ACH-000243,0.10101262725099204
ACH-000244,0.11888407562303302
ACH-000246,0.033084386844358285
ACH-000248,0.1427149133667396
ACH-000250,0.18303479424564625
ACH-000251,0.18846137580744668
ACH-000252,0.14417721847320414
ACH-000253,0.10981239552384
ACH-000255,0.2275003039537383
ACH-000256,0.20612139247080344
ACH-000257,0.006957969518994386
ACH-000258,0.01059799521225392
ACH-000259,0.04047282087623177
ACH-000260,0.20842849103323116
ACH-000261,0.1240724132208596
ACH-000262,-0.021967060723879533
ACH-000263,0.32109668760727045
ACH-000264,0.034895859045936437
ACH-000265,0.17897579501581293
ACH-000266,0.1679912749747945
ACH-000272,0.06490887499266768
ACH-000274,0.09568204940044003
ACH-000277,0.18395721970546
ACH-000278,0.1638727675804032
ACH-000279,0.0868758577004354
ACH-000280,0.1062561988572994
ACH-000281,-0.027341337363544008
ACH-000288,0.15828133437614825
ACH-000291,0.11856476379650885
ACH-000293,0.16298840273959755
ACH-000294,0.2359153563337167
ACH-000295,0.1387445244295181
ACH-000296,0.09071401852849333
ACH-000302,0.10805902661245884
ACH-000304,0.013283093283472006
ACH-000307,0.15368689042333591
ACH-000308,0.10666421582397627
ACH-000310,0.07105039260555587
ACH-000311,0.07126941002188197
ACH-000312,0.0662150083528567
ACH-000315,-0.024090424857077773
ACH-000316,0.12085408665336965
ACH-000317,0.15242392513786124
ACH-000318,0.1473487930601541
ACH-000319,0.11069681985426713
ACH-000320,0.12279188214325545
ACH-000322,0.14515422103615694
ACH-000323,0.20836739642699345
ACH-000324,0.11912406252024305
ACH-000329,0.105403787712568
ACH-000330,0.08919869715783614
ACH-000331,0.240690260908814
ACH-000332,0.10635961773263956
ACH-000334,-0.041368642659840416
ACH-000335,-0.0099219210887744
ACH-000336,0.0485057170038465
ACH-000337,0.03521570979093041
ACH-000338,0.2546329487808524
ACH-000339,0.11980369030019067
ACH-000341,0.2622769940954984
ACH-000348,0.1314510619057173
ACH-000350,0.025316177344132832
ACH-000352,0.10492393185647332
ACH-000356,-0.03472795710899384
ACH-000361,0.2824387499863044
ACH-000362,0.0420451287026538
ACH-000363,0.15448949212811153
ACH-000364,0.21019476180154595
ACH-000365,0.09716256161522886
ACH-000366,0.029511177985061095
ACH-000368,0.03032519516975592
ACH-000374,0.224013815005765
ACH-000375,0.18978831383482975
ACH-000376,0.2007779663465956
ACH-000381,0.2252573396894495
ACH-000383,0.22025825792268933
ACH-000387,0.09262068595859356
ACH-000389,0.08865227282545972
ACH-000390,0.1407389360440956
ACH-000393,0.12320871186779968
ACH-000395,0.05622487743201004
ACH-000396,0.35358707667469585
ACH-000397,0.03325762148372565
ACH-000401,0.22227523793553666
ACH-000402,0.11321273312483772
ACH-000403,0.16297995853592162
ACH-000404,0.07819484251664564
ACH-000406,0.1492413717960565
ACH-000407,0.12932726082095733
ACH-000408,-0.005499512477814907
ACH-000410,0.13419476312938566
ACH-000411,0.17899835430149333
ACH-000414,-0.015316232430250869
ACH-000415,0.1387588297515746
ACH-000416,0.12203326231789087
ACH-000420,0.1518980056809157
ACH-000421,0.12993309106152412
ACH-000424,0.2933155381213599
