,PGM2L1 (283209)
ACH-000004,0.2483179016014054
ACH-000005,0.1125779620853831
ACH-000007,0.10057228281771706
ACH-000009,0.16372860521154464
ACH-000011,0.13481497589360422
ACH-000012,0.06099015631048699
ACH-000013,0.14488422506597173
ACH-000014,0.07713639435383847
ACH-000015,0.20062731733268774
ACH-000017,0.14084759450665338
ACH-000018,0.010165815282324004
ACH-000019,0.04154440108967555
ACH-000021,0.17386979295911348
ACH-000022,0.14026770166681912
ACH-000025,0.1655244881079055
ACH-000028,0.16087518456671865
ACH-000030,0.08984815023696105
ACH-000035,0.09094481360589096
ACH-000036,0.09565275305356903
ACH-000037,0.2386122358496852
ACH-000039,0.26898741249156444
ACH-000040,0.1713251464698851
ACH-000041,0.058769235837737625
ACH-000042,0.05126744200202692
ACH-000045,0.07716931003488367
ACH-000047,0.2532293411842358
ACH-000052,-0.2151881989743286
ACH-000053,0.20921991090327127
ACH-000054,0.16593307674926022
ACH-000055,0.02132632634724053
ACH-000060,0.22993503415783775
ACH-000067,0.2847459896355109
ACH-000070,0.03357225646010187
ACH-000075,0.2454253228375007
ACH-000078,0.20204411545803436
ACH-000082,0.11092568789616593
ACH-000085,0.27394053774507604
ACH-000086,0.09817580428826722
ACH-000087,0.03480657995470515
ACH-000092,0.13525431059443332
ACH-000095,0.1071591137737637
ACH-000097,0.13613552958336364
ACH-000098,0.1484296470476783
ACH-000099,0.1907732019640074
ACH-000108,0.08682274920752464
ACH-000113,0.1487754452583808
ACH-000116,0.10629542954973624
ACH-000118,0.03483901522360762
ACH-000120,0.09848880577278027
ACH-000123,0.16698463299963964
ACH-000127,0.12520918869595826
ACH-000128,0.2447049776967524
ACH-000132,0.13626769603593133
ACH-000133,0.12302456093194322
ACH-000137,0.04118907191286053
ACH-000138,0.1361082741972073
ACH-000142,-0.03323878517270853
ACH-000143,0.20337347303779807
ACH-000146,0.2223819374775764
ACH-000148,0.16341536581460422
ACH-000150,0.17637799825711625
ACH-000152,0.12034901480745322
ACH-000153,0.1742822839921181
ACH-000159,0.12194240240726655
ACH-000160,0.14662288096320844
ACH-000163,0.1910053673016085
ACH-000167,0.5844329717642076
ACH-000168,0.08049670705945526
ACH-000169,0.035899536705500744
ACH-000178,0.17081964781647646
ACH-000183,0.048559000260343585
ACH-000188,0.040729326841460925
ACH-000189,0.041112827809475325
ACH-000190,0.13633960520547111
ACH-000198,-0.018996013507879536
ACH-000203,0.14357671073509504
ACH-000204,0.0017739557790084812
ACH-000206,0.2918105540253154
ACH-000207,0.0066860320388643394
ACH-000208,0.3265693677865569
ACH-000210,-0.18495494265650636
ACH-000211,0.09579535567998024
ACH-000215,0.13714519965040015
ACH-000221,0.20329219775715648
ACH-000222,0.2819813786369033
ACH-000223,0.12243912481138622
ACH-000226,0.1356608678580301
ACH-000227,-0.02698012951963836
ACH-000228,-0.12830134949856306
ACH-000231,0.12993196420943745
ACH-000232,0.0580592307009309
ACH-000233,0.12660899493315805
ACH-000234,0.07506254535361617
ACH-000235,0.062302743693475215
ACH-000237,0.10896215041551814
ACH-000238,0.23224688372649505
ACH-000242,0.05210573596906057
ACH-000243,0.16204627579169242
ACH-000244,0.22265679705934427
ACH-000246,0.20324240104942135
ACH-000248,0.23928037038422176
ACH-000250,0.0865293582315296
ACH-000251,0.09645820698228692
ACH-000252,0.2153827873436682
ACH-000253,0.1808696817621092
ACH-000255,0.1107367919861529
ACH-000256,-0.02078715111890586
ACH-000257,0.09478674598109496
ACH-000258,0.1884327865456793
ACH-000259,-0.005843284117347267
ACH-000260,0.11468294180830185
ACH-000261,0.07311091498731011
ACH-000262,0.04544902506962512
ACH-000263,0.20766996302676205
ACH-000264,0.12507013795783564
ACH-000265,0.17763370930894432
ACH-000266,0.027575737525849773
ACH-000272,0.1442004153769485
ACH-000274,0.056919247432118576
ACH-000277,0.1921613927336189
ACH-000278,0.14898576530139473
ACH-000279,0.13690370913739386
