,WDR83OS (51398)
ACH-000004,-0.3874476568263483
ACH-000005,-0.15974887984586866
ACH-000007,-0.12760596811604982
ACH-000009,-0.2838311032238093
ACH-000011,-0.4758335380561561
ACH-000012,-0.3292702168734723
ACH-000013,-0.3262802153499862
ACH-000014,-0.4893597448408019
ACH-000015,-0.3745720090156888
ACH-000017,-0.3765160767340015
ACH-000018,-0.6135384599099251
ACH-000019,-0.5341612651111853
ACH-000021,-0.3611576409715242
ACH-000022,-0.23990357970240206
ACH-000025,-0.3815921937861376
ACH-000028,-0.5476969552655515
ACH-000030,-0.3818545551142808
ACH-000035,-0.3759441069729006
ACH-000036,-0.4969049058295482
ACH-000037,-0.4213503360102312
ACH-000039,-0.46910441302678896
ACH-000040,-0.5175844560082425
ACH-000041,-0.4249923199047697
ACH-000042,-0.3574197244365254
ACH-000045,-0.11284868766872615
ACH-000047,-0.2906459679464469
ACH-000052,-0.4619078211969039
ACH-000053,-0.4102482543723856
ACH-000054,-0.3637076835329953
ACH-000055,-0.2673497337671297
ACH-000060,-0.3387452422383086
ACH-000067,-0.5122302060978748
ACH-000070,-0.2137621898861996
ACH-000075,-0.5461542825471111
ACH-000078,-0.5024579715754773
ACH-000082,-0.3613648786934668
ACH-000085,-0.4880319650472021
ACH-000086,-0.3196487883802634
ACH-000087,-0.2502573461915105
ACH-000092,-0.472435119579758
ACH-000095,-0.3957863310619072
ACH-000097,-0.26120089547942704
ACH-000098,-0.5109856334769731
ACH-000099,-0.5668467080520563
ACH-000108,-0.4520799858749394
ACH-000113,-0.36215167236782
ACH-000116,-0.4854304180037241
ACH-000118,-0.4820466025526718
ACH-000120,-0.3117289065015512
ACH-000123,-0.20557361987631065
ACH-000127,-0.2575106094563325
ACH-000128,-0.4239122725061436
ACH-000132,-0.389810245133747
ACH-000133,-0.35730817401834936
ACH-000137,-0.4233295807753386
ACH-000138,-0.3343254389096865
ACH-000142,-0.5548213424382221
ACH-000143,-0.2769719291513396
ACH-000146,-0.31093030735959104
ACH-000148,-0.4376127203380504
ACH-000150,-0.37392810007984345
ACH-000152,-0.36114691474005456
ACH-000153,-0.10626855501790926
ACH-000159,-0.4817621462772951
ACH-000160,-0.3056350190748013
ACH-000163,-0.7511859190091327
ACH-000167,-0.37782748133158295
ACH-000168,-0.1153691839613155
ACH-000169,-0.2354798738689946
ACH-000178,-0.1839299404577195
ACH-000183,-0.4065741991199513
ACH-000188,-0.4731532523490362
ACH-000189,-0.2581161009395988
ACH-000190,-0.4118943430420363
ACH-000198,-0.3660530881848214
ACH-000203,-0.8393466338952859
ACH-000204,-0.5746893890241344
ACH-000206,-0.7789201266583702
ACH-000207,-0.3687150014168101
ACH-000208,-0.6592133700554543
ACH-000210,-0.25939270218426946
ACH-000211,-0.2527037727277179
ACH-000215,-0.4021284718306393
ACH-000221,-0.2815796145374303
ACH-000222,-0.35267851079721063
ACH-000223,-0.4732419215241578
ACH-000226,-0.4571626219313044
ACH-000227,-0.3746198399577102
ACH-000228,-0.7067560483558273
ACH-000231,-0.35911230130266697
ACH-000232,-0.2354646060978295
ACH-000233,-0.4672803607195762
ACH-000234,-0.37302422138240254
ACH-000235,-0.4016668777998443
ACH-000237,-0.3612605759931494
ACH-000238,-0.3083672793634111
ACH-000242,-0.6184458719750117
ACH-000243,-0.32914024770885003
ACH-000244,-0.4344780663543811
ACH-000246,-0.3799392168791938
ACH-000248,-0.3366583505005731
ACH-000250,-0.44547274244030144
ACH-000251,-0.6393331432601637
ACH-000252,-0.2341514931615544
ACH-000253,-0.4678321800671246
ACH-000255,-0.3792887322874482
ACH-000256,-0.3349163662695475
ACH-000257,-0.1596467915005371
ACH-000258,-0.4634863575757176
ACH-000259,-0.42789733216868026
ACH-000260,-0.4631806770002059
ACH-000261,-0.4008622882520417
ACH-000262,-0.6017031218650721
ACH-000263,-0.43877966293294657
ACH-000264,-0.3480912083750858
ACH-000265,-0.3958596985571409
ACH-000266,-0.365429347333161
ACH-000272,-0.38288478704606577
ACH-000274,-0.21915599646637388
ACH-000277,-0.38135238790698334
ACH-000278,-0.5463354915316551
ACH-000279,-0.1079471448798856
ACH-000280,-0.29480252878642
ACH-000281,-0.3336244983374846
ACH-000288,-0.3660840700584297
ACH-000291,-0.4064073750102742
ACH-000293,-0.3986230688504577
ACH-000294,-0.2169188300932112
ACH-000295,-0.2666680551874325
ACH-000296,-0.3151567858598959
ACH-000302,-0.5251872596650118
ACH-000304,-0.6037497172837663
ACH-000307,-0.4083380039447493
ACH-000308,-0.3587304698687797
ACH-000310,-0.3584481419673721
ACH-000311,-0.4358115403931392
ACH-000312,-0.5292357317979814
ACH-000315,-0.12978012776358724
ACH-000316,-0.1988372113168292
ACH-000317,-0.4728875361941742
ACH-000318,-0.4724875353867869
ACH-000319,-0.380994604275805
ACH-000320,-0.35586457359465223
ACH-000322,-0.2309899665751591
ACH-000323,-0.4868159874897056
ACH-000324,-0.3178120775746972
ACH-000329,-0.3383584643551945
ACH-000330,-0.5039761955478956
ACH-000331,-0.2859096736383098
ACH-000332,-0.4334102976179141
ACH-000334,-0.5306328107850965
ACH-000335,-0.20270224304878665
ACH-000336,-0.472382884163493
ACH-000337,-0.4740013605392524
ACH-000338,-0.5800506031951016
ACH-000339,-0.35033365012008466
ACH-000341,-0.4629080618609323
ACH-000348,-0.23338096630598154
ACH-000350,-0.3043749829635132
ACH-000352,-0.3307631334574201
ACH-000356,-0.30540702651870144
ACH-000361,-0.3675104719353446
ACH-000362,-0.20567233574789567
ACH-000363,-0.5445739465706814
ACH-000364,-0.5819218741030997
ACH-000365,-0.3677239021857456
ACH-000366,-0.4277115744774452
ACH-000368,-0.25339942698465306
ACH-000374,-0.620608770167291
ACH-000375,-0.3901247316667097
ACH-000376,-0.17317924416458574
ACH-000381,-0.21213818334154333
ACH-000383,-0.3177552305986002
ACH-000387,-0.4149043592642289
ACH-000389,-0.4037063959612025
ACH-000390,-0.460135972110126
ACH-000393,-0.483954481325424
ACH-000395,-0.23462607168775465
ACH-000396,-0.5071491931795975
ACH-000397,-0.3603014551209986
ACH-000401,-0.695347934881551
ACH-000402,-0.36968219246426975
ACH-000403,-0.4940012828409426
ACH-000404,-0.21339344113788006
ACH-000406,-0.3407953177179009
ACH-000407,-0.4116606492292236
ACH-000408,-0.11080929099991302
ACH-000410,-0.4052844132872436
ACH-000411,-0.4469619571452929
ACH-000414,-0.2667428829557275
ACH-000415,-0.4180548071006025
ACH-000416,-0.4234774522282098
ACH-000420,-0.459050835528709
ACH-000421,-0.33939122861006243
ACH-000424,-0.2247899467795964
ACH-000425,-0.3562062782536973
ACH-000426,-0.3805258438148923
ACH-000427,-0.5938535059729858
ACH-000433,-0.44426624500869744
ACH-000435,-0.501611738227043
ACH-000436,-0.4844757396508914
ACH-000444,-0.5152296675682775
ACH-000445,-0.3954754518814523
ACH-000448,-0.35989594385320045
ACH-000450,-0.4140387708432269
ACH-000452,-0.4933452373018396
ACH-000454,0.01350314958878146
ACH-000458,-0.4888356974267255
ACH-000459,-0.3202977336156302
ACH-000460,-0.3134781970353092
ACH-000461,-0.5091218223196583
ACH-000463,-0.2589047880096881
ACH-000464,-0.3246757890051236
ACH-000466,-0.4126203304603766
ACH-000467,-0.39200126011981024
ACH-000468,-0.2285976947941076
ACH-000469,-0.4518768294414802
ACH-000470,-0.3594678926518585
ACH-000471,-0.3683900596214628
ACH-000472,-0.407684956473391
ACH-000473,-0.2770668792395969
ACH-000475,-0.2354930172021745
ACH-000476,-0.5351864910693855
ACH-000477,-0.38136363767722775
ACH-000479,0.0076607770271081965
ACH-000480,-0.3369905262125971
ACH-000481,-0.3651046934024657
ACH-000483,-0.3922583183892023
ACH-000484,-0.4705643310966406
ACH-000485,-0.4815810469045971
ACH-000486,-0.24705490457901516
ACH-000487,-0.5767066447473609
ACH-000488,-0.16768108289205588
ACH-000490,-0.4683519867682396
ACH-000491,-0.18403939667841065
ACH-000495,-0.1909566121970846
ACH-000496,-0.31494453559266244
ACH-000499,-0.4680952632513199
ACH-000500,0.2047021212100636
ACH-000502,-0.5756135168966646
ACH-000503,-0.35160558253502444
ACH-000505,-0.32473836811550993
ACH-000507,-0.5279564535206068
ACH-000510,-0.3469535352586671
ACH-000511,-0.3848761538609144
ACH-000512,-0.23810442317601774
ACH-000516,-0.3825482271035605
ACH-000517,-0.3355073719962853
ACH-000518,-0.3782483379032333
ACH-000520,-0.26556057776328923
ACH-000521,-0.19184425907967964
ACH-000522,-0.2596978242476071
ACH-000524,-0.3617841333974829
ACH-000527,-0.5291065304058507
ACH-000528,-0.38828558708519895
ACH-000537,-0.3394080785371907
ACH-000541,-0.5642892567130614
ACH-000542,-0.273597215170227
ACH-000544,-0.15608509110981592
ACH-000545,-0.512257737135694
ACH-000547,-0.3433503161170782
ACH-000548,-0.3433984540757297
ACH-000549,-0.4917277482672375
ACH-000550,-0.3052813662601103
ACH-000552,-0.3986953357402721
ACH-000556,-0.505845288570023
ACH-000557,-0.35939555719361405
ACH-000569,-0.6740433423640971
ACH-000570,-0.17867660424784948
ACH-000571,-0.5079874957785286
ACH-000573,-0.38165855552869055
ACH-000576,-0.44111716498587816
ACH-000579,-0.3826198701682571
ACH-000580,-0.33153089944690683
ACH-000584,-0.4133068862357863
ACH-000585,-0.6292593693036566
ACH-000588,-0.3939074061108893
ACH-000589,-0.30136174186186665
ACH-000591,-0.20074201741064449
ACH-000593,-0.300127387685352
ACH-000600,-0.2307670040609825
ACH-000601,-0.4701046416173741
ACH-000605,-0.35935978889139075
ACH-000606,-0.3735582269697029
ACH-000608,-0.4022623423666363
ACH-000614,-0.19504189473569453
ACH-000616,-0.29265437510826064
ACH-000618,-0.5192735213183157
ACH-000619,-0.6749414503874296
ACH-000620,-0.3892904714679153
ACH-000621,-0.5451316491993842
ACH-000622,-0.3823989097869556
ACH-000623,-0.2758429511092285
ACH-000624,-0.4137720317015324
ACH-000627,-0.5782896191414926
ACH-000630,-0.4430280066236237
ACH-000631,-0.4583553604439344
ACH-000632,-0.5859797501674537
ACH-000633,-0.3581340415543524
ACH-000637,-0.39999360228015146
ACH-000638,-0.5107140622492746
ACH-000646,-0.3875982808453319
ACH-000647,-0.422492755364376
ACH-000648,-0.3949329978496114
ACH-000649,-0.40186801592879934
ACH-000651,-0.20093261310482874
ACH-000652,-0.3832758065284487
ACH-000653,-0.42374227823514415
ACH-000657,-0.3401242385040521
ACH-000658,-0.3970433184958643
ACH-000661,-0.356816256869084
ACH-000662,-0.8307668724336217
ACH-000663,-0.6458983695223292
ACH-000665,-0.4562030944164555
ACH-000671,-0.5138842043790276
ACH-000672,-0.0973575734454504
ACH-000673,-0.3724210363866902
ACH-000676,-0.4770881946984185
ACH-000677,-0.3017499226976136
ACH-000681,-0.4187242912602996
ACH-000683,-0.34925147752026475
ACH-000684,-0.3146453275189076
ACH-000688,-0.4583976188600947
ACH-000693,-0.31864197235337777
ACH-000694,-0.2325364294017496
ACH-000695,-0.4322556936518962
ACH-000696,-0.35745512746830105
ACH-000697,-0.2769163469760899
ACH-000699,-0.5159599307126065
ACH-000701,-0.2907094102458225
ACH-000706,-0.32809656829007844
ACH-000711,-0.4158389245896524
ACH-000713,-0.34497555226512205
ACH-000714,-0.3075316779627121
ACH-000718,-0.2335417459110129
ACH-000720,-0.2511549143622601
ACH-000721,-0.3239182835089649
ACH-000724,-0.43317636733417
ACH-000725,-0.4935835545717028
ACH-000732,-0.30715589194977994
ACH-000734,-0.5151707242771922
ACH-000735,-0.3434910980640458
ACH-000736,-0.3536334839563897
ACH-000738,-0.3799080845449126
ACH-000746,-0.2317196659622745
ACH-000747,-0.4344736488764784
ACH-000748,-0.27140187105346425
ACH-000753,-0.2622462015720693
ACH-000756,-0.6495552174737387
ACH-000757,-0.41295670170877097
ACH-000758,-0.3599123389466876
ACH-000760,-0.2075976014156596
ACH-000762,-0.4766668844173093
ACH-000763,-0.3173792940813656
ACH-000764,-0.4195797634461791
ACH-000765,-0.43335688698827707
ACH-000766,-0.3364281071367269
ACH-000767,-0.2636617385912193
ACH-000768,-0.5312093760616281
ACH-000769,-0.2602801656715861
ACH-000770,-0.4206397070364401
ACH-000771,-0.3685422066508202
ACH-000773,-0.5720041639092337
ACH-000776,-0.5764189972592693
ACH-000777,-0.2647396970682885
ACH-000778,-0.39710010276427693
ACH-000781,-0.3417869949456199
ACH-000782,-0.13123062291231094
ACH-000783,-0.40729899180779616
ACH-000784,-0.28155407242161223
ACH-000785,-0.5393900444197125
ACH-000787,-0.2703739387094919
ACH-000788,-0.44963930721468703
ACH-000791,-0.3989140979756494
ACH-000792,-0.4392710275631975
ACH-000794,-0.43252332405093497
ACH-000796,-0.36710699016776777
ACH-000798,0.26692931812692233
ACH-000799,-0.2534846612062819
ACH-000800,-0.3862983617977505
ACH-000802,-0.482113622934765
ACH-000804,-0.5206119505090142
ACH-000805,-0.43607168977333
ACH-000809,-0.39817795600753736
ACH-000810,-0.14108138025091496
ACH-000811,-0.4482644949841465
ACH-000817,-0.4600620022599142
ACH-000819,-0.2998342227722499
ACH-000820,-0.8457407523831313
ACH-000821,-0.5983198883355318
ACH-000822,-0.4727307112348168
ACH-000823,-0.3686605740503545
ACH-000824,-0.2539593768963793
ACH-000827,-0.4337847949756991
ACH-000829,-0.5208918327745842
ACH-000831,-0.3604745555770491
ACH-000832,-0.5552054274408733
ACH-000833,-0.6079812333375785
ACH-000834,-0.2540313848751811
ACH-000835,-0.3847064635987069
ACH-000836,-0.5985277262318802
ACH-000837,-0.4470367721232997
ACH-000838,-0.3809828504930523
ACH-000839,-0.2003617854403623
ACH-000840,-0.15141305191712268
ACH-000841,-0.3841120376368109
ACH-000843,-0.3752617459701012
ACH-000846,-0.4107473838859893
ACH-000847,-0.3114030273188745
ACH-000848,-0.4099295922912276
ACH-000849,-0.3918084038684395
ACH-000851,-0.34100532254705024
ACH-000855,-0.2713273409846447
ACH-000856,-0.3794870840919072
ACH-000858,-0.4169130472653675
ACH-000859,-0.415596087210682
ACH-000861,-0.3572648866787451
ACH-000862,-0.5021313272540507
