,ADAR (103)
ACH-000004,-0.3004067324833079
ACH-000005,-0.3031133547965782
ACH-000007,-0.2493909164172953
ACH-000009,-0.2293044119250341
ACH-000011,-0.4765538867226271
ACH-000012,-0.5176046575815934
ACH-000013,-0.5081579919921101
ACH-000014,-0.4621840336317474
ACH-000015,-0.4096601400016236
ACH-000017,-0.053943111427080866
ACH-000018,-0.3751266662621267
ACH-000019,-0.3346124920394695
ACH-000021,-0.3965446799272493
ACH-000022,-0.3437323312363991
ACH-000025,-0.33280965814628444
ACH-000028,-0.2732297600341165
ACH-000030,0.00522110555026186
ACH-000035,-0.7541564398900138
ACH-000036,-0.5765172517872389
ACH-000037,-0.13151196222054085
ACH-000039,-0.04693105831500193
ACH-000040,-0.11316688007024175
ACH-000041,0.1440756174760258
ACH-000042,-0.5933948366339553
ACH-000045,-0.22496451355443065
ACH-000047,-0.039138970696635814
ACH-000052,-0.2196313653277097
ACH-000053,-0.8149982294036092
ACH-000054,0.017222874307476214
ACH-000055,-0.11772294669417335
ACH-000060,-0.4230657841878994
ACH-000067,-0.12136307966485026
ACH-000070,-0.12773916784556266
ACH-000075,-0.09253957112712476
ACH-000078,-0.04791011240272058
ACH-000082,-0.3546362340370836
ACH-000085,-0.002535307840179166
ACH-000086,-0.35048803018507424
ACH-000087,0.08604743353971504
ACH-000092,-0.5531453603152358
ACH-000095,-0.06218716092433544
ACH-000097,-0.1535594768365232
ACH-000098,-0.1857142759057284
ACH-000099,0.05302252322054588
ACH-000108,-0.24913970360385415
ACH-000113,-0.07985861136786272
ACH-000116,-0.3897487434660088
ACH-000118,-0.7456851131362422
ACH-000120,0.06812636489391406
ACH-000123,-0.39286057408737535
ACH-000127,-0.5151948141259558
ACH-000128,-0.4299823721974805
ACH-000132,-0.11065058546378363
ACH-000133,-0.07762223982613442
ACH-000137,-0.5369677027909029
ACH-000138,-0.5536120507236777
ACH-000142,-0.6523726626459977
ACH-000143,-0.2784766950266603
ACH-000146,-0.507030540032109
ACH-000148,-0.10621834883494474
ACH-000150,0.08831546940482196
ACH-000152,-0.07824638100054719
ACH-000153,-0.6821779756729968
ACH-000159,-0.30487384818539265
ACH-000160,-0.6907090435198874
ACH-000163,-0.1675640884546678
ACH-000167,-0.9322326976529376
ACH-000168,-0.19446937683738888
ACH-000169,-0.3661661111617723
ACH-000178,-0.3895419177764237
ACH-000183,-0.3777091113296382
ACH-000188,-0.6232887404686647
ACH-000189,-0.39379138063364605
ACH-000190,-0.43901235490631946
ACH-000198,-0.20200967423425112
ACH-000203,-0.12556399233898471
ACH-000204,-0.5482913460802299
ACH-000206,-0.2755476665961033
ACH-000207,-0.5043493055379886
ACH-000208,-0.6251933969014533
ACH-000210,-0.15847717066057404
ACH-000211,-0.2684897139868303
ACH-000215,-0.12835221645599604
ACH-000221,-0.3608217369874384
ACH-000222,-0.20713781527469624
ACH-000223,-0.6732007324018955
ACH-000226,-0.45253996729629503
ACH-000227,-0.2059028454776588
ACH-000228,-0.850492692694595
ACH-000231,-0.7614154235054275
ACH-000232,-0.2432696426289744
ACH-000233,-0.5474482458029493
ACH-000234,-0.18847146605688112
ACH-000235,-0.17075527628067785
ACH-000237,-0.5410129592036886
ACH-000238,-0.17413158320067218
ACH-000242,-0.1909746885611713
ACH-000243,-0.6391315222313075
ACH-000244,-0.3285618533958329
ACH-000246,-0.39837840685426973
ACH-000248,-0.12343391926692453
ACH-000250,-0.37438509508473655
ACH-000251,-0.33305542030130586
ACH-000252,-0.6348061284174814
ACH-000253,-0.6301317295008697
ACH-000255,-0.22256166445532166
ACH-000256,-0.925765358162064
ACH-000257,-0.04637101023388257
ACH-000258,-0.16117120880392305
ACH-000259,-0.09900207543787827
ACH-000260,-0.4966706155691446
ACH-000261,-0.013660432124662959
ACH-000262,-0.21137173139158685
ACH-000263,-0.5405216195158221
ACH-000264,-0.40216081509278345
ACH-000265,-0.20751926285752195
ACH-000266,-0.5786277309960187
ACH-000272,-0.3603674102370967
ACH-000274,-0.11362650117797055
ACH-000277,-0.25746106693024856
ACH-000278,-0.17200296435137644
ACH-000279,-0.1366997972426155
ACH-000280,-0.12098144089262675
ACH-000281,-0.14054808366745689
ACH-000288,-0.1262894016477469
ACH-000291,-0.4865557734173893
ACH-000293,-0.4798902024795857
ACH-000294,-0.5280449208709757
ACH-000295,-0.3526266763976349
ACH-000296,-0.06434882862090281
ACH-000302,-0.17907663966486378
ACH-000304,-0.4479703822966565
ACH-000307,-0.2812987134568204
ACH-000308,-0.7030957769406488
ACH-000310,-0.11019247959541008
ACH-000311,-0.14707179236453022
ACH-000312,-0.2336001132675427
ACH-000315,-0.5629352726310003
ACH-000316,-0.3214153255842574
ACH-000317,-0.4179353846101472
ACH-000318,-0.4874610995896305
ACH-000319,-0.5536510752457404
ACH-000320,-0.3163360148128851
ACH-000322,-0.3039778460856592
ACH-000323,-0.2892661787515282
ACH-000324,-0.04102535978271636
ACH-000329,-0.3989439527895225
ACH-000330,-0.14258159026803774
ACH-000331,-0.4326396311462737
ACH-000332,-0.6618966296476374
ACH-000334,-0.15673353937522902
ACH-000335,-0.41559483467900893
ACH-000336,-0.3681332831128312
ACH-000337,-0.6024249011698679
ACH-000338,-0.2693137580240456
ACH-000339,-0.1925234476606291
ACH-000341,-0.2329324157892423
ACH-000348,-0.231854252208712
ACH-000350,0.06188912642760905
ACH-000352,-0.0025254949079921967
ACH-000356,-0.08308011472195029
ACH-000361,-0.31220438960978264
ACH-000362,-0.165054522780403
ACH-000363,-0.1912816202702448
ACH-000364,-0.3966285611360303
ACH-000365,0.042619150467850406
ACH-000366,-0.015456577101501409
ACH-000368,-0.1907132876393347
ACH-000374,-0.3584409583466613
ACH-000375,-0.2468801382253196
ACH-000376,-0.5787336165856923
ACH-000381,-0.19870185542222285
ACH-000383,-0.7977605436955713
ACH-000387,-0.3955489470394113
ACH-000389,-0.23134328896588705
ACH-000390,-0.2874593219687919
ACH-000393,-0.006209089542549339
ACH-000395,-0.5533416174230139
ACH-000396,-0.3172356157887182
ACH-000397,-0.6513006092499092
ACH-000401,-0.18268965891937852
ACH-000402,-0.18970396350664584
ACH-000403,-0.4715687403717616
ACH-000404,-0.31986242530805786
ACH-000406,-0.16380904132468874
ACH-000407,0.04229751676069622
ACH-000408,-0.6118476528869966
ACH-000410,-0.4935517965874693
ACH-000411,-0.36308523041056795
ACH-000414,-0.03834513920412208
ACH-000415,-0.3052551006563015
ACH-000416,-0.1081875359420658
ACH-000420,-0.07164288298504655
ACH-000421,-0.5971557613337165
ACH-000424,-0.254137603040809
ACH-000425,-0.4805561285149617
ACH-000426,-0.20853807794422385
ACH-000427,-0.8372008875274226
ACH-000433,-0.16471560469692442
ACH-000435,-0.3619290674249876
ACH-000436,-0.572372690361506
ACH-000444,-0.2678237159802976
ACH-000445,-0.6369398509492545
ACH-000448,-0.07967412320931212
ACH-000450,-0.2340234848201719
ACH-000452,-0.4257240377132396
ACH-000454,-0.490405908717864
ACH-000458,-0.6813547418841522
ACH-000459,-0.27161841224668604
ACH-000460,-0.3662732693582025
ACH-000461,-0.012243046129613149
ACH-000463,-0.1272315518617353
ACH-000464,-0.17245458448808024
ACH-000466,-0.24263261737106384
ACH-000467,-0.20062843674501146
ACH-000468,-0.09447856508627077
ACH-000469,-0.7101738036617604
ACH-000470,-0.4748820318354909
ACH-000471,-0.1994971366374044
ACH-000472,-0.3577693700435854
ACH-000473,-0.3816663328884082
ACH-000475,0.003282404690771898
ACH-000476,-0.2883809266580754
ACH-000477,-0.01738624143688431
ACH-000479,-0.3578244101698885
ACH-000480,-0.3101439831916423
ACH-000481,0.0306387753783084
ACH-000483,-0.32173309498402386
ACH-000484,-0.02669768699342812
ACH-000485,-0.021483733875334626
ACH-000486,-0.2276355996522573
ACH-000487,-0.6635752124435449
ACH-000488,-0.5238998945867814
ACH-000490,-0.6238141825084565
ACH-000491,0.1049475329942232
ACH-000495,-0.578518090515305
ACH-000496,-0.05746441795069216
ACH-000499,-0.2845057056509978
ACH-000500,-0.7059544013438026
ACH-000502,-0.4233759462982036
ACH-000503,-0.5124911063418853
ACH-000505,-0.008508048479238736
ACH-000507,0.07784214659110943
ACH-000510,-0.438263249417312
ACH-000511,-0.20277113070033528
ACH-000512,-0.4322764115707236
ACH-000516,-0.3267556317191532
ACH-000517,-0.6191008684453506
ACH-000518,-0.6430687690413522
ACH-000520,-0.4946712505367715
ACH-000521,-0.4627333627807717
ACH-000522,-0.06880176863547302
ACH-000524,-0.4698276608031661
ACH-000527,-0.6000715849920352
ACH-000528,-0.7168867727346095
ACH-000537,-0.17024540654911546
ACH-000541,-0.5762969766262263
ACH-000542,-0.02495085223985575
ACH-000544,-0.9710525322509688
ACH-000545,-0.16175748817536734
ACH-000547,-0.5961118556170544
ACH-000548,-0.8891720928352022
ACH-000549,-0.5457547472094422
ACH-000550,-0.264387683830681
ACH-000552,-0.7939820650776503
ACH-000556,-0.4851978807542732
ACH-000557,0.1461088024798275
ACH-000569,-0.16947689665083476
ACH-000570,-0.3676243577368212
ACH-000571,0.0019723044538266735
ACH-000573,-0.6822649018905426
ACH-000576,-0.033946824423448665
ACH-000579,-0.3889762629542994
ACH-000580,0.2283497315484904
ACH-000584,-0.41938223298412414
ACH-000585,-0.7422660484964468
ACH-000588,-0.19650301160980108
ACH-000589,-0.19840490826942456
ACH-000591,-0.4327934317153328
ACH-000593,-0.010992981008202158
ACH-000600,-0.08877785325831375
ACH-000601,-0.4857498612180165
ACH-000605,-0.454535766063783
ACH-000606,-0.7294933699691254
ACH-000608,0.00033180226216132246
ACH-000614,0.06961127387162981
ACH-000616,-0.13687072995045604
ACH-000618,-0.5611092860407886
ACH-000619,-0.6621457494498941
ACH-000620,-0.0009976657944089694
ACH-000621,-0.7957308261145665
ACH-000622,-0.19352022727872065
ACH-000623,-0.2886754898625424
ACH-000624,-0.7596855486495918
ACH-000627,-0.14306127512670694
ACH-000630,-0.5611337197898629
ACH-000631,-0.2037358604794299
ACH-000632,-0.2462081633990839
ACH-000633,0.015870504324325244
ACH-000637,-0.5055383387650748
ACH-000638,-0.5151909819959416
ACH-000646,-0.7705082012091138
ACH-000647,-0.4153956412543577
ACH-000648,-0.3070767340629038
ACH-000649,-0.33426471865556984
ACH-000651,-0.2713190632890588
ACH-000652,-0.2316886817687231
ACH-000653,-0.0994461712769216
ACH-000657,-0.5225821698697256
ACH-000658,-0.2309493889648072
ACH-000661,-0.01533731187641364
ACH-000662,-0.5091981393544546
ACH-000663,-0.3459533332519021
ACH-000665,-0.1841329338451262
ACH-000671,-0.006974478106190857
ACH-000672,-0.056696023300845576
ACH-000673,0.00701286505292629
ACH-000676,-0.2974657501339573
ACH-000677,-0.5344676567387426
ACH-000681,-0.1818579393093872
ACH-000683,-0.3183805799240378
ACH-000684,-0.2718569280901903
