,SCARB1 (949)
ACH-000004,-0.11629472369601625
ACH-000005,-0.03832183372403944
ACH-000007,-0.4531243443151084
ACH-000009,-0.20372444795250005
ACH-000011,-0.23229477247335825
ACH-000012,-0.17956584983838067
ACH-000013,-0.11428027234845857
ACH-000014,0.020793112601277624
ACH-000015,-0.15359908243462064
ACH-000017,-0.1877614040452886
ACH-000018,-0.19432650059968967
ACH-000019,-0.4160124341215368
ACH-000021,-0.476028876824504
ACH-000022,-0.24799811601157504
ACH-000025,-0.30258218187515945
ACH-000028,-0.18293328809482665
ACH-000030,-0.056028175976079495
ACH-000035,-0.16509836931472438
ACH-000036,-0.3605936865111681
ACH-000037,-0.4888045295339814
ACH-000039,-0.2355180412416075
ACH-000040,-0.40931964716500996
ACH-000041,-0.2577399176827984
ACH-000042,-0.3031942400685284
ACH-000045,-0.20491878023489069
ACH-000047,-0.11626572256124865
ACH-000052,-0.3459702069689896
ACH-000053,-0.2328353085828124
ACH-000054,-0.12867901116788724
ACH-000055,-0.3817962088459251
ACH-000060,-0.3304085158753473
ACH-000067,-0.2493148935119225
ACH-000070,-0.04802410663136317
ACH-000075,-0.4441959367011611
ACH-000078,-0.2904611174099338
ACH-000082,-0.21083583038926165
ACH-000085,-0.4190151115032636
ACH-000086,-0.31454803377341883
ACH-000087,-0.4960480304412963
ACH-000092,-0.3026143581963661
ACH-000095,-0.19300378329797305
ACH-000097,-0.18675332064109584
ACH-000098,-0.19852996187488212
ACH-000099,-0.2438014984354785
ACH-000108,-0.1935728812543449
ACH-000113,-0.08884477631845769
ACH-000116,-0.1585900668723915
ACH-000118,-0.2051417466901647
ACH-000120,-0.14974011597563638
ACH-000123,-0.12286053442037766
ACH-000127,-0.20227492886619627
ACH-000128,-0.15082027806880013
ACH-000132,-0.10400005235983792
ACH-000133,-0.10894158945612784
ACH-000137,-0.32775969672341115
ACH-000138,-0.20598297506790694
ACH-000142,-0.13917916572016292
ACH-000143,-0.13994652029666968
ACH-000146,-0.1982273843541969
ACH-000148,-0.3470420866801057
ACH-000150,-0.280020054461524
ACH-000152,-0.3314335058555396
ACH-000153,-0.2270094884858385
ACH-000159,-0.13772025457670548
ACH-000160,-0.2898968392966409
ACH-000163,-0.3319904423651479
ACH-000167,-0.14444605554617382
ACH-000168,-0.2353361665009237
ACH-000169,-0.22191366414060615
ACH-000178,-0.28894488562626025
ACH-000183,-0.2290898305142999
