,XBP1 (7494)
ACH-000004,-0.0663441749024952
ACH-000005,0.2793504148076411
ACH-000007,-0.12512015949830996
ACH-000009,-0.12123096701098525
ACH-000011,-0.23326309086522265
ACH-000012,-0.12097690905883553
ACH-000013,-0.10452661828565896
ACH-000014,-0.08882363245819459
ACH-000015,-0.11513534781141127
ACH-000017,0.09596403515359483
ACH-000018,-0.17689551288757255
ACH-000019,-0.03213504428375701
ACH-000021,-0.030127684798831482
ACH-000022,-0.017753803677202203
ACH-000025,-0.2863841289574479
ACH-000028,0.0336632011362966
ACH-000030,-0.03921806357296893
ACH-000035,-0.11102377068006256
ACH-000036,-0.05622426618309522
ACH-000037,-0.08471837156908985
ACH-000039,-0.14038219113121975
ACH-000040,-0.0985060183228493
ACH-000041,-0.06427686998606251
ACH-000042,-0.21908681184380568
ACH-000045,0.033451459137908514
ACH-000047,0.005445570287248362
ACH-000052,-0.3202258072694953
ACH-000053,-0.14038140907767294
ACH-000054,-0.21096369744845728
ACH-000055,-0.1382690799380098
ACH-000060,-0.05419311844556856
ACH-000067,-0.13908676410637075
ACH-000070,-0.03743536150909123
ACH-000075,-0.06903983329769688
ACH-000078,-0.06974997544977247
ACH-000082,-0.05942248604148511
ACH-000085,-0.07436000080664511
ACH-000086,-0.023964774701416225
ACH-000087,0.049584670801017375
ACH-000092,-0.18597090774330116
ACH-000095,-0.2680788034690327
ACH-000097,-0.031693655722411465
ACH-000098,-0.04376477185155643
ACH-000099,-0.12670977363811173
ACH-000108,-0.0402648208294794
ACH-000113,-0.2413619404269736
ACH-000116,-0.002543452147097102
ACH-000118,-0.328811761150781
ACH-000120,-0.11243833188306096
ACH-000123,-0.14182845354703133
ACH-000127,0.0061479474859150686
ACH-000128,-0.07479875262236957
ACH-000132,-0.2188008732774267
ACH-000133,-0.23790433033632766
ACH-000137,-0.08163653755298089
ACH-000138,0.02819306522621793
ACH-000142,-0.14206733379141176
ACH-000143,-0.17705237315447836
ACH-000146,-0.01756518055819386
ACH-000148,0.034920938424259515
ACH-000150,0.0717276547536577
ACH-000152,-0.05247875755847013
ACH-000153,0.2937733090006915
ACH-000159,-0.06491288701057316
ACH-000160,-0.040227946620923896
ACH-000163,-0.058014879764805974
ACH-000167,-0.1891483309433345
ACH-000168,0.09440373781634004
ACH-000169,-0.13317485344618726
ACH-000178,-0.10264793243659058
ACH-000183,-0.26628282189194225
ACH-000188,-0.00223778075066775
ACH-000189,0.0679626070512065
ACH-000190,-0.06630472206002659
ACH-000198,0.003997817824987344
ACH-000203,-0.3052427320042693
ACH-000204,-0.2738409729850784
ACH-000206,-0.060404262488497576
ACH-000207,-0.07762792078712734
ACH-000208,-0.06025554766243001
ACH-000210,0.017561192417866158
ACH-000211,-0.035585652284224466
ACH-000215,-0.021832232294911626
ACH-000221,-0.1202048213448003
ACH-000222,-0.18062471781684916
ACH-000223,-0.19617676721255026
ACH-000226,-0.054460035606066534
ACH-000227,-0.00106098182286279
ACH-000228,-0.1700467242883394
ACH-000231,-0.03817347764768197
ACH-000232,-0.062775114896637
ACH-000233,-0.07229749738207608
ACH-000234,0.05124277537055708
ACH-000235,-0.08144685411971381
ACH-000237,-0.13279509750880353
ACH-000238,-0.08971943290013895
ACH-000242,-0.13239000032621642
ACH-000243,-0.07886942098822612
ACH-000244,-0.19181507900380534
ACH-000246,-0.03388847575890292
ACH-000248,-0.12577207394384465
ACH-000250,-0.023578538579597283
ACH-000251,-0.13260833047537235
ACH-000252,-0.1674132255048381
ACH-000253,0.05103601100650877
ACH-000255,-0.10910286907430593
ACH-000256,-0.003506483869716526
ACH-000257,-0.14799284000252555
ACH-000258,-0.21912478054920514
ACH-000259,0.01822381223766957
ACH-000260,-0.07716937329369238
ACH-000261,-0.04412021918373228
ACH-000262,-0.14998217009601866
ACH-000263,0.024442461599738386
ACH-000264,-0.15171744422670014
ACH-000265,-0.08647547130987167
ACH-000266,-0.052963182916923764
ACH-000272,-0.0849601217758664
ACH-000274,-0.11273218277612353
ACH-000277,-0.0955628163855987
ACH-000278,-0.07626152960570659
ACH-000279,-0.06851652915587622
ACH-000280,-0.08198709918120177
ACH-000281,0.026389034174531843
ACH-000288,-0.02145975240607756
ACH-000291,-0.062238511821154315
ACH-000293,-0.07576388390648023
ACH-000294,0.01546592324643291
ACH-000295,-0.034810695179162035
ACH-000296,-0.04867132899998762
ACH-000302,-0.12403441444754405
ACH-000304,-0.3516034391484025
ACH-000307,-0.005507394594139997
ACH-000308,-0.033527041874488336
ACH-000310,-0.08883415683242503
ACH-000311,-0.3547779589670594
ACH-000312,-0.10335520379161986
ACH-000315,-0.03101970608480948
ACH-000316,0.07973775008065033
ACH-000317,-0.05239780647222427
ACH-000318,-0.012617176532134974
ACH-000319,-0.007044785703275198
ACH-000320,-0.03886155219783127
ACH-000322,0.04221565187637095
ACH-000323,-0.16543674704185088
ACH-000324,-0.015239416193851931
ACH-000329,-0.004384137121951199
ACH-000330,-0.16147293924052136
ACH-000331,-0.08821186449810288
ACH-000332,-0.05479180193426743
ACH-000334,-0.08476807829429392
ACH-000335,-0.19218493076425344
ACH-000336,-0.22185944082769965
ACH-000337,-0.0709726610264215
ACH-000338,-0.12659326143036473
ACH-000339,-0.2659461467280801
ACH-000341,-0.13744510710417804
ACH-000348,-0.021110530597655955
ACH-000350,-0.06482538890270602
ACH-000352,0.02054828258575576
ACH-000356,-0.1532971197904313
ACH-000361,0.051986175927131034
ACH-000362,-0.0525155030427688
ACH-000363,-0.8903543257462959
ACH-000364,-0.031897785903121145
ACH-000365,0.04402169754397607
ACH-000366,-0.06163886957749575
ACH-000368,-0.3349964139162323
ACH-000374,0.0673287060994439
ACH-000375,-0.04832327006499844
ACH-000376,-0.058232853379749885
ACH-000381,-0.053776130832177985
ACH-000383,-0.042613605616944335
ACH-000387,-0.07451913583029818
ACH-000389,-0.2943594186331352
ACH-000390,-0.18440191428914166
ACH-000393,-0.12054193400469812
ACH-000395,-0.0074897490521564315
ACH-000396,-0.13042262186390746
ACH-000397,-0.011470595580684778
ACH-000401,-0.08074585250280665
ACH-000402,-0.3104775483278839
ACH-000403,-0.048192537540246085
ACH-000404,-0.0878077594692883
ACH-000406,-0.12792387107846956
ACH-000407,-0.19312418012715254
ACH-000408,-0.13053721711905775
ACH-000410,-0.01582957037637434
ACH-000411,0.013072584732476864
ACH-000414,0.03585489625607195
ACH-000415,0.020173849528255853
ACH-000416,-0.1011780333486365
ACH-000420,-0.14639941812624613
ACH-000421,-0.047153454203444425
ACH-000424,-0.20644786620713645
ACH-000425,-0.24559257602467705
ACH-000426,-0.8210044662915088
ACH-000427,-0.2355210046239411
ACH-000433,-0.1482189942458063
ACH-000435,0.04272634626524312
ACH-000436,-0.3081003615174453
ACH-000444,-0.09645776411047792
ACH-000445,-0.1054252984295578
ACH-000448,-0.07066222562097173
ACH-000450,-0.10946739390837557
ACH-000452,-0.039627658032293234
ACH-000454,-0.09684870703044443
ACH-000458,-0.031091655800424462
ACH-000459,0.03972740152187989
ACH-000460,-0.0947718792666553
ACH-000461,-0.022507358636255897
ACH-000463,-0.1295234755265661
ACH-000464,-0.09473646111545844
ACH-000466,-0.05547474892602513
ACH-000467,-0.09002329084250138
ACH-000468,-0.07463767242692894
ACH-000469,-0.05670804333092042
ACH-000470,-0.18686989488664907
ACH-000471,-0.09376325514304742
ACH-000472,-0.0786378293265539
ACH-000473,-0.05857397348914933
ACH-000475,-0.09010665360472823
ACH-000476,0.03349859924243071
ACH-000477,-0.0909973466311835
ACH-000479,-0.007282035857198419
ACH-000480,-0.0368620621462706
ACH-000481,-0.05763552639447547
ACH-000483,-0.13800103904522842
ACH-000484,0.003765201931000412
ACH-000485,-0.02675814636591228
ACH-000486,-0.04570307544397882
ACH-000487,0.1464250875422754
ACH-000488,-0.011510392984023336
ACH-000490,0.002775592357320941
ACH-000491,0.0474230896105529
ACH-000495,0.08683207464125396
ACH-000496,-0.0372399695103953
ACH-000499,-0.10051738991120417
ACH-000500,0.5493344553758562
ACH-000502,-0.024326045344110783
ACH-000503,0.0963988402370558
ACH-000505,-0.2103067060559972
ACH-000507,-0.0015679136038565006
ACH-000510,-0.06453609237312907
ACH-000511,-0.1503860873470846
ACH-000512,-0.6282480907554959
ACH-000516,-0.06442170781138304
ACH-000517,-0.04460599284181985
ACH-000518,-0.12900894277107278
ACH-000520,-0.16894515963468276
ACH-000521,-0.1100424256127312
ACH-000522,0.04758265226067597
ACH-000524,-0.1826717120043545
ACH-000527,-0.0849697086107696
ACH-000528,-0.2449684292617357
ACH-000537,-0.05616031822787269
ACH-000541,-0.007886859878257414
ACH-000542,0.03567343336320252
ACH-000544,-0.11039528573235312
ACH-000545,-0.05805422152573971
ACH-000547,-0.35805554940119405
ACH-000548,-0.07931139916747085
ACH-000549,0.04612284574856792
ACH-000550,-0.05344998895612391
ACH-000552,0.016829913550159233
ACH-000556,-0.027782428682169128
ACH-000557,-0.02963283195211437
ACH-000569,-0.09238539167604616
ACH-000570,-0.18287172413197614
ACH-000571,-0.1623544090529531
ACH-000573,-0.057703391345082074
ACH-000576,-0.5954284988024523
ACH-000579,-0.12642918802087852
ACH-000580,-0.19273564897002204
ACH-000584,-0.10308598905609498
ACH-000585,0.10734385087025833
ACH-000588,-0.21434225150316288
ACH-000589,-0.18362291009717924
ACH-000591,-0.2751817424986599
ACH-000593,-0.11219305041188146
ACH-000600,0.02364921395475312
ACH-000601,-0.006509162809191975
