,CADPS2 (93664)
ACH-000004,-0.04244602362053356
ACH-000005,-0.2087753921545234
ACH-000007,0.01249264650152183
ACH-000009,-0.10346989879994746
ACH-000011,0.1230479329475112
ACH-000012,-0.008106554713155013
ACH-000013,0.007988980424574223
ACH-000014,-0.17292102513786986
ACH-000015,0.004647405199738865
ACH-000017,0.02520215730261106
ACH-000018,0.026360488320646597
ACH-000019,-0.112637479305756
ACH-000021,-0.14093669781887294
ACH-000022,-0.03654445417328827
ACH-000025,-0.06699601588652263
ACH-000028,-0.018770341148144118
ACH-000030,0.023310748856770286
ACH-000035,0.14128773119824378
ACH-000036,-0.03297734274337534
ACH-000037,-0.04435132319156237
ACH-000039,-0.09286679553172213
ACH-000040,-0.025546090344321568
ACH-000041,-0.11267579239628388
ACH-000042,0.025222895655685525
ACH-000045,0.13040587846472482
ACH-000047,-0.045127334792678005
ACH-000052,0.17698647128425113
ACH-000053,-0.08949299561124753
ACH-000054,-0.09664588714396104
ACH-000055,0.06412524675681187
ACH-000060,0.0008062545454817966
ACH-000067,-0.0922223103210028
ACH-000070,-0.021385065449852976
ACH-000075,-0.1020374189287142
ACH-000078,0.039002958467741794
ACH-000082,0.07443688957741379
ACH-000085,0.033259670006537664
ACH-000086,0.1261687132728258
ACH-000087,0.10698860199280344
ACH-000092,0.04643511760318265
ACH-000095,0.018221816158354536
ACH-000097,-0.046158966641454864
ACH-000098,-0.019880315026699825
ACH-000099,-0.06337131010804506
ACH-000108,0.027740832331399644
ACH-000113,-0.00451435189414877
ACH-000116,0.09345505405402972
ACH-000118,0.014709576098273466
ACH-000120,-0.09603074207597273
ACH-000123,-0.11849791921267785
ACH-000127,-0.10243021666318672
ACH-000128,-0.02458690910136957
ACH-000132,0.03195858353711603
ACH-000133,0.23457103963210504
ACH-000137,0.10600155876677914
ACH-000138,0.11624531318882307
ACH-000142,0.06693020157576618
ACH-000143,-0.039754767880490496
ACH-000146,-0.015093985678361016
ACH-000148,0.05479261552150797
ACH-000150,0.17177393067073338
ACH-000152,-0.1389154506354147
ACH-000153,-0.002500637383493103
ACH-000159,-0.09769553217574993
ACH-000160,-0.0024845346756501288
ACH-000163,0.07790953221399198
ACH-000167,-0.17168052765602754
ACH-000168,-0.02216453184401673
ACH-000169,0.009584198402184465
ACH-000178,-0.1001505307062232
ACH-000183,0.07781315223566193
ACH-000188,0.05205327423758402
ACH-000189,0.15010202020359315
ACH-000190,0.14916858333311694
ACH-000198,0.03021333316807292
ACH-000203,-0.16340730611205878
ACH-000204,0.009715209474098574
ACH-000206,0.1318775877831196
ACH-000207,0.06547924502670384
ACH-000208,0.10801277745097773
ACH-000210,-0.03221555211227347
ACH-000211,0.010474427589869285
ACH-000215,0.0248136526967224
ACH-000221,0.0003713540933174663
ACH-000222,0.08318016136136253
ACH-000223,-0.026257724422563727
ACH-000226,0.013446851012101215
ACH-000227,0.13947493840545575
ACH-000228,-0.03987974716064268
ACH-000231,0.009659991672013854
ACH-000232,-0.12292282318772045
ACH-000233,0.16241646173029753
ACH-000234,0.020145144976276102
ACH-000235,-0.00192551796504895
ACH-000237,-0.06672798903943633
ACH-000238,0.07614464544915163
ACH-000242,-0.18392657397821804
ACH-000243,-0.08711002547320904
ACH-000244,0.04087043839364856
ACH-000246,-0.03987632816388484
ACH-000248,-0.07911520559475713
ACH-000250,0.040141036901221484
ACH-000251,-0.26334279026699275
ACH-000252,-0.21373986920140325
ACH-000253,-0.04030570798958495
ACH-000255,-0.033162106205723234
ACH-000256,-0.0017272385333980806
ACH-000257,-0.13933233159365102
ACH-000258,-0.16222232551061258
ACH-000259,0.002449404718867923
ACH-000260,-0.035080423751899126
ACH-000261,0.015431984855961691
ACH-000262,0.3037494308019396
ACH-000263,0.10250227598824596
ACH-000264,-0.14450956069634371
ACH-000265,-0.08862540728965812
ACH-000266,-0.007562899124803492
ACH-000272,-0.08190765496179493
ACH-000274,0.0217036537164696
ACH-000277,-0.0743782212189321
ACH-000278,-0.052677929764017715
ACH-000279,0.02351360097836702
ACH-000280,0.11047695237389736
ACH-000281,0.04484090764310294
ACH-000288,0.01507304281857514
ACH-000291,-0.11132117229858783
ACH-000293,0.0518509063647635
ACH-000294,-0.03193847573406953
ACH-000295,-0.20322128522000946
ACH-000296,-0.01185472126165782
ACH-000302,0.02054501544149297
ACH-000304,-0.335365064611068
ACH-000307,-0.024221781531987795
ACH-000308,0.02204372448194753
ACH-000310,0.0023876188676284268
ACH-000311,0.05232202876036062
ACH-000312,0.11610935700890808
ACH-000315,0.2614932946882813
ACH-000316,0.047062104611768726
ACH-000317,-0.08228747694865297
ACH-000318,-0.007109239068234225
ACH-000319,-0.03400302547486072
ACH-000320,0.1811542652361364
ACH-000322,-0.058283533751244565
ACH-000323,-0.02450403324063148
ACH-000324,-0.043836813861676316
ACH-000329,0.016456889362212547
ACH-000330,-0.14612035620401134
ACH-000331,0.013310450438658259
ACH-000332,-0.0311364009641076
ACH-000334,-0.07808172586171906
ACH-000335,-0.06564885643137848
ACH-000336,0.06165183406717933
ACH-000337,-0.20315429861092948
ACH-000338,-0.3212364039930285
ACH-000339,-0.02955441124927365
ACH-000341,-0.0609933123692702
ACH-000348,-0.002281091194231965
ACH-000350,0.17823357106717366
ACH-000352,0.015165980948644747
ACH-000356,0.07427794170306967
ACH-000361,-0.08956365064077383
ACH-000362,0.035914810486068836
ACH-000363,0.0957668024026636
ACH-000364,-0.023267117068345132
ACH-000365,-0.13319146524565115
ACH-000366,0.05198671023403036
ACH-000368,-0.14772708738485876
ACH-000374,-0.1861632771498643
ACH-000375,0.00979249485295878
ACH-000376,0.06442882506158926
ACH-000381,-0.1257399689605943
ACH-000383,0.02410623966750873
ACH-000387,-0.029068714897884793
ACH-000389,-0.20492799805410666
ACH-000390,0.02849394463513172
ACH-000393,-0.13985431764672207
ACH-000395,0.2392619494086203
ACH-000396,-0.2927946461985379
ACH-000397,-0.07447821880360571
ACH-000401,-0.07979357531834974
ACH-000402,0.29007865657098353
ACH-000403,0.09485019217702582
ACH-000404,-0.14328642512802864
ACH-000406,-0.00310890351750651
ACH-000407,0.01504260552063815
ACH-000408,-0.2304458375410476
ACH-000410,-0.0772447413427294
ACH-000411,0.04495494861987647
ACH-000414,0.032797998462396484
ACH-000415,0.005131460726618314
ACH-000416,-0.0058046524178886035
ACH-000420,-0.10069067836528632
ACH-000421,0.027368091484609773
ACH-000424,-0.08056873919061686
ACH-000425,-0.03070437145953835
ACH-000426,0.1450426945198497
ACH-000427,-0.02976946874889024
ACH-000433,-0.07252543065381349
ACH-000435,0.21649586548409788
ACH-000436,-0.03774746807789968
ACH-000444,-0.012549015599639531
ACH-000445,-0.0690348600544246
ACH-000448,-0.0213622530097843
