,FAM212B (55924)
ACH-000004,-0.08284283238879753
ACH-000005,-0.09405548271450652
ACH-000007,-0.08121483121651098
ACH-000009,-0.09155828555962556
ACH-000011,-0.07226902648404278
ACH-000012,-0.08814448843581503
ACH-000013,-0.12846387504778842
ACH-000014,-0.002322845784479617
ACH-000015,-0.1276655803472837
ACH-000017,-0.06734139855513943
ACH-000018,0.053941784331755054
ACH-000019,-0.2707185539486952
ACH-000021,0.005185753327012797
ACH-000022,0.002090769397258337
ACH-000025,-0.2366177383854118
ACH-000028,-0.4042686497510105
ACH-000030,-0.11297421935685295
ACH-000035,-0.2460327952619929
ACH-000036,0.04744344211904152
ACH-000037,-0.0914480572018517
ACH-000039,-0.06371436321951822
ACH-000040,-0.054137398215303216
ACH-000041,-0.16850689219078765
ACH-000042,0.025565019124632358
ACH-000045,-0.07597986532003309
ACH-000047,-0.14947625193118622
ACH-000052,0.10381724737241543
ACH-000053,-0.0027076964646754803
ACH-000054,-0.08515513229896962
ACH-000055,0.051881256178039965
ACH-000060,-0.16902012792758087
ACH-000067,-0.17774692302347575
ACH-000070,0.16157769914559986
ACH-000075,-0.17101000334165478
ACH-000078,-0.0038971099012338408
ACH-000082,0.06528071900905694
ACH-000085,-0.08582005330465857
ACH-000086,-0.1697868027230968
ACH-000087,-0.3076205084475981
ACH-000092,-0.2157224053860846
ACH-000095,-0.02482254057705449
ACH-000097,-0.1377661881249709
ACH-000098,-0.122818957285443
ACH-000099,-0.08748982217338698
ACH-000108,-0.06901026760006561
ACH-000113,-0.1407862689437607
ACH-000116,-0.11841258954624602
ACH-000118,-0.0438155681382322
ACH-000120,0.12514107122251733
ACH-000123,-0.06267032089597861
ACH-000127,-0.0918180147465642
ACH-000128,0.0894055800356986
ACH-000132,-0.0025502863994013017
ACH-000133,0.07110289459320203
ACH-000137,-0.20338524393176516
ACH-000138,-0.018487098825568912
ACH-000142,-0.019626699782300312
ACH-000143,0.028149559880099543
ACH-000146,-0.025121776770588532
ACH-000148,-0.14267473695599836
ACH-000150,-0.08913452207756943
ACH-000152,-0.0801558567120945
ACH-000153,-0.1475644478123595
ACH-000159,-0.11215699130801447
ACH-000160,0.11947964068341314
ACH-000163,0.05756116024001744
ACH-000167,-0.033884649415766514
ACH-000168,-0.17480188770029695
ACH-000169,-0.09485875178657772
ACH-000178,0.04370382497395701
ACH-000183,-0.1973730351860915
ACH-000188,-0.2036588585478573
ACH-000189,-0.12383087330602123
ACH-000190,-0.020268934552037272
ACH-000198,-0.12405158868808501
ACH-000203,-0.05945038492751556
ACH-000204,-0.09065691269925427
ACH-000206,-0.1647946015284493
ACH-000207,-0.06736880307399883
ACH-000208,-0.286141227592063
ACH-000210,-0.08001610280186315
ACH-000211,-0.008895632790954842
ACH-000215,-0.13563568116913824
ACH-000221,-0.21868648487779285
ACH-000222,0.10734010136304584
ACH-000223,-0.08379498575218865
ACH-000226,-0.10695691124487884
ACH-000227,-0.1796058744060436
ACH-000228,-0.142676976886771
ACH-000231,-0.1219561895876223
ACH-000232,4.512019638642721e-05
ACH-000233,-0.013365724186434716
ACH-000234,0.0740802862649166
ACH-000235,-0.01573025559658297
ACH-000237,-0.05851535850082916
ACH-000238,-0.02787874880615396
ACH-000242,0.14245401830018214
ACH-000243,-0.05766656431966381
ACH-000244,0.1908397080918811
ACH-000246,-0.014139613840928312
ACH-000248,-0.2134934769675286
ACH-000250,-0.08848425853638517
ACH-000251,-0.20317739592043232
ACH-000252,-0.08400413296224905
ACH-000253,0.023624802642380247
ACH-000255,-0.15727060041978322
ACH-000256,0.026620027551788945
ACH-000257,0.05252691242328007
ACH-000258,-0.08899672360812763
ACH-000259,-0.041508267682209964
ACH-000260,-0.11883986920932635
ACH-000261,-0.1159437673434827
ACH-000262,-0.0716015574712476
ACH-000263,-0.017329845099879854
ACH-000264,-0.03549990459594183
ACH-000265,-0.08598464190540599
ACH-000266,0.08454854986839196
ACH-000272,-0.25215723644790017
ACH-000274,-0.10565530917968878
ACH-000277,0.006912338958270882
ACH-000278,-0.22257929125302006
ACH-000279,-0.0495585868150222
ACH-000280,-0.039469280499131336
ACH-000281,0.16817095005993013
ACH-000288,-0.07004349319371439
ACH-000291,-0.18655898616636096
ACH-000293,-0.06682475149935928
ACH-000294,-0.04643641919588136
ACH-000295,-0.04759570871593317
ACH-000296,-0.14057406673302733
ACH-000302,-0.12910786978449648
ACH-000304,-0.41624918678917305
ACH-000307,-0.035961306353119823
ACH-000308,-0.0615310964604523
ACH-000310,-0.08079014981826546
