,AGK (55750)
ACH-000004,0.1737963244512742
ACH-000005,0.30480989238737843
ACH-000007,0.14333579881260494
ACH-000009,0.07640901961305308
ACH-000011,-0.02395302901779786
ACH-000012,0.0803212734517222
ACH-000013,0.009034811958658195
ACH-000014,-0.08203232336969646
ACH-000015,0.15936717273917494
ACH-000017,0.15538468994858265
ACH-000018,0.08666545760456754
ACH-000019,0.19881218644332874
ACH-000021,0.015192926298505119
ACH-000022,0.114815187365156
ACH-000025,0.06421916382683866
ACH-000028,0.3140050194809828
ACH-000030,0.199355838394092
ACH-000035,-0.008669048583705586
ACH-000036,0.08390837624454424
ACH-000037,0.20301230912102514
ACH-000039,0.19402323764140475
ACH-000040,0.17971530042084033
ACH-000041,0.07326110174801258
ACH-000042,0.15045118950549413
ACH-000045,0.4222862754851007
ACH-000047,0.14014309362201235
ACH-000052,0.054001275281719135
ACH-000053,0.17820228597366244
ACH-000054,0.22071568647039405
ACH-000055,0.14942728440663364
ACH-000060,0.10096425399954216
ACH-000067,0.1551301061272637
ACH-000070,0.2792793137913219
ACH-000075,-0.01637740059473647
ACH-000078,0.15481823234828418
ACH-000082,0.04638792427111977
ACH-000085,0.1456554142019585
ACH-000086,-0.005580278859825016
ACH-000087,0.22191189746816806
ACH-000092,0.11205014885631022
ACH-000095,0.11924147592833192
ACH-000097,0.16255107071924002
ACH-000098,0.05560065835785507
ACH-000099,0.13181579999197682
ACH-000108,0.159502435378237
ACH-000113,0.1011222484438345
ACH-000116,0.06818739940231087
ACH-000118,0.1972247790259068
ACH-000120,0.14293012153570764
ACH-000123,0.06683025830518873
ACH-000127,0.1339472204993079
ACH-000128,0.19849606743304213
ACH-000132,0.1414106783311513
ACH-000133,0.046856236937089006
ACH-000137,0.0910797289542828
ACH-000138,0.19981142333073199
ACH-000142,0.07571466448061655
ACH-000143,0.0753276908213473
ACH-000146,0.07700859510351979
ACH-000148,0.017935923290117353
ACH-000150,0.1837267289399317
ACH-000152,0.07073056899787522
ACH-000153,0.04329848332775607
ACH-000159,0.1387498027742459
ACH-000160,0.1404013005226559
ACH-000163,0.12730675066470107
ACH-000167,-0.055230060484251726
ACH-000168,0.03533385989382825
ACH-000169,0.10277012539015444
ACH-000178,0.10195249225808553
ACH-000183,0.13655831138207408
ACH-000188,0.10068690112111496
ACH-000189,-0.09276636165126388
ACH-000190,0.19608084698337824
ACH-000198,0.12887917946077204
ACH-000203,-0.112446488457736
ACH-000204,0.1889044846957378
ACH-000206,0.11867713681199885
ACH-000207,0.1917153628755738
ACH-000208,0.16354013845025167
ACH-000210,0.0666711828227307
ACH-000211,0.1476866749642908
ACH-000215,0.146794388941165
ACH-000221,0.08302936183670076
ACH-000222,0.0600947613758893
ACH-000223,0.07966531223175141
ACH-000226,0.032374660085220976
ACH-000227,0.012892442902109731
ACH-000228,0.26876325209635993
ACH-000231,0.09812461662989166
ACH-000232,-0.05939937448602538
ACH-000233,0.10211689162050896
ACH-000234,0.1073520015425134
ACH-000235,0.16933272316360626
ACH-000237,-0.18490675544254612
ACH-000238,0.057571034501134134
ACH-000242,0.06852524046936782
ACH-000243,0.1540051461215051
ACH-000244,0.1656474705119746
ACH-000246,-0.01986020065834489
ACH-000248,0.201275385856958
ACH-000250,0.08912087298744156
ACH-000251,0.12386578354198033
