,PNN (5411)
ACH-000004,-0.9031464615445792
ACH-000005,-0.7133766459244628
ACH-000007,-0.7870967592316753
ACH-000009,-0.6389798052535774
ACH-000011,-0.5808327962244649
ACH-000012,-0.6984981267670893
ACH-000013,-0.4987206202055655
ACH-000014,-0.29470404011986984
ACH-000015,-0.5973685659949742
ACH-000017,-0.8580409894664888
ACH-000018,-0.5343283390711642
ACH-000019,-0.6921424042436315
ACH-000021,-0.6636465727841311
ACH-000022,-0.460892852127894
ACH-000025,-0.7031633635277982
ACH-000028,-0.594518040443643
ACH-000030,-0.6410347952691454
ACH-000035,-0.6969891095794092
ACH-000036,-0.6194945068011509
ACH-000037,-0.8722061171724512
ACH-000039,-0.5395124411365873
ACH-000040,-0.5078548628006209
ACH-000041,-0.6692535271428356
ACH-000042,-0.5437938549799429
ACH-000045,-0.6695380531231541
ACH-000047,-0.6520202909467219
ACH-000052,-0.881841389941651
ACH-000053,-0.6889836701123618
ACH-000054,-0.5934056352316754
ACH-000055,-0.5607586813447594
ACH-000060,-0.8129317848132686
ACH-000067,-0.759247283488639
ACH-000070,-0.7727939079184316
ACH-000075,-0.8989196067927475
ACH-000078,-0.6928860091732424
ACH-000082,-0.61844030856487
ACH-000085,-0.3268875936672239
ACH-000086,-0.6323562207471533
ACH-000087,-0.5442196682832807
ACH-000092,-0.6711613761434186
ACH-000095,-0.4971987146965406
ACH-000097,-0.7084395177919244
ACH-000098,-0.616320904146758
ACH-000099,-0.5913819926388121
ACH-000108,-0.6074438229029625
ACH-000113,-0.5859013324255585
ACH-000116,-0.6434985111346446
ACH-000118,-0.4789999599345966
ACH-000120,-0.6472766929942594
ACH-000123,-0.5768822352391398
ACH-000127,-0.6939069822020756
ACH-000128,-0.6490310507945599
ACH-000132,-0.7178358072401817
ACH-000133,-0.6383015076347451
ACH-000137,-0.5722442225783125
ACH-000138,-0.33599383236010805
ACH-000142,-0.4224484070275425
ACH-000143,-0.9362951626979332
ACH-000146,-0.5742061527131734
ACH-000148,-0.7648925541529018
ACH-000150,-0.6801613172601657
ACH-000152,-0.6006765190081622
ACH-000153,-0.5146992076565083
ACH-000159,-0.7474618811081282
ACH-000160,-0.6071751302650329
ACH-000163,-0.5678434112941395
ACH-000167,-0.7046217482861146
ACH-000168,-0.703697004198519
ACH-000169,-0.6077954755321923
ACH-000178,-0.4867380742052692
ACH-000183,-0.5722328888423076
ACH-000188,-0.6915251133407805
ACH-000189,-0.6241224211765256
ACH-000190,-0.7046479170824756
ACH-000198,-0.6356730002979453
ACH-000203,-0.10984788318961826
ACH-000204,-1.033964025477708
ACH-000206,-0.5703967480771698
ACH-000207,-0.5813248576528381
ACH-000208,-0.6161598906605147
ACH-000210,-0.8467228646083441
ACH-000211,-0.6753315932247432
ACH-000215,-0.5253957184598714
ACH-000221,-0.662644336684478
ACH-000222,-0.5656237324954777
ACH-000223,-0.5743345560247739
ACH-000226,-0.7171072837985946
ACH-000227,-0.4880160206874848
ACH-000228,-0.6519888946700366
ACH-000231,-0.6495253009826096
ACH-000232,-0.6024605233409798
ACH-000233,-0.5590857614699499
ACH-000234,-0.5015888938227829
ACH-000235,-0.6046340656044591
ACH-000237,-0.3992199342513505
ACH-000238,-0.6601343184288235
ACH-000242,-0.2079248393650792
ACH-000243,-0.6511816267462072
ACH-000244,-0.590149038782367
ACH-000246,-0.7909001206912281
ACH-000248,-0.7573117096809342
ACH-000250,-0.6809877406522026
ACH-000251,-0.6082766535119826
ACH-000252,-0.4600508306882013
ACH-000253,-0.6308843246700557
ACH-000255,-0.436743174242934
ACH-000256,-0.7481921906429179
ACH-000257,-0.6901327293062547
ACH-000258,-0.7337839717447149
ACH-000259,-0.6087427729666107
ACH-000260,-0.5974247505992114
ACH-000261,-0.6149083597752685
ACH-000262,-0.5599419887362487
ACH-000263,-0.828338928972235
ACH-000264,-0.5920002889589489
ACH-000265,-0.5089225463630207
ACH-000266,-0.7341128138271409
ACH-000272,-0.6907977939100765
ACH-000274,-0.7835804140951046
ACH-000277,-0.5535052085286783
ACH-000278,-0.6959240634212176
ACH-000279,-0.6181537119878304
ACH-000280,-0.5527077399576131
ACH-000281,-0.7143714574078169
ACH-000288,-0.6132138207774768
ACH-000291,-0.4486437145214367
ACH-000293,-0.4659273627929961
ACH-000294,-0.6866195214503528
ACH-000295,-1.024543473995608
ACH-000296,-0.5634496637834439
ACH-000302,-0.4704357704857384
ACH-000304,-0.5044906563088228
ACH-000307,-0.6125196753473742
ACH-000308,-0.5588055168409247
ACH-000310,-0.6726215698386667
ACH-000311,-0.8146868634165912
ACH-000312,-0.5664596098179545
ACH-000315,-0.7043320972960188
ACH-000316,-0.6251004257286147
ACH-000317,-0.6551897427143608
ACH-000318,-0.5950145837589416
ACH-000319,-0.5925199998008164
ACH-000320,-0.4228442651320454
ACH-000322,-0.8233280585773376
ACH-000323,-0.6070218438026738
ACH-000324,-0.6359358692726197
ACH-000329,-0.6634997375830758
ACH-000330,-0.6329412619083727
ACH-000331,-0.6907785287936165
ACH-000332,-0.6169426708284121
ACH-000334,-0.5340561028564148
ACH-000335,-0.4047803247116719
ACH-000336,-0.9598116819315552
ACH-000337,-0.5349796098324102
ACH-000338,-0.8148979785576665
ACH-000339,-0.5140007608363238
ACH-000341,-0.6495081885938463
ACH-000348,-0.5706842731515607
ACH-000350,-0.5743614558330818
ACH-000352,-0.6851487233302905
ACH-000356,-0.4045385241100472
ACH-000361,-0.28423248347768604
ACH-000362,-0.6274880069955145
ACH-000363,-0.6644947743451809
ACH-000364,-0.850976524098005
ACH-000365,-0.5402001607342245
ACH-000366,-0.5574739354817771
ACH-000368,-0.8784636435829609
ACH-000374,-0.7716226977196051
ACH-000375,-0.5109327136427567
ACH-000376,-0.5364204760331099
ACH-000381,-0.6613445367140162
ACH-000383,-0.5576593736300605
ACH-000387,-0.7322194495416551
ACH-000389,-0.5685094805568388
ACH-000390,-0.4051828722806128
ACH-000393,-0.7033638832145902
ACH-000395,-0.5683930538615998
ACH-000396,-0.2513876477186635
