,SAP30BP (29115)
ACH-000295,-1.033695644455708
ACH-000296,-1.0025275944086447
ACH-000302,-1.1553536925129917
ACH-000304,-1.3862089446371195
ACH-000307,-1.3350980802453434
ACH-000308,-1.2406519929957756
ACH-000310,-1.1087998482983168
ACH-000311,-1.0743485171321765
ACH-000312,-1.2514885212879636
ACH-000315,-1.3003700685368176
ACH-000316,-1.0073824626910142
ACH-000317,-1.0598433252237396
ACH-000318,-1.2841916929970632
ACH-000319,-1.2867881773575514
ACH-000320,-1.2747933517446446
ACH-000322,-1.0973650458869328
ACH-000323,-1.067517553677166
ACH-000324,-1.0937072851180571
ACH-000329,-1.171105572161337
ACH-000330,-1.2844584258704932
ACH-000331,-1.1776789631109628
ACH-000332,-1.0229548170429354
ACH-000334,-1.2543818126848374
ACH-000335,-1.2287601838180435
ACH-000336,-1.0446198769782329
ACH-000337,-0.9700807774025576
ACH-000338,-1.2425651147306638
ACH-000339,-1.110405038463292
ACH-000341,-1.093589690850459
ACH-000348,-1.2951299361796258
ACH-000350,-1.0456800604132634
ACH-000352,-1.112645614393704
ACH-000356,-0.9550371398805888
ACH-000361,-1.0075798048190108
ACH-000362,-1.1447910277604838
ACH-000363,-1.165619815550345
ACH-000364,-1.1282895821673562
ACH-000365,-1.3247652752608778
ACH-000366,-1.2507989052154609
ACH-000368,-0.8779892411136168
ACH-000374,-1.0320693577190403
ACH-000375,-1.0424120417502043
ACH-000376,-0.8885127428867519
ACH-000381,-1.2559804848675624
ACH-000383,-1.1500959383645613
ACH-000387,-1.2409110557131626
ACH-000389,-0.8465979093591891
ACH-000390,-1.1484232743977605
ACH-000393,-1.0382634504384616
ACH-000395,-1.0106755189151344
ACH-000396,-1.3453679696782124
ACH-000397,-1.0007119272075868
ACH-000401,-1.1101792170510196
ACH-000402,-1.3073321283023758
ACH-000403,-1.118701347132408
ACH-000404,-1.1827356461398997
ACH-000406,-1.2648674597982452
ACH-000407,-0.8594520770344024
ACH-000408,-1.0596167262285296
ACH-000410,-1.0542777884574128
ACH-000411,-1.0553442899643577
ACH-000414,-1.3325679813882167
ACH-000415,-1.1988013208046158
ACH-000416,-1.3603790172167358
ACH-000420,-1.2216860965364056
ACH-000421,-1.0727838411072983
ACH-000424,-0.8576922756944814
ACH-000425,-1.1331391180212422
ACH-000426,-1.1392227659703706
ACH-000427,-1.2882465267017602
ACH-000433,-0.9862371250459973
ACH-000435,-1.4699813294414807
ACH-000436,-1.3785647276948847
ACH-000444,-1.0705578866718155
ACH-000445,-1.26072734955927
ACH-000448,-0.9918905518152972
ACH-000450,-1.0783660469602447
ACH-000452,-1.1677576603261113
ACH-000454,-0.9923528395867094
ACH-000458,-1.1201417289976652
ACH-000459,-1.2611516108717924
ACH-000460,-1.148967382776212
ACH-000461,-1.4139197901792928
ACH-000463,-1.1344822625582616
ACH-000464,-1.233683220425608
ACH-000466,-1.1698503604611643
ACH-000467,-1.1305273489941357
ACH-000468,-1.0670862301558195
ACH-000469,-1.2535140206041138
ACH-000470,-1.350980286776516
ACH-000471,-1.0025405413680792
ACH-000472,-1.088543236003693
ACH-000473,-1.3661135371180877
ACH-000475,-1.0935787130147356
ACH-000476,-1.0108293884123365
ACH-000477,-1.1104228881717886
ACH-000479,-1.1652633433919748
ACH-000480,-1.2201516191683217
ACH-000481,-1.443253257855154
ACH-000483,-1.1140109336801007
ACH-000484,-1.31607747151947
ACH-000485,-1.096226793343271
ACH-000486,-1.0005059118061057
ACH-000487,-1.1611898742406714
ACH-000488,-1.1327726129488844
ACH-000490,-1.169573673703464
ACH-000491,-1.2570591246294505
ACH-000495,-1.0182441691640247
ACH-000496,-1.2667877564718435
ACH-000499,-1.2519633172930855
ACH-000500,-1.4448463408843253
ACH-000502,-1.0821878196066146
ACH-000503,-0.7735130907446444
ACH-000505,-1.0799501591982918
ACH-000507,-1.1128786557075656
ACH-000510,-0.9871376468193024
ACH-000511,-1.0375986357709317
ACH-000512,-1.2314855890772112
ACH-000516,-1.1463680099969316
ACH-000517,-1.2108416979886991
ACH-000518,-1.3258597510891241
ACH-000520,-1.0262894116628831
ACH-000521,-1.3774378977567758
ACH-000522,-0.9556834225500256
ACH-000524,-1.414860954332
ACH-000527,-1.0292673202363856
ACH-000528,-1.2980190504497684
ACH-000537,-1.063071638069454
ACH-000541,-1.4386503739603136
ACH-000542,-0.9286258903228358
ACH-000544,-1.2739789892670348
ACH-000545,-1.1069544515649283
ACH-000547,-1.0946772137449212
ACH-000548,-1.267075056298948
ACH-000549,-1.1691648617887809
ACH-000550,-1.0791212136347097
ACH-000552,-1.128395917482412
ACH-000556,-1.026951086813146
ACH-000557,-1.2870175401202708
ACH-000569,-0.903663011664302
ACH-000570,-1.0710268910231595
ACH-000571,-1.1054561049296665
ACH-000573,-1.4110135068343397
ACH-000576,-1.2329480930794068
ACH-000579,-1.2433638056494112
ACH-000580,-1.2224994649666985
ACH-000584,-1.1415403438598992
ACH-000585,-1.1694731584105165
ACH-000588,-1.2835628435305002
ACH-000589,-1.3106798381469795
ACH-000591,-1.105464006059549
ACH-000593,-1.008738976989215
ACH-000600,-1.2091220789506427
ACH-000601,-1.1702661033375177
ACH-000605,-1.109931555813555
ACH-000606,-0.9443776170341078
ACH-000608,-1.3550166263399874
ACH-000614,-1.0101573012095872
ACH-000616,-0.7979443929354467
ACH-000618,-1.1318023981781642
ACH-000619,-1.2927490574734155
ACH-000620,-0.8538321175106579
ACH-000621,-0.9471229804922464
ACH-000622,-1.309138267347106
ACH-000623,-1.0870635555023926
ACH-000624,-1.1114277306879774
ACH-000627,-0.8710802812655425
ACH-000630,-0.9753374493900556
ACH-000631,-1.0549113420172809
ACH-000632,-1.1346126142623263
ACH-000633,-1.1285025462267986
ACH-000637,-1.2962589407768992
ACH-000638,-1.0563863526727102
ACH-000646,-1.4062414173047806
ACH-000647,-1.152382272962923
ACH-000648,-0.7935555510141529
ACH-000649,-1.056639757556447
ACH-000651,-1.1928124053065323
ACH-000652,-1.2348877942797734
ACH-000653,-1.1147376788239198
ACH-000657,-1.1709869213401929
ACH-000658,-1.1327408466031883
ACH-000661,-1.2195683847787684
ACH-000662,-1.2287246174120994
ACH-000663,-1.1886494929472882
ACH-000665,-1.0593341061086363
ACH-000671,-1.115252983709266
ACH-000672,-1.319998605449766
ACH-000673,-1.1565249418348182
ACH-000676,-1.230127722482483
ACH-000677,-1.1073439758677257
ACH-000681,-1.0019902131144938
ACH-000683,-0.9785917819977272
ACH-000684,-0.8432611533742091
ACH-000688,-1.4755813141078165
ACH-000693,-1.2379321815894555
ACH-000694,-1.185030734234393
ACH-000695,-1.0794925778105957
ACH-000696,-1.209238811070447
ACH-000697,-0.95566123923976
ACH-000699,-1.2510808060966014
ACH-000701,-1.1419416005224194
ACH-000706,-1.2385361458862396
ACH-000711,-1.0694244958483436
ACH-000713,-0.8902123124273058
ACH-000714,-1.1031948980368464
ACH-000718,-1.1609701997929294
ACH-000720,-1.2366117534012109
ACH-000721,-1.0343124427937456
ACH-000724,-1.5060932444623152
ACH-000725,-1.0341413773843426
ACH-000732,-1.1740779226740448
ACH-000734,-0.9647587997535187
ACH-000735,-1.03779116290168
ACH-000736,-1.2899294235478154
ACH-000738,-1.143898517402166
ACH-000746,-0.939509976962196
ACH-000747,-1.147084038593156
ACH-000748,-1.08034762149199
ACH-000753,-1.1848685001897614
ACH-000756,-0.9446111934405436
ACH-000757,-1.0850349153080527
ACH-000758,-1.0854441813920523
ACH-000760,-1.081930149252178
ACH-000762,-1.2125734063281886
ACH-000763,-1.1494446704822894
ACH-000764,-0.9390118800720564
ACH-000765,-1.1809690724139557
ACH-000766,-1.0370717902692472
ACH-000767,-1.3362583634605705
ACH-000768,-1.0000874526582981
ACH-000769,-1.023961494048712
ACH-000770,-1.2591187699709152
ACH-000771,-1.1717170348990935
ACH-000773,-1.2669374129603153
ACH-000776,-1.0163866371369878
ACH-000777,-1.112470247869467
ACH-000778,-1.399474118339847
ACH-000781,-1.2180266289558808
ACH-000782,-0.9754962221315028
ACH-000783,-1.2339271601920236
ACH-000784,-1.1807659275835218
ACH-000785,-1.3140876278936795
ACH-000787,-0.9224929717818696
ACH-000788,-1.012657559947296
ACH-000791,-1.0949745881289528
ACH-000792,-1.1818073924834385
ACH-000794,-1.0049127190914602
ACH-000796,-1.2314235740778308
ACH-000798,-0.9694370561018756
ACH-000799,-0.9948750301407993
ACH-000800,-1.4284359944848668
ACH-000802,-1.199330424119904
ACH-000804,-1.1144043542129214
ACH-000805,-0.9191300559765628
ACH-000809,-1.1619816033552934
ACH-000810,-1.1130854948029238
ACH-000811,-1.2627047274060117
ACH-000817,-1.1491164879782867
ACH-000819,-1.0870086209362133
ACH-000820,-1.006813665195672
ACH-000821,-1.464030556605228
ACH-000822,-1.1535272674564991
ACH-000823,-1.1447455085463043
ACH-000824,-1.1431555106965192
ACH-000827,-1.1294336174240456
ACH-000829,-1.1392973359655914
ACH-000831,-0.9894441706294641
ACH-000832,-1.2692840307783844
ACH-000833,-1.2390290327705251
ACH-000834,-1.1028070700023305
ACH-000835,-1.1457269349180512
ACH-000836,-1.1264904374793578
ACH-000837,-1.3187762419788192
ACH-000838,-1.3027703588733202
ACH-000839,-1.1731233256317681
ACH-000840,-1.3439372746775722
ACH-000841,-1.2429950689146894
ACH-000843,-1.04780132025406
ACH-000846,-1.2134605389389312
ACH-000847,-0.9124007703604652
ACH-000848,-1.1075497618378194
ACH-000849,-1.0934499439443657
ACH-000851,-1.1045944784490895
ACH-000855,-1.3014497479055145
ACH-000856,-1.2233587133770978
ACH-000858,-1.0799904166289842
ACH-000859,-0.8671933447033571
ACH-000861,-0.9361594259655548
ACH-000862,-1.3996376405347497
ACH-000865,-1.3190056975278963
ACH-000866,-1.3015433564659633
ACH-000867,-1.2764632272614351
ACH-000869,-1.2545477708966752
ACH-000872,-1.1163572734242684
ACH-000873,-1.032196688790887
ACH-000876,-1.420673054015953
ACH-000878,-1.093244296040906
ACH-000880,-1.0866025460441298
ACH-000881,-1.0925597503329951
ACH-000882,-1.3361522414650735
ACH-000884,-1.1622196922218353
ACH-000885,-1.2070281469884772
ACH-000887,-1.156518821841186
ACH-000889,-1.185238102583283
ACH-000896,-1.1260493807660354
ACH-000898,-1.2164781429670717
ACH-000900,-1.1163377024259833
ACH-000901,-1.1317844287451435
ACH-000905,-0.8752028506185004
ACH-000906,-1.1999990247268877
ACH-000907,-1.122981530824076
ACH-000910,-1.2316303241838031
ACH-000911,-1.256137045392015
ACH-000912,-1.1849054922965414
ACH-000913,-1.2103530779969982
ACH-000915,-1.1010145715200017
ACH-000916,-1.2831887489045115
ACH-000917,-1.2578240623683101
ACH-000920,-1.1664716233428278
ACH-000921,-1.1863965957652345
ACH-000924,-1.1589352016640428
ACH-000926,-1.211732479650433
ACH-000928,-0.9725008034876556
ACH-000929,-1.2794946598685384
ACH-000932,-1.2638256691785272
ACH-000935,-0.940683658188072
ACH-000936,-1.125360817359334
ACH-000937,-1.0898334231645312
ACH-000938,-1.010525516123365
ACH-000939,-1.2732860505383778
ACH-000941,-1.210799147885509
ACH-000943,-1.2924511565462065
ACH-000946,-1.2093637329767792
ACH-000947,-1.1940752286789464
ACH-000948,-1.175210000336504
ACH-000950,-1.0167204165606694
ACH-000953,-0.8131897070060858
ACH-000954,-1.0951629830053724
ACH-000957,-1.3697561683546178
ACH-000958,-1.2101128162731971
ACH-000960,-1.0263255660366035
ACH-000963,-1.0719928756856931
ACH-000968,-1.2123967091733805
ACH-000969,-1.1913043127880347
ACH-000972,-1.3157474329958454
ACH-000973,-1.291798945427303
ACH-000974,-1.0288103213683009
ACH-000978,-1.1568407861052783
ACH-000984,-1.1298076961415873
ACH-000986,-1.0908652583107472
ACH-000988,-1.1869429720864464
ACH-000993,-1.3017654178023486
ACH-000994,-1.2718645819308052
ACH-000996,-1.2602280831513153
ACH-001001,-1.2454904672304823
ACH-001020,-1.117731124882352
ACH-001028,-1.1359784445823382
ACH-001031,-1.2415017707766949
ACH-001038,-1.0473313342218724
ACH-001048,-0.9139169302025448
ACH-001050,-0.6908448866054908
ACH-001053,-0.9780054985917916
ACH-001054,-1.0446055016148714
ACH-001061,-1.1467171412610628
ACH-001067,-1.1413806920721363
ACH-001075,-1.2010107078221417
ACH-001096,-1.278887334827113
ACH-001111,-1.0383584720665529
ACH-001119,-1.2079875710877934
ACH-001128,-1.1930491935709324
ACH-001134,-0.9104666647360768
ACH-001151,-1.2419844269907936
ACH-001163,-1.10509740539545
ACH-001164,-1.3109445533704125
ACH-001183,-1.0790757794894987
ACH-001192,-1.2016328344464664
ACH-001193,-1.2937254456151102
ACH-001196,-1.2285715603938638
ACH-001197,-1.1051728102720224
ACH-001205,-1.2506659655557824
ACH-001211,-1.1236673092649208
ACH-001212,-1.0343778756656024
ACH-001228,-1.050408993550231
ACH-001232,-1.1593757262090134
ACH-001239,-1.2103451183104112
ACH-001270,-1.0117652970037148
ACH-001274,-1.0687846332633997
ACH-001275,-1.1219840915833441
ACH-001277,-1.2714129586043257
ACH-001278,-1.156087039556927
ACH-001280,-1.203299562868153
ACH-001283,-1.0873246262429603
ACH-001289,-1.2650843825958835
ACH-001300,-0.9613744527405144
ACH-001301,-1.0577750735139484
ACH-001302,-1.1927949472248998
ACH-001306,-1.1641966647902464
ACH-001318,-1.3289086757629178
ACH-001322,-1.2648530120519812
ACH-001328,-1.0604279394186944
ACH-001332,-1.151975736069527
ACH-001336,-0.9789522763851602
ACH-001346,-1.4216563171654633
ACH-001353,-1.1643211622041874
ACH-001354,-0.8524275400187855
ACH-001367,-0.9071018716384962
ACH-001368,-1.222261897624142
ACH-001374,-0.7956968993698963
ACH-001377,-0.9787946068794608
ACH-001380,-1.0428088346034634
ACH-001391,-1.1235034113788138
ACH-001408,-1.1216012289361588
ACH-001430,-1.2494400555634628
ACH-001431,-1.1605717409843606
ACH-001450,-0.9473251014972988
ACH-001496,-1.3148238451525815
ACH-001500,-1.131260911166423
ACH-001523,-1.3644269471587167
ACH-001532,-1.0610683021851408
ACH-001550,-1.4178105825031888
ACH-001552,-1.2345101127825824
ACH-001554,-1.0312248637129589
ACH-001654,-1.1834116698732795
ACH-001735,-1.1393468487215792
ACH-001736,-1.1953811713386118
ACH-001737,-1.2040379160593482
ACH-001740,-1.157117817375517
ACH-001745,-1.2758955181970892
ACH-001765,-1.3081078938789144
