,MALT1 (10892)
ACH-000004,0.09713787329699217
ACH-000005,0.3988779714405344
ACH-000007,0.16455754522298752
ACH-000009,0.2563842321876246
ACH-000011,0.060770672833104736
ACH-000012,0.2522883341103524
ACH-000013,0.04847320756135926
ACH-000014,0.12167381084074112
ACH-000015,0.2263468944525922
ACH-000017,0.14418904147406314
ACH-000018,0.28513299464840663
ACH-000019,0.2548585770814642
ACH-000021,0.27552733997375056
ACH-000022,0.15936171144946742
ACH-000025,0.13996259452012466
ACH-000028,0.1480929015802323
ACH-000030,0.13516154614876044
ACH-000035,0.16679820989673524
ACH-000036,0.3486291560362398
ACH-000037,0.20754170779367734
ACH-000039,0.11602662276809192
ACH-000040,0.018422097306160054
ACH-000041,0.13748148393759896
ACH-000042,0.0818375459275251
ACH-000045,0.1887552788448241
ACH-000047,0.2771428481882649
ACH-000052,0.002454440191668809
ACH-000053,0.11460933122481945
ACH-000054,0.10361856974769512
ACH-000055,0.3333422100264458
ACH-000060,-0.06038446552601804
ACH-000067,0.18624664682152067
ACH-000070,0.15342663380367744
ACH-000075,0.2368024630672699
ACH-000078,0.2587564850309884
ACH-000082,0.056458727174346815
ACH-000085,0.10985890906494464
ACH-000086,0.2401204542836974
ACH-000087,-0.09112101433412824
ACH-000092,0.17373862476467605
ACH-000095,0.13015984627986926
ACH-000097,0.2843492805144485
ACH-000098,0.1620531497718921
ACH-000099,0.2091775781182636
ACH-000108,0.23681479051963475
ACH-000113,0.21913841832084216
ACH-000116,0.1847480633186842
ACH-000118,0.1738925369840005
ACH-000120,0.23160825275495975
ACH-000123,0.17498909261917778
ACH-000127,0.11245648727186143
ACH-000128,0.07005192246018388
ACH-000132,0.18533451333775966
ACH-000133,0.1934270007573884
ACH-000137,0.14860749946718627
ACH-000138,0.1811577587280255
ACH-000142,0.2444882536493573
ACH-000143,0.14959697570262734
ACH-000146,0.05267999957095807
ACH-000148,0.283842207468543
ACH-000150,0.10338798683796648
ACH-000152,0.23662412581871176
ACH-000153,0.03408449788179473
ACH-000159,0.026516609758941437
ACH-000160,0.1978717674283464
ACH-000163,0.2873710765115926
ACH-000167,0.05191788665117341
ACH-000168,0.07950232108013491
ACH-000169,0.15063070498280653
ACH-000178,0.1813575615773451
ACH-000183,0.234720146404224
ACH-000188,0.16751767443670074
ACH-000189,-0.15148679739522286
ACH-000190,0.007557267063786055
ACH-000198,0.18997869324339506
ACH-000203,0.7132774615361224
ACH-000204,0.4030051650436885
ACH-000206,0.14913852358335775
ACH-000207,0.12526053389484842
ACH-000208,0.2613008137469103
ACH-000210,0.12325523866778282
ACH-000211,0.18617215534606504
ACH-000215,0.12603599555864392
ACH-000221,0.14956629320367246
ACH-000222,-0.15239822630185176
ACH-000223,0.100507514996813
ACH-000226,0.18097067725675006
ACH-000227,0.061018271654532566
ACH-000228,0.00025939978134002816
ACH-000231,0.16016269108638742
ACH-000232,0.10681051122570442
ACH-000233,0.3138019790161531
ACH-000234,-0.06254337612624881
ACH-000235,0.15274640466925066
ACH-000237,0.17361956621435462
ACH-000238,0.09048360732931852
ACH-000242,-0.06766312697634233
ACH-000243,0.1723833537708624
ACH-000244,0.26497899586217744
ACH-000246,-0.07526558113464517
ACH-000248,0.3051030294715357
ACH-000250,-0.05702228592895536
ACH-000251,0.11833426478111242
ACH-000252,0.2083202059753438
ACH-000253,0.1297164801427534
ACH-000255,0.2897822429351785
ACH-000256,0.21007845662627747
ACH-000257,0.0798769408597557
ACH-000258,0.09480597125073198
ACH-000259,0.11576839169790655
ACH-000260,0.07319452565889274
ACH-000261,0.10652440625455838
ACH-000262,-0.15428562523006095
ACH-000263,0.1587847767784821
ACH-000264,0.17680009084864154
ACH-000265,0.10487800293790757
ACH-000266,0.032190311558679637
ACH-000272,0.23595920747365684
ACH-000274,0.010848580622030759
ACH-000277,0.10014674201458484
ACH-000278,0.22440610156826998
ACH-000279,0.1472532521099519
ACH-000280,0.07959312541741362
ACH-000281,-0.3108757729261269
ACH-000288,0.13776504026138772
ACH-000291,0.2839306945912195
ACH-000293,-0.06205342443445287
ACH-000294,0.15894296891045395
ACH-000295,0.012557001397961358
ACH-000296,0.15570595442188362
ACH-000302,0.06260452684924936
ACH-000304,0.27436958991599897
ACH-000307,0.17739802459525045
ACH-000308,0.1947413558140184
ACH-000310,0.1474072389895626
ACH-000311,0.22609207219671185
ACH-000312,0.07682913952455675
ACH-000315,0.13860856711154268
ACH-000316,0.08684742028772427
ACH-000317,0.16147317760438282
ACH-000318,0.22506137355818695
ACH-000319,0.23151950395027984
ACH-000320,0.11814118848922545
ACH-000322,0.12743940988284913
ACH-000323,0.20310921480840727
ACH-000324,0.07413795592686316
ACH-000329,0.00325762287922723
ACH-000330,0.0445413054850435
ACH-000331,0.2897037587584607
