,PTGDR2 (11251)
ACH-000004,0.02212722870321833
ACH-000005,0.15364868922654626
ACH-000007,0.18229894819166956
ACH-000009,-0.02937399549220295
ACH-000011,0.00048531632567691974
ACH-000012,0.02929614600744484
ACH-000013,0.015314654481910855
ACH-000014,0.2613809772431598
ACH-000015,0.1237521301310988
ACH-000017,0.07744997773062201
ACH-000018,-0.003981117963510507
ACH-000019,0.08800520343629797
ACH-000021,0.07722915912099973
ACH-000022,0.05352922989290924
ACH-000025,-0.0037162381218641782
ACH-000028,-0.1412725360446683
ACH-000030,0.0742867576149455
ACH-000035,0.11450507392223225
ACH-000036,0.027793733153028532
ACH-000037,0.044606058576614295
ACH-000039,-0.09731523200089463
ACH-000040,-0.04424506593623415
ACH-000041,0.09714874924008024
ACH-000042,0.016306885193696982
ACH-000045,0.09737036449777617
ACH-000047,0.1635851744861943
ACH-000052,-0.010457956252830004
ACH-000053,0.11827469580075495
ACH-000054,0.005588485766512818
ACH-000055,0.02171936779630123
ACH-000060,-0.0313723849824167
ACH-000067,0.02924960668157556
ACH-000070,0.10860220568652122
ACH-000075,-0.047295541191676
ACH-000078,0.15331008020363687
ACH-000082,-0.0006144731718366013
ACH-000085,-0.06835759010508748
ACH-000086,-0.07006618028720221
ACH-000087,0.004436259101348095
ACH-000092,0.10899919243682453
ACH-000095,-0.09799975159168448
ACH-000097,-0.1316033529200407
ACH-000098,0.10416767993944208
ACH-000099,0.133874760023567
ACH-000108,0.10749374739322874
ACH-000113,0.058636577328043185
ACH-000116,0.09567608614768107
ACH-000118,-0.04395631904341574
ACH-000120,0.12834181512512305
ACH-000123,-0.0013795168912876202
ACH-000127,0.030942718769074982
ACH-000128,-0.04409002159453558
ACH-000132,0.11736194222603713
ACH-000133,0.03346941117047837
ACH-000137,0.0443874364977906
ACH-000138,0.11125746154032984
ACH-000142,-0.11869465533531433
ACH-000143,-0.10986234865542743
ACH-000146,0.10667556898325828
ACH-000148,-0.015040222065417129
ACH-000150,0.1086026046491727
ACH-000152,-0.010547015352229034
ACH-000153,0.11295675028860999
ACH-000159,-0.008559222818671506
ACH-000160,0.029071439714133077
ACH-000163,0.019578478445517657
ACH-000167,0.012784807363078271
ACH-000168,0.06223101348871945
ACH-000169,-0.06094980972152515
ACH-000178,0.0880901673441575
ACH-000183,0.24901715158825796
ACH-000188,-0.030225489195383863
ACH-000189,-0.040557455270341665
ACH-000190,-0.0371790870756556
ACH-000198,-0.005296159623801968
ACH-000203,0.22688387972265645
ACH-000204,0.21660939226803613
ACH-000206,0.2865656290904487
ACH-000207,0.16369848446009327
ACH-000208,0.04695420919454741
ACH-000210,0.011108098793873441
ACH-000211,0.011726565616644846
ACH-000215,0.026219515697916525
ACH-000221,0.04889278306981454
ACH-000222,0.08204469983054516
ACH-000223,-0.07555881534798138
ACH-000226,-0.02623461352955249
ACH-000227,0.13971624363062446
ACH-000228,-0.08167138258761801
ACH-000231,-0.11637330886408133
ACH-000232,0.03971176284686246
ACH-000233,0.12298308390321973
ACH-000234,0.07412745738251178
ACH-000235,0.030089065852584026
ACH-000237,0.09972565365700224
ACH-000238,0.10721106803295913
ACH-000242,-0.31299113841423976
ACH-000243,0.13031342241214847
ACH-000244,0.11675691624877454
ACH-000246,0.08646596458891341
ACH-000248,-0.08085395406117596
ACH-000250,0.08682033073072354
ACH-000251,-0.06713889517248818
ACH-000252,0.2173422665643996
ACH-000253,0.09449135610069068
ACH-000255,-0.1017747720880987
ACH-000256,0.020219860769460262
ACH-000257,-0.05839421794927665
ACH-000258,0.04126129830339247
ACH-000259,0.06688081775066736
ACH-000260,0.003037118090756606
ACH-000261,0.03585268460461055
ACH-000262,0.10951803062105574
ACH-000263,0.2729738044604492
ACH-000264,0.0585543327964935
ACH-000265,0.05824765249747658
ACH-000266,0.05082303262676337
ACH-000272,0.056590032618598275
ACH-000274,0.015880855956384894
ACH-000277,0.11039106371136682
ACH-000278,0.1326061290641445
ACH-000279,0.06435001553445435
ACH-000280,-0.07128391395937225
ACH-000281,0.10912115111456462
ACH-000288,0.03988372582225287
ACH-000291,0.11756448481315875
ACH-000293,0.019371820371458785
ACH-000294,0.21265601616412405
ACH-000295,0.18126849428559694
ACH-000296,-0.152618775086126
ACH-000302,0.19330947250965466
ACH-000304,0.07136698229991588
