,FADS2 (9415)
ACH-000004,-0.4652556929117322
ACH-000005,-0.15914175831051616
ACH-000007,-0.02641532326822905
ACH-000009,-0.1770288800200948
ACH-000011,-0.2782963933544258
ACH-000012,-0.18480706553720566
ACH-000013,-0.13096484495654406
ACH-000014,-0.17086932265263086
ACH-000015,-0.11547042808064825
ACH-000017,-0.1050349181359648
ACH-000018,-0.26655708488828417
ACH-000019,-0.32129840296557066
ACH-000021,-0.20953485491601825
ACH-000022,-0.2313664607449959
ACH-000025,-0.18813180631924264
ACH-000028,-0.2325526442224504
ACH-000030,-0.3943487434889572
ACH-000035,-0.2299539845261925
ACH-000036,-0.2395418709119903
ACH-000037,-0.3121521397207273
ACH-000039,-0.1456095724823722
ACH-000040,-0.14457892886285684
ACH-000041,0.12109307203109294
ACH-000042,-0.2917686308571455
ACH-000045,-0.4109393491778256
ACH-000047,-0.193030923087108
ACH-000052,-0.13014009080389516
ACH-000053,-0.0599876650897669
ACH-000054,-0.2445902958180885
ACH-000055,-0.2719211716042737
ACH-000060,-0.14144446096762398
ACH-000067,-0.16598431369739428
ACH-000070,-0.09285567953445448
ACH-000075,-0.35598079935898297
ACH-000078,-0.19195544307113246
ACH-000082,-0.2110077085127852
ACH-000085,-0.10887926087511296
ACH-000086,-0.49660453405694893
ACH-000087,-0.3490450354595203
ACH-000092,-0.2420212368845541
ACH-000095,-0.1713057353340254
ACH-000097,-0.2383630897234842
ACH-000098,-0.13335481075909122
ACH-000099,-0.12443073681213505
ACH-000108,-0.2303931889234682
ACH-000113,-0.1515910837637748
ACH-000116,-0.20433161542989484
ACH-000118,-0.2930772617842518
ACH-000120,-0.21753134110474126
ACH-000123,-0.09909704500151632
ACH-000127,-0.08149733326370942
ACH-000128,-0.11769084029451322
ACH-000132,-0.4242320877114572
ACH-000133,-0.17450928429346738
ACH-000137,-0.2825066487128287
ACH-000138,-0.31372772939262383
ACH-000142,-0.3666251272099968
ACH-000143,-0.211051295485379
ACH-000146,-0.13097455568382982
ACH-000148,-0.1711912766572353
ACH-000150,-0.4178102116566904
ACH-000152,-0.17170094261873964
ACH-000153,-0.2417451769978488
ACH-000159,-0.24162820322266
ACH-000160,-0.27268502519133786
ACH-000163,-0.2421552455024019
ACH-000167,0.2334462319441513
ACH-000168,-0.3916778809341983
ACH-000169,-0.27869064144021594
ACH-000178,-0.16617257875151284
ACH-000183,-0.31654310169538163
ACH-000188,-0.3180897830532851
ACH-000189,-0.17208649131695974
ACH-000190,-0.06951145609752073
ACH-000198,-0.3168072897199108
ACH-000203,-0.4490537175658904
ACH-000204,-0.07953677457518499
ACH-000206,-0.5376560488405395
ACH-000207,-0.3791928048706736
ACH-000208,-0.09763587871542606
ACH-000210,-0.31061419909619303
ACH-000211,-0.14253550910535587
ACH-000215,-0.16962227285143905
ACH-000221,-0.12683796742113887
ACH-000222,-0.20785721381302352
ACH-000223,-0.15547460475271907
ACH-000226,-0.032762567287778856
ACH-000227,-0.10917636860371198
ACH-000228,-0.2935475242485811
ACH-000231,-0.23436152352582196
ACH-000232,-0.08635193709023761
ACH-000233,-0.16785002473072794
ACH-000234,-0.025936917426757328
ACH-000235,-0.17055691130500386
ACH-000237,-0.2372078581325101
ACH-000238,-0.16233845004485709
ACH-000242,-0.23881828852723466
ACH-000243,-0.10772560874799933
ACH-000244,-0.29574289473069204
ACH-000246,-0.1861132465306155
ACH-000248,-0.17428826971150174
ACH-000250,-0.2666572791767724
ACH-000251,-0.2255036243561029
ACH-000252,-0.09079282193460728
ACH-000253,-0.286442206677346
ACH-000255,-0.012023492068340904
ACH-000256,-0.5244224186181734
ACH-000257,-0.09860492453514363
ACH-000258,-0.11735105231656312
ACH-000259,-0.22301503085112645
ACH-000260,-0.17883042553908515
ACH-000261,-0.1992282850099617
ACH-000262,-0.33579450771704883
ACH-000263,-0.4387497637506401
ACH-000264,-0.2069604926586988
ACH-000265,-0.25178724802771296
ACH-000266,-0.2117523869469949
ACH-000272,-0.13755158161011216
ACH-000274,-0.1814618547006879
ACH-000277,0.030867751583018237
ACH-000278,-0.013556083345909268
ACH-000279,-0.027719242783860516
ACH-000280,-0.1738551457031191
ACH-000281,-0.3130782538427658
ACH-000288,-0.10811738839256728
ACH-000291,-0.14867037596949806
ACH-000293,-0.22291979625131614
ACH-000294,-0.5579331253259167
ACH-000295,-0.1181993399016502
ACH-000296,-0.1880019495456277
ACH-000302,-0.1415650712075468
ACH-000304,-0.12626226835737842
ACH-000307,-0.031451399398879434
ACH-000308,-0.3173393432772121
ACH-000310,-0.1303834313003411
ACH-000311,-0.12363609982478023
ACH-000312,-0.14896126277159386
ACH-000315,-0.021000974543412067
ACH-000316,-0.041404095074653
ACH-000317,-0.4220588614083108
ACH-000318,-0.26116218109844785
ACH-000319,-0.35828224849728546
ACH-000320,-0.14112312967473034
ACH-000322,-0.25351981870828594
ACH-000323,-0.13796089313587367
ACH-000324,-0.16498353946579514
ACH-000329,-0.11066866694482994
ACH-000330,-0.03407685088803281
ACH-000331,-0.06954585818648573
ACH-000332,-0.09828094770066248
ACH-000334,-0.27329772976750105
ACH-000335,-0.13522153558486275
ACH-000336,-0.13253703281590407
ACH-000337,-0.3845030589121541
