,HNRNPA3 (220988)
ACH-000004,-0.057304548624470826
ACH-000005,0.10399712523595038
ACH-000007,-0.17556824180522448
ACH-000009,0.05940695328824538
ACH-000011,-0.3753463504941384
ACH-000012,-0.12333531652945005
ACH-000013,0.03374817628387216
ACH-000014,-0.105735663911224
ACH-000015,0.03754669762003735
ACH-000017,0.02007451813965246
ACH-000018,-0.24345936746200414
ACH-000019,0.1416223570514792
ACH-000021,-0.0049371320879310655
ACH-000022,0.050850316662685024
ACH-000025,-0.006883684318868192
ACH-000028,-0.1263372355472882
ACH-000030,0.16381780636389842
ACH-000035,-0.016378831502335853
ACH-000036,-0.18168112921176888
ACH-000037,-0.2063899802314776
ACH-000039,-0.13904522618889906
ACH-000040,-0.10512092150483143
ACH-000041,-0.10083919910087992
ACH-000042,-0.02636143067920881
ACH-000045,-0.2965955837262318
ACH-000047,-0.023863196695081215
ACH-000052,-0.09914312680498426
ACH-000053,0.14886929097583684
ACH-000054,-0.08261479821662514
ACH-000055,-0.10978092125382773
ACH-000060,-0.34855685013986143
ACH-000067,-0.3049270002015533
ACH-000070,0.03289059885571241
ACH-000075,-0.2258664254600428
ACH-000078,-0.051908248128349294
ACH-000082,0.005001730574993597
ACH-000085,-0.07339680470681609
ACH-000086,-0.1500676882739933
ACH-000087,-0.0944424315896912
ACH-000092,-0.003378910696018955
ACH-000095,-0.17311115965335175
ACH-000097,0.15569082821314476
ACH-000098,-0.01609418736636372
ACH-000099,-0.14223556800067508
ACH-000108,0.17243150875787028
ACH-000113,-0.13956028725368771
ACH-000116,0.10950088644484866
ACH-000118,0.10101313713847092
ACH-000120,-0.10011129338305877
ACH-000123,-0.027922767642825454
ACH-000127,0.058725410162644015
ACH-000128,-0.05727989223067781
ACH-000132,-0.06712762314359375
ACH-000133,-0.05792656139579769
ACH-000137,-0.07151845952571267
ACH-000138,0.10126739995849923
ACH-000142,-0.0844909358321952
ACH-000143,-0.2991808911541697
ACH-000146,0.0595167615645031
ACH-000148,-0.15247633811282987
ACH-000150,0.03719809005692786
ACH-000152,0.06284223793591047
ACH-000153,0.21044252387945897
ACH-000159,-0.07250672848977142
ACH-000160,0.1595695211541246
ACH-000163,0.02811143538387714
ACH-000167,3.641038504655624
ACH-000168,0.04160589360579279
ACH-000169,-0.0990942419993574
ACH-000178,0.08830967916154514
ACH-000183,-0.09390758622457307
ACH-000188,-0.025170913864009603
ACH-000189,-0.19602432992057334
ACH-000190,-0.278091910792037
ACH-000198,-0.03316473632015218
ACH-000203,0.04686928567503347
ACH-000204,-0.12549888426137912
ACH-000206,-0.11595473797798088
ACH-000207,-0.06748058445984399
ACH-000208,0.18867259911423748
ACH-000210,0.02884331878396486
ACH-000211,-0.003244921395690737
ACH-000215,-0.07364550029482231
ACH-000221,-0.13338715848949484
ACH-000222,0.017165243025992837
ACH-000223,-0.06448118535881232
ACH-000226,-0.09871929368859536
ACH-000227,0.06927968909067507
ACH-000228,0.008946790916190522
ACH-000231,-0.056177994929030056
ACH-000232,-0.04539777517939343
ACH-000233,-0.03601756785278138
ACH-000234,0.038805630753454
ACH-000235,0.02158210806518671
ACH-000237,-0.042195021905452296
ACH-000238,0.21916848362509614
ACH-000242,0.045784372251712765
ACH-000243,-0.06427330550451144
ACH-000244,-0.10817485716872106
ACH-000246,-0.00971555240464469
ACH-000248,0.04645832838283366
ACH-000250,-0.04193929026321936
ACH-000251,-0.07652329733548377
ACH-000252,-0.2393301168849113
ACH-000253,-0.012643728106790928
ACH-000255,-0.11523755787955513
ACH-000256,-0.07227696739697775
ACH-000257,-0.3123013550525919
ACH-000258,0.22310706876521416
ACH-000259,-0.08040514056359123
ACH-000260,0.0559346431945968
ACH-000261,0.0034086579916799077
ACH-000262,-0.06171744264237952
ACH-000263,-0.1551744998323143
ACH-000264,0.05872225427439545
ACH-000265,-0.17116559810645882
ACH-000266,0.04838667871468688
ACH-000272,-0.10329171306530847
ACH-000274,-0.020245745311280386
ACH-000277,0.1357792472610056
ACH-000278,0.11834695586723755
ACH-000279,-0.13510552621676644
ACH-000280,0.16009069425290176
ACH-000281,0.027688911684780663
ACH-000288,-0.09186729056868788
ACH-000291,-0.11747648327444253
ACH-000293,0.07225439715375942
ACH-000294,0.30236180337839463
ACH-000295,-0.05750015867179206
ACH-000296,-0.043913800786943666
ACH-000302,-0.006063110415732799
ACH-000304,-0.3392624937909501
ACH-000307,0.11721057011566224
ACH-000308,0.05602979698319386
ACH-000310,-0.0822362017525829
ACH-000311,-0.22520396279370256
ACH-000312,-0.08844557127388508
ACH-000315,-0.5716387785100083
ACH-000316,0.07649795197096318
ACH-000317,0.014034724034102384
ACH-000318,-0.0008734167867618371
ACH-000319,0.11851317522718155
ACH-000320,-0.05897018972878147
ACH-000322,-0.042048820608058944
ACH-000323,0.05129917364236576
ACH-000324,0.009548536936286468
ACH-000329,0.06421302605098161
ACH-000330,-0.055443590723656865
ACH-000331,-0.19829734934054152
ACH-000332,-0.07825697311093299
ACH-000334,-0.05623036937303253
ACH-000335,-0.08144917015588321
ACH-000336,-0.11987871264591632
ACH-000337,-0.15325945421450465
ACH-000338,0.0965772382414038
ACH-000339,-0.11134382646880067
ACH-000341,0.09090367814047592
ACH-000348,-0.06116134251528357
ACH-000350,0.0612732135351791
ACH-000352,-0.1188164162825688
ACH-000356,-0.2065370555128537
ACH-000361,-0.2503049015747916
ACH-000362,-0.06890423520868806
ACH-000363,-0.0570127367766469
ACH-000364,0.06275751550797573
ACH-000365,-0.2720046241090515
ACH-000366,0.10761493281030396
ACH-000368,-0.08252809057024803
ACH-000374,-0.20554092364431506
ACH-000375,-0.20710175330535566
ACH-000376,0.03236283988211108
ACH-000381,-0.06328088021585634
ACH-000383,0.0771296731478486
ACH-000387,0.06181962646550099
ACH-000389,0.0915762953262544
ACH-000390,-0.063210109632689
ACH-000393,-0.19434192975058587
ACH-000395,-0.057573159057521174
ACH-000396,0.11564707498856312
ACH-000397,-0.0016894848399832015
ACH-000401,-0.006564938580194883
ACH-000402,-0.2644932097243485
ACH-000403,0.15310030215297274
ACH-000404,0.023254448097408082
ACH-000406,0.19876321242036354
ACH-000407,-0.19120399033790253
ACH-000408,-0.15237460487078264
ACH-000410,-0.008934337421380901
ACH-000411,0.015210953515018385
ACH-000414,0.022801376697851542
ACH-000415,-0.06536429077520826
ACH-000416,-0.0934442612132046
ACH-000420,-0.31477920518785746
ACH-000421,0.07334129356895025
ACH-000424,0.10523134003195278
ACH-000425,-0.06469391570784414
ACH-000426,0.4128815725169648
ACH-000427,0.13691112638454206
ACH-000433,0.0959206120866874
ACH-000435,-0.1576003034583755
ACH-000436,0.05297608235431482
ACH-000444,0.09876714953225227
ACH-000445,-0.03762690402391517
ACH-000448,-0.15488518033147572
ACH-000450,-0.0767216334430039
ACH-000452,-0.029727982579673868
ACH-000454,0.02122869640560144
ACH-000458,-0.06954922236144695
ACH-000459,0.02958790394901675
ACH-000460,-0.051660266820153976
ACH-000461,-0.08512306630849129
ACH-000463,0.13955434862297272
ACH-000464,-0.01129290604220551
ACH-000466,-0.0497083098672842
ACH-000467,-0.18141513455381295
ACH-000468,0.034275936750737375
ACH-000469,0.018049188703928992
ACH-000470,-0.04011374458921059
ACH-000471,-0.025992482058624956
ACH-000472,0.05908872381644958
ACH-000473,0.03301732616586105
ACH-000475,-0.08768627097469542
ACH-000476,-0.07889533060284286
ACH-000477,-0.015706918280655773
ACH-000479,-0.08118085785117943
ACH-000480,-0.2064979351311282
ACH-000481,-0.18533012812488875
ACH-000483,0.1522076788882981
ACH-000484,-0.10601978085027867
ACH-000485,0.09898807752044854
ACH-000486,-0.02407369590056468
ACH-000487,-0.04533436792945336
ACH-000488,-0.027067197830517628
ACH-000490,0.04116932614981575
ACH-000491,-0.1446287839035299
ACH-000495,-0.13941140034548935
ACH-000496,-0.2165266752963496
ACH-000499,-0.017404547229622876
ACH-000500,-0.3745141091544897
ACH-000502,0.04024241737137098
ACH-000503,-0.2608165206389927
ACH-000505,-0.06735175736125996
ACH-000507,-0.14945275062533098
ACH-000510,-0.021176792049300414
ACH-000511,0.17918684179279398
ACH-000512,-0.08969332660743615
ACH-000516,0.14099296858224028
ACH-000517,0.053453873148725836
ACH-000518,0.020737786619094083
ACH-000520,-0.23700588694268065
ACH-000521,0.07476509808046605
ACH-000522,0.028949682650368725
ACH-000524,-0.019255400859808237
ACH-000527,0.1027734845960751
ACH-000528,0.20429976123591614
ACH-000537,-0.10011557822964604
ACH-000541,-0.16706123153370744
ACH-000542,0.08928687549528891
ACH-000544,-0.2645703684253161
ACH-000545,-0.0365854701875671
ACH-000547,-0.0984919252324706
ACH-000548,0.01052414838103862
ACH-000549,-0.2032595829213208
ACH-000550,-0.13854027611099134
ACH-000552,0.07997002994231098
ACH-000556,-0.18626816208607494
ACH-000557,-0.17623262885343952
ACH-000569,-0.3762413638760204
ACH-000570,0.02592416844422464
ACH-000571,0.15651935406952042
ACH-000573,-0.03552919195194059
ACH-000576,-0.05741864965970511
ACH-000579,-0.04903797568148783
ACH-000580,-0.12099730672824052
ACH-000584,0.046746174235337806
ACH-000585,0.2334427298678253
ACH-000588,-0.1992046208710184
ACH-000589,-0.08505694282495428
ACH-000591,0.06935376534503954
ACH-000593,-0.03323083501512419
ACH-000600,-0.22074024491065786
ACH-000601,-0.010114258776125564
ACH-000605,0.0037449896789210815
ACH-000606,-0.12018522145645025
ACH-000608,-0.06912214397440368
ACH-000614,0.09766236036583584
ACH-000616,-0.03852394621208025
ACH-000618,0.0189236274992008
ACH-000619,-0.12670030182667955
ACH-000620,0.0249270636705595
ACH-000621,0.0695406098048226
ACH-000622,0.0940702644016633
ACH-000623,0.024446328110016853
ACH-000624,0.11937833059382512
ACH-000627,-0.02345957532715794
ACH-000630,-0.0030252183658199877
ACH-000631,-0.1453842881237795
ACH-000632,0.08031919960109522
ACH-000633,-0.04125514662958118
ACH-000637,-0.20778307507212568
ACH-000638,-0.1018322992088013
ACH-000646,0.1378734018854334
ACH-000647,0.07753769811298232
ACH-000648,-0.0770593137659737
ACH-000649,-0.060766052229906685
ACH-000651,-0.11655670855113745
ACH-000652,-0.0741085581839225
