,ACCS (84680)
ACH-000004,0.16044155663323345
ACH-000005,0.18073411801236844
ACH-000007,0.21050825280472105
ACH-000009,0.0712253307828097
ACH-000011,-0.02302743184095615
ACH-000012,0.0194739565684102
ACH-000013,0.15587652049064496
ACH-000014,0.10209573437942317
ACH-000015,0.11590819948919436
ACH-000017,0.1767996756138502
ACH-000018,0.06242299666735065
ACH-000019,0.08891915539163582
ACH-000021,-0.0420018036112139
ACH-000022,0.10858761492032146
ACH-000025,-0.0221996179922736
ACH-000028,0.01815020633505877
ACH-000030,0.04415915514206483
ACH-000035,0.035445986141493684
ACH-000036,0.09713575772989344
ACH-000037,0.0033072231203933678
ACH-000039,-0.027253252451939488
ACH-000040,0.09122468164025806
ACH-000041,-0.01847454899568489
ACH-000042,0.016731703340882958
ACH-000045,0.1538212284682024
ACH-000047,0.0784112639687373
ACH-000052,-0.136674988912462
ACH-000053,0.14731198305631904
ACH-000054,0.0675128424092384
ACH-000055,0.26850572000046874
ACH-000060,-0.024540937806081003
ACH-000067,-0.20117924460313866
ACH-000070,0.2504422459303833
ACH-000075,-0.023686716231327773
ACH-000078,-0.0795178340370496
ACH-000082,0.05466903328334523
ACH-000085,0.15932902011042346
ACH-000086,-0.031010177981561183
ACH-000087,-0.12654241981863007
ACH-000092,0.13160313287217407
ACH-000095,0.08245353860196211
ACH-000097,0.1880500547113212
ACH-000098,0.13945325839790934
ACH-000099,0.06661184507069605
ACH-000108,0.16795565183746036
ACH-000113,0.03780087243183211
ACH-000116,0.09508703216521093
ACH-000118,0.11047658541018417
ACH-000120,0.1222705592879542
ACH-000123,0.07206839511135002
ACH-000127,0.09136658437103083
ACH-000128,0.10949425463781312
ACH-000132,-0.07988908884600689
ACH-000133,-0.10824812055656076
ACH-000137,-0.06285044355852883
ACH-000138,0.0579665113406016
ACH-000142,0.0950601847271546
ACH-000143,0.08012726359879238
ACH-000146,0.09940520780454838
ACH-000148,-0.06993094818301705
ACH-000150,0.1144655505769417
ACH-000152,0.06089683197891967
ACH-000153,0.07236221174506285
ACH-000159,-0.0061466912326463615
ACH-000160,0.05465798253189525
ACH-000163,0.08795213784755958
ACH-000167,-0.1281243936997027
ACH-000168,0.09938325032884024
ACH-000169,0.07681724614903288
ACH-000178,0.09544474885782672
ACH-000183,0.15104509070318886
ACH-000188,0.10772168845499504
ACH-000189,-0.0702916868550144
ACH-000190,0.06116041678537824
ACH-000198,0.05133493842813906
ACH-000203,0.1590765231080212
ACH-000204,0.2388848569924687
ACH-000206,0.20388821872054214
ACH-000207,0.18086794132239534
ACH-000208,0.06602282701177213
ACH-000210,0.2980889899107571
ACH-000211,0.12273499130978086
ACH-000215,0.08088725668764797
ACH-000221,0.055455772512634345
ACH-000222,0.09149562585658516
ACH-000223,0.03892147015132525
ACH-000226,0.003828087868134011
ACH-000227,-0.11924137624894597
ACH-000228,0.1719098048769132
ACH-000231,0.05857702817187699
ACH-000232,0.0163599034284456
ACH-000233,0.06318146879500625
ACH-000234,0.12148782675573724
ACH-000235,0.022378847748446173
ACH-000237,-0.06348085130228763
ACH-000238,0.20425214109521872
ACH-000242,-0.006590251273318173
ACH-000243,0.09895025502306908
ACH-000244,0.03956239626689433
ACH-000246,0.06822852946118653
ACH-000248,0.16703424898654634
ACH-000250,0.08448416100259155
