,MARC1 (64757)
ACH-000004,0.2496131474987435
ACH-000005,0.31388169929013776
ACH-000007,0.03227695698153553
ACH-000009,0.014137815808071243
ACH-000011,0.027361759956411116
ACH-000012,0.08550133972795577
ACH-000013,0.062877708182972
ACH-000014,0.17129882123873824
ACH-000015,0.17606135353827468
ACH-000017,0.0043692620737501115
ACH-000018,0.13696012284081152
ACH-000019,0.09179202123650007
ACH-000021,-0.06708379310668527
ACH-000022,0.11746269892752526
ACH-000025,-0.10735237010727956
ACH-000028,0.1399349662028446
ACH-000030,-0.030200948439852836
ACH-000035,0.03595574023968589
ACH-000036,-0.034059269229298625
ACH-000037,-0.06906605189502593
ACH-000039,-0.02149402536434368
ACH-000040,0.046134227292446886
ACH-000041,0.11587649618570978
ACH-000042,0.08093555899177493
ACH-000045,0.09564342850315176
ACH-000047,0.13634019628338676
ACH-000052,0.09004759051034128
ACH-000053,-0.08881816179505714
ACH-000054,-0.03429352987650758
ACH-000055,-0.008603037303867132
ACH-000060,-0.13598833528394402
ACH-000067,0.07728146177430584
ACH-000070,-0.09536775778218998
ACH-000075,0.12407262201691995
ACH-000078,-0.011065175092417851
ACH-000082,-0.014386430822855891
ACH-000085,0.16744259470168668
ACH-000086,-0.09388426470877524
ACH-000087,-0.007584268556871511
ACH-000092,-0.019230076003364217
ACH-000095,-0.00519556756142185
ACH-000097,0.11338684867257515
ACH-000098,-0.06347432788456844
ACH-000099,0.041344595583456746
ACH-000108,0.056062387227209125
ACH-000113,-0.09805861182845224
ACH-000116,0.004102839592698871
ACH-000118,0.09268225693660456
ACH-000120,0.1018054973215253
ACH-000123,0.14547703836144366
ACH-000127,0.052182349906644485
ACH-000128,0.005898912580003106
ACH-000132,-0.15204213359799845
ACH-000133,-0.05241829871974515
ACH-000137,0.10913128847685097
ACH-000138,0.09700970334393592
ACH-000142,0.11334419637027722
ACH-000143,0.0232900168375885
ACH-000146,0.11297861237603032
ACH-000148,-0.04067020181971702
ACH-000150,0.081217626806577
ACH-000152,-0.04676972552027447
ACH-000153,-0.0852980225687314
ACH-000159,-0.02305317433915121
ACH-000160,0.03545109636877967
ACH-000163,0.010313126020532174
ACH-000167,-0.2996030322498873
ACH-000168,0.0051429687750318715
ACH-000169,0.07201712347027656
ACH-000178,0.07789613475833086
ACH-000183,0.07489487514812178
ACH-000188,-0.041387772490277884
ACH-000189,0.020020484908148804
ACH-000190,0.059457797396425975
ACH-000198,0.012991224147852991
ACH-000203,-0.3096853647541235
