,RNASEK (440400)
ACH-000004,0.0395024832503499
ACH-000005,0.30165782638549704
ACH-000007,-0.04400797865045365
ACH-000009,0.056392117573222975
ACH-000011,0.045117447255704365
ACH-000012,0.10199542416356894
ACH-000013,-0.033091486932976394
ACH-000014,0.09443313256576268
ACH-000015,0.06669168653846742
ACH-000017,-0.09454264930499484
ACH-000018,-0.0522758912542911
ACH-000019,-0.02269319968063617
ACH-000021,0.042556474150831636
ACH-000022,0.09277725961656376
ACH-000025,0.06028406858087192
ACH-000028,0.012234226783508412
ACH-000030,0.07798773537978312
ACH-000035,-0.06737292936265962
ACH-000036,0.18980033802569649
ACH-000037,-0.1459928345820542
ACH-000039,0.007286122559784631
ACH-000040,0.06797194518483404
ACH-000041,-0.04864233679419558
ACH-000042,-0.1319152493754491
ACH-000045,-0.03740238739087892
ACH-000047,-0.05027082411927124
ACH-000052,0.020292971024597338
ACH-000053,-0.13700856178060178
ACH-000054,0.0564776309236424
ACH-000055,0.02993281819709766
ACH-000060,-0.13112974311714126
ACH-000067,-0.06353545617275456
ACH-000070,0.142477459849889
ACH-000075,-0.010682345345042105
ACH-000078,0.01526134847333105
ACH-000082,0.02658548859314849
ACH-000085,0.07627251118286144
ACH-000086,0.07545147811505445
ACH-000087,-0.07066789598232003
ACH-000092,0.11952393681498374
ACH-000095,0.12602299681274054
ACH-000097,-0.05593102218790096
ACH-000098,-0.0039425565886039605
ACH-000099,0.0571754737373821
ACH-000108,0.10191203588773212
ACH-000113,0.03835989340544182
ACH-000116,0.0564129181460992
ACH-000118,-0.1127587951507409
ACH-000120,0.04483886874734033
ACH-000123,0.23520854949347014
ACH-000127,0.018826282276772462
ACH-000128,0.1885059346121516
ACH-000132,0.07354043356958184
ACH-000133,-0.0403141638693987
ACH-000137,0.18987396321477173
ACH-000138,-0.09239423178954473
ACH-000142,0.03581273431224096
ACH-000143,0.003742590386941985
ACH-000146,-0.22388325849070803
ACH-000148,0.045571364275845586
ACH-000150,0.039897441190137606
ACH-000152,0.015563932433092948
ACH-000153,-0.09409562297721437
ACH-000159,0.013908915978846628
ACH-000160,0.07777316768059345
ACH-000163,0.045044660993298534
ACH-000167,0.12691861314723146
ACH-000168,0.207051026095764
ACH-000169,-0.05903621517916011
ACH-000178,-0.07679307697597687
ACH-000183,-0.04715964662354734
ACH-000188,-0.07857653399512153
ACH-000189,0.0755491282605749
ACH-000190,-0.10872980176353073
ACH-000198,0.13058549983761755
ACH-000203,-0.2770921715960121
ACH-000204,0.2800703994764961
ACH-000206,0.09408147311340613
ACH-000207,0.09855756289119046
ACH-000208,0.3431386371649474
ACH-000210,-0.13225049425380492
ACH-000211,0.14956807465259214
ACH-000215,-0.030245327749326287
ACH-000221,0.0929516044751628
ACH-000222,0.03606702935068611
ACH-000223,0.04033706398296175
ACH-000226,0.011532101751025672
ACH-000227,0.034380620379908064
ACH-000228,-0.07468927132935672
ACH-000231,-0.06634331541298814
ACH-000232,0.0907167636449566
ACH-000233,0.11493982839983145
ACH-000234,-0.1744972344714437
ACH-000235,0.0011539188841695016
