,MIEF1 (54471)
ACH-000004,0.032075507614310425
ACH-000005,-0.37860035777007306
ACH-000007,0.02268367472048297
ACH-000009,-0.12278817257837665
ACH-000011,-0.09925980958721453
ACH-000012,-0.05928297854389964
ACH-000013,-0.1831585391446742
ACH-000014,-0.2340381915831655
ACH-000015,-0.051537092947274266
ACH-000017,-0.10376064622896156
ACH-000018,-0.19155731225652586
ACH-000019,-0.06874892625916787
ACH-000021,-0.07351104457758655
ACH-000022,-0.11426243916316373
ACH-000025,-0.1777071123712224
ACH-000028,-0.13991513349958054
ACH-000030,-0.14680517691984046
ACH-000035,-0.3363467927226024
ACH-000036,-0.06617459089974016
ACH-000037,-0.1516084309420566
ACH-000039,0.02786183713629211
ACH-000040,-0.0765596464112147
ACH-000041,-0.11351906538389744
ACH-000042,-0.2597588534729626
ACH-000045,0.10034293528243238
ACH-000047,-0.4021009720967227
ACH-000052,-0.09710495078811048
ACH-000053,-0.10402528386413837
ACH-000054,0.015413835969853018
ACH-000055,-0.16059260674376866
ACH-000060,-0.034682353834871935
ACH-000067,0.07657326606714883
ACH-000070,-0.004216427339100853
ACH-000075,-0.09332720605443567
ACH-000078,0.029832238261492464
ACH-000082,0.012968576440948414
ACH-000085,-0.12444279679335155
ACH-000086,-0.1328052809436677
ACH-000087,0.059093516375040074
ACH-000092,-0.1838254439139104
ACH-000095,-0.00873848852719148
ACH-000097,-0.1062925979700013
ACH-000098,-0.17013178717262895
ACH-000099,-0.16521282852881572
ACH-000108,-0.08310589592999848
ACH-000113,0.07992951502320643
ACH-000116,-0.1318872421985076
ACH-000118,-0.08448632779504157
ACH-000120,-0.047100191363017366
ACH-000123,-0.2313618045010663
ACH-000127,0.03668281858403051
ACH-000128,-0.02198765282523427
ACH-000132,0.02643811844320192
ACH-000133,-0.03424968580254823
ACH-000137,-0.14178971458593698
ACH-000138,0.0067903737415166724
ACH-000142,-0.08661749204825381
ACH-000143,-0.26853185967961896
ACH-000146,0.01165393342959977
ACH-000148,-0.03680728973310207
ACH-000150,0.012249685889514656
ACH-000152,-0.07379963191358037
ACH-000153,-0.03987778287394297
ACH-000159,0.04087213545287273
ACH-000160,-0.17494275986339955
ACH-000163,-0.1590430327392452
ACH-000167,-0.18418795402098606
ACH-000168,-0.006412978170429003
ACH-000169,-0.2538099981657599
ACH-000178,-0.0841170339509654
ACH-000183,-0.24080433892834185
ACH-000188,0.04405022542709641
ACH-000189,-0.1240808047197323
ACH-000190,-0.1603488270671978
ACH-000198,-0.01940797293959156
ACH-000203,-0.17931209192115155
ACH-000204,0.043576587907209946
ACH-000206,-0.1245652462089314
ACH-000207,-0.21006974053566724
ACH-000208,-0.05033655519956042
ACH-000210,-0.12256682530266536
ACH-000211,-0.10065932933338144
ACH-000215,-0.028822036737754426
ACH-000221,-0.19164319756665196
ACH-000222,-0.18755246859080052
ACH-000223,-0.12090131673634633
ACH-000226,-0.050080139883444036
ACH-000227,-0.09861093132528123
ACH-000228,-0.03635264898241605
ACH-000231,-0.29238418503227553
ACH-000232,-0.0847352379505494
ACH-000233,-0.19076013763392846
ACH-000234,-0.06130161074012413
ACH-000235,-0.037050410823386136
ACH-000237,-0.11189227192231577
ACH-000238,0.1147668352183948
ACH-000242,-0.09056571639858
ACH-000243,-0.16123630106488826
ACH-000244,0.13631298415878318
ACH-000246,-0.22301467202230105
ACH-000248,0.13025296627089333
ACH-000250,-0.10457019655322282
ACH-000251,0.03549359107064081
ACH-000252,-0.1601220868019547
ACH-000253,-0.1639162530727406
ACH-000255,-0.17019646397970534
ACH-000256,-0.1340895765713892
ACH-000257,0.07271359580551458
ACH-000258,0.0010547740871355402
ACH-000259,-0.07895703793225621
ACH-000260,-0.1040049946188824
ACH-000261,-0.08212759054294494
ACH-000262,-0.2614382800563166
ACH-000263,-0.11064282708448853
ACH-000264,-0.09574942109797327
ACH-000265,-0.15633222140396505
ACH-000266,-0.12163665221157036
ACH-000272,-0.08482996915982471
ACH-000274,-0.16345118625268035
ACH-000277,-0.056799387794891874
ACH-000278,-0.2294035818285639
ACH-000279,-0.14212339777172134
ACH-000280,-0.05240263460188884
ACH-000281,-0.1350455456634913
ACH-000288,-0.13117443029786602
ACH-000291,-0.09192427898046847
ACH-000293,-0.01354853699453988
ACH-000294,0.1467159676913946
ACH-000295,0.22665523288638434
ACH-000296,0.07286790532129964
ACH-000302,-0.16080101889048656
ACH-000304,-0.3133001891873269
ACH-000307,-0.0215337549740338
ACH-000308,-0.07386886563070617
ACH-000310,0.04339487320254391
ACH-000311,-0.20377103976146896
ACH-000312,-0.047223001232957695
ACH-000315,-0.26146019801613224
ACH-000316,0.0965497448637358
ACH-000317,-0.5140146547200457
ACH-000318,-0.04798662537703385
ACH-000319,-0.03562424281772097
ACH-000320,-0.23811151161398206
ACH-000322,-0.07098804050651518
ACH-000323,-0.1278474658010472
ACH-000324,-0.01290901514261083
ACH-000329,-0.008400261215486126
ACH-000330,-0.14480850360989095
ACH-000331,-0.12557285837281035
ACH-000332,-0.11662876994134876
ACH-000334,-0.005673665739695893
ACH-000335,0.04250858416202556
ACH-000336,-0.14203036209728284
ACH-000337,-0.11121537803645024
ACH-000338,-0.3474795510212121
ACH-000339,-0.03749558908698602
ACH-000341,-0.2552466569008257
ACH-000348,-0.1560211189081951
ACH-000350,-0.0876148599778441
