,SLC4A1AP (22950)
ACH-000215,-0.19495806379953692
ACH-000221,-0.11336732108981523
ACH-000222,-0.4067884455815344
ACH-000223,-0.2299177931905086
ACH-000226,-0.32796714863038584
ACH-000227,-0.14409909721065445
ACH-000228,-0.1277463414406201
ACH-000231,-0.1499595152458599
ACH-000232,-0.2425105155538339
ACH-000233,-0.23155839717313895
ACH-000234,-0.2886364950391956
ACH-000235,-0.20101742473335552
ACH-000237,-0.27209662865380485
ACH-000238,-0.3539944568371535
ACH-000242,-0.3562079743565827
ACH-000243,-0.2425470248278479
ACH-000244,-0.33389900541504675
ACH-000246,-0.2018314587957738
ACH-000248,-0.15559108841944133
ACH-000250,-0.24160789180189474
ACH-000251,-0.1941414151161312
ACH-000252,-0.3721181854161384
ACH-000253,-0.2759830119851907
ACH-000255,-0.15994905768855802
ACH-000256,-0.3135252373682117
ACH-000257,-0.285944132229151
ACH-000258,-0.15596540103191914
ACH-000259,-0.3294250952258955
ACH-000260,-0.2984262625848553
ACH-000261,-0.2334068951084361
ACH-000262,-0.3877749750482181
ACH-000263,-0.30454100611254115
ACH-000264,-0.2969451659617237
ACH-000265,-0.15332042404849774
ACH-000266,-0.26450567871790104
ACH-000272,-0.22053907559454106
ACH-000274,-0.24717887534286925
ACH-000277,-0.2072199442846937
ACH-000278,-0.2520738327603959
ACH-000279,-0.2371322079540741
ACH-000280,-0.17484803477779853
ACH-000281,-0.18090366739111133
ACH-000288,-0.4588120445473394
ACH-000291,-0.19994718039965045
ACH-000293,-0.1059443968479886
ACH-000294,-0.18545465170719147
ACH-000295,-0.0415873343294432
ACH-000296,-0.005057966768391839
ACH-000302,-0.17903368731585814
ACH-000304,-0.4343129789283329
ACH-000307,-0.2086471274678558
ACH-000308,-0.29576319141393315
ACH-000310,-0.07174257540498834
ACH-000311,-0.2680002238202061
ACH-000312,-0.3813679774296241
ACH-000315,-0.2774502835708369
ACH-000316,-0.2417906255299501
ACH-000317,-0.14410510477875396
ACH-000318,-0.1895649966056501
ACH-000319,-0.22813501148587625
ACH-000320,-0.0858838113796594
ACH-000322,-0.3328838275377824
ACH-000323,-0.2408563742000301
ACH-000324,-0.1674557186192323
ACH-000329,-0.0005210498162371638
ACH-000330,-0.392087054002164
ACH-000331,-0.22213217338233426
ACH-000332,-0.2516138187771089
ACH-000334,-0.10590130030454466
ACH-000335,-0.3914163095011504
ACH-000336,-0.2882389630585577
ACH-000337,-0.18460961513440893
ACH-000338,-0.2621722260413897
ACH-000339,-0.1637747263347615
ACH-000341,-0.29727023039279143
ACH-000348,-0.32685891284465785
ACH-000350,-0.24272319992203664
ACH-000352,-0.2579182451062508
ACH-000356,-0.2375194125180193
ACH-000361,-0.2839458244685024
ACH-000362,-0.20885867750616294
ACH-000363,-0.16576645108689708
ACH-000364,-0.10910337214598663
ACH-000365,-0.2423374277590599
ACH-000366,-0.22850001820040905
ACH-000368,-0.19072639618332526
ACH-000374,-0.17778468203917153
ACH-000375,-0.2319344872190771
ACH-000376,-0.37919005876263395
ACH-000381,-0.2270137613685761
ACH-000383,-0.14505827715077355
ACH-000387,-0.033916747471863296
ACH-000389,-0.09821716288808273
ACH-000390,-0.202994523414413
ACH-000393,-0.3169967018225806
ACH-000395,-0.451816645045429
ACH-000396,-0.14372714161915578
ACH-000397,-0.12969485667198213
ACH-000401,-0.33078703247810315
ACH-000402,-0.2059079710472648
ACH-000403,-0.3504018074238573
ACH-000404,-0.1211103326422451
ACH-000406,-0.1860249728751165
ACH-000407,-0.37267059649810463
ACH-000408,-0.08756559601737711
ACH-000410,-0.3012930684962593
ACH-000411,-0.2404674411489825
ACH-000414,-0.26189966462150666
ACH-000415,-0.1831413461165912
ACH-000416,-0.2171266972721765
ACH-000420,-0.3826943038396131
ACH-000421,-0.3066571300620259
ACH-000424,-0.389148617791398
ACH-000425,-0.23283114640580505
ACH-000426,-0.4356647247027607
ACH-000427,-0.3903626534923503
ACH-000433,-0.10705614029938837
ACH-000435,-0.5902014849773095
ACH-000436,0.05323271616641953
ACH-000444,-0.20580280098593484
ACH-000445,-0.4449858362981951
ACH-000448,-0.20197450545774012
ACH-000450,-0.2699756685246978
ACH-000452,-0.18773045227323107
ACH-000454,-0.2017061055184331
ACH-000458,-0.040024646403221634
ACH-000459,-0.4647737242266424
ACH-000460,-0.20356192809728724
ACH-000461,-0.13572759760562378
ACH-000463,-0.31721310149643245
ACH-000464,-0.2138191653705231
ACH-000466,-0.21327659433605886
ACH-000467,-0.21539318025869386
ACH-000468,-0.19282717434086508
ACH-000469,-0.08693961185824679
ACH-000470,-0.37603480536710654
ACH-000471,-0.1639982386385313
ACH-000472,-0.22480505431126824
ACH-000473,-0.4758623362806791
ACH-000475,-0.233751853867572
ACH-000476,-0.3352718120610044
ACH-000477,-0.16062354241265558
ACH-000479,-0.3657625702899221
ACH-000480,-0.2994509187257102
ACH-000481,-0.29115397291980216
ACH-000483,-0.2793676078104421
ACH-000484,-0.5230304517088874
ACH-000485,-0.1410574657721849
ACH-000486,-0.2474495461503414
ACH-000487,-0.2851645774225668
ACH-000488,-0.18295890128979395
ACH-000490,-0.4222783790154175
ACH-000491,-0.2688814186497713
ACH-000495,-0.4382727832283234
ACH-000496,-0.30569602812974683
ACH-000499,-0.07473211865340694
ACH-000500,0.008243476256990099
ACH-000502,-0.3075737010291096
ACH-000503,-0.638662509576898
ACH-000505,-0.2201065966550944
ACH-000507,-0.29852814921189386
ACH-000510,-0.2375997430410109
ACH-000511,-0.3188108483405819
ACH-000512,-0.2645576866043409
ACH-000516,-0.4478010877177058
ACH-000517,-0.3536698914183915
ACH-000518,-0.26540653990607244
ACH-000520,-0.1753442629318568
ACH-000521,-0.18993244362770312
ACH-000522,-0.18821415877067335
ACH-000524,-0.2407594469612133
ACH-000527,-0.14143309907233848
ACH-000528,-0.18096025739495925
ACH-000537,-0.3798178959609711
ACH-000541,-0.486425843018952
ACH-000542,-0.2914267923841711
ACH-000544,-0.20739479963091453
ACH-000545,-0.15542859692445693
ACH-000547,-0.3639030947921307
ACH-000548,-0.3507622268649813
ACH-000549,-0.42374239672909897
ACH-000550,-0.12685988018741
ACH-000552,-0.3225879225062751
ACH-000556,-0.13221471793659414
ACH-000557,-0.21454905732761093
ACH-000569,-0.28994781524828306
ACH-000570,-0.19995705244626846
ACH-000571,-0.3288830598979084
ACH-000573,-0.05021085446443218
ACH-000576,-0.2824906148203307
ACH-000579,-0.18914315607702284
ACH-000580,-0.03452371234865385
ACH-000584,-0.21247316738944635
ACH-000585,-0.21791706177580605
ACH-000588,-0.3429581985201441
ACH-000589,-0.25416075102608177
ACH-000591,-0.3776292732715189
ACH-000593,-0.2269062389242622
ACH-000600,-0.26066416613932625
ACH-000601,-0.2382421436545344
ACH-000605,-0.10236774061708234
ACH-000606,-0.5116436986394493
ACH-000608,-0.2436705344704009
ACH-000614,-0.05883512305767397
ACH-000616,-0.2310701970951405
ACH-000618,-0.24248459659097954
ACH-000619,-0.15980258325663735
ACH-000620,-0.34180391421743384
ACH-000621,-0.22156529890658289
ACH-000622,-0.2454807737370606
ACH-000623,-0.16279946120759406
ACH-000624,-0.28863288514366137
ACH-000627,-0.1651632991384656
ACH-000630,-0.3414176335355525
ACH-000631,-0.2735639266448384
ACH-000632,-0.11269391137668
ACH-000633,-0.40777917442839057
ACH-000637,-0.08037783400985042
ACH-000638,-0.1791847566085736
ACH-000646,-0.11197565393869104
ACH-000647,-0.17802903577772133
ACH-000648,-0.2716052957338573
ACH-000649,-0.13492068824988268
ACH-000651,-0.14248130103177292
ACH-000652,-0.23447518861989305
ACH-000653,-0.17423244117821873
ACH-000657,-0.21734438426805935
ACH-000658,-0.0972396334082252
ACH-000661,-0.1396648635447522
ACH-000662,-0.43508596388759213
ACH-000663,-0.039627994506379736
ACH-000665,-0.08956114490141613
ACH-000671,-0.2467533592764373
ACH-000672,0.07914145751078128
ACH-000673,-0.2769141711970265
ACH-000676,-0.1508455265677372
ACH-000677,-0.03865463013482839
ACH-000681,-0.2607808451496804
ACH-000683,-0.2353309208933048
ACH-000684,-0.13820927318416346
ACH-000688,-0.17818524341995626
ACH-000693,-0.18038168816085576
ACH-000694,-0.13686650655059904
ACH-000695,-0.24062008525742945
ACH-000696,-0.34170766994392165
ACH-000697,-0.08318321588264027
ACH-000699,-0.2094766210528974
ACH-000701,-0.10717220427628033
ACH-000706,-0.2579743583293034
ACH-000711,-0.3246175677956479
ACH-000713,-0.2937594944444532
ACH-000714,-0.04932542196217683
ACH-000718,-0.115692048778364
ACH-000720,-0.2168071583611577
ACH-000721,-0.230954198335212
ACH-000724,-0.4346102174639924
ACH-000725,-0.14950138975986765
ACH-000732,-0.13305478479656152
ACH-000734,-0.17206325259252728
ACH-000735,-0.2722632868530169
ACH-000736,-0.2330853329836673
ACH-000738,-0.2385153334530783
ACH-000746,-0.24849152042262956
ACH-000747,-0.20827336517153644
ACH-000748,-0.3755162957613912
ACH-000753,-0.29163005136206
ACH-000756,-0.3672959707287954
ACH-000757,-0.09464155748201868
ACH-000758,-0.23943386923343385
ACH-000760,-0.2361006727995649
ACH-000762,-0.09698657910278967
ACH-000763,-0.10030361842089956
ACH-000764,-0.2959041823854293
ACH-000765,-0.1146792772705899
ACH-000766,-0.2379021835204236
ACH-000767,-0.3462996332360386
ACH-000768,-0.2262327194823032
ACH-000769,-0.2119873900981797
ACH-000770,-0.056190064399437314
ACH-000771,-0.5450749413331356
ACH-000773,-0.18976312407804785
ACH-000776,-0.2413587109449648
ACH-000777,-0.3811879913425472
ACH-000778,-0.10990590622607778
ACH-000781,-0.1667303818164922
ACH-000782,-0.17723696342743828
ACH-000783,-0.1743772076879277
ACH-000784,-0.17307042380065396
ACH-000785,-0.2877499723930516
ACH-000787,-0.2210809683953664
ACH-000788,-0.20357658632852715
ACH-000791,-0.3813518298425066
ACH-000792,-0.31322085554546364
ACH-000794,-0.16774220435322326
ACH-000796,-0.2471016735592757
ACH-000798,0.044771094556400465
ACH-000799,-0.2524535965578985
ACH-000800,-0.2323618980825536
ACH-000802,-0.2459081601684245
ACH-000804,-1.0345512075698629
ACH-000805,-0.4897760016050989
ACH-000809,-0.17790186296524582
ACH-000810,-0.2942119350442073
ACH-000811,-0.16979422429579782
ACH-000817,-0.08110333211436405
ACH-000819,-0.09410010503417138
ACH-000820,-0.37289564191242097
ACH-000821,-0.043320905284429966
ACH-000822,-0.3047718539977744
ACH-000823,-0.21406511198692327
ACH-000824,-0.2542925115459281
ACH-000827,-0.3510260777489703
ACH-000829,-0.1738251280294347
ACH-000831,-0.08849292627188546
ACH-000832,-0.15688700195083527
ACH-000833,-0.0756484334880054
ACH-000834,-0.2863731562156346
ACH-000835,-0.2891784775042368
ACH-000836,-0.3466604419475923
ACH-000837,-0.3582664790319974
ACH-000838,-0.25507660307410546
ACH-000839,-0.14084240671520878
ACH-000840,-0.2385732415585839
ACH-000841,-0.29424876093686736
ACH-000843,-0.12614797366502478
ACH-000846,-0.07354415474022287
ACH-000847,-0.1454618464551128
ACH-000848,-0.40971901421802176
ACH-000849,-0.2542216867827912
ACH-000851,-0.13246815845704424
ACH-000855,0.04452980459362056
ACH-000856,-0.2567120798341456
ACH-000858,-0.18217861781020656
ACH-000859,-0.2694491801211017
ACH-000861,-0.12908200857119315
ACH-000862,-0.07077926486408807
ACH-000865,-0.2376966144854567
ACH-000866,-0.23316820750033865
ACH-000867,-0.2690471881857842
ACH-000869,-0.2033973477328955
ACH-000872,-0.22337045908257144
ACH-000873,-0.3267228426143958
ACH-000876,-0.33748696195409794
ACH-000878,-0.3018771475112383
ACH-000880,-0.25855430974561466
ACH-000881,-0.08015275194640407
ACH-000882,-0.2329387872910957
ACH-000884,-0.21964729516929665
ACH-000885,-0.2186478768768772
ACH-000887,-0.23467193841488204
ACH-000889,-0.26776481458011464
ACH-000896,-0.2606308966818193
ACH-000898,-0.1843880961962266
ACH-000900,-0.14864668081719332
ACH-000901,-0.21127955295792675
ACH-000905,-0.2658498280464951
ACH-000906,-0.17873726694478825
ACH-000907,-0.22150032966582092
ACH-000910,-0.1292455105856236
ACH-000911,-0.2442919101880337
ACH-000912,-0.2381290683135329
ACH-000913,-0.11939285208108902
ACH-000915,-0.25669772450587885
ACH-000916,-0.2656841818978929
ACH-000917,-0.1402810162994035
ACH-000920,0.18263170180261915
ACH-000921,-0.3672912065107173
ACH-000924,-0.08632326144987246
ACH-000926,-0.23152165730326615
ACH-000928,-0.2160121153419544
ACH-000929,-0.27196491246653376
ACH-000932,-0.2724352996299129
ACH-000935,-0.2946900330877672
ACH-000936,-0.18558514200186035
ACH-000937,-0.2449549094343957
ACH-000938,-0.16767030672777652
ACH-000939,-0.2933700970182141
ACH-000941,-0.21923433296675332
ACH-000943,-0.07522057477624411
ACH-000946,-0.12119735258609192
ACH-000947,-0.1951327117776068
ACH-000948,-0.1234755510293716
ACH-000950,-0.2204788733220151
ACH-000953,-0.2906385824975352
ACH-000954,0.11175055327162997
ACH-000957,-0.4061237419532599
ACH-000958,-0.010180138662386524
ACH-000960,-0.21880532399587824
ACH-000963,-0.09372843397156017
ACH-000968,-0.01724479502369411
ACH-000969,-0.1803673269543716
ACH-000972,-0.7551588333374465
ACH-000973,-0.4022231684357213
ACH-000974,-0.19858865259418973
ACH-000978,-0.4450654077445393
ACH-000984,-0.2522672102579867
ACH-000986,-0.2475560922645604
ACH-000988,-0.3913752732665935
ACH-000993,-0.26741519744925
ACH-000994,-0.013689126885396634
ACH-000996,-0.25243625915644385
ACH-001001,-0.2576655089017565
ACH-001020,-0.3711133631283922
ACH-001028,-0.2895025791721761
ACH-001031,-0.07827325874483636
ACH-001038,-0.29427721495111164
ACH-001048,-0.17358425404010042
ACH-001050,-0.0917746535552031
ACH-001053,-0.24756208865013665
ACH-001054,-0.2620282650760293
ACH-001061,-0.2567519427507205
ACH-001067,-0.24395320769977405
ACH-001075,-0.2455625212032281
ACH-001096,-0.18211173373271944
ACH-001111,-0.08530575196271553
ACH-001119,-0.21150622483136508
ACH-001128,-0.3537908565421961
ACH-001134,-0.11075050526762477
ACH-001151,-0.1865310886176176
ACH-001163,-0.18837442211546696
ACH-001164,0.10502803342212133
ACH-001183,-0.2879498364924353
ACH-001192,-0.34940545567500586
ACH-001193,-0.3115190643774033
ACH-001196,-0.2256667249788651
ACH-001197,-0.32932458915690555
ACH-001205,-0.19908495882672472
ACH-001211,-0.181197959930584
ACH-001212,-0.46086104266570294
ACH-001228,-0.5281928555600893
ACH-001232,-0.13103434350570514
ACH-001239,-0.22345546610235573
ACH-001270,-0.29066739645581274
ACH-001274,-0.5002592271314196
ACH-001275,-0.39002237739072665
ACH-001277,-0.2131905237512101
ACH-001278,-0.37335475757029296
ACH-001280,-0.4255023384784829
ACH-001283,-0.17040393337235712
ACH-001289,-0.12954946423604194
ACH-001300,-0.3583354514371118
ACH-001301,-0.2998515906685024
ACH-001302,-0.5540367077273383
ACH-001306,-0.304658624759383
ACH-001318,-0.11741556926205705
ACH-001322,-0.14300068515647618
ACH-001328,-0.3763785374867406
ACH-001332,-0.35083556037884434
ACH-001336,0.06581204905348689
ACH-001346,-0.15658593549469416
ACH-001353,-0.3452499368499449
ACH-001354,-0.4984860241034646
ACH-001367,-0.3520567731440572
ACH-001368,-0.1656843710006604
ACH-001374,0.5004765003493975
ACH-001377,-0.17095901448679154
ACH-001380,-0.1146093911218636
ACH-001391,-0.2310594073669996
ACH-001408,-0.1736459662228973
ACH-001430,-0.22773105663385745
ACH-001431,-0.13590108665500095
ACH-001450,-0.2950505526427661
ACH-001496,-0.26241193591177203
ACH-001500,-0.2453066248111584
ACH-001523,-0.3109297367611404
ACH-001532,-0.28594482885027234
ACH-001550,-0.2616959992919018
ACH-001552,-0.3626715407066092
ACH-001554,-0.25342291183890786
ACH-001654,-0.29313094785585164
ACH-001735,-0.11844879020118135
ACH-001736,-0.23229280456246784
ACH-001737,-0.5793640966125632
ACH-001740,-0.10828177947574806
ACH-001745,-0.2971495090011819
ACH-001765,-0.19084622112063626
