,TAGLN2 (8407)
ACH-000004,0.15245921660050896
ACH-000005,-0.07144989352115301
ACH-000007,-0.014217252293928175
ACH-000009,-0.15970650027178104
ACH-000011,0.07194196932033325
ACH-000012,0.08929274730806737
ACH-000013,0.006663156205651836
ACH-000014,-0.015597583271316716
ACH-000015,-0.09568520283376243
ACH-000017,0.028138534219796882
ACH-000018,-0.026640315426277747
ACH-000019,-0.03635417703381613
ACH-000021,0.05884871861007275
ACH-000022,0.03664342208823888
ACH-000025,-0.08168930417963419
ACH-000028,-0.17443654535012326
ACH-000030,0.07840332340018688
ACH-000035,-0.16237616570838265
ACH-000036,0.08455569851254041
ACH-000037,0.05793138529112871
ACH-000039,0.055737187448849375
ACH-000040,-0.0751335819632672
ACH-000041,0.0537851389468137
ACH-000042,-0.1233182793113761
ACH-000045,0.043127570542807546
ACH-000047,-0.09067633055373246
ACH-000052,-0.07708316502318832
ACH-000053,-0.03643433111762856
ACH-000054,-0.03745532322037295
ACH-000055,-0.01062289004180897
ACH-000060,0.010601399794194407
ACH-000067,-0.03934053704084113
ACH-000070,-0.04089544420622277
ACH-000075,-0.1177796349849448
ACH-000078,0.23778834659649714
ACH-000082,0.09297010361730966
ACH-000085,-0.1841855453118413
ACH-000086,0.019347402907714643
ACH-000087,-0.07176731377991225
ACH-000092,-0.1770942581006706
ACH-000095,-0.1041310281442037
ACH-000097,-0.032278428673090526
ACH-000098,-0.10757387269211292
ACH-000099,0.10451742120453507
ACH-000108,0.08780784235077639
ACH-000113,0.05134806628166407
ACH-000116,0.07701602349453136
ACH-000118,0.044519921111573366
ACH-000120,0.027729750411391144
ACH-000123,0.005677911179337311
ACH-000127,-0.06302445411676069
ACH-000128,-0.0567388769642389
ACH-000132,-0.09284291032131203
ACH-000133,0.009993442911646493
ACH-000137,0.06140848401030709
ACH-000138,0.03586008589679558
ACH-000142,0.08444531154439398
ACH-000143,-0.1221164754651328
ACH-000146,0.006235127204724657
ACH-000148,-0.09911266080966556
ACH-000150,0.2615364490279673
ACH-000152,0.026545391646510645
ACH-000153,-0.07172813016727805
ACH-000159,-0.012721062786915371
ACH-000160,0.09208015730699023
ACH-000163,-0.08989546264014303
ACH-000167,-0.3322737233641896
ACH-000168,-0.13685425995902942
ACH-000169,0.16136556009381925
ACH-000178,0.146287385920433
ACH-000183,0.1281452612703004
ACH-000188,-0.06196986697878856
ACH-000189,-0.12853856996596486
ACH-000190,0.2883628470469915
ACH-000198,-0.022438174588254537
ACH-000203,0.22940086259401266
ACH-000204,-0.16467944499560727
ACH-000206,0.2891606314710982
ACH-000207,-0.02672463113803616
ACH-000208,-0.11452996446738126
ACH-000210,0.0970843645522146
ACH-000211,-0.10100671834016972
ACH-000215,-0.0728679097244538
ACH-000221,-0.08479838530067903
ACH-000222,0.2866322388930043
ACH-000223,0.04057940900928364
ACH-000226,0.16605611614803042
ACH-000227,-0.11826227244240445
ACH-000228,0.012606490769505518
ACH-000231,-0.047974834905460256
ACH-000232,0.05812513343517635
ACH-000233,0.06624210962212244
ACH-000234,-0.05336368827332687
ACH-000235,0.05576357222992319
ACH-000237,0.0384765698730189
ACH-000238,0.09185613574375924
ACH-000242,-0.2141543874637136
ACH-000243,0.02229121414704258
ACH-000244,-0.06844607367490985
ACH-000246,-0.11938422419957495
ACH-000248,-0.04570767621836594
ACH-000250,-0.02296966188012505
ACH-000251,-0.06525036419764424
ACH-000252,-0.10873511184575348
ACH-000253,0.07582347565897522
ACH-000255,-0.02154298506095973
ACH-000256,0.0007882325106281857
ACH-000257,-0.014428713740180647
ACH-000258,0.040329934839325794
ACH-000259,0.04162905847905456
ACH-000260,-0.036350251218174055
ACH-000261,-0.1029689962551842
ACH-000262,0.11739120558819092
ACH-000263,0.16429982112699587
ACH-000264,-0.10997580769325173
ACH-000265,-0.2220543612265533
ACH-000266,0.03979648443611605
ACH-000272,-0.16208649988934895
ACH-000274,0.1338601851647741
ACH-000277,-0.1126939020588747
ACH-000278,-0.005871331972684817
ACH-000279,-0.03659692681783325
ACH-000280,-0.0225630934584345
ACH-000281,-0.06998243232508841
ACH-000288,-0.0381925983763232
ACH-000291,0.0972100750692633
ACH-000293,-0.0478705830600592
ACH-000294,0.0018364352381726105
ACH-000295,0.08592411313533546
ACH-000296,0.06576033710698796
ACH-000302,0.059545155933466064
