,PDS5A (23244)
ACH-000350,-0.14929855722967714
ACH-000352,-0.23190308126440176
ACH-000356,-0.6315080210963877
ACH-000361,-0.3531876059392905
ACH-000362,-0.9475040694362472
ACH-000363,-0.17061393754669935
ACH-000364,-0.3541757730997321
ACH-000365,-0.05603137979507284
ACH-000366,-0.3262141075258255
ACH-000368,-0.7782955254517664
ACH-000374,0.05353258507922152
ACH-000375,-0.2978339247504746
ACH-000376,-0.4823518591850731
ACH-000381,-0.1671659539678553
ACH-000383,-0.1158336556356039
ACH-000387,-0.3056761612815877
ACH-000389,-0.3934885071611093
ACH-000390,-0.3828695972630925
ACH-000393,-0.3151683244326952
ACH-000395,-0.14821791864547895
ACH-000396,-0.5026070232420713
ACH-000397,-0.5606269873326953
ACH-000401,-0.7635294094375759
ACH-000402,0.23559421164386266
ACH-000403,-0.5550395289250274
ACH-000404,-0.9983178773884795
ACH-000406,-0.4319810883978792
ACH-000407,-0.534438782499432
ACH-000408,-0.522605918213636
ACH-000410,-0.1868983095314306
ACH-000411,-0.17140364561498034
ACH-000414,-0.4497110647641925
ACH-000415,-0.2614768477674567
ACH-000416,-0.12755548644556786
ACH-000420,-0.9829372624699204
ACH-000421,-0.4690952548807697
ACH-000424,-0.26676780435321057
ACH-000425,-0.536179155210144
ACH-000426,-0.933784430593346
ACH-000427,-0.07933628932069309
ACH-000433,-0.5607641206568641
ACH-000435,-0.1427790926280093
ACH-000436,-0.6704767998110305
ACH-000444,-0.1777465124449228
ACH-000445,-0.4864102054979252
ACH-000448,-0.519599679882736
ACH-000450,-0.9048085360131426
ACH-000452,-0.2753392999039161
ACH-000454,-0.3008282497323949
ACH-000458,-0.33210345058826035
ACH-000459,-0.5319248511759498
ACH-000460,-0.34259945379689183
ACH-000461,-0.2099178821611221
ACH-000463,-0.4311801289570891
ACH-000464,-0.3026351330515646
ACH-000466,-1.2367525453123294
ACH-000467,-0.1785912965517244
ACH-000468,-0.977528118574542
ACH-000469,-0.4544146030058385
ACH-000470,-0.2944356460602
ACH-000471,-0.18305798903912784
ACH-000472,-0.2171441095152349
ACH-000473,-0.09019354963655507
ACH-000475,-0.14538326303363805
ACH-000476,-0.5408826002162802
ACH-000477,-0.6607220470351397
ACH-000479,-0.20161286645134813
ACH-000480,-0.3927990726246694
ACH-000481,-0.2204346717252628
ACH-000483,-0.39097267112307416
ACH-000484,-1.2777310623181857
ACH-000485,-0.22603324917113535
ACH-000486,-0.3464469142082757
ACH-000487,-0.6684745057368346
ACH-000488,-0.16770331473114772
ACH-000490,-0.4196233451552345
ACH-000491,-0.1223295206098258
ACH-000495,-0.3842011332031942
ACH-000496,0.19459817317553355
ACH-000499,-0.4218311043491182
ACH-000500,-0.08043715291180906
ACH-000502,-0.4200279241371605
ACH-000503,-0.42743714315514986
ACH-000505,-0.5140400426511706
ACH-000507,-0.5650813729197668
ACH-000510,-0.3426459724450583
ACH-000511,-0.8360101715408557
ACH-000512,-0.2534453394704444
ACH-000516,-0.4630608024290349
ACH-000517,-0.4392736395843004
ACH-000518,-0.20890682965114676
ACH-000520,-0.2867883983128923
ACH-000521,-0.5550798656569493
ACH-000522,-0.3000049233397289
ACH-000524,-0.21719233842462468
ACH-000527,-0.6256468501452092
ACH-000528,-0.3903250397896724
ACH-000537,-0.6125579898047719
ACH-000541,0.16265412437352
ACH-000542,-0.5548495839956556
ACH-000544,0.1912469269444028
ACH-000545,-0.19111160820987946
ACH-000547,-0.33850932409678425
ACH-000548,-0.5642885087759153
ACH-000549,-0.19522960097853667
ACH-000550,-0.3242046140382511
ACH-000552,-0.026988538467782118
ACH-000556,-0.4311011279129348
ACH-000557,-0.9520743794052668
ACH-000569,-0.4918323202446293
ACH-000570,-0.4868076421948253
ACH-000571,-0.4027648931612874
ACH-000573,-0.3639771944701953
ACH-000576,-0.12550048936408095
ACH-000579,-0.5849267021170597
ACH-000580,-0.9229580795441336
ACH-000584,-0.35150753501109755
ACH-000585,0.030990828344449526
ACH-000588,-0.37867279094200784
ACH-000589,-0.509138960204668
ACH-000591,0.003348874006001265
ACH-000593,-0.0005609041144648241
ACH-000600,-0.4763924844624618
ACH-000601,-0.3114287615973148
ACH-000605,-0.25265333962915004
ACH-000606,-0.037982085404963284
ACH-000608,-0.2519655543053487
ACH-000614,-0.9022838467305191
ACH-000616,-0.5928609462918727
ACH-000618,-0.05268453996140099
ACH-000619,-0.3094081755700513
ACH-000620,-0.5136517094329712
ACH-000621,-0.2890825241826743
ACH-000622,-0.1466832839334377
ACH-000623,-0.2154098692933255
ACH-000624,-0.27596796774761506
ACH-000627,-0.5786965289592506
ACH-000630,-0.7212702091719049
ACH-000631,-0.21814158321823013
ACH-000632,-0.7565079113169279
ACH-000633,-0.3649886995807492
ACH-000637,-0.1374464152100162
ACH-000638,-0.5136585336570287
ACH-000646,-0.4617018197155944
ACH-000647,-0.31957033486968045
ACH-000648,0.033064954025070384
ACH-000649,-0.43157356418647
ACH-000651,-0.2762561864245072
ACH-000652,-0.11599180164319935
ACH-000653,-0.3655293031119626
ACH-000657,-0.25106000440595405
ACH-000658,-0.2497805573583701
ACH-000661,-0.6893244632855497
ACH-000662,0.16264124418910822
ACH-000663,0.12771077529375513
ACH-000665,-0.3087849090156596
ACH-000671,-0.07980580293096791
ACH-000672,-0.03698961290009287
ACH-000673,-0.4429371122800031
ACH-000676,-0.4945533035718077
ACH-000677,-0.3695554741781963
ACH-000681,-0.5287344579190243
ACH-000683,-0.08571929263181507
ACH-000684,-0.9021380214053236
ACH-000688,-0.4473551042372192
ACH-000693,-0.3147488874053899
ACH-000694,0.09944073656894507
ACH-000695,-0.1922998648904034
ACH-000696,-0.4546567503998416
ACH-000697,-0.0067322452857849074
ACH-000699,-0.4628711396563214
ACH-000701,-0.3867646242793429
ACH-000706,-0.9580455084718996
ACH-000711,-0.4234617459993145
ACH-000713,-0.3833646747072907
ACH-000714,-0.4724609617539034
ACH-000718,-0.565331833235145
ACH-000720,-0.3928526923500941
ACH-000721,-0.2549750148755855
ACH-000724,-0.5019849856789099
ACH-000725,-0.10009137341905984
ACH-000732,-0.2740939262667726
ACH-000734,-0.4918019467284239
ACH-000735,-0.18037133377870893
ACH-000736,-0.2697620942202183
ACH-000738,-0.2938261407786248
ACH-000746,-0.4869339141606283
ACH-000747,-0.502781776845891
ACH-000748,-0.2786937212070597
ACH-000753,-0.004929564431825938
ACH-000756,-0.32598069545605945
ACH-000757,-0.14418777938782829
ACH-000758,-0.1773881905907883
ACH-000760,-0.03764478456202238
ACH-000762,-0.4797759105685097
ACH-000763,-0.4514866398096981
ACH-000764,-0.21330882206993676
ACH-000765,-0.3413166749760119
ACH-000766,-0.5631694262201079
ACH-000767,-0.2932784642672025
ACH-000768,-0.6845553389031747
ACH-000769,-0.3648094115587875
ACH-000770,-0.7781186463841154
ACH-000771,-0.1496094949914912
ACH-000773,-0.19923848220638796
ACH-000776,-0.3818985478553349
ACH-000777,-0.5148201182967967
ACH-000778,-0.17004731294655714
ACH-000781,-0.2123099890857928
ACH-000782,-0.3749162126973912
ACH-000783,-0.14748508657470932
ACH-000784,-0.33172542288292145
ACH-000785,-0.19115004069981345
ACH-000787,-0.33192597668483914
ACH-000788,-0.3151162412855855
ACH-000791,-0.36579125717275945
ACH-000792,-0.5975248638040883
ACH-000794,0.024279604791719436
ACH-000796,-0.23983864640976835
ACH-000798,-0.23074434842911304
ACH-000799,-0.11275769852370658
ACH-000800,-0.670470623525696
ACH-000802,-0.3785873606852811
ACH-000804,-0.38465797901590254
ACH-000805,-1.0040429534210995
ACH-000809,-0.3081495936212627
ACH-000810,-0.7867500885088501
ACH-000811,-0.1312205029156214
ACH-000817,0.3391856508309365
ACH-000819,-0.2372232301015164
ACH-000820,-0.2464453260552838
ACH-000821,-0.3989325611911932
ACH-000822,-0.2517986635505965
ACH-000823,0.054011711574618385
ACH-000824,-0.3942938833871344
ACH-000827,-0.061916748960522815
ACH-000829,-0.28324874054327576
ACH-000831,-0.2921386223526115
ACH-000832,-0.3315886166176497
ACH-000833,-0.3137860721881787
ACH-000834,-0.2968709058586867
ACH-000835,-0.4456969692340465
ACH-000836,-0.20450272934870645
ACH-000837,-0.19087704887957674
ACH-000838,-0.3287517606380317
ACH-000839,-0.16885828187200375
ACH-000840,-1.270688613425708
ACH-000841,-0.6317988185295953
ACH-000843,-0.5565590622447759
ACH-000846,-0.4272161255486068
ACH-000847,-0.3465684128430719
ACH-000848,-0.2666536174750763
ACH-000849,-0.1651979437356256
ACH-000851,-0.6637723752541619
ACH-000855,-0.19718660813492875
ACH-000856,-0.9978090132386066
ACH-000858,-0.2815372815456137
ACH-000859,-0.4695335784068211
ACH-000861,-0.4504476129429106
ACH-000862,-0.2889424731075345
ACH-000865,-0.23788193350918516
ACH-000866,-0.3270924101183545
ACH-000867,-0.5692462342355136
ACH-000869,-0.10270675796903547
ACH-000872,-0.08262666752500854
ACH-000873,-0.4546520467771062
ACH-000876,-0.6113525103572339
ACH-000878,-0.7257499213691336
ACH-000880,-0.438131426199529
ACH-000881,-0.12742067975881927
ACH-000882,-0.33215197240317496
ACH-000884,-0.4540232789536304
ACH-000885,-0.3708283205731883
ACH-000887,-0.3228347847689512
ACH-000889,-0.3992827032664393
ACH-000896,-0.8797313092375918
ACH-000898,0.07163311238944275
ACH-000900,-0.4399139278111907
ACH-000901,-0.4379914447976667
ACH-000905,-0.5662818736488207
ACH-000906,-0.5212088932752588
ACH-000907,-0.3890476724058655
ACH-000910,-0.3076753377719221
ACH-000911,-1.0688512198425282
ACH-000912,-0.7650381151616718
ACH-000913,-0.24454427663253345
ACH-000915,-0.7368391976669427
ACH-000916,-0.3856997708220257
ACH-000917,-0.1601042350393731
ACH-000920,-1.578925120765515
ACH-000921,-0.5979019524815014
ACH-000924,-0.3296403710253726
ACH-000926,-0.3960820097612733
ACH-000928,-0.4615466765092424
ACH-000929,0.019617647201193432
ACH-000932,-0.401532856357026
ACH-000935,-0.6394737217478391
ACH-000936,-0.09667231630899056
ACH-000937,-0.33862080135134404
ACH-000938,-0.2553921135247988
ACH-000939,-0.06846048190511621
ACH-000941,-0.10556439454418727
ACH-000943,-0.26816978793445256
ACH-000946,-0.5245933973553957
ACH-000947,-0.8695520527234147
ACH-000948,-0.3256112397696223
ACH-000950,-0.3043966306536181
ACH-000953,-0.3825594432284982
ACH-000954,-0.3146531401074238
ACH-000957,-0.493029368217569
ACH-000958,-0.40448322453712704
ACH-000960,-0.32246148168903305
ACH-000963,-0.4916403797386812
ACH-000968,-0.1372331863615247
ACH-000969,-0.2910800597916653
ACH-000972,-0.9842065329021072
ACH-000973,-0.3204780122923085
ACH-000974,-0.4708996280604118
ACH-000978,-1.0760992167190426
ACH-000984,-0.19824783371942933
ACH-000986,0.050272137923489835
ACH-000988,-0.6031962338069118
ACH-000993,-0.4622217542240146
ACH-000994,-0.20087078189324226
ACH-000996,-0.2818793484596994
ACH-001001,-0.09847972655980987
ACH-001020,-0.3114691867721285
ACH-001028,-0.12709544000827047
ACH-001031,-0.7033357452594252
ACH-001038,-0.6102536102916779
ACH-001048,-0.2965726951025919
ACH-001050,-0.5368921742941507
ACH-001053,-0.3163573891313602
ACH-001054,-0.19287497951251972
ACH-001061,-0.2941253831810653
ACH-001067,-0.6269545401323832
ACH-001075,0.12276233622387385
ACH-001096,-0.5306389729055248
ACH-001111,0.4717287866980969
ACH-001119,-0.3758851165046839
ACH-001128,0.4151626115889396
ACH-001134,-0.28006002781804795
ACH-001151,-0.1696559237769383
ACH-001163,-0.40954505194997226
ACH-001164,-0.33298554501915045
ACH-001183,-0.16310770261028404
ACH-001192,-0.3332816178618126
ACH-001193,-0.005690891296757885
ACH-001196,-0.1925252712933956
ACH-001197,-0.30002146465464463
ACH-001205,-0.6264937856636033
ACH-001211,-0.2600711640445663
ACH-001212,-0.9203835955329962
ACH-001228,-0.6700732604951555
ACH-001232,-0.20692817370621744
ACH-001239,-0.5954617318679722
ACH-001270,-0.2911237717219945
ACH-001274,-0.5104809527682964
ACH-001275,-0.11074644722169494
ACH-001277,-0.31680227299243097
ACH-001278,-0.6154953557252821
ACH-001280,-0.19566334269969726
ACH-001283,-0.20753849223604867
ACH-001289,-0.4789085947202907
ACH-001300,-0.5892781869104896
ACH-001301,-0.3464823239683125
ACH-001302,0.3337149114504509
ACH-001306,-0.22975808432247574
ACH-001318,-0.12397228508741973
ACH-001322,-0.7167417194333269
ACH-001328,-0.21767931313437056
ACH-001332,-0.16672128836090064
ACH-001336,-0.4845205296326669
ACH-001346,-0.3960088457507903
ACH-001353,-0.6345152810203328
ACH-001354,-0.9754788265926244
ACH-001367,-0.4084897011324937
ACH-001368,-0.5391081608130185
ACH-001374,-0.1505370235365097
ACH-001377,-0.4929092297219587
ACH-001380,-0.12887052064424204
ACH-001391,-0.0916845097979456
ACH-001408,-0.2601606774407731
ACH-001430,-0.05226805397071257
ACH-001431,-0.5942646495962749
ACH-001450,-0.058832764719174035
ACH-001496,0.10365374883921254
ACH-001500,-0.5610797886364549
ACH-001523,-0.4371742060731531
ACH-001532,-0.6856275660263202
ACH-001550,0.1258945201357701
ACH-001552,-0.19068277492403748
ACH-001554,-0.5029674034919542
ACH-001654,-0.35419812147951546
ACH-001735,-0.19462873678447884
ACH-001736,-0.6505614728718025
ACH-001737,-0.9841122731700036
ACH-001740,-0.05404528605871331
ACH-001745,-0.18969990503916306
ACH-001765,-0.1637906012838219
