,PDS5A (23244)
ACH-000004,-0.2489402785913144
ACH-000005,-0.6484202176094521
ACH-000007,-0.09752928138328544
ACH-000009,-0.1187577262055197
ACH-000011,-1.006575230880224
ACH-000012,-0.15635563312244144
ACH-000013,-0.35501870256102264
ACH-000014,0.03285753818466453
ACH-000015,-0.20405256891640555
ACH-000017,0.008881575808500847
ACH-000018,-0.1961747291974533
ACH-000019,-0.3722101043874271
ACH-000021,-0.3145530124196362
ACH-000022,-0.2320861212975148
ACH-000025,-0.7101248830472014
ACH-000028,-0.21714306736146968
ACH-000030,-0.4590793536896437
ACH-000035,-0.29084220925365445
ACH-000036,-0.11401094999342795
ACH-000037,-0.3393140874907171
ACH-000039,0.03566108428391779
ACH-000040,-0.5210792071579068
ACH-000041,-0.33233105097360793
ACH-000042,-0.35453372112374754
ACH-000045,-0.7025552318901692
ACH-000047,-0.4958585988798964
ACH-000052,0.05235647618535329
ACH-000053,-0.10884810563132116
ACH-000054,-0.2172466403614684
ACH-000055,-0.2832141427084135
ACH-000060,-0.8553287944317892
ACH-000067,-0.2795092943400255
ACH-000070,-0.3269168777676536
ACH-000075,-0.3378413298965465
ACH-000078,-0.0903731227346459
ACH-000082,-0.35153477400666466
ACH-000085,-0.27599233698082426
ACH-000086,-0.04244031402302008
ACH-000087,-0.6529067447605632
ACH-000092,-0.2242926853577591
ACH-000095,-0.19829157067021255
ACH-000097,-0.42323373586905577
ACH-000098,-0.5469914236320012
ACH-000099,-0.08844615152371267
ACH-000108,-0.3418077589513408
ACH-000113,-0.8026564819804156
ACH-000116,-0.5124001986042094
ACH-000118,-0.4750549753997724
ACH-000120,-0.35301497680783794
ACH-000123,-0.8556254620335632
ACH-000127,-0.3471014611805054
ACH-000128,-0.3317672423462336
ACH-000132,-0.28401923775788623
ACH-000133,-0.5672995990491545
ACH-000137,-0.3173217326769601
ACH-000138,-0.05257058932239258
ACH-000142,-0.4513108898854936
ACH-000143,0.4464658196101501
ACH-000146,-0.2444880678079305
ACH-000148,-0.6309235614112908
ACH-000150,-0.6194939019324112
ACH-000152,-0.3186021093367453
ACH-000153,-0.5973218071901913
ACH-000159,-0.2189160345042057
ACH-000160,0.17134401871608945
ACH-000163,-0.18080087370075484
ACH-000167,0.34492621307469723
ACH-000168,-1.2273860330763111
ACH-000169,-0.4693959289282003
ACH-000178,-0.3516432766382005
ACH-000183,-0.7140015079461772
ACH-000188,-0.5602075397238357
ACH-000189,-0.3794556100174665
ACH-000190,0.05949922644323578
ACH-000198,-0.7400707937719023
ACH-000203,-0.48382090092174
ACH-000204,-0.23580934938449102
ACH-000206,-0.4315502862114882
ACH-000207,-0.0769421414382172
ACH-000208,-0.268309435618883
ACH-000210,-0.008724607334845577
ACH-000211,-0.4300881893540712
ACH-000215,-0.2750696259387675
ACH-000221,-0.3256166646632141
ACH-000222,-0.6377026817649475
ACH-000223,-0.1503355937533089
ACH-000226,-0.1998081021439298
ACH-000227,-0.33188743559457146
ACH-000228,-0.3587682338498725
ACH-000231,-0.33587514139276925
ACH-000232,-0.5144899488728325
ACH-000233,-0.2799713456385156
ACH-000234,-0.04078987543863274
ACH-000235,-0.4587757829924826
ACH-000237,-0.2767881446823534
ACH-000238,-0.4092085179494176
ACH-000242,-0.003366436579306906
ACH-000243,-0.10565436486275873
ACH-000244,-0.5470019801994004
ACH-000246,-0.3698210078040695
ACH-000248,-0.3805488786487762
ACH-000250,-0.4614561443377567
ACH-000251,-0.3865125251376251
ACH-000252,-0.3402233598832597
ACH-000253,-0.15506331725275552
ACH-000255,-0.1260001962519884
ACH-000256,-0.5320915604651926
ACH-000257,-0.6217402243398075
ACH-000258,-0.4103982720820596
ACH-000259,-0.004945682259163307
ACH-000260,-0.16066408338790802
ACH-000261,-0.4378429125976761
ACH-000262,-0.510703522895978
ACH-000263,-0.06669759908578292
ACH-000264,-0.5225453164756299
ACH-000265,-0.5792056933477054
ACH-000266,-0.2485337692596073
ACH-000272,-0.3402851472588673
ACH-000274,-0.4035161766876649
ACH-000277,-0.21725382104237195
ACH-000278,-0.4792908065953848
ACH-000279,-0.36538949053906106
ACH-000280,-0.462807404254894
ACH-000281,-0.6649208663988923
ACH-000288,-0.23577024789327555
ACH-000291,-0.19056654932701952
ACH-000293,-0.6996358199173442
ACH-000294,-0.4399872718476434
ACH-000295,-0.5834422575294558
ACH-000296,-0.5555464713896829
ACH-000302,-0.6982071059244247
ACH-000304,-0.6803057759243585
ACH-000307,-0.05214368336165097
ACH-000308,-0.33163943797445017
ACH-000310,-0.3043669610830257
ACH-000311,-0.27280963391697577
ACH-000312,-0.387844787048979
ACH-000315,-0.1968005935552227
ACH-000316,-0.5842458621522557
ACH-000317,-0.6147108351390723
ACH-000318,-0.6294978455883016
ACH-000319,-0.4984280673756266
ACH-000320,-0.5155998308624263
ACH-000322,-0.34364765015184706
ACH-000323,-0.6655456853062647
ACH-000324,-0.3128498407477857
ACH-000329,-0.3185510288161257
ACH-000330,-0.1499567298612986
ACH-000331,-0.1370448068602145
ACH-000332,0.08422511819370289
ACH-000334,-0.2559639971153343
ACH-000335,-0.3021385845347443
ACH-000336,-0.1218577733337566
ACH-000337,-0.3267710611098639
ACH-000338,0.14163065054681956
ACH-000339,-0.3259378418998634
ACH-000341,-0.034048635005932644
ACH-000348,-0.5701935620596035
