,T (6862)
ACH-000004,0.1283607403127108
ACH-000005,-0.037735661744638486
ACH-000007,-0.028522438893582643
ACH-000009,0.1274091746329982
ACH-000011,0.07522618446354515
ACH-000012,0.1012806775310514
ACH-000013,0.07632639299878526
ACH-000014,0.03612464839593644
ACH-000015,-0.024627756306014825
ACH-000017,0.18582435223625104
ACH-000018,0.009222012587459524
ACH-000019,0.03328416374987115
ACH-000021,-0.07073019914800383
ACH-000022,0.0733391693222752
ACH-000025,0.18959352932171256
ACH-000028,0.2477057385543348
ACH-000030,0.09748070793282723
ACH-000035,0.21691737713206855
ACH-000036,0.08210412687836642
ACH-000037,0.009112984218352285
ACH-000039,0.037220110811339004
ACH-000040,0.030147591232516733
ACH-000041,0.020674353229754732
ACH-000042,-0.027052719099491637
ACH-000045,0.04186590907202749
ACH-000047,0.0927810982970519
ACH-000052,-0.10089875409524812
ACH-000053,0.1091466161022101
ACH-000054,0.06586987999859162
ACH-000055,0.1194061058553583
ACH-000060,-0.029003756207919718
ACH-000067,0.0927632708234972
ACH-000070,0.1290551214574966
ACH-000075,0.06920201329699174
ACH-000078,-0.07789482678567464
ACH-000082,0.11874060048525968
ACH-000085,0.0578908832310849
ACH-000086,0.14944895256684196
ACH-000087,0.15566945536942467
ACH-000092,0.04931363992011347
ACH-000095,0.058384733795809614
ACH-000097,0.058406320450308226
ACH-000098,0.044122008242944516
ACH-000099,-0.13197484148116376
ACH-000108,0.03563384884263494
ACH-000113,0.19709504515435616
ACH-000116,0.13832482286908904
ACH-000118,-0.04051395879087735
ACH-000120,0.022939377848683117
ACH-000123,0.0662693412764871
ACH-000127,0.007643671671618595
ACH-000128,-0.14355081852621213
ACH-000132,-0.05289272976100645
ACH-000133,0.1728974969727075
ACH-000137,0.07892541413457475
ACH-000138,0.0739305502452936
ACH-000142,0.13060017568009313
ACH-000143,0.11278746909416767
ACH-000146,-0.07801006216276042
ACH-000148,0.06968683698250303
ACH-000150,-0.2347516951542116
ACH-000152,0.1401923109128936
ACH-000153,0.07874901073953536
ACH-000159,0.0995274972182701
ACH-000160,0.11413232536555745
ACH-000163,0.09074709081168868
ACH-000167,0.10487369018219572
ACH-000168,-0.03339396776061818
ACH-000169,0.08841686232874718
ACH-000178,0.05506129875842111
ACH-000183,0.08071840593925454
ACH-000188,-0.02572302142151034
ACH-000189,0.014312360664114182
ACH-000190,0.01533760811509214
ACH-000198,0.11427199323665188
ACH-000203,0.060188223853701976
ACH-000204,0.22439286200585032
ACH-000206,0.2742503121337752
ACH-000207,0.1954017392424054
ACH-000208,-0.003644043721802048
ACH-000210,0.2526067587529484
ACH-000211,0.006315654892450775
ACH-000215,0.017797703073499763
ACH-000221,0.13780654405922355
ACH-000222,0.0063630560188631564
ACH-000223,0.05124356346133629
ACH-000226,0.20454300472065465
ACH-000227,0.16892130462661328
ACH-000228,0.0049303113280877225
ACH-000231,0.09328057480139933
ACH-000232,0.02022047062162035
ACH-000233,0.05351011857201021
ACH-000234,0.110163972239445
ACH-000235,0.025968132429444058
ACH-000237,0.06979093852528594
ACH-000238,0.12326073053974612
ACH-000242,0.15398860154236704
ACH-000243,0.1095912434955294
ACH-000244,0.09578040985904206
ACH-000246,0.03239344880981716
ACH-000248,0.03123967192611628
ACH-000250,0.022605765925641397
ACH-000251,-0.19359172609970032
ACH-000252,0.11124067529500364
ACH-000253,0.1151331412625789
ACH-000255,0.02900906030963101
ACH-000256,0.15338965366170745
ACH-000257,0.3026890697675638
ACH-000258,0.2529746097288707
ACH-000259,-0.0020513510099446487
ACH-000260,0.033390043082321436
ACH-000261,0.09105260102541032
ACH-000262,-0.049786447835793335
ACH-000263,0.12124629545492865
ACH-000264,0.11827232237818287
ACH-000265,0.11853715095090114
ACH-000266,0.0026000492592176067
ACH-000272,0.021391660881933467
ACH-000274,0.0502608046292729
ACH-000277,0.07255123740597591
ACH-000278,0.038055915546091036
ACH-000279,-0.04304902412950176
ACH-000280,0.04136328949560253
ACH-000281,0.027869228204235288
