,VIT (5212)
ACH-000004,0.12507990159739793
ACH-000005,-0.105484688737719
ACH-000007,-0.042949849345405584
ACH-000009,-0.003743606281171787
ACH-000011,-0.02411523711802996
ACH-000012,0.08552456637784933
ACH-000013,-0.15180250236301135
ACH-000014,-0.16632145936696893
ACH-000015,-0.06567147540869844
ACH-000017,-0.02734292502901712
ACH-000018,-0.030693809760018776
ACH-000019,-0.015679900475496476
ACH-000021,-0.005380342481849807
ACH-000022,-0.07802449169919425
ACH-000025,-0.16260156714870588
ACH-000028,-0.054635029622054194
ACH-000030,-0.11867958809016378
ACH-000035,-0.10071251047876148
ACH-000036,0.09373332064196063
ACH-000037,0.02081794142211086
ACH-000039,-0.003398761673950709
ACH-000040,-0.014433956759651888
ACH-000041,-0.14202455896823676
ACH-000042,-0.045083435503225744
ACH-000045,0.0968763076841246
ACH-000047,-0.04171138583423367
ACH-000052,-0.09910162596514267
ACH-000053,-0.010136436695158391
ACH-000054,-0.08752027495086827
ACH-000055,-0.12770678038475344
ACH-000060,0.09495394006915572
ACH-000067,-0.05582781316952667
ACH-000070,0.19176625338453795
ACH-000075,-0.19077312824293424
ACH-000078,-0.027062199379850445
ACH-000082,0.05676866225009498
ACH-000085,0.15118895357234893
ACH-000086,-0.06104365393822943
ACH-000087,-0.13941775936126655
ACH-000092,-0.2577264900001874
ACH-000095,-0.03893215240420226
ACH-000097,-0.009617632941845849
ACH-000098,0.008281933658112669
ACH-000099,-0.019537937973354742
ACH-000108,-0.08303513401461794
ACH-000113,-0.07644592763468015
ACH-000116,-0.02405853486985868
ACH-000118,0.0021344599886620142
ACH-000120,0.028800212293326057
ACH-000123,0.0022926704812284144
ACH-000127,-0.09842153517797247
ACH-000128,-0.064889678281818
ACH-000132,-0.020926646144585816
ACH-000133,-0.034124425096920014
ACH-000137,0.07570647484825914
ACH-000138,-0.033951593809044105
ACH-000142,-0.13047111879349524
ACH-000143,0.06877369338421947
ACH-000146,-0.1132051624457653
ACH-000148,-0.07247664339526308
ACH-000150,0.06447528896610479
ACH-000152,-0.13173512642211932
ACH-000153,-0.028140775657689212
ACH-000159,-0.0873600522672583
ACH-000160,0.011945687216927287
ACH-000163,-0.06449242896318619
ACH-000167,0.12328919235086155
ACH-000168,-0.0577400005301896
ACH-000169,-0.0434238541528906
ACH-000178,0.0061391389509813715
ACH-000183,-0.03549793483347408
ACH-000188,-0.03854175235744163
ACH-000189,0.09378134239761317
ACH-000190,-0.20842731717066396
ACH-000198,0.02144608974228214
ACH-000203,-0.23118972290074855
ACH-000204,-0.17462263726906355
ACH-000206,-0.1209880553894984
