,OXSR1 (9943)
ACH-000004,0.027271438382756672
ACH-000005,-0.14292532823502138
ACH-000007,0.08711284796042643
ACH-000009,0.015592601799767581
ACH-000011,-0.04929238833247708
ACH-000012,0.2572198717303863
ACH-000013,0.04156079629654638
ACH-000014,-0.13904025709114326
ACH-000015,-0.12356790360462558
ACH-000017,-0.10379269917136807
ACH-000018,0.1718422429810577
ACH-000019,-0.090843258218621
ACH-000021,0.007751845385944597
ACH-000022,0.11895907646573138
ACH-000025,0.10139108033092073
ACH-000028,0.2103076511165525
ACH-000030,-0.02693067652667861
ACH-000035,0.09182952452432064
ACH-000036,0.0889586381570895
ACH-000037,0.03419711016961522
ACH-000039,0.10943635820746488
ACH-000040,-0.03552240300379913
ACH-000041,0.1019796964509235
ACH-000042,-0.024129579750776783
ACH-000045,-0.1603734290733405
ACH-000047,0.06503227406475844
ACH-000052,0.08626251418913336
ACH-000053,-0.002686828820219114
ACH-000054,0.09263359805397156
ACH-000055,-0.08746342748017852
ACH-000060,-0.1601525543117429
ACH-000067,0.07106687068394188
ACH-000070,0.21736021671229566
ACH-000075,0.0720016275867111
ACH-000078,-0.004840625569479179
ACH-000082,-0.007520776471873805
ACH-000085,-0.028333710863329233
ACH-000086,0.009431615280375984
ACH-000087,-0.03667941664235128
ACH-000092,-0.16824581605994535
ACH-000095,-0.0898277534736445
ACH-000097,0.0018958813954403925
ACH-000098,-0.029014671687187306
ACH-000099,0.02213746506902489
ACH-000108,0.01393476182710602
ACH-000113,-0.002381187828564029
ACH-000116,0.026336181237316483
ACH-000118,-0.005427723328914136
ACH-000120,-0.10402307994823763
ACH-000123,-0.07973003605963566
ACH-000127,-0.01567875806935839
ACH-000128,-0.09713887071494272
ACH-000132,0.0936773765557662
ACH-000133,-0.112146139766254
ACH-000137,0.010879852384826812
ACH-000138,-0.05621524050430983
ACH-000142,0.06816418706054833
ACH-000143,-0.062399128413537314
ACH-000146,-0.013033935229996407
ACH-000148,0.18374817022665127
ACH-000150,-0.07953335572769832
ACH-000152,0.06482549040333427
ACH-000153,0.040436457187689005
ACH-000159,-0.06607177106595855
ACH-000160,0.020761900924891743
ACH-000163,-0.19103481241204914
ACH-000167,-0.4850684142451318
ACH-000168,-0.09035967987808673
ACH-000169,-0.007142382504593812
ACH-000178,-0.016584269041403418
ACH-000183,-0.008968209743263044
ACH-000188,0.08174490351323448
ACH-000189,0.041300708657787975
ACH-000190,0.023504881584697282
ACH-000198,0.1314222006555247
ACH-000203,-0.31586215427692976
ACH-000204,-0.05353628203167071
ACH-000206,0.16206209017118212
ACH-000207,0.07843902235776411
ACH-000208,0.10549134751549076
ACH-000210,-0.10360149942442698
ACH-000211,-0.09561428159513699
ACH-000215,0.014143173555036102
ACH-000221,-0.014018456826626856
ACH-000222,-0.1461604075823886
ACH-000223,0.12401852414926455
ACH-000226,0.10735794603644157
ACH-000227,-0.08347729565302754
ACH-000228,0.08829817686803651
ACH-000231,-0.03627712857370409
ACH-000232,0.024969881956868074
ACH-000233,0.07409923879115017
ACH-000234,0.019421281590621405
ACH-000235,0.010175979147562688
ACH-000237,-0.021136041561850245
ACH-000238,0.04942850744553731
ACH-000242,-0.20194837577980548
ACH-000243,0.11045402775311244
ACH-000244,0.33121625174084823
ACH-000246,0.019750855822716813
ACH-000248,-0.21120604271037072
ACH-000250,0.03303395118969859
ACH-000251,-0.048130238006050256
ACH-000252,0.06880995099378473
ACH-000253,-0.03786283903708202
ACH-000255,0.15390105530565146
ACH-000256,-0.02139861896882889
ACH-000257,0.20781422346546652
ACH-000258,0.0707935881170379
ACH-000259,0.018398892269874973
ACH-000260,0.04438589240756983
ACH-000261,-0.03090642754507405
ACH-000262,0.04401703289043195
ACH-000263,-0.20819645398969333
ACH-000264,0.08399441184792998
ACH-000265,0.020060885852798152
ACH-000266,-0.032771651697696066
ACH-000272,-0.06947136452045358
ACH-000274,-0.04289320802889828
ACH-000277,-0.13307314028060865
ACH-000278,0.0549146645916304
ACH-000279,-0.021046667604537384
ACH-000280,0.023134485472281016
ACH-000281,0.02148449405455126
ACH-000288,-0.028235222278665883
ACH-000291,0.04020930867886167
ACH-000293,0.006758816566274244
ACH-000294,0.08349522514881833
ACH-000295,-0.6274997206114201
ACH-000296,-0.19953441202867028
ACH-000302,0.0004725976328830583
ACH-000304,-0.10921106298004084
ACH-000307,-0.003288045562981567
ACH-000308,0.055086833108970536
ACH-000310,0.0260755026392411
ACH-000311,-0.06565694654109445
ACH-000312,-0.01181674457354764
ACH-000315,0.028975194223666286
ACH-000316,0.08006205457691715
ACH-000317,-0.07543110159588791
ACH-000318,0.08666347859092963
ACH-000319,0.056756187994108975
ACH-000320,-0.2509947504286351
ACH-000322,0.16936734348730748
ACH-000323,0.1347693641752423
ACH-000324,0.15611598029637838
ACH-000329,0.025568884219010976
ACH-000330,-0.15447972277430522
ACH-000331,0.0593382162398781
ACH-000332,-0.04492995498932312
ACH-000334,0.03680349306481872
ACH-000335,-0.07283816641598463
ACH-000336,0.16942455746730845
ACH-000337,0.07049952087351638
ACH-000338,0.5967765542557008
ACH-000339,0.0780508957350497
ACH-000341,0.04018994982830109
ACH-000348,-0.050231929348172215
ACH-000350,0.055810065216422435
ACH-000352,0.11543764353587177
ACH-000356,-0.10297464787729492
ACH-000361,0.1094084127648572
ACH-000362,-0.04192223372570313
ACH-000363,-0.05462706069157927
ACH-000364,0.011177972353960484
ACH-000365,0.047414635373929065
ACH-000366,0.050285201395297234
ACH-000368,0.005228831747054421
ACH-000374,-0.06588235106310711
ACH-000375,0.2002618281042536
ACH-000376,0.1078741842221679
ACH-000381,0.22604051243313503
ACH-000383,0.02478438288499303
ACH-000387,0.08987373783335917
ACH-000389,-0.014601012341018718
ACH-000390,0.002526582493215107
ACH-000393,0.05896541774323319
ACH-000395,-0.20142185365468665
ACH-000396,-0.06136234949916735
ACH-000397,0.10606428146760363
ACH-000401,0.2791101752847796
ACH-000402,-0.2325252666102262
