,NCSTN (23385)
ACH-000004,-0.01235523178925067
ACH-000005,0.08935744014121112
ACH-000007,-0.10087873476256863
ACH-000009,-0.2083809038290232
ACH-000011,-0.2319746370799485
ACH-000012,-0.2105986996420514
ACH-000013,-0.2529431568207908
ACH-000014,-0.05586058554042876
ACH-000015,-0.03709673329023176
ACH-000017,0.04445309142669666
ACH-000018,-0.05846881716857121
ACH-000019,-0.09482483846817287
ACH-000021,0.02398644981185665
ACH-000022,-0.21594776383621225
ACH-000025,-0.2743796309587603
ACH-000028,0.09414246111786508
ACH-000030,0.09863206155959676
ACH-000035,0.008939638376461443
ACH-000036,0.6362406255375983
ACH-000037,-0.01652457329094161
ACH-000039,-0.3539369047436381
ACH-000040,0.06397388111042929
ACH-000041,-0.11655048444329
ACH-000042,-0.042580359513993464
ACH-000045,0.14792002572830362
ACH-000047,-0.2239610015642571
ACH-000052,-0.1526849936689144
ACH-000053,-0.14118585705909958
ACH-000054,-0.2242521392555707
ACH-000055,-0.16417241108016956
ACH-000060,0.1423118588131813
ACH-000067,0.03734955600693152
ACH-000070,0.009018326027121763
ACH-000075,-0.02413434944920909
ACH-000078,-0.026740061576929937
ACH-000082,-0.2145614173582636
ACH-000085,-0.13923254551272374
ACH-000086,-0.16675120732394225
ACH-000087,-0.2427258627779007
ACH-000092,-0.01208251502392776
ACH-000095,-0.10602010879937307
ACH-000097,0.0833066705064519
ACH-000098,0.04006722375289685
ACH-000099,-0.14211369023737738
ACH-000108,-0.03795918780588498
ACH-000113,-0.0316619632757932
ACH-000116,-0.09651968922596296
ACH-000118,0.050824403110277964
ACH-000120,-0.10243197759596534
ACH-000123,0.08951376944283469
ACH-000127,-0.0008734244047312919
ACH-000128,0.051117036760367364
ACH-000132,0.05905104099956724
ACH-000133,0.06916610057709405
ACH-000137,0.029480713785406776
ACH-000138,-0.057393065210006075
ACH-000142,-0.29231778396964064
ACH-000143,0.0123808940097948
ACH-000146,-0.08553554646408802
ACH-000148,0.2813288747136428
ACH-000150,0.2246646101997468
ACH-000152,0.03173404828725659
ACH-000153,-0.17915347562075956
ACH-000159,-0.06529672571999821
ACH-000160,0.0365888908905551
ACH-000163,-0.22389888640538552
ACH-000167,0.18863225042999046
ACH-000168,-0.037908177591643416
ACH-000169,-0.06400909535029332
ACH-000178,0.015447733577334212
ACH-000183,-0.1263467024894273
ACH-000188,0.05088535601052256
ACH-000189,-0.346381127869856
ACH-000190,-0.0893995765525833
ACH-000198,-0.02488285494143073
ACH-000203,-0.57622148712276
ACH-000204,-0.5256324821460611
ACH-000206,-0.18193651159400925
ACH-000207,0.08952210157840784
ACH-000208,0.17721217892841012
ACH-000210,0.16464527073984356
ACH-000211,-0.07524883073911891
ACH-000215,-0.1229093949500556
ACH-000221,-0.018768823422862096
ACH-000222,0.04079807371882492
ACH-000223,0.007859926737495438
ACH-000226,0.02245761533335113
ACH-000227,0.20237304329525424
ACH-000228,-0.16055592238306474
ACH-000231,0.02312322073609201
ACH-000232,-0.0438784873398745
ACH-000233,0.1949106890336336
ACH-000234,-0.005707070618168518
ACH-000235,-0.14041689893871795
ACH-000237,-0.18692804178659614
ACH-000238,-0.08211719931471466
ACH-000242,0.04572318597054699
ACH-000243,0.036683439955026036
ACH-000244,0.4747740014201395
ACH-000246,0.013706797706672586
ACH-000248,-0.0006623582407645768
ACH-000250,-0.02070762394782785
ACH-000251,-0.3955005163211675
ACH-000252,-0.03225137001668688
ACH-000253,0.1011067158651973
ACH-000255,-0.19509670259270304
ACH-000256,0.034970886555594466
ACH-000257,-0.09837675712983583
ACH-000258,0.1882732851553672
ACH-000259,-0.20915352652376304
ACH-000260,-0.0794587195550031
ACH-000261,-0.02971045880463893
ACH-000262,0.00691430560990628
ACH-000263,-0.08332546502680127
ACH-000264,-0.13947783055344562
ACH-000265,0.09246566030819946
ACH-000266,-0.2953570580382495
ACH-000272,-0.05180345568959333
ACH-000274,-0.09053162855998953
ACH-000277,0.20923915870298124
ACH-000278,-0.0279002227776418
ACH-000279,0.08084882090115322
ACH-000280,0.012831683102132096
ACH-000281,-0.15559838474395118
ACH-000288,-0.019391238970764675
ACH-000291,0.13243520747081922
ACH-000293,-0.3774842946269525
ACH-000294,-0.22520169376037155
ACH-000295,-0.13611283844400976
ACH-000296,-0.3086455149417292
ACH-000302,-0.07751175853331893
ACH-000304,-0.12464627069417435
ACH-000307,-0.15408362181792773
ACH-000308,-0.09462738939934567
ACH-000310,0.046606805154110184
ACH-000311,-0.13497008583876946
ACH-000312,-0.037728476852428326
ACH-000315,0.11190271762335494
ACH-000316,0.06379718947759667
ACH-000317,-0.0915175907640776
ACH-000318,-0.03492623848608068
ACH-000319,-0.009462772684480822
ACH-000320,-0.08586024342522977
ACH-000322,-0.04996362093064848
ACH-000323,0.016981672888228057
ACH-000324,0.01328529992787676
ACH-000329,-0.14213827075482716
ACH-000330,-0.13512339307907306
ACH-000331,-0.061739021533395985
ACH-000332,-0.1475320208857986
ACH-000334,0.00424150987286226
ACH-000335,-0.028907224319217887
ACH-000336,-0.01660142316660531
ACH-000337,-0.2744974689946724
ACH-000338,-0.6499168803499804
ACH-000339,-0.09399825632003443
ACH-000341,-0.07423434924213927
ACH-000348,-0.06251681800815201
ACH-000350,-0.1464679441322817
ACH-000352,0.007755923911180441
ACH-000356,-0.05004917372611332
ACH-000361,0.04790732588100866
ACH-000362,0.09005513760871507
ACH-000363,-0.120085285317011
ACH-000364,-0.021521821966582474
ACH-000365,-0.20793638006144716
ACH-000366,-0.23331567635460365
ACH-000368,-0.11475035889435115
ACH-000374,-0.21447148099882546
ACH-000375,0.11239309863461328
ACH-000376,-0.08386314529363906
ACH-000381,-0.37307900452692494
ACH-000383,-0.09632209874254663
ACH-000387,0.06337082343791055
ACH-000389,0.15356721284668592
ACH-000390,-0.08307230612919661
ACH-000393,-0.00099373714459151
ACH-000395,-0.2698203331430451
ACH-000396,0.029122419915213568
ACH-000397,0.1628067397540167
ACH-000401,-0.1388039068496328
ACH-000402,0.05315255765999775
ACH-000403,0.03163526863661115
ACH-000404,0.007911907025471366
