,CAMK2D (817)
ACH-000004,0.10345086822600047
ACH-000005,0.08742686711365949
ACH-000007,-0.020596590536531515
ACH-000009,0.0252618525270104
ACH-000011,-0.012338615974658296
ACH-000012,0.029614872033152963
ACH-000013,0.07144346603685835
ACH-000014,0.03387520640260688
ACH-000015,-0.016405298349381158
ACH-000017,-0.046691910465581694
ACH-000018,0.09016931230695342
ACH-000019,0.18908058867811714
ACH-000021,0.08825668963369877
ACH-000022,0.03966001881305928
ACH-000025,-0.038027696012496184
ACH-000028,-0.05874675833925917
ACH-000030,0.09405673306775154
ACH-000035,0.1574423064100803
ACH-000036,-0.07467671938550112
ACH-000037,0.06320101309476768
ACH-000039,0.08880768208638487
ACH-000040,-0.1003610032489865
ACH-000041,-0.11601680732990753
ACH-000042,-0.02620990872416034
ACH-000045,-0.12896983512744686
ACH-000047,0.04675004139034555
ACH-000052,0.055423222472027286
ACH-000053,0.05813585926207077
ACH-000054,0.0936362073344886
ACH-000055,0.2112425015528749
ACH-000060,-0.06722260939828552
ACH-000067,-0.10471063600856664
ACH-000070,-0.06978000384720219
ACH-000075,0.07228709206699367
ACH-000078,0.07302997112142967
ACH-000082,-0.009969266411951469
ACH-000085,0.03692701431690646
ACH-000086,0.02949857722723932
ACH-000087,-0.1255827294185418
ACH-000092,0.017248860202324922
ACH-000095,-0.029942395404676463
ACH-000097,-0.0384662176331291
ACH-000098,-0.07393326133335082
ACH-000099,0.025204295570143424
ACH-000108,0.0019168248109604246
ACH-000113,0.0029803354395911328
ACH-000116,0.0353277191324749
ACH-000118,0.09977258946421017
ACH-000120,0.010901621916735566
ACH-000123,-0.08379254119380575
ACH-000127,-0.019643637299204115
ACH-000128,0.005720630498328197
ACH-000132,-0.03199684505043724
ACH-000133,-0.006407285942637345
ACH-000137,0.12619995616691654
ACH-000138,0.10133444065921043
ACH-000142,0.0241896838164244
ACH-000143,0.02792099390508832
ACH-000146,0.04024757926603066
ACH-000148,-0.024146976815057324
ACH-000150,-0.14623108705798185
ACH-000152,-0.0473778999537677
ACH-000153,0.15164158907949055
ACH-000159,0.03835343059437538
ACH-000160,0.31418022216249897
ACH-000163,-0.10950036621503484
ACH-000167,0.6608205151528823
ACH-000168,0.06032407143600262
ACH-000169,0.0439099263449639
ACH-000178,0.04976310113978445
ACH-000183,-0.1149719712905206
ACH-000188,0.05989619789272349
ACH-000189,0.020319581615301584
ACH-000190,0.2888349711236173
ACH-000198,0.08684199832259984
ACH-000203,-0.06426488948773047
ACH-000204,-0.06245020215583394
ACH-000206,0.05461407125219353
ACH-000207,0.0737471626258162
ACH-000208,-0.1875653516718004
ACH-000210,0.4459320736233949
ACH-000211,-0.04616908564437329
ACH-000215,-0.03152233962084194
ACH-000221,-0.05018788777123938
ACH-000222,0.16050589928591655
ACH-000223,-0.09085201323338232
ACH-000226,-0.022496682602185115
ACH-000227,0.07873873279669202
ACH-000228,0.09516002342618897
ACH-000231,0.025543735053222164
ACH-000232,-0.07772862019099537
ACH-000233,0.15052017768795245
ACH-000234,-0.010992242940890757
ACH-000235,-0.041515257133021184
ACH-000237,0.050049565367683416
ACH-000238,0.057345926164176
ACH-000242,-0.2101374679723428
ACH-000243,-0.04613792331121914
ACH-000244,0.020763230636556388
ACH-000246,-0.006361588342555797
ACH-000248,0.019504876128347472
ACH-000250,-0.005131363435272376
ACH-000251,-0.08225353788278902
ACH-000252,-0.05087841785115175
ACH-000253,0.0747366281831996
ACH-000255,-0.09479955224122764
ACH-000256,0.0244244724964844
ACH-000257,-0.07090352892255422
ACH-000258,-0.1053704293486476
ACH-000259,0.030227823791010175
ACH-000260,0.058887514776772114
ACH-000261,0.05844860952417489
ACH-000262,-0.07299226557875038
ACH-000263,-0.0788822217156248
ACH-000264,0.01911437028809093
ACH-000265,0.0018785426107713762
ACH-000266,-0.018339817125247303
ACH-000272,0.08264925971842653
ACH-000274,0.07004879506540322
ACH-000277,0.05166214914630286
ACH-000278,0.14105868298636645
ACH-000279,-0.022103050686333368
ACH-000280,-0.02020470297068874
ACH-000281,-0.15855541700029255
ACH-000288,0.03257032928443317
ACH-000291,-0.03884932338402027
ACH-000293,0.1556358383412031
ACH-000294,0.09665258776301217
ACH-000295,0.21949400323441506
ACH-000296,-0.008281254149863592
ACH-000302,-0.06755244590224425
ACH-000304,-0.048850343493641014
ACH-000307,-0.01921579507800696
ACH-000308,0.04064550749263393
ACH-000310,-0.04992408505899168
ACH-000311,0.04722623951918182
ACH-000312,-0.02686147704186537
ACH-000315,0.05097153605103909
ACH-000316,-0.010932668328503894
ACH-000317,0.05299154121291324
ACH-000318,-0.06456483354134837
ACH-000319,0.03943071344252106
ACH-000320,-0.03637023359843724
ACH-000322,-0.07996370443527524
ACH-000323,0.04746785009636715
ACH-000324,-0.09182536958267737
ACH-000329,-0.09778745962241674
ACH-000330,0.0058596136838006685
ACH-000331,0.1178668140029956
ACH-000332,0.01748887415346963
ACH-000334,-0.023992959942513117
ACH-000335,-0.15018999499926491
ACH-000336,0.07091784832603616
ACH-000337,0.016390424297362552
ACH-000338,-0.3664058156564353
ACH-000339,0.0894534619233324
ACH-000341,0.0532983893448373
ACH-000348,0.0747529474416674
ACH-000350,-0.00591282002870009
ACH-000352,0.0018656476664256148
ACH-000356,0.09215290284945094
ACH-000361,-0.039713488577435486
ACH-000362,0.16407460577321234
ACH-000363,0.050127955240259765
ACH-000364,-0.14103450444018198
ACH-000365,0.02361024514327676
ACH-000366,-0.0076676041565864606
ACH-000368,0.039513667528626416
ACH-000374,-0.050920008522034065
ACH-000375,0.04775157836467118
ACH-000376,0.02555078812519759
ACH-000381,0.06498123675332651
ACH-000383,0.07462955009544271
ACH-000387,-0.07661137170218636
ACH-000389,-0.12676309528789967
ACH-000390,0.08043199262651378
ACH-000393,0.03564443619773025
ACH-000395,-0.0102834318051002
ACH-000396,-0.2000953259494671
ACH-000397,-0.034472510097923334
ACH-000401,0.015255779118472418
ACH-000402,0.2349294540860725
ACH-000403,0.0022732796989888408
ACH-000404,-0.23482989798004505
ACH-000406,0.0637498850738408
ACH-000407,0.0551409005055777
ACH-000408,0.12178944644251698
ACH-000410,-0.005557635518386914
ACH-000411,0.059125200310037936
ACH-000414,0.07144145424164712
ACH-000415,0.013090502595846805
ACH-000416,-0.0352155780757622
ACH-000420,-0.02360172189836132
ACH-000421,-0.035188694591835816
ACH-000424,0.04063031868666075
ACH-000425,-0.09465915591156082
ACH-000426,-0.00037232248537608667
ACH-000427,-0.06161970309755487
ACH-000433,0.11492917243865003
ACH-000435,-0.1102442055114056
ACH-000436,-0.2526672338036057
ACH-000444,-0.006455985380025258
ACH-000445,0.020484569164944944
ACH-000448,0.1127352947871406
ACH-000450,0.2182921305910988
ACH-000452,0.09936720387179064
ACH-000454,-0.01751882767809715
ACH-000458,0.0760567305368482
ACH-000459,0.014816851980718353
ACH-000460,0.017827867157866654
ACH-000461,-0.17438638130470324
ACH-000463,-0.11814788790875885
ACH-000464,0.029012570971986125
ACH-000466,0.08582894545345005
ACH-000467,0.11555453735204806
ACH-000468,0.012911373063242259
ACH-000469,-0.032535459791623145
ACH-000470,0.09642793284931518
ACH-000471,0.05545921604628331
ACH-000472,0.0981299422755818
ACH-000473,0.09151150468342333
ACH-000475,0.050862609852911515
