,TMEM110 (375346)
ACH-000004,0.03605773946646471
ACH-000005,-0.2507827756417071
ACH-000007,-0.10709611427295827
ACH-000009,-0.030662204748478118
ACH-000011,0.05095168294761344
ACH-000012,-0.1816828851564902
ACH-000013,-0.055144597276481
ACH-000014,0.008850518749421811
ACH-000015,-0.060762783816226684
ACH-000017,-0.07610024645777662
ACH-000018,-0.08358968692868944
ACH-000019,0.05144312661774656
ACH-000021,-0.03706453931483197
ACH-000022,0.016930030151265863
ACH-000025,-0.0373665683539124
ACH-000028,-0.13345663145989736
ACH-000030,-0.08254814046976623
ACH-000035,-0.041587225147415474
ACH-000036,-0.1268913991477208
ACH-000037,0.0031061386974125466
ACH-000039,-0.05635706133315267
ACH-000040,-0.05637864834237051
ACH-000041,-0.03919196033948842
ACH-000042,-0.06909152048763686
ACH-000045,-0.16939467309877398
ACH-000047,-0.03696983056761434
ACH-000052,0.025533349664702817
ACH-000053,-0.18543692411679707
ACH-000054,-0.10888835446522564
ACH-000055,0.0533090202856758
ACH-000060,-0.13692398181049525
ACH-000067,-0.1497164952911382
ACH-000070,-0.032142950295868944
ACH-000075,-0.26185245203368435
ACH-000078,-0.02096459229437437
ACH-000082,-0.0015118473852609824
ACH-000085,-0.1311949599999701
ACH-000086,-0.010698759630124031
ACH-000087,-0.1099442671302965
ACH-000092,-0.03227671986250523
ACH-000095,-0.07183606606794038
ACH-000097,0.06001737895279704
ACH-000098,-0.09905568548599276
ACH-000099,-0.04860964465779124
ACH-000108,0.03656174140308787
ACH-000113,-0.090180422660226
ACH-000116,-0.09312511383432064
ACH-000118,-0.08405940656174214
ACH-000120,0.02815975839769399
ACH-000123,-0.08821683409076282
ACH-000127,-0.14808500434512234
ACH-000128,-0.20965013197919435
ACH-000132,0.04381414490447478
ACH-000133,-0.02193870370639984
ACH-000137,0.01021689543385711
ACH-000138,-0.10950901912792334
ACH-000142,-0.12712927158761475
ACH-000143,-0.14899185635939416
ACH-000146,-0.2069766361965708
ACH-000148,0.07637495951432338
ACH-000150,-0.16311060861755486
ACH-000152,-0.011151334319441477
ACH-000153,0.0806291702810051
ACH-000159,-0.16710527793800975
ACH-000160,0.053191363403245234
ACH-000163,0.03624052443118625
