,ARVCF (421)
ACH-000004,-0.3552278967210765
ACH-000005,0.09474727887557112
ACH-000007,-0.09340418173966318
ACH-000009,-0.09827316904047964
ACH-000011,-0.13216555199733965
ACH-000012,-0.0868429443419113
ACH-000013,-0.12077037478918165
ACH-000014,-0.0390033109179062
ACH-000015,-0.11349756890230947
ACH-000017,-0.029766536226441726
ACH-000018,-0.272879005380233
ACH-000019,-0.07680654483512063
ACH-000021,-0.00028854520657509326
ACH-000022,0.005237137337734482
ACH-000025,-0.2830283400608629
ACH-000028,-0.014665419766494894
ACH-000030,-0.11602444569611856
ACH-000035,-0.16558628304293255
ACH-000036,-0.16924431108438354
ACH-000037,-0.17490429502587532
ACH-000039,0.1379882225870158
ACH-000040,-0.13246158227823102
ACH-000041,-0.20487269796417526
ACH-000042,-0.2605040446735933
ACH-000045,-0.1815058894997599
ACH-000047,-0.13594769321994352
ACH-000052,0.03562931600110175
ACH-000053,-0.0858277912237952
ACH-000054,0.023132623409301882
ACH-000055,-0.26364888102587586
ACH-000060,-0.21622287124866987
ACH-000067,-0.2644930799925765
ACH-000070,0.022940904017545647
ACH-000075,0.02472846054504621
ACH-000078,-0.006215176012522218
ACH-000082,-0.08897331984044661
ACH-000085,-0.21382797011227395
ACH-000086,0.036009844566348946
ACH-000087,-0.19012034985407475
ACH-000092,-0.09464183271005308
ACH-000095,-0.10947661480021276
ACH-000097,-0.01769403075492494
ACH-000098,-0.09370251585675687
ACH-000099,0.014883007869983696
ACH-000108,-0.19739547685589715
ACH-000113,-0.17531648500484245
ACH-000116,0.06739228427326051
ACH-000118,-0.08880653765386946
ACH-000120,-0.05073533733137083
ACH-000123,-0.03009826238494557
ACH-000127,-0.04060942517137316
ACH-000128,-0.04527425892310254
ACH-000132,-0.17435834317020182
ACH-000133,-0.0772145977322293
ACH-000137,-0.13385007387166667
ACH-000138,0.0717171519285697
ACH-000142,-0.15647597670114533
ACH-000143,-0.2678638543539964
ACH-000146,-0.09752309976502976
ACH-000148,0.05742248864954187
ACH-000150,-0.0784361594151181
ACH-000152,-0.20261547989505166
ACH-000153,-0.01503082832406291
ACH-000159,-0.03565180516836917
ACH-000160,0.023840551289882092
ACH-000163,-0.1990831760338453
ACH-000167,0.315200009115602
ACH-000168,-0.04476717385554327
ACH-000169,-0.12089144282342056
ACH-000178,-0.05717431436865945
ACH-000183,-0.08840401393388353
ACH-000188,-0.09499270698968276
ACH-000189,-0.25813967257837805
ACH-000190,-0.015529865232637313
ACH-000198,-0.09383061256376216
ACH-000203,-0.4655065750368452
ACH-000204,-0.04826562071407449
ACH-000206,-0.3169756120537135
ACH-000207,-0.33879700728474826
ACH-000208,0.21709578973215726
ACH-000210,0.13484484111736378
ACH-000211,-0.08073269128806634
ACH-000215,-0.09638672157982807
ACH-000221,-0.21611431798057665
ACH-000222,-0.18184616017153327
ACH-000223,0.05173456728369622
ACH-000226,-0.14525558205782016
ACH-000227,-0.07046833138281731
ACH-000228,-0.03897175599923355
ACH-000231,-0.24393707264314304
ACH-000232,-0.13536602288105587
ACH-000233,-0.17546196528115596
ACH-000234,-0.05293611972434162
ACH-000235,-0.046992340340918856
ACH-000237,-0.1599697839396731
ACH-000238,-0.1291112070750129
ACH-000242,-0.15826339199377845
ACH-000243,-0.12463514516460113
ACH-000244,-0.12606039608701122
ACH-000246,-0.05577569489178344
ACH-000248,-0.16708220870275262
ACH-000250,-0.02414603818757466
ACH-000251,0.06131677238330089
ACH-000252,-0.07783472532268755
ACH-000253,0.046563625065507305
ACH-000255,-0.1290690852321534
ACH-000256,-0.09309024517105367
ACH-000257,0.11662230744787908
ACH-000258,-0.03773730346188572
ACH-000259,0.0186730864383226
ACH-000260,-0.00814622723568679
ACH-000261,0.012371154094030015
ACH-000262,-0.016056202637857304
ACH-000263,-0.30412390658764704
ACH-000264,-0.2052411906226941
ACH-000265,-0.14623391153259918
ACH-000266,-0.06384048482925091
ACH-000272,-0.064780967223079
ACH-000274,-0.09501215745901384
ACH-000277,0.033736292836549546
ACH-000278,-0.11553193048752985
ACH-000279,0.08122428016437337
ACH-000280,-0.21829206789285852
ACH-000281,0.03268662297930497
ACH-000288,-0.03887211162196857
ACH-000291,-0.045406219336241185
ACH-000293,-0.07115346782339932
ACH-000294,0.037599771132587265
ACH-000295,-0.1197389339948638
ACH-000296,-0.05342235868012248
ACH-000302,-0.06273991888572389
ACH-000304,-0.08018862404145606
ACH-000307,-0.05546289060718638
ACH-000308,-0.07673374598804132
ACH-000310,-0.0848313569012682
ACH-000311,-0.2757915949743913
ACH-000312,0.015900536296863603
ACH-000315,0.07271121281729766
ACH-000316,-0.09328529455253708
ACH-000317,-0.07797362899374262
ACH-000318,-0.019316750715502217
ACH-000319,-0.0750910695671736
ACH-000320,-0.26847332496575144
ACH-000322,-0.11227013338168627
ACH-000323,-0.14508550770965373
ACH-000324,-0.06725044902649158
ACH-000329,-0.029380932932993997
ACH-000330,-0.4426168245084275
ACH-000331,0.00608507702127006
ACH-000332,-0.09999122460585172
ACH-000334,-0.047328625359150604
ACH-000335,-0.40518680831675097
ACH-000336,0.04344998287110123
ACH-000337,-0.13492416142116578
ACH-000338,0.046800327271854576
ACH-000339,-0.07736615197446957
ACH-000341,-0.05355924694633808
ACH-000348,-0.09444755461824507
ACH-000350,-0.06912863492054705
ACH-000352,0.030053121449625464
ACH-000356,-0.12187691302502525
ACH-000361,0.06920165774763752
ACH-000362,-0.1275258260443169
ACH-000363,-0.004562002947544734
ACH-000364,-0.022329555848714273
ACH-000365,-0.06815453295746574
ACH-000366,-0.0704820062595139
ACH-000368,-0.3149759073068693
ACH-000374,-0.037237290289701776
ACH-000375,0.02647195006946425
ACH-000376,-0.044179349084940894
ACH-000381,-0.16922645306681222
ACH-000383,0.013396902853601894
ACH-000387,-0.12808852358503586
ACH-000389,-0.1195165652956694
ACH-000390,-0.05081911197122679
ACH-000393,-0.04470823445370674
ACH-000395,-0.2561495870380591
ACH-000396,-0.025594694549524087
ACH-000397,-0.1978264237335662
ACH-000401,-0.2168132347151505
ACH-000402,0.02772423191385348
ACH-000403,-0.13486860867852274
ACH-000404,-0.4540727206976709
ACH-000406,-0.15268184726712186
ACH-000407,-0.010415152669870592
ACH-000408,0.04669510867913106
ACH-000410,-0.05964229369845017
ACH-000411,0.014319736576080603
ACH-000414,-0.12104475966917272
ACH-000415,-0.07582638056454392
ACH-000416,-0.10652053827812
ACH-000420,0.020196156596281763
ACH-000421,-0.15021826277737954
ACH-000424,-0.14367306484476616
ACH-000425,-0.10374319026323042
ACH-000426,0.003078858085852377
ACH-000427,0.04580877196206612
