,FSCB (84075)
ACH-000004,-0.2460846102438265
ACH-000005,0.044015074657940856
ACH-000007,-0.04192220435037797
ACH-000009,-0.18625246906449602
ACH-000011,-0.08471456706642393
ACH-000012,-0.019637268180111595
ACH-000013,-0.12585134429338307
ACH-000014,0.049088958039877915
ACH-000015,-0.08263684571916192
ACH-000017,-0.1001245173529188
ACH-000018,0.04995443377949477
ACH-000019,-0.039369673707824834
ACH-000021,-0.07392698271384787
ACH-000022,-0.02336983985137139
ACH-000025,-0.21703450417848846
ACH-000028,-0.08706932568739276
ACH-000030,-0.07836927951621868
ACH-000035,-0.03368786230367127
ACH-000036,-0.052601278200543486
ACH-000037,-0.16015666192540398
ACH-000039,-0.17990071175251554
ACH-000040,-0.15820585000498572
ACH-000041,-0.1187061154698367
ACH-000042,-0.1611684235461393
ACH-000045,-0.10463066822078196
ACH-000047,-0.17458009529327842
ACH-000052,0.008551523495224074
ACH-000053,0.06075949121181401
ACH-000054,-0.2434654765231119
ACH-000055,0.04150565807074977
ACH-000060,-0.4158129879888428
ACH-000067,-0.1400963284691527
ACH-000070,0.1295775124853608
ACH-000075,-0.09428300643149927
ACH-000078,0.026343941443818842
ACH-000082,0.034961962588656914
ACH-000085,0.13227663499360529
ACH-000086,-0.059288470547221764
ACH-000087,-0.3902514786510871
ACH-000092,-0.08426810260529496
ACH-000095,-0.1429260411384475
ACH-000097,-0.09383119917340538
ACH-000098,-0.0863323470096713
ACH-000099,-0.04018126963779449
ACH-000108,0.04996376391238885
ACH-000113,-0.06917644164965113
ACH-000116,-0.04029350117932815
ACH-000118,-0.056517253475908726
ACH-000120,-0.1975303363270404
ACH-000123,0.08594861640703819
ACH-000127,-0.16773670197385146
ACH-000128,-0.01773822565916546
ACH-000132,-0.09622096462982964
ACH-000133,-0.08889195730693307
ACH-000137,-0.12676990455718706
ACH-000138,-0.13421078164370354
ACH-000142,0.020989937603938563
ACH-000143,-0.31852165643649744
ACH-000146,-0.004876457817623863
ACH-000148,-0.04774630346477708
ACH-000150,-0.10003284735173153
ACH-000152,-0.153657935837245
ACH-000153,-0.0055711222081915755
ACH-000159,-0.10535660840595758
ACH-000160,-0.06480480806005368
ACH-000163,-0.03135763874022718
ACH-000167,0.4874385867482132
ACH-000168,-0.1159005900933986
ACH-000169,-0.15042034180931646
ACH-000178,-0.1781168496141508
ACH-000183,-0.08714683154049821
ACH-000188,0.05386828695508758
ACH-000189,0.03593298117532728
ACH-000190,-0.17947369086675805
ACH-000198,-0.22884153214377914
ACH-000203,0.2890855294904553
ACH-000204,-0.23826853639671455
ACH-000206,0.028025812312843738
ACH-000207,0.0382232305043199
ACH-000208,-0.11766374673241912
ACH-000210,0.09452346912450232
ACH-000211,-0.04620067613173729
ACH-000215,-0.09175444665310044
ACH-000221,-0.03364841939997405
ACH-000222,0.06132931172977656
ACH-000223,-0.055098481426392384
ACH-000226,-0.2636841789559702
ACH-000227,0.033056085612149656
ACH-000228,-0.22037145306899056
ACH-000231,-0.0566232946710967
ACH-000232,-0.07064470135048699
ACH-000233,-0.00624822210178253
ACH-000234,0.0392015838282014
ACH-000235,-0.08261709762671
ACH-000237,0.04268349448418738
ACH-000238,-0.024070410533401396
ACH-000242,0.03975734376189026
ACH-000243,-0.2804739028354415
ACH-000244,-0.004917757631662793
ACH-000246,-0.11519583510560852
ACH-000248,-0.08122585380452432
ACH-000250,-0.014644062383321003
ACH-000251,-0.18735996358016105
ACH-000252,-0.1994584610930012
ACH-000253,-0.10014787326030664
ACH-000255,-0.1883928308077739
ACH-000256,-0.2554462477893877
ACH-000257,0.15058401284736114
ACH-000258,-0.12312357805211165
ACH-000259,-0.0881178288888161
ACH-000260,-0.14192209393723024
ACH-000261,-0.1175823443359125
ACH-000262,-0.13341642899449288
ACH-000263,-0.018407747838588864
ACH-000264,-0.21361248548901346
ACH-000265,0.0010944116154114633
ACH-000266,-0.14534434158853032
ACH-000272,-0.035792301423890685
ACH-000274,-0.02676653479608295
ACH-000277,-0.08948309641565405
ACH-000278,-0.13000857910939068
ACH-000279,-0.15001479141112387
ACH-000280,-0.09844446256258534
ACH-000281,0.1151584986910328
ACH-000288,-0.10860630192872467
ACH-000291,-0.1413565761025179
ACH-000293,-0.07930971283647065
ACH-000294,-0.07855277870739236
ACH-000295,-0.09681228839467154
ACH-000296,-0.24051481606957376
ACH-000302,-0.0597416146464638
ACH-000304,0.039356755279048965
ACH-000307,-0.11545156728368275
ACH-000308,-0.08122552248419851
ACH-000310,0.14809602110455855
ACH-000311,-0.26276511618480464
ACH-000312,-0.05852369878465299
ACH-000315,-0.2564284461327845
ACH-000316,-0.11932029319870048
ACH-000317,-0.1535950144972038
ACH-000318,-0.025996085100095944
ACH-000319,-0.12481005171088864
ACH-000320,-0.06023086553542279
ACH-000322,-0.04450022601653682
ACH-000323,-0.1172482906665732
ACH-000324,-0.1752653404058886
ACH-000329,-0.03891911365531292
ACH-000330,-0.06307719043145173
ACH-000331,0.05092139222842878
ACH-000332,-0.14971199483342768
ACH-000334,-0.36185017775558137
ACH-000335,-0.10772722882236713
ACH-000336,-0.38810814907203706
ACH-000337,-0.2227169637789915
ACH-000338,-0.23217621184423395
ACH-000339,-0.07306751242379851
ACH-000341,-0.2107344092355636
ACH-000348,-0.027102740133917017
ACH-000350,0.0634389946277967
ACH-000352,-0.1400384646028679
ACH-000356,0.04008807652124567
ACH-000361,-0.09234253247773216
ACH-000362,-0.0770542661124768
ACH-000363,-0.08644696072397698
ACH-000364,0.06645707397358996
ACH-000365,-0.10585605178270438
ACH-000366,-0.16077407248514847
ACH-000368,0.15520317551906307
ACH-000374,-0.07496726697569751
ACH-000375,-0.29828819995761713
ACH-000376,-0.2630404300739493
ACH-000381,-0.14194407487700975
ACH-000383,-0.029218661196996995
ACH-000387,0.023292420478713664
ACH-000389,-0.0924102433596008
ACH-000390,0.017265443402546012
ACH-000393,-0.18921894161069447
ACH-000395,-0.035070692862964874
ACH-000396,-0.3937310118950284
ACH-000397,-0.18516401656493595
ACH-000401,0.11917535215680986
ACH-000402,0.11586018880744818
ACH-000403,-0.19156816512710945
ACH-000404,0.0037564688853822603
ACH-000406,-0.08217892134082666
ACH-000407,-0.055513369788248466
ACH-000408,-0.03795074829092252
ACH-000410,-0.06108419885905796
ACH-000411,-0.049376851522983725
ACH-000414,-0.2436731769206951
ACH-000415,-0.1409954529835669
ACH-000416,0.024756699260905502
ACH-000420,-0.13410250011529615
ACH-000421,-0.10459010099984004
ACH-000424,-0.2764383943253512
ACH-000425,-0.09910240885047587
ACH-000426,-0.18234002083740355
ACH-000427,-0.1537543754820649
ACH-000433,0.004719711958417554
ACH-000435,0.02445782263798776
ACH-000436,0.016616684574637504
ACH-000444,-0.08515247132991753
ACH-000445,0.18257063020997835
ACH-000448,0.00799272670216518
ACH-000450,0.04810883074922743
ACH-000452,-0.11169110299607897
ACH-000454,-0.08443939397733835
ACH-000458,-0.037960862172134416
