,AARD (441376)
ACH-000291,-0.12508083555111846
ACH-000293,-0.2378570344599573
ACH-000294,-0.09556937394555186
ACH-000295,-0.15966951144269706
ACH-000296,-0.023969838543393573
ACH-000302,-0.08258217018584077
ACH-000304,-0.20221446813273208
ACH-000307,-0.2682593679830091
ACH-000308,-0.2235298922416883
ACH-000310,-0.09997858800380534
ACH-000311,-0.06945518230736802
ACH-000312,-0.09011268041780447
ACH-000315,-0.17798277245703428
ACH-000316,-0.21644178903098046
ACH-000317,-0.2955925605689943
ACH-000318,-0.06860379298439276
ACH-000319,-0.12391784444926915
ACH-000320,-0.2100982302316978
ACH-000322,-0.3220429620692601
ACH-000323,-0.023552396297644496
ACH-000324,-0.11031482779546466
ACH-000329,-0.11909240162734612
ACH-000330,-0.2423267648935785
ACH-000331,-0.06148345150492995
ACH-000332,-0.23573078051927804
ACH-000334,-0.14273685633177055
ACH-000335,-0.08193321786734194
ACH-000336,-0.4115603950798933
ACH-000337,-0.4279049347289207
ACH-000338,-0.23426119313701516
ACH-000339,-0.0914162943762732
ACH-000341,-0.02767023212390804
ACH-000348,-0.21950384070368775
ACH-000350,-0.2736806170709256
ACH-000352,-0.3738972435336321
ACH-000356,-0.1007859694184184
ACH-000361,-0.1677652009980021
ACH-000362,-0.14174297013198953
ACH-000363,-0.21836030026126094
ACH-000364,-0.29153307077937063
ACH-000365,-0.1985552456308489
ACH-000366,-0.08447554227291493
ACH-000368,-0.2453782275611341
ACH-000374,0.03836594849753947
ACH-000375,-0.16196311093532098
ACH-000376,-0.19705790620917288
ACH-000381,-0.3433971481928884
ACH-000383,-0.18007690726330874
ACH-000387,-0.15903957682570308
ACH-000389,-0.0960163944967685
ACH-000390,-0.27990274758786404
ACH-000393,-0.250321329010837
ACH-000395,-0.33854947074436154
ACH-000396,0.09245070710412097
ACH-000397,-0.10484750174081174
ACH-000401,-0.21989474373907014
ACH-000402,-0.2690596822506993
ACH-000403,-0.08362234523219715
ACH-000404,-0.3096385754982681
ACH-000406,-0.17070615842785927
ACH-000407,-0.12171841289991593
ACH-000408,-0.015132515020296859
ACH-000410,-0.2642348515796598
ACH-000411,-0.15511265234095825
ACH-000414,-0.4010830316884584
ACH-000415,-0.024441688013856454
ACH-000416,-0.0881763672784103
ACH-000420,-0.3404849883820271
ACH-000421,-0.2054769456312052
ACH-000424,-0.231834516221756
ACH-000425,-0.16473792879582552
ACH-000426,-0.2947978483868446
ACH-000427,-0.20905830560530594
ACH-000433,-0.2615923693310501
ACH-000435,-0.2555041822233169
ACH-000436,-0.19334743192433945
ACH-000444,-0.1929888709118019
ACH-000445,-0.09079614797772
ACH-000448,-0.17625868209045106
ACH-000450,-0.1550937532983915
ACH-000452,-0.08053183452856694
ACH-000454,0.0019798061477285336
ACH-000458,-0.24963663772684386
ACH-000459,-0.005663713621437149
ACH-000460,-0.16848479477403966
ACH-000461,-0.17181104110668424
ACH-000463,-0.1892967491613748
ACH-000464,-0.23878634326911666
ACH-000466,-0.30503856933545553
ACH-000467,-0.08855663689247573
ACH-000468,-0.15060080689835625
ACH-000469,-0.06062361849424315
ACH-000470,-0.21942700973808707
ACH-000471,-0.2121265773775207
ACH-000472,-0.1991247427822349
ACH-000473,-0.2410842592913115
ACH-000475,-0.1520730219461262
ACH-000476,-0.27048752496819245
ACH-000477,-0.1747058298414045
ACH-000479,-0.18340512292290015
ACH-000480,-0.05550113482187945
ACH-000481,-0.116021250645023
ACH-000483,-0.20868273490553094
ACH-000484,-0.2198263947085787
ACH-000485,-0.07082784043642558
ACH-000486,-0.164279273518148
ACH-000487,-0.16037438704227486
ACH-000488,-0.1698968980635871
ACH-000490,-0.2074148995537812
ACH-000491,-0.30603001257158635
ACH-000495,-0.2418719038242232
ACH-000496,-0.04398069501118648
ACH-000499,-0.1258941717687138
ACH-000500,-0.2574188181325999
ACH-000502,-0.1042140689118367
ACH-000503,-0.4183891233127893
ACH-000505,-0.17526504088482384
ACH-000507,-0.0925816544878054
ACH-000510,-0.20078832557398846
ACH-000511,-0.2097635594385248
ACH-000512,-0.11709116101337927
ACH-000516,-0.2012207972341608
ACH-000517,-0.13613819046694953
ACH-000518,-0.281799487944049
ACH-000520,-0.002393966805493657
ACH-000521,-0.2398645683915356
ACH-000522,-0.2094420816639489
ACH-000524,-0.14699687407079595
ACH-000527,-0.0923298822050647
ACH-000528,-0.1554034673551535
ACH-000537,-0.19205498720145725
ACH-000541,-0.2342884992727434
ACH-000542,-0.2859635486209324
ACH-000544,-0.1867376845899733
ACH-000545,-0.2254606433720936
ACH-000547,-0.1954625971550358
ACH-000548,-0.18260711434997584
ACH-000549,-0.2105127491959796
ACH-000550,-0.10303305591045256
ACH-000552,-0.2886954189011504
ACH-000556,-0.056727242660339475
ACH-000557,-0.3997470386081673
ACH-000569,0.009298977552749771
ACH-000570,-0.17364582732419184
ACH-000571,-0.18447483515729116
ACH-000573,-0.34391775710902006
ACH-000576,-0.1318430074505633
ACH-000579,-0.30937566657200866
ACH-000580,-0.12610678806669176
ACH-000584,-0.2271007484889513
ACH-000585,-0.1146681773560962
ACH-000588,-0.06714820797100679
ACH-000589,-0.2479006876804513
ACH-000591,-0.08686213928745358
ACH-000593,-0.215101291533858
ACH-000600,-0.15757650629128547
ACH-000601,-0.10889918636672066
ACH-000605,-0.1895194009834176
ACH-000606,-0.18044089709268749
ACH-000608,-0.09770433558316537
ACH-000614,-0.24058165615467056
ACH-000616,-0.2273421899409345
ACH-000618,-0.12951363289708193
ACH-000619,-0.20179050029555914
ACH-000620,-0.14402232449336694
ACH-000621,-0.14900684835782715
ACH-000622,-0.26435707387338137
ACH-000623,-0.04901345989668994
ACH-000624,-0.1429552527559807
ACH-000627,-0.31381268859882805
ACH-000630,-0.3489144618776753
ACH-000631,-0.2850520348214354
ACH-000632,-0.12843341947346498
ACH-000633,-0.08839374448358768
ACH-000637,-0.12825754961030975
ACH-000638,-0.6831325559908633
ACH-000646,-0.1543041707315256
ACH-000647,-0.10061706681499304
ACH-000648,-0.2507313705375706
ACH-000649,-0.16245732201612226
ACH-000651,-0.2764910536891257
ACH-000652,-0.123446327266682
ACH-000653,-0.30507843137899743
ACH-000657,-0.15630103573243892
ACH-000658,-0.2990745497572871
ACH-000661,-0.16952203649537453
ACH-000662,-0.4184716166905607
ACH-000663,-0.224134683179424
ACH-000665,-0.1056840400274336
ACH-000671,-0.1323430223857325
ACH-000672,-0.41051698268555387
ACH-000673,-0.23207322653519405
ACH-000676,-0.10327312783986617
ACH-000677,-0.2924149099004453
ACH-000681,-0.19338223617614692
ACH-000683,-0.22037779033440646
ACH-000684,-0.15805998344190908
ACH-000688,-0.17104411252563193
ACH-000693,-0.2150428597559324
ACH-000694,-0.11783629814997065
ACH-000695,-0.052115951997310464
ACH-000696,-0.09143309118573688
ACH-000697,0.02720077312682648
ACH-000699,-0.3932274229999537
ACH-000701,-0.2754907346659734
ACH-000706,-0.23244945411137075
ACH-000711,-0.19518761794082296
ACH-000713,0.015422023077453072
ACH-000714,-0.061166611577698926
ACH-000718,-0.2605803888486811
ACH-000720,-0.1493172898387622
ACH-000721,-0.1675014945302595
ACH-000724,-0.09172474748043437
ACH-000725,-0.16003065438171113
ACH-000732,-0.035144942598035404
ACH-000734,-0.22399477484803335
ACH-000735,-0.20637537278285634
ACH-000736,-0.0907931150906072
ACH-000738,-0.21816540802231707
ACH-000746,-0.17861492365853082
ACH-000747,-0.0639092796667443
ACH-000748,-0.16362841395894062
ACH-000753,-0.16963793404227584
ACH-000756,-0.15694198388770567
ACH-000757,-0.07339141443776094
ACH-000758,-0.23582772576498198
ACH-000760,-0.1532571640744499
ACH-000762,-0.16364298313057454
ACH-000763,-0.3164771147691046
ACH-000764,-0.08960517062925333
ACH-000765,-0.09064093897996724
ACH-000766,-0.049072096362420735
ACH-000767,-0.20331000525516552
ACH-000768,-0.24860324291292396
ACH-000769,-0.3560292683990199
ACH-000770,-0.0341719601857302
ACH-000771,-0.11775276122245427
ACH-000773,-0.16467969830944215
ACH-000776,-0.39651333834053504
ACH-000777,-0.16516773155975215
ACH-000778,-0.16963399754380873
ACH-000781,-0.2666883139662247
ACH-000782,-0.15719930371089208
ACH-000783,-0.18384284817570795
ACH-000784,-0.23806569694417226
ACH-000785,-0.22896796798601765
ACH-000787,-0.11694998772620875
ACH-000788,-0.14704336741228458
ACH-000791,-0.061134306387699976
ACH-000792,-0.059806034634549116
ACH-000794,-0.1337263447945828
ACH-000796,-0.15584373716185607
ACH-000798,-0.1494096094444823
ACH-000799,-0.3923189316452225
ACH-000800,-0.1820676199662226
ACH-000802,-0.13200841112795542
ACH-000804,-0.19048254034824927
ACH-000805,-0.28494833062805897
ACH-000809,-0.10535902576428764
ACH-000810,0.20114001359374148
ACH-000811,-0.15737207342405235
ACH-000817,0.10803027700818607
ACH-000819,-0.16581411861529266
ACH-000820,-0.5520794823646279
ACH-000821,-0.08831005009713702
ACH-000822,-0.13178292227278982
ACH-000823,-0.21364293721919692
ACH-000824,-0.5183948865085499
ACH-000827,-0.1541313148618189
ACH-000829,-0.14676613303536712
ACH-000831,-0.19359881402618268
ACH-000832,-0.13870969368368638
ACH-000833,-0.10672395621488136
ACH-000834,-0.18186413435702475
ACH-000835,-0.2593196466978306
ACH-000836,-0.14672755221174086
ACH-000837,-0.1891452039345503
ACH-000838,-0.20331852309281195
ACH-000839,-0.04037748246440005
ACH-000840,-0.2798317214237574
ACH-000841,-0.1991868026261837
ACH-000843,-0.17012274774428388
ACH-000846,-0.28545116060197445
ACH-000847,-0.5312254000521084
ACH-000848,-0.1983408944678872
ACH-000849,-0.13383057343310442
ACH-000851,-0.0745922816423439
ACH-000855,0.04827982931238357
ACH-000856,-0.10656891602208456
ACH-000858,-0.2252335066814864
ACH-000859,-0.4942990587991165
ACH-000861,-0.3769973738224977
ACH-000862,-0.29375910005572103
ACH-000865,-0.17475445640772813
ACH-000866,-0.059286979719502676
ACH-000867,-0.1321650018290532
ACH-000869,-0.2392393333266799
ACH-000872,-0.1167716161633176
ACH-000873,-0.17002150467429106
ACH-000876,-0.09216709047814986
ACH-000878,-0.07609347939162935
ACH-000880,-0.24874176002486975
ACH-000881,-0.2104195398290329
ACH-000882,-0.30411507584756897
ACH-000884,-0.2793093594355493
ACH-000885,-0.3205453936285085
ACH-000887,-0.19518148710261116
ACH-000889,-0.06825979127252145
ACH-000896,-0.2500652510555572
ACH-000898,-0.19782323563727067
ACH-000900,-0.1483158636491574
ACH-000901,-0.08448845331480631
ACH-000905,-0.28422472804892485
ACH-000906,-0.1739392443654962
ACH-000907,-0.09164426138836594
ACH-000910,-0.3596216085449373
ACH-000911,-0.26297786402988355
ACH-000912,-0.11376660229361896
ACH-000913,-0.3259046056032549
ACH-000915,-0.21850962976437746
ACH-000916,-0.20838891712491212
ACH-000917,-0.2623228397465852
ACH-000920,-0.18591108696496594
ACH-000921,-0.10061825131830313
ACH-000924,-0.19479020136954356
ACH-000926,-0.2011474857089475
ACH-000928,-0.22524246882400376
ACH-000929,-0.019054957315039145
ACH-000932,-0.15561713038979727
ACH-000935,-0.19073630570019898
ACH-000936,-0.22282544523202533
ACH-000937,-0.15077558548266728
ACH-000938,-0.2020608696340989
ACH-000939,-1.5387813766527223e-05
ACH-000941,-0.21635578898116745
ACH-000943,-0.09368857322121103
ACH-000946,-0.1277479751262384
ACH-000947,-0.16046863858355848
ACH-000948,-0.3040167209270958
ACH-000950,-0.08144780455793854
ACH-000953,-0.18032617213780214
ACH-000954,-0.3218656433242416
ACH-000957,-0.02078881553119044
ACH-000958,0.000170908515893872
ACH-000960,-0.05452893546311748
ACH-000963,0.11007686930076124
ACH-000968,-0.2104056006345928
ACH-000969,-0.13711052206161276
ACH-000972,-0.04209490501085509
ACH-000973,-0.1781182165209214
ACH-000974,-0.1036874285460254
ACH-000978,-0.05611226118056687
ACH-000984,-0.15943958642255396
ACH-000986,-0.15108580081028902
ACH-000988,-0.23609664401776415
ACH-000993,-0.15964177343984648
ACH-000994,-0.18696255320045804
ACH-000996,-0.2002692716900944
ACH-001001,-0.14412486161038468
ACH-001020,-0.14588088348728975
ACH-001028,-0.20601200457287824
ACH-001031,-0.09268893353968273
ACH-001038,-0.17590066094667256
ACH-001048,-0.11102890580665843
ACH-001050,-0.1870748628054924
ACH-001053,-0.31432757291194185
ACH-001054,-0.09356798562211772
ACH-001061,-0.1494957679031923
ACH-001067,-0.2221209955511308
ACH-001075,-0.10013295376159448
ACH-001096,-0.20197441653719847
ACH-001111,-0.10397286671971802
ACH-001119,-0.053851601955483615
ACH-001128,-0.2824357304947306
ACH-001134,-0.06673333688554997
ACH-001151,-0.172281176224704
ACH-001163,-0.2932564038770005
ACH-001164,-0.21828800120816425
ACH-001183,-0.3382731267503011
ACH-001192,-0.28784217106865745
ACH-001193,-0.09062259310646226
ACH-001196,-0.3636302967163785
ACH-001197,-0.14474396490932034
ACH-001205,-0.22036732796280648
ACH-001211,-0.1653362875664968
ACH-001212,-0.32821557891491904
ACH-001228,-0.19567852678692496
ACH-001232,-0.17237602521156647
ACH-001239,-0.12717396207830256
ACH-001270,0.05149060037627308
ACH-001274,-0.3253512891943731
ACH-001275,-0.2047315776531219
ACH-001277,0.02812441374547106
ACH-001278,-0.22213095565288848
ACH-001280,-0.028870621114841687
ACH-001283,-0.11590766129115307
ACH-001289,-0.1909306849526188
ACH-001300,-0.23235112000974664
ACH-001301,-0.10509007228431501
ACH-001302,-0.23892438931690144
ACH-001306,-0.22790448380956502
ACH-001318,-0.21330621670320613
ACH-001322,-0.11788271931103267
ACH-001328,-0.09124513756796912
ACH-001332,-0.2235150833481308
ACH-001336,-0.14722851975834195
ACH-001346,-0.08998294484367715
ACH-001353,-0.30909498574784056
ACH-001354,-0.1873115009986576
ACH-001367,0.08805032216581339
ACH-001368,-0.2595528946346012
ACH-001374,-0.0808674640298292
ACH-001377,-0.29118395587007745
ACH-001380,-0.2356017158493677
ACH-001391,-0.17398921562483036
ACH-001408,-0.19175554508815176
ACH-001430,-0.3164364599442929
ACH-001431,-0.12602625997067976
ACH-001450,-0.28065543038961666
ACH-001496,-0.2847657358329011
ACH-001500,-0.09659468979087747
ACH-001523,-0.054940898313224726
ACH-001532,-0.17616478925605392
ACH-001550,-0.12040020087549365
ACH-001552,-0.1713106153924639
ACH-001554,-0.17329440982862138
ACH-001654,-0.2188925420828137
ACH-001735,-0.14675673025238253
ACH-001736,-0.17507592549115503
ACH-001737,0.16623086995419775
ACH-001740,-0.0742806407258469
ACH-001745,-0.16365077352825955
ACH-001765,-0.12119314059735918
