,SCFD1 (23256)
ACH-000004,-1.0209444718404228
ACH-000005,-0.6484407569488014
ACH-000007,-0.7667620012688785
ACH-000009,-0.9943575226566256
ACH-000011,-0.8451787745363849
ACH-000012,-1.1394605197104324
ACH-000013,-1.3257057103835672
ACH-000014,-0.8498432104739888
ACH-000015,-0.7110717823356043
ACH-000017,-0.8410412384880388
ACH-000018,-0.6443468522467579
ACH-000019,-0.8934733071563422
ACH-000021,-0.966080708024016
ACH-000022,-0.8102194213155823
ACH-000025,-0.8673030742748276
ACH-000028,-0.9628398622972968
ACH-000030,-1.091790710314984
ACH-000035,-1.2099396655301862
ACH-000036,-1.2441703590945032
ACH-000037,-0.8324513572633986
ACH-000039,-0.7435130644642407
ACH-000040,-1.304703281799812
ACH-000041,-0.7481721801091683
ACH-000042,-0.8142225519047392
ACH-000045,-0.8341634935713116
ACH-000047,-0.9124806687644827
ACH-000052,-1.0849831220011663
ACH-000053,-0.8999793031995359
ACH-000054,-0.9702573079458582
ACH-000055,-0.8531866489072231
ACH-000060,-0.8728237470179214
ACH-000067,-1.0509872342658408
ACH-000070,-0.6174541780694963
ACH-000075,-1.01044688031509
ACH-000078,-0.7911463819112675
ACH-000082,-1.1012869287330098
ACH-000085,-0.8405765376125606
ACH-000086,-1.1835130370682467
ACH-000087,-0.9415226677126859
ACH-000092,-0.9289830246517558
ACH-000095,-0.8000054718357914
ACH-000097,-1.041905908647938
ACH-000098,-1.090547510870584
ACH-000099,-0.6637540037692873
ACH-000108,-1.1744830491828435
ACH-000113,-1.0623531827913308
ACH-000116,-1.018221301452935
ACH-000118,-0.89124384896139
ACH-000120,-1.013563425761362
ACH-000123,-0.9551752825850752
ACH-000127,-0.7724612925023707
ACH-000128,-0.5895226052119611
ACH-000132,-0.7257875571840838
ACH-000133,-1.0439928646777692
ACH-000137,-0.9657144794688391
ACH-000138,-0.7225464551074863
ACH-000142,-0.7244730533830392
ACH-000143,-0.9320668501031576
ACH-000146,-0.9557948925537656
ACH-000148,-1.2368759914275136
ACH-000150,-1.0096492434145456
ACH-000152,-0.9916752622679732
ACH-000153,-1.1068008291357114
ACH-000159,-0.9823423782877192
ACH-000160,-0.9297756797254568
ACH-000163,-1.0725770264612429
ACH-000167,-0.990571330063072
ACH-000168,-1.019104347300677
ACH-000169,-1.027741994452396
ACH-000178,-0.887611141549851
ACH-000183,-0.7492899832160778
ACH-000188,-0.7642255379665899
ACH-000189,-1.1603521614243275
ACH-000190,-0.8697432700795455
ACH-000198,-0.938599647475188
ACH-000203,-0.6065507676268554
ACH-000204,-1.1226564764553866
ACH-000206,-0.817755705750509
ACH-000207,-0.6397137141141658
ACH-000208,-0.8630754126817991
ACH-000210,-0.8487830119174353
ACH-000211,-0.7466189581564904
ACH-000215,-0.8621212584735792
ACH-000221,-0.6301384510370596
ACH-000222,-1.1221828084053809
ACH-000223,-0.8765008911608979
ACH-000226,-0.8868649114454163
ACH-000227,-0.9900812773235816
ACH-000228,-0.8732897364203985
ACH-000231,-0.7669662446126715
ACH-000232,-0.9079235542739564
ACH-000233,-1.071107236703797
ACH-000234,-0.8740365560744652
ACH-000235,-0.6823971354340818
ACH-000237,-0.8117522998213548
ACH-000238,-1.120547699545217
ACH-000242,-0.7567875749280709
ACH-000243,-1.037541155851056
ACH-000244,-1.0046305126269828
ACH-000246,-1.1469942945389473
ACH-000248,-0.8513700634084214
ACH-000250,-1.0704036970072055
ACH-000251,-0.9220684263980644
ACH-000252,-0.9345704376260409
ACH-000253,-1.1084279980262102
ACH-000255,-0.7374328519533628
ACH-000256,-0.8010441099566111
ACH-000257,-0.9669965701633068
ACH-000258,-0.6142952271031195
ACH-000259,-0.8644463632673363
ACH-000260,-0.8906075927265703
ACH-000261,-0.9329780940702932
ACH-000262,-0.9107560880445498
ACH-000263,-0.831617095267873
ACH-000264,-0.9925996408290084
ACH-000265,-0.7963641822099279
ACH-000266,-0.7598552463533698
ACH-000272,-1.2422481159944252
ACH-000274,-0.7839404949857915
ACH-000277,-0.5952542317566968
ACH-000278,-1.167623865906498
ACH-000279,-1.2049569735235472
ACH-000280,-0.8479723038506347
ACH-000281,-0.7367784007244114
ACH-000288,-1.1365426519213544
ACH-000291,-1.0528169807337275
ACH-000293,-0.8105562646012209
ACH-000294,-0.904306478892923
ACH-000295,-1.0228108436269017
ACH-000296,-0.7900392160092174
ACH-000302,-0.8031906711264845
ACH-000304,-0.559107754473863
ACH-000307,-0.8224590288882817
ACH-000308,-1.1032249498466018
ACH-000310,-0.99041495782417
ACH-000311,-0.9393558463678412
ACH-000312,-0.8614035793866113
ACH-000315,-0.7758928014848475
ACH-000316,-0.760238214250851
ACH-000317,-1.1997285235166504
ACH-000318,-0.7672254630083232
ACH-000319,-0.9106149599118456
ACH-000320,-0.8087031109327928
ACH-000322,-1.1290688611951532
ACH-000323,-0.5567009273779773
ACH-000324,-0.8691398007713563
ACH-000329,-0.9056077035778864
ACH-000330,-0.7561169213535968
ACH-000331,-1.1021877353662806
ACH-000332,-0.912755812525474
ACH-000334,-0.6967476958980238
ACH-000335,-0.6586452149557068
ACH-000336,-1.092485311346818
ACH-000337,-0.8317383970916045
ACH-000338,-0.3742420225785361
ACH-000339,-0.7647101436048112
ACH-000341,-0.9868840856698056
ACH-000348,-1.0333742818122835
ACH-000350,-0.8123463181142939
ACH-000352,-0.9212478356493279
ACH-000356,-1.0229929681751229
ACH-000361,-0.8065281813161288
ACH-000362,-0.9465083853986528
ACH-000363,-1.2221837516764538
ACH-000364,-0.9891878690164356
ACH-000365,-0.7304539271339144
ACH-000366,-0.849686173658017
ACH-000368,-1.2018406095802656
ACH-000374,-0.7604077619162041
ACH-000375,-0.978507226746863
ACH-000376,-1.358960807831041
ACH-000381,-0.6223251263577849
ACH-000383,-0.668722629204201
ACH-000387,-0.9477572821755356
ACH-000389,-0.992660960896456
ACH-000390,-0.6168979876377569
ACH-000393,-1.0561824586074688
ACH-000395,-0.9319839183916818
ACH-000396,-1.1365976432836218
ACH-000397,-0.8016170831861879
ACH-000401,-0.7783459202821583
ACH-000402,-0.8119858779574313
ACH-000403,-1.127356491017634
ACH-000404,-1.1026489323591018
ACH-000406,-0.9398885255593036
ACH-000407,-0.9708696360070976
ACH-000408,-0.7266308475353661
ACH-000410,-0.6877735989782336
ACH-000411,-0.97501478011754
ACH-000414,-1.0132790172218278
ACH-000415,-0.8502974170380414
ACH-000416,-0.9197796655228284
ACH-000420,-0.941892729196556
ACH-000421,-0.9853257261343868
ACH-000424,-0.9210946682327616
ACH-000425,-0.9528681957673604
ACH-000426,-0.7930592015542886
ACH-000427,-1.1023022807908534
ACH-000433,-1.0459884242635868
ACH-000435,-0.7792923368479324
ACH-000436,-0.8723385689354001
ACH-000444,-0.8279989900952468
ACH-000445,-1.0861327158454115
ACH-000448,-0.9039703747456734
ACH-000450,-0.893189907650298
ACH-000452,-1.002480069614922
ACH-000454,-0.873264960154521
ACH-000458,-0.7700264506030304
ACH-000459,-1.4227700035106126
ACH-000460,-0.8811181466076139
ACH-000461,-0.8161696378224125
ACH-000463,-0.8862145375774029
ACH-000464,-1.0227367269777308
ACH-000466,-0.7512469319135873
ACH-000467,-0.893523420954108
ACH-000468,-0.5654917667444733
ACH-000469,-0.913553907760952
ACH-000470,-0.9175714080144486
