,RPS6KB1 (6198)
ACH-000004,0.09152537171420108
ACH-000005,0.4189692769852739
ACH-000007,0.01009902296781483
ACH-000009,-0.08785795175957849
ACH-000011,-0.1307153367628412
ACH-000012,-0.06988745582902024
ACH-000013,-0.00026554107348547795
ACH-000014,0.0031726940742846524
ACH-000015,-0.030077351950249943
ACH-000017,-0.055152130301506334
ACH-000018,-0.1634177143609752
ACH-000019,-0.21617599848069854
ACH-000021,0.0056527378176022295
ACH-000022,-0.05067039161714463
ACH-000025,0.04338032938264448
ACH-000028,-0.2912290386639531
ACH-000030,0.12500598113370764
ACH-000035,-0.08868575805425526
ACH-000036,-0.21697678451011504
ACH-000037,0.02765238219972377
ACH-000039,-0.03090189645294068
ACH-000040,-0.12196226224140642
ACH-000041,0.0749934032882376
ACH-000042,-0.009238375899526191
ACH-000045,0.13353359785558264
ACH-000047,-0.0007840127622429629
ACH-000052,-0.22929352685128046
ACH-000053,-0.21917048596605115
ACH-000054,-0.3066555285050564
ACH-000055,0.05493034132524215
ACH-000060,-0.09507393495437944
ACH-000067,-0.02903505476302448
ACH-000070,-0.12188693190233013
ACH-000075,0.01858314465511037
ACH-000078,0.08523471666841118
ACH-000082,-0.13601263981503772
ACH-000085,0.18573325895143905
ACH-000086,-0.045563248330034486
ACH-000087,0.2307784325994953
ACH-000092,-0.06256169081252842
ACH-000095,-0.007640979622286631
ACH-000097,0.016557417127872714
ACH-000098,-0.15951372844085385
ACH-000099,-0.08531366107360006
ACH-000108,-0.046223970693162114
ACH-000113,0.21423199464359405
ACH-000116,-0.043467267522125014
ACH-000118,0.0059554080222254105
ACH-000120,-0.035933565086582187
ACH-000123,-0.10389901182361196
ACH-000127,0.09121794926928617
ACH-000128,0.03814214156363158
ACH-000132,-0.1589382481848828
ACH-000133,0.039074151223681415
ACH-000137,0.042788767870291934
ACH-000138,-0.09673800202775934
ACH-000142,-0.09773134252175562
ACH-000143,-0.04105240130345701
ACH-000146,-0.054253020575356525
ACH-000148,0.06690928996930391
ACH-000150,-0.14877413500689676
ACH-000152,-0.05620758567229855
ACH-000153,-0.2626110222432204
ACH-000159,-0.07784817339798447
ACH-000160,-0.05462083050333793
ACH-000163,-0.07651812943378115
ACH-000167,-0.23419833686248034
ACH-000168,-0.012463181712231479
ACH-000169,-0.1369439169911594
ACH-000178,0.009114473527935776
ACH-000183,-0.09433238143511263
ACH-000188,0.03357564887190646
ACH-000189,-0.3682361769958426
ACH-000190,-0.04340192897077932
ACH-000198,-0.03097932506948198
ACH-000203,-0.2185593457597626
ACH-000204,0.011761243052803266
ACH-000206,-0.06735935054239471
ACH-000207,-0.023240788113983838
ACH-000208,-0.010356289197446165
ACH-000210,-0.01164737481970225
ACH-000211,-0.04902131883380727
ACH-000215,0.03208664948159168
ACH-000221,0.03625162800816194
ACH-000222,-0.022511221152034442
ACH-000223,0.0025085816371991625
ACH-000226,-0.11616574507166752
ACH-000227,-0.08013100960160774
ACH-000228,0.17426413977927116
ACH-000231,-0.10656973064177068
ACH-000232,0.012955147327590066
ACH-000233,-0.018681143939097745
ACH-000234,-0.13568755793760912
ACH-000235,0.04064231882953962
ACH-000237,0.14968654921453298
ACH-000238,-0.09025442524464257
ACH-000242,0.2865247926725531
ACH-000243,-0.10751882381431338
ACH-000244,-0.14539819789296005
ACH-000246,0.012510947363038328
ACH-000248,-0.008981636930681759
ACH-000250,-0.11508573044200535
ACH-000251,-0.03300058311792768
ACH-000252,0.0551570176675838
ACH-000253,0.020743079519822617
ACH-000255,0.09763818605726696
ACH-000256,0.0762660817110279
ACH-000257,-0.03100531790841785
ACH-000258,0.017601542499792466
ACH-000259,-0.05611863476703563
ACH-000260,-0.0857584701785316
ACH-000261,0.061007109378934825
ACH-000262,0.02778622423650341
ACH-000263,-0.2741782191338201
ACH-000264,-0.057940839065043465
ACH-000265,0.035990243515167934
ACH-000266,-0.0050448179323526405
ACH-000272,-0.09935738274005697
ACH-000274,-0.21668913247797045
ACH-000277,0.1359462986279707
ACH-000278,0.026685377554150687
ACH-000279,-0.12917399275517558
ACH-000280,0.13505985357599626
ACH-000281,0.1274543645485659
ACH-000288,-0.0782595327028727
ACH-000291,0.016621564954516152
ACH-000293,-0.026226433960547
ACH-000294,0.09763897075755926
ACH-000295,-0.1048546187916552
ACH-000296,-0.046427528210674994
ACH-000302,0.1401282814026351
ACH-000304,-0.0034696336294700266
ACH-000307,0.021067931649254627
ACH-000308,0.14521768788726058
ACH-000310,-0.047353780151740965
ACH-000311,-0.014963912252397855
ACH-000312,0.04557838530765063
ACH-000315,-0.007735281132075065
ACH-000316,-0.040267135390441515
ACH-000317,0.037155042072568686
ACH-000318,-0.03836127678606223
ACH-000319,-0.003411316568200257
ACH-000320,0.009810913145577959
ACH-000322,0.10639846904663636
ACH-000323,-0.05584853749810029
ACH-000324,-0.051044765552217056
ACH-000329,-0.01985047997592481
ACH-000330,0.09127921424736828
ACH-000331,-0.05096324418972067
ACH-000332,0.018483373496021603
ACH-000334,-0.25456492612669435
ACH-000335,0.041143213902569434
ACH-000336,0.3524532940883726
ACH-000337,0.015165878776189459
ACH-000338,-0.16250793883845527
ACH-000339,0.037331508763472014
ACH-000341,-0.09558170994840727
ACH-000348,-0.0990409664063748
ACH-000350,-0.04351235500247383
ACH-000352,-0.0016050580419001955
ACH-000356,-0.06766379234174688
ACH-000361,-0.22906512682960964
ACH-000362,-0.019935149247366845
ACH-000363,-0.15676945905294676
ACH-000364,0.004889166000976174
ACH-000365,-0.24070544168850924
ACH-000366,0.0955941511613814
ACH-000368,0.06383542466885556
ACH-000374,0.03596707687504006
ACH-000375,-0.11153499324574892
ACH-000376,0.02272331061915004
