,APH1B (83464)
ACH-000004,-0.0990549043805112
ACH-000005,-0.1009578310348598
ACH-000007,-0.07991072127820359
ACH-000009,-0.03135143912975829
ACH-000011,-0.03038593326274061
ACH-000012,-0.0161349161488903
ACH-000013,0.045678811907652224
ACH-000014,-0.025288320484245005
ACH-000015,0.047230248397049264
ACH-000017,-0.03888736208477322
ACH-000018,-0.058011591273494326
ACH-000019,-0.09049374853185717
ACH-000021,0.12843617132061474
ACH-000022,-0.09231179199805026
ACH-000025,-0.006783972580759812
ACH-000028,-0.02753804129798387
ACH-000030,-0.0404480445664048
ACH-000035,-0.07088077945988894
ACH-000036,0.0047208687387207795
ACH-000037,-0.0167999554375952
ACH-000039,-0.1498427506729363
ACH-000040,0.043602974176674185
ACH-000041,-0.11123279720012524
ACH-000042,0.037202910517563914
ACH-000045,-0.05862353985079869
ACH-000047,-0.08480645587664379
ACH-000052,-0.05777439413834905
ACH-000053,0.018299043299227054
ACH-000054,-0.013405881503173452
ACH-000055,-0.1091098207792162
ACH-000060,-0.16024310047896115
ACH-000067,-0.12877422903459826
ACH-000070,0.023945689955340188
ACH-000075,-0.20864100159997093
ACH-000078,-0.07723158880281282
ACH-000082,-0.093550855872344
ACH-000085,-0.012774079239419676
ACH-000086,0.02139713363460308
ACH-000087,-0.049524231767541615
ACH-000092,-0.0922705920177066
ACH-000095,-0.019758384826894817
ACH-000097,0.032436882811826606
ACH-000098,0.09847001803448273
ACH-000099,-0.11920650465175532
ACH-000108,-0.010809853405338705
ACH-000113,-0.017239183757563024
ACH-000116,-0.017312464793231962
ACH-000118,0.10021206976367424
ACH-000120,0.07199720092749118
ACH-000123,-0.16466434487971138
ACH-000127,-0.10498300101573443
ACH-000128,0.004381283504480618
ACH-000132,-0.15970499553042874
ACH-000133,-0.050102312453038825
ACH-000137,0.024385131892203257
ACH-000138,0.09422974751086202
ACH-000142,-0.028520914436900455
ACH-000143,0.0277921748885949
ACH-000146,0.0019361589651498317
ACH-000148,-0.035341390661664335
ACH-000150,-0.07593588389129616
ACH-000152,0.01448073263399082
ACH-000153,0.008895369206516244
ACH-000159,-0.11977258573721378
ACH-000160,-0.011617366379571841
ACH-000163,-0.11983728379517525
ACH-000167,-0.21038748014396202
ACH-000168,-0.10617019090843953
ACH-000169,-0.010643467067825466
ACH-000178,-0.028268583308580987
ACH-000183,-0.1765482191105208
ACH-000188,0.0236493394940863
ACH-000189,0.10497782846960424
ACH-000190,0.005244005116798416
ACH-000198,-0.14720130787404712
ACH-000203,0.047484568415663855
ACH-000204,0.14895614371213858
ACH-000206,-0.15033036640876166
ACH-000207,-0.08391605349806619
ACH-000208,0.04821658772027177
ACH-000210,0.18198552049398015
ACH-000211,0.033777646121870716
ACH-000215,0.007325917076964101
ACH-000221,0.025513210361699405
ACH-000222,0.13149630530304526
ACH-000223,-0.10908094507406084
ACH-000226,-0.021989981604069942
ACH-000227,-0.22052558912233264
ACH-000228,0.0375570479000257
ACH-000231,-0.1110373129857735
ACH-000232,0.01823814256222164
ACH-000233,0.02411292655065771
ACH-000234,-0.17755487310869775
ACH-000235,-0.008887750251079652
ACH-000237,0.0211993840083446
ACH-000238,-0.0798028754849199
ACH-000242,0.38437150975165396
ACH-000243,0.05819169449732532
ACH-000244,-0.2231213550503565
ACH-000246,0.04416300142091665
ACH-000248,-0.08579375957151131
ACH-000250,-0.025438358335692357
ACH-000251,-0.09801218431388103
ACH-000252,-0.2297017888934905
ACH-000253,-0.0007737447173917475
ACH-000255,-0.05767928856286904
ACH-000256,-0.058661449799733034
ACH-000257,-0.02854181993517708
ACH-000258,0.021685604026492486
ACH-000259,-0.0044047015943537255
ACH-000260,-0.07661901988766454
ACH-000261,-0.11721561605400448
ACH-000262,0.04244944752180118
ACH-000263,-0.04227538320098345
ACH-000264,-0.05726470468377181
ACH-000265,-0.05705778105354744
ACH-000266,-0.0236805699443918
ACH-000272,-0.10548317376480616
ACH-000274,-0.07914418800080995
ACH-000277,-0.049567027948013286
ACH-000278,-0.18423709564678145
ACH-000279,0.056141751651793234
ACH-000280,0.16440365650265618
ACH-000281,0.11027538753124314
ACH-000288,-0.044424585493906835
ACH-000291,-0.08900726352524085
ACH-000293,0.02507168860841727
ACH-000294,0.09992187053422898
ACH-000295,-0.05258318295608988
ACH-000296,0.08273853033972331
ACH-000302,-0.0940217591569734
ACH-000304,-0.2110948737618795
ACH-000307,-0.09290519509418883
ACH-000308,-0.018049914438024325
ACH-000310,-0.18397250633317475
ACH-000311,0.12009896817362604
ACH-000312,0.0501260030821091
ACH-000315,-0.03504278743949309
ACH-000316,0.08098243377862502
ACH-000317,0.16439778000315736
ACH-000318,0.060597113364533224
ACH-000319,0.017044354580365302
ACH-000320,-0.07893349811022299
ACH-000322,0.09748970985077997
ACH-000323,-0.024363785321538205
ACH-000324,0.01715819355666099
ACH-000329,-0.14774885306732385
ACH-000330,0.024671685787212343
ACH-000331,-0.02115454197108428
ACH-000332,0.04650411537161952
ACH-000334,-0.05116284526249393
ACH-000335,-0.15173731781533312
ACH-000336,0.297785663538172
ACH-000337,-0.09992108947648314
ACH-000338,-0.2359000409694344
ACH-000339,-0.032452982128641304
ACH-000341,-0.0006236710127933902
ACH-000348,-0.07807877039519552
ACH-000350,-0.01573333078271166
ACH-000352,-0.1058352594069892
ACH-000356,-0.03386081217752704
ACH-000361,0.32213159936435903
ACH-000362,-0.0018477228169513406
ACH-000363,-0.0813335932082277
ACH-000364,0.033048990661231466
ACH-000365,0.03929918494981604
