,RINT1 (60561)
ACH-000004,-0.4911073374971225
ACH-000005,-0.5335165522273875
ACH-000007,-0.4690607467967309
ACH-000009,-0.46278688137576096
ACH-000011,-0.4084338396011241
ACH-000012,-0.5223296497111103
ACH-000013,-0.6846430664680709
ACH-000014,-0.4693016564897069
ACH-000015,-0.4311997868942119
ACH-000017,-0.4877659937480298
ACH-000018,-0.6639158431184122
ACH-000019,-0.6335146888739559
ACH-000021,-0.537887063753772
ACH-000022,-0.4613207966316985
ACH-000025,-0.5895502987827418
ACH-000028,-0.4782868898224576
ACH-000030,-0.3437234335018528
ACH-000035,-0.8446196669301853
ACH-000036,-0.7053945960679396
ACH-000037,-0.3796213319620617
ACH-000039,-0.3582993782475271
ACH-000040,-0.4995665808539649
ACH-000041,-0.4490360348351383
ACH-000042,-0.4186219201379313
ACH-000045,-0.4785478918322763
ACH-000047,-0.5415916895144244
ACH-000052,-0.7564124718547252
ACH-000053,-0.4642282739655994
ACH-000054,-0.5643751394202027
ACH-000055,-0.4194271958822917
ACH-000060,-0.2539793803575168
ACH-000067,-0.4981845622161553
ACH-000070,-0.2529564611036469
ACH-000075,-0.6635432132696922
ACH-000078,-0.2879387326380165
ACH-000082,-0.5949880102213954
ACH-000085,-0.5418177193642747
ACH-000086,-0.3193293408276951
ACH-000087,-0.44864371488143096
ACH-000092,-0.6262866689932554
ACH-000095,-0.3789700299625337
ACH-000097,-0.4936301130852112
ACH-000098,-0.5340113845538378
ACH-000099,-0.4333874801670786
ACH-000108,-0.8631714893989461
ACH-000113,-0.5009267265559045
ACH-000116,-0.7209081633492442
ACH-000118,-0.7343051610089959
ACH-000120,-0.5526988645569691
ACH-000123,-0.4946619429899115
ACH-000127,-0.7540155896988218
ACH-000128,-0.6763367299449846
ACH-000132,-0.5114927266764512
ACH-000133,-0.5595084496681508
ACH-000137,-0.6577549662719482
ACH-000138,-0.4812915730384663
ACH-000142,-0.7946442012208261
ACH-000143,-0.5732403794129409
ACH-000146,-0.39437687246844105
ACH-000148,-0.6045745481067343
ACH-000150,-0.5478883245843718
ACH-000152,-0.6137570581887488
ACH-000153,-0.8655557075989826
ACH-000159,-0.4850817224269944
ACH-000160,-0.5340876694956349
ACH-000163,-0.6766930550118944
ACH-000167,-0.5506152796038086
ACH-000168,-0.9637536178027888
ACH-000169,-0.4755477080969538
ACH-000178,-0.5168710201834249
ACH-000183,-0.5421396811568031
ACH-000188,-0.5003677997402756
ACH-000189,-0.7820186162140057
ACH-000190,-0.6878309851948451
ACH-000198,-0.43797583301341736
ACH-000203,-0.6604958445058613
ACH-000204,-0.4708718440648668
ACH-000206,-0.6918515298732169
ACH-000207,-0.31585882507397817
ACH-000208,-0.4581787803503066
ACH-000210,-0.412278624969854
ACH-000211,-0.2661598083839836
ACH-000215,-0.32534075070488266
ACH-000221,-0.3806696459359303
ACH-000222,-0.5782438302915647
ACH-000223,-0.8763719147830773
ACH-000226,-0.4486505968776927
ACH-000227,-0.376556095612936
ACH-000228,-0.6438265291661316
ACH-000231,-0.5435961578063654
ACH-000232,-0.4874334077689091
ACH-000233,-0.7156484830468198
ACH-000234,-0.5147706096858039
ACH-000235,-0.3981623014167705
ACH-000237,-0.7311663294950337
ACH-000238,-0.706699082207915
ACH-000242,-0.42353612222868975
ACH-000243,-0.3928013340617255
ACH-000244,-0.586615140600584
ACH-000246,-0.5429282794217157
ACH-000248,-0.2603799106715835
ACH-000250,-0.21710468834179525
ACH-000251,-0.17857611324401884
ACH-000252,-0.35058723996516145
ACH-000253,-0.5698440771884529
ACH-000255,-0.6326724449837959
ACH-000256,-0.37530768512296464
ACH-000257,-0.4936497556409089
ACH-000258,-0.496028080052541
ACH-000259,-0.7114489011040187
ACH-000260,-0.38382251989854943
ACH-000261,-0.3810365788827658
ACH-000262,-0.5708458186641197
ACH-000263,-0.2369454231093213
ACH-000264,-0.4223627031311684
ACH-000265,-0.2034708816705763
ACH-000266,-0.6053073596945565
ACH-000272,-0.7330740132372116
ACH-000274,-0.3744280560958862
ACH-000277,-0.5278609855977204
ACH-000278,-0.491982253840041
ACH-000279,-0.3116989461814712
ACH-000280,-0.5440795805237879
ACH-000281,-0.4102408678023865
ACH-000288,-0.5043321015225465
ACH-000291,-0.3593972230409174
ACH-000293,-0.4401053380532923
ACH-000294,-0.1328064950641519
ACH-000295,-0.3324191945359866
ACH-000296,-0.3985228692301599
ACH-000302,-0.5902771518515071
ACH-000304,-0.4191947013040416
ACH-000307,-0.5191771306809825
ACH-000308,-0.4413174777563099
ACH-000310,-0.4874825203546862
ACH-000311,-0.6666272724277946
ACH-000312,-0.5784058925011877
ACH-000315,-0.706646528105338
ACH-000316,-0.4908384669106829
ACH-000317,-0.5432885697911951
ACH-000318,-0.5702328232903072
ACH-000319,-1.0257698575437362
ACH-000320,-0.3492292981601688
ACH-000322,-0.40583312556654544
ACH-000323,-0.7463786739150272
ACH-000324,-0.5137661761711214
ACH-000329,-0.3129175488369456
ACH-000330,-0.7274199725843168
ACH-000331,-0.770874395770458
ACH-000332,-0.381962797460044
ACH-000334,-0.5180536935902994
ACH-000335,-0.4748706565762734
ACH-000336,-0.33994489738234906
ACH-000337,-0.3540027102959619
ACH-000338,-0.04375181805580408
ACH-000339,-0.5792397562942869
ACH-000341,-0.7718590144756093
ACH-000348,-0.6313531317957823
ACH-000350,-0.32948885062199623
ACH-000352,-0.7351301325430109
ACH-000356,-0.7829574027077788
ACH-000361,-0.6924179811561034
ACH-000362,-0.2844966556857493
ACH-000363,-1.0440829443007789
ACH-000364,-0.654212946041562
ACH-000365,-0.4662875010123042
ACH-000366,-0.6112079039316469
ACH-000368,-0.5102352409375662
ACH-000374,-0.6529568631852857
ACH-000375,-0.6555860875156869
ACH-000376,-0.2963924719941588
ACH-000381,-0.3942254782806325
ACH-000383,-0.2621285086369864
ACH-000387,-0.4583450699121865
ACH-000389,-0.5978478991396702
ACH-000390,-0.8853961025927902
ACH-000393,-0.42877990996530013
ACH-000395,-0.7096024276647565
ACH-000396,-0.4220152932355799
ACH-000397,-0.28035011548266936
ACH-000401,-0.5693192736976003
ACH-000402,-0.38257551430860015
ACH-000403,-0.5505056627732503
ACH-000404,-0.6226577421889754
ACH-000406,-0.43785168754891307
ACH-000407,-0.5483023906941576
ACH-000408,-0.3836382003172355
ACH-000410,-0.4570609775973143
ACH-000411,-0.5640637166138961
ACH-000414,-0.7734535205962408
ACH-000415,-0.666312270788776
ACH-000416,-0.483903089539288
ACH-000420,-0.5839578560271065
ACH-000421,-0.5652740169581583
ACH-000424,-0.2785958641560024
ACH-000425,-0.3394206684259229
ACH-000426,-0.7497152783748332
ACH-000427,-0.5776809008400027
ACH-000433,-0.487061778698453
