,ABCF3 (55324)
ACH-000004,-0.1522653077283779
ACH-000005,-0.22312214063392527
ACH-000007,0.0445887892878546
ACH-000009,0.012165445251854796
ACH-000011,0.1262061031509384
ACH-000012,0.06417053361055315
ACH-000013,-0.007968659565143008
ACH-000014,-0.1780989626406344
ACH-000015,0.034045052861435214
ACH-000017,-0.10783470809227977
ACH-000018,-0.007230902550118455
ACH-000019,0.13843701328841224
ACH-000021,0.009817591047233109
ACH-000022,0.1784855777468674
ACH-000025,0.019595222601955627
ACH-000028,0.005773828504453131
ACH-000030,0.02619145230233522
ACH-000035,-0.19281613781109072
ACH-000036,-0.04605226129247078
ACH-000037,0.03195595234389723
ACH-000039,0.001720150339579906
ACH-000040,-0.17740480355819074
ACH-000041,0.036595369078510666
ACH-000042,0.11889406141594605
ACH-000045,0.02615281479395321
ACH-000047,0.05341546765973035
ACH-000052,0.2562521544824483
ACH-000053,0.02241647741530921
ACH-000054,-0.01994873889936921
ACH-000055,-0.30528995049372976
ACH-000060,-0.09047406542066078
ACH-000067,0.1345915716247932
ACH-000070,0.13508722930328665
ACH-000075,0.1171968089259773
ACH-000078,-0.08318588787524875
ACH-000082,0.0379343292196139
ACH-000085,0.2773563310877997
ACH-000086,0.0279127488632157
ACH-000087,-0.02661888167490827
ACH-000092,-0.057963757884080994
ACH-000095,0.12383598764474857
ACH-000097,0.1133973899369432
ACH-000098,0.09933992080373373
ACH-000099,0.02412685854390056
ACH-000108,-0.0637535490320192
ACH-000113,0.038937278347268685
ACH-000116,-0.05264009210287116
ACH-000118,0.10770960429555032
ACH-000120,0.08919021866926083
ACH-000123,-0.030919777103722988
ACH-000127,0.01398484916208421
ACH-000128,-0.015279207688249774
ACH-000132,0.0614523591805237
ACH-000133,0.08072081675773256
ACH-000137,0.08587903464692773
ACH-000138,-0.026480551734762936
ACH-000142,0.047741909158248975
ACH-000143,0.019045068985107654
ACH-000146,0.049478548195018617
ACH-000148,0.05027397685263276
ACH-000150,-0.039382469657767656
ACH-000152,0.02718257115354842
ACH-000153,0.12891093960074848
ACH-000159,-0.010541880471142651
ACH-000160,-0.016918561373211283
ACH-000163,0.06455711903203139
ACH-000167,-0.37293611771231255
ACH-000168,-0.011466309362074444
ACH-000169,0.10203263516681416
ACH-000178,-0.014807873119004418
ACH-000183,0.03939065412819983
ACH-000188,0.051176644763478274
ACH-000189,0.0438098896529489
ACH-000190,-0.1305950170776069
ACH-000198,-0.06534307274788731
ACH-000203,-0.3548717498361679
ACH-000204,-0.07211911442998221
ACH-000206,0.09600616028967753
ACH-000207,-0.11435553687789105
ACH-000208,-0.14459332370676065
ACH-000210,-0.06577003335849914
ACH-000211,0.08672769016542982
ACH-000215,-0.011974171752780214
ACH-000221,0.2448773310384045
ACH-000222,0.11327119752259587
ACH-000223,-0.049210780094587535
ACH-000226,0.06085964088575641
ACH-000227,0.13977582387615378
ACH-000228,-0.006682221338237307
ACH-000231,0.04624696254618383
ACH-000232,0.042486754291650296
ACH-000233,0.030406842846319088
ACH-000234,-0.0990237708432824
ACH-000235,-0.03440813516346965
ACH-000237,-0.003236063308022279
ACH-000238,0.08512155738463524
ACH-000242,0.5380074371935986
ACH-000243,0.008645858977910313
ACH-000244,-0.14436645781850233
ACH-000246,0.022459307638253875
ACH-000248,-0.14153095954892472
ACH-000250,0.02446389311834544
ACH-000251,0.1750521824012308
ACH-000252,-0.1745672444676111
ACH-000253,-0.042095391121040486
ACH-000255,0.14641119981741751
ACH-000256,0.05248412042611757
ACH-000257,0.057874635665323686
ACH-000258,-0.18986111634884006
ACH-000259,-0.035517482850622624
ACH-000260,0.2152249589540202
ACH-000261,0.00329927372229463
ACH-000262,-0.08112503572995446
ACH-000263,0.02591807177823509
ACH-000264,0.09338993394044118
ACH-000265,0.005871831023399666
ACH-000266,0.011737311068497085
ACH-000272,0.07369000213821947
ACH-000274,0.0037185156263898744
ACH-000277,0.03780635915091079
ACH-000278,0.06648732624078707
ACH-000279,-0.2066673443415828
ACH-000280,-0.1081824815232192
ACH-000281,0.011630941240209464
