,ARL13B (200894)
ACH-000004,-0.1500106619027441
ACH-000005,0.17383921377274875
ACH-000007,-0.2083559999368888
ACH-000009,0.04905326587681197
ACH-000011,-0.10205820491532816
ACH-000012,-0.08011938422233487
ACH-000013,-0.09288863397916496
ACH-000014,-0.25711060088359283
ACH-000015,-0.1055765631480227
ACH-000017,0.02274177757369852
ACH-000018,-0.08142539385996768
ACH-000019,-0.40815764716265296
ACH-000021,-0.0957413691098192
ACH-000022,-0.10279230291470186
ACH-000025,0.051623394489308416
ACH-000028,-0.2357108703525825
ACH-000030,-0.0503330677875468
ACH-000035,-0.08114039471047124
ACH-000036,-0.13629326286983287
ACH-000037,0.0022786004020455483
ACH-000039,0.11614584946245815
ACH-000040,-0.09739455102223593
ACH-000041,0.02493431719172983
ACH-000042,0.017698629311916316
ACH-000045,0.00018756772118258983
ACH-000047,-0.024546303033652756
ACH-000052,0.1984360616810672
ACH-000053,-0.0935087622669264
ACH-000054,-0.2632444519571816
ACH-000055,-0.23218383365476994
ACH-000060,-0.2458598693671828
ACH-000067,-0.2497039448541873
ACH-000070,0.07253940303339823
ACH-000075,0.032471073181194736
ACH-000078,-0.20510305930177475
ACH-000082,0.04272349865054367
ACH-000085,0.02016392524858453
ACH-000086,-0.17678520727169642
ACH-000087,-0.3077112761858648
ACH-000092,-0.12432698523674475
ACH-000095,-0.09800430783157532
ACH-000097,-0.18104262572611107
ACH-000098,-0.04279853241867309
ACH-000099,-0.054360641116300616
ACH-000108,-0.28681383541395666
ACH-000113,-0.05860732804487296
ACH-000116,-0.02354760205603347
ACH-000118,-0.2563646188931782
ACH-000120,-0.1534833219431441
ACH-000123,-0.11591425292562345
ACH-000127,-0.1134167092315785
ACH-000128,-0.2751079032292251
ACH-000132,-0.08384793763996122
ACH-000133,-0.03661917598198044
ACH-000137,-0.22568507697553816
ACH-000138,-0.06501314283638097
ACH-000142,-0.17651234103256425
ACH-000143,-0.022365251941776344
ACH-000146,-0.06426559810034732
ACH-000148,0.05522144098806755
ACH-000150,-0.01679268367913242
ACH-000152,-0.10683865431952927
ACH-000153,-0.138397307726008
ACH-000159,-0.17112500761680066
ACH-000160,-0.03628065823436154
ACH-000163,-0.15399456812026502
ACH-000167,0.15772709423644846
ACH-000168,0.04781431311335045
ACH-000169,-0.16659582582473342
ACH-000178,-0.1521446100835976
