,UBE2U (148581)
ACH-000004,0.13183035823574804
ACH-000005,0.4084379444000628
ACH-000007,0.1181133433010751
ACH-000009,-0.03828026883552639
ACH-000011,0.2118722009820108
ACH-000012,0.08490702884545477
ACH-000013,0.07311190094377112
ACH-000014,0.15363005968263682
ACH-000015,0.02894502033921618
ACH-000017,0.0686623445263972
ACH-000018,0.06330061068868954
ACH-000019,0.2614225914381895
ACH-000021,-0.09339769169676884
ACH-000022,0.003891235315879258
ACH-000025,0.00916029701882623
ACH-000028,0.05397578337743277
ACH-000030,-0.02861812613446455
ACH-000035,0.026466277443454013
ACH-000036,0.18980378276969476
ACH-000037,-0.018116969402993927
ACH-000039,0.001045102480493109
ACH-000040,-0.10685295845271993
ACH-000041,-0.032116946899369836
ACH-000042,0.046666280415417816
ACH-000045,0.1451795975633034
ACH-000047,0.006646783160638345
ACH-000052,-0.235456351318862
ACH-000053,0.09319675840833652
ACH-000054,-0.047197911002827886
ACH-000055,0.02863955434836557
ACH-000060,-0.05152131914550392
ACH-000067,-0.05223221829380362
ACH-000070,0.1330239903212603
ACH-000075,0.2086723596293176
ACH-000078,0.04883916370762869
ACH-000082,0.028739904406855823
ACH-000085,-0.09202419118740143
ACH-000086,0.1525774361711613
ACH-000087,0.15974152030282673
ACH-000092,-0.007348040538634295
ACH-000095,0.019506504727063684
ACH-000097,0.0078671627098565
ACH-000098,0.10778750328926603
ACH-000099,0.1301483469648813
ACH-000108,0.2112350273492579
ACH-000113,0.05809725148774155
ACH-000116,0.06509302011743051
ACH-000118,0.07237092536215221
ACH-000120,-0.008613130024966982
ACH-000123,0.17795655636484198
ACH-000127,0.0184870518014935
ACH-000128,-0.003401924318709028
ACH-000132,-0.0027055933698934822
ACH-000133,0.04283577745723044
ACH-000137,0.14659052357176702
ACH-000138,0.02957327596163975
ACH-000142,-0.0383809947470278
ACH-000143,-0.006232922042497306
ACH-000146,0.12349558118849073
ACH-000148,0.06676811321997067
ACH-000150,-0.031649020621099665
ACH-000152,0.01200460458840978
ACH-000153,0.022540151278141737
ACH-000159,0.09172339719705372
ACH-000160,0.09248468206025716
ACH-000163,0.0882652123611307
ACH-000167,-0.004132013936774627
ACH-000168,0.17330458775947952
ACH-000169,0.042102058457996284
ACH-000178,0.08396299538539624
ACH-000183,0.2005381609241036
