,ISYNA1 (51477)
ACH-000004,-0.21275033751856368
ACH-000005,-0.5418923779741744
ACH-000007,-0.2762389847646226
ACH-000009,-0.13572190759819924
ACH-000011,-0.2350748273069699
ACH-000012,-0.34233155669817633
ACH-000013,-0.3463488071197467
ACH-000014,-0.2046065845518477
ACH-000015,-0.3131268862905193
ACH-000017,-0.20920610618689536
ACH-000018,-0.6670212192495152
ACH-000019,-0.4271482176546401
ACH-000021,-0.3139555148260896
ACH-000022,-0.4060068844676639
ACH-000025,-0.2303623916750823
ACH-000028,-0.4428778560127697
ACH-000030,-0.4402678623433001
ACH-000035,-0.4355607160657948
ACH-000036,-0.5170070251540606
ACH-000037,-0.17825716079643625
ACH-000039,-0.4077049798315954
ACH-000040,-0.2599036284799698
ACH-000041,-0.2508341924800014
ACH-000042,-0.3410826934452491
ACH-000045,-0.4236047057931068
ACH-000047,-0.3129843280355748
ACH-000052,-0.2464190345870367
ACH-000053,-0.28890260192512274
ACH-000054,-0.3067073876672083
ACH-000055,-0.380972649839388
ACH-000060,-0.1930869884142984
ACH-000067,-0.1791191515112657
ACH-000070,-0.17355305709684798
ACH-000075,-0.5626688411489067
ACH-000078,-0.3892628353203653
ACH-000082,-0.2554854026549717
ACH-000085,-0.3270735172964683
ACH-000086,-0.39653261312054505
ACH-000087,-0.5503699261942016
ACH-000092,-0.4151238153847785
ACH-000095,-0.15147544680012015
ACH-000097,-0.3001971107109837
ACH-000098,-0.3810473709325013
ACH-000099,-0.2908148522518631
ACH-000108,-0.3789409479412197
ACH-000113,-0.3243541280743101
ACH-000116,-0.3616247152136784
ACH-000118,-0.3207018029588629
ACH-000120,-0.2484716298384228
ACH-000123,-0.3079258112262993
ACH-000127,-0.3014113252954795
ACH-000128,-0.38133631206078733
ACH-000132,-0.34853832131252155
ACH-000133,-0.1968757990646037
ACH-000137,-0.2970617598107564
ACH-000138,-0.4190433021733915
ACH-000142,-0.3216271684510003
ACH-000143,-0.3402560588826632
ACH-000146,-0.27679611884425803
ACH-000148,-0.2361726808358224
ACH-000150,-0.3437381261626125
ACH-000152,-0.29547772211028817
ACH-000153,-0.2059238142675957
ACH-000159,-0.3519391162931711
ACH-000160,-0.3229413658665298
ACH-000163,-0.048331716938801526
ACH-000167,-0.055829847922535716
ACH-000168,-0.4273244562688114
ACH-000169,-0.17104230410194418
ACH-000178,-0.3119135649069965
ACH-000183,-0.19780108168594773
ACH-000188,-0.5975494247743072
ACH-000189,-0.2678441371327249
ACH-000190,0.028359819962494676
ACH-000198,-0.2420700533204141
ACH-000203,-0.6790199602231264
ACH-000204,-0.10524036312388392
ACH-000206,-0.12933246549556646
ACH-000207,-0.18746747054722493
ACH-000208,-0.4146607404300328
ACH-000210,0.04097817481461776
ACH-000211,-0.24418616191352224
ACH-000215,-0.2348004181643749
ACH-000221,-0.3656946803227184
ACH-000222,-0.18703905549398772
ACH-000223,-0.25272195776253303
ACH-000226,-0.10749481995347336
ACH-000227,-0.2499327245898333
ACH-000228,-0.3182728085836117
ACH-000231,-0.20731465192684986
ACH-000232,-0.3984319677447651
ACH-000233,-0.32047367816933303
ACH-000234,-0.4416825161083585
ACH-000235,-0.34957651291087777
ACH-000237,-0.2971449408570905
ACH-000238,-0.2330199891533893
ACH-000242,-0.2589823910453373
ACH-000243,-0.3656890557391093
ACH-000244,-0.277426744033606
ACH-000246,-0.18480582808318466
ACH-000248,-0.2211787538491816
ACH-000250,-0.27178647994831995
ACH-000251,-0.29328603814844106
ACH-000252,-0.2474268181343035
ACH-000253,-0.24414074937368874
ACH-000255,-0.20684886658768328
ACH-000256,-0.06861635044455787
ACH-000257,-0.023626631663569472
ACH-000258,-0.032501797370755925
ACH-000259,-0.3440185405436804
ACH-000260,-0.2729495813595288
ACH-000261,-0.3098624496549616
ACH-000262,-0.29110999352992817
ACH-000263,-0.256069494965571
ACH-000264,-0.16806897694055842
ACH-000265,-0.23184464907629426
ACH-000266,-0.23524058539115625
ACH-000272,-0.09170188464810017
ACH-000274,-0.27252026018607794
ACH-000277,-0.15111953289360866
ACH-000278,-0.3006092985640211
ACH-000279,-0.256190071513896
ACH-000280,-0.32320059471075063
ACH-000281,-0.30046936093709264
ACH-000288,-0.13326213838814174
ACH-000291,-0.26421856673344685
ACH-000293,-0.3276489766134014
ACH-000294,-0.34865151489000945
ACH-000295,-0.11702773542636913
ACH-000296,-0.2549412533418039
ACH-000302,-0.3627194482675151
ACH-000304,-0.4124757210218298
ACH-000307,-0.3681281137284655
ACH-000308,-0.20402364381128515
ACH-000310,-0.07794859132549191
ACH-000311,-0.04426512950150207
ACH-000312,-0.20540391398810645
ACH-000315,-0.2649576530402366
ACH-000316,-0.1965034835862015
ACH-000317,-0.24029568788187375
ACH-000318,-0.3767552576019215
ACH-000319,-0.2325217570586911
ACH-000320,-0.2795307121482597
ACH-000322,-0.2839446163231477
ACH-000323,-0.056912793015166926
ACH-000324,-0.20064520405101455
ACH-000329,-0.23308687306035136
ACH-000330,-0.1391277728126581
ACH-000331,-0.2580373532423348
ACH-000332,-0.2418284601153341
ACH-000334,-0.34639590716547297
ACH-000335,-0.2863339794968142
ACH-000336,-0.030428303426349317
ACH-000337,-0.4467053287367007
ACH-000338,-0.3447331827815712
ACH-000339,-0.30082018238730673
ACH-000341,-0.6152087488301593
ACH-000348,-0.2214361143539288
ACH-000350,-0.27532317622312064
ACH-000352,-0.3486437092607224
ACH-000356,-0.5364859395154497
ACH-000361,-0.20392101707324786
ACH-000362,-0.2983147722330405
ACH-000363,-0.226563182551338
ACH-000364,-0.27412791024937205
ACH-000365,-0.15594497102827626
ACH-000366,-0.37104861222902735
ACH-000368,-0.3220510064357433
ACH-000374,-0.4726767532685186
ACH-000375,-0.2885931391729967
ACH-000376,-0.031854625582212
ACH-000381,-0.18076488848734135
ACH-000383,-0.3895178672570873
ACH-000387,-0.21818960697484505
ACH-000389,-0.2589572148958682
ACH-000390,-0.2885202373354096
ACH-000393,-0.35505467577819383
ACH-000395,-0.4315685069850638
ACH-000396,-0.32834464615701864
ACH-000397,-0.13583906542268145
ACH-000401,-0.2540984158807797
ACH-000402,-0.4653499024949924
ACH-000403,-0.2998369024901689
ACH-000404,-0.2563890371958669
ACH-000406,-0.3654711463817341
ACH-000407,-0.3220125242078614
ACH-000408,-0.35227161375634874
ACH-000410,-0.2751855427669664
ACH-000411,-0.3052266450321958
ACH-000414,-0.27630912726701584
ACH-000415,-0.4806280453592807
ACH-000416,-0.34370298113508724
ACH-000420,-0.15719307823269096
ACH-000421,-0.1750030435357178
ACH-000424,-0.5373920036319809
ACH-000425,-0.24339510929227814
ACH-000426,-0.25332334054718875
ACH-000427,-0.4814637772130133
ACH-000433,-0.4854434447612945
ACH-000435,-0.6357659756691773
ACH-000436,-0.23574588951448655
ACH-000444,-0.18400319277760666
ACH-000445,-0.2369257434337347
ACH-000448,-0.35916123330906097
ACH-000450,-0.1452789574543016
ACH-000452,-0.5350885725239117
ACH-000454,-0.4656226695265617
ACH-000458,-0.3749510128323898
ACH-000459,-0.17624655616285625
ACH-000460,-0.19694053133373005
ACH-000461,-0.4831228238734548
ACH-000463,-0.2165118189447475
ACH-000464,-0.08206088450631126
