,SRGN (5552)
ACH-000004,-0.008774669050620637
ACH-000005,-0.07975507000886185
ACH-000007,-0.010728152991468972
ACH-000009,0.05668367722468906
ACH-000011,-0.09607672206778638
ACH-000012,-0.032917477967842404
ACH-000013,-0.027074737585726653
ACH-000014,-0.07649382303235958
ACH-000015,-0.09252837966397988
ACH-000017,-0.006586548125038953
ACH-000018,0.02171660795159312
ACH-000019,-0.15779207091496494
ACH-000021,-0.006934667191520343
ACH-000022,0.006247459183049955
ACH-000025,-0.18144839437208415
ACH-000028,0.0213468296405461
ACH-000030,-0.15391448494753646
ACH-000035,0.001871839970485505
ACH-000036,-0.02311023376064924
ACH-000037,-0.06811269364057643
ACH-000039,-0.0053565451651191795
ACH-000040,0.12736114534891946
ACH-000041,-0.18494314842932852
ACH-000042,-0.11282712794533176
ACH-000045,-0.15390065223601618
ACH-000047,-0.053726946083555764
ACH-000052,-0.05946665553114105
ACH-000053,-0.009969171148227485
ACH-000054,0.03779224890405161
ACH-000055,-0.02023517242166302
ACH-000060,-0.059456802090840775
ACH-000067,-0.17891852680714335
ACH-000070,0.15504700574506206
ACH-000075,-0.001547529993938461
ACH-000078,-0.16259502391098565
ACH-000082,-0.07358437840444139
ACH-000085,0.04494678715546044
ACH-000086,-0.12029865174045012
ACH-000087,-0.2370768367984026
ACH-000092,-0.04536783093944267
ACH-000095,0.046436851911955
ACH-000097,-0.0180250345859243
ACH-000098,-0.06727065489395792
ACH-000099,-0.012622217911605955
ACH-000108,-0.12010746010827293
ACH-000113,-0.03596407126889475
ACH-000116,-0.018847154722298743
ACH-000118,-0.03289194761914805
ACH-000120,-0.045216164102491636
ACH-000123,0.009581304998285595
ACH-000127,-0.05488369753829087
ACH-000128,-0.02778489362763861
ACH-000132,-0.06278189352816786
ACH-000133,-0.09827949488805078
ACH-000137,-0.07127228750168342
ACH-000138,0.06181983286084902
ACH-000142,-0.0030529272178464657
ACH-000143,0.025246871571516453
ACH-000146,-0.11069187722652843
ACH-000148,0.005592985908346907
ACH-000150,-0.050554346051805706
ACH-000152,-0.04442246502686637
ACH-000153,0.15841313993993034
ACH-000159,-0.10416919267094292
ACH-000160,-0.1286008480806556
ACH-000163,-0.09465515659253944
ACH-000167,-0.039369944074861975
ACH-000168,-0.3009176477456657
ACH-000169,-0.26384987355602096
ACH-000178,-0.05464378809027079
ACH-000183,0.04622103703275191
ACH-000188,-0.0018607080513369934
ACH-000189,-0.21484500593795192
ACH-000190,0.0236516852215726
ACH-000198,0.07867146770194962
ACH-000203,0.5862491068475209
ACH-000204,-0.10429160011256576
ACH-000206,-0.11845469385706082
ACH-000207,0.07110756617398259
ACH-000208,-0.00509831539175905
ACH-000210,0.1201319139043588
ACH-000211,-0.060066328219037075
ACH-000215,-0.0809140561141082
ACH-000221,0.11247456367797204
ACH-000222,-0.037041428940852265
ACH-000223,-0.01008493333113813
ACH-000226,0.09920214640973936
ACH-000227,-0.029856495703117675
ACH-000228,-0.12913740499559848
ACH-000231,-0.0351498868119337
ACH-000232,-0.04807627828480951
ACH-000233,0.05140111296926116
ACH-000234,-0.02517888150536473
ACH-000235,-0.0634703312502124
ACH-000237,-0.1334021034477112
ACH-000238,0.04302216879893475
ACH-000242,0.038062940215448635
ACH-000243,-0.060005228222985124
ACH-000244,-0.0367769469438261
