,ENPP6 (133121)
ACH-000004,0.06500151169397463
ACH-000005,0.03434085988999594
ACH-000007,0.04806496344615588
ACH-000009,-0.03314277910665138
ACH-000011,0.09592922536142064
ACH-000012,0.05317117670166848
ACH-000013,0.11723616636016836
ACH-000014,0.20662138037679584
ACH-000015,-0.03040804449667138
ACH-000017,-0.01273131326894158
ACH-000018,-0.055617185327573364
ACH-000019,-0.2138052479514077
ACH-000021,0.0971833093416852
ACH-000022,-0.04773458242846484
ACH-000025,0.019643263016844305
ACH-000028,0.08340214395264836
ACH-000030,0.035114360867361805
ACH-000035,0.018771884382429885
ACH-000036,0.0838972499444473
ACH-000037,0.02808349199279592
ACH-000039,-0.02052781981415941
ACH-000040,0.08847990147722562
ACH-000041,0.044128967830075104
ACH-000042,0.06603635984433752
ACH-000045,0.004878550707066023
ACH-000047,0.14236899036152642
ACH-000052,0.019517468776836654
ACH-000053,-0.08019877412076312
ACH-000054,0.16630333154104127
ACH-000055,0.06705549150154194
ACH-000060,-0.00930357956540048
ACH-000067,0.17051885917810067
ACH-000070,0.003783457978745921
ACH-000075,-0.13358755363343805
ACH-000078,-0.06511606518689858
ACH-000082,0.07787564202852908
ACH-000085,-0.028722053708483505
ACH-000086,0.21671817525126946
ACH-000087,0.3167310006166707
ACH-000092,0.08594309983962586
ACH-000095,0.055960622438814715
ACH-000097,0.04888983137236089
ACH-000098,-0.0004171972549755371
ACH-000099,0.11710110225518187
ACH-000108,-0.07445068333108684
ACH-000113,-0.10023954301102174
ACH-000116,0.1406867929976348
ACH-000118,0.025859367289617
ACH-000120,0.06972187420047783
ACH-000123,0.2221381424062835
ACH-000127,0.05647526423943795
ACH-000128,-0.036139014054757584
ACH-000132,0.00015797995248059308
ACH-000133,0.09478648451488413
ACH-000137,0.0616630227486926
ACH-000138,0.0872756935482386
ACH-000142,-0.09351963716640076
ACH-000143,0.21846286527471195
ACH-000146,0.05297066410692392
ACH-000148,-0.06852759347262517
ACH-000150,0.10492252810517977
ACH-000152,0.07730674772925444
ACH-000153,0.030067861912461025
ACH-000159,0.05434619814068567
ACH-000160,0.020981373271994088
ACH-000163,0.07730183327581103
ACH-000167,0.013818387333265323
ACH-000168,0.08203241204402424
ACH-000169,-0.02599535530521389
ACH-000178,-0.021262937257165868
ACH-000183,0.1428307208374742
ACH-000188,0.0496154793522667
ACH-000189,-0.047163545853329436
ACH-000190,-0.00030479177922603857
ACH-000198,0.0721090733480924
ACH-000203,0.023982215600128937
ACH-000204,-0.25653825513460843
ACH-000206,0.24996075045044205
ACH-000207,0.0041260954960353645
ACH-000208,-0.05913271207068764
ACH-000210,0.017841639055744648
ACH-000211,-0.020050679479804524
ACH-000215,-0.04282701509687637
ACH-000221,-0.18683209051065866
ACH-000222,0.2328571563427374
ACH-000223,-0.02654747577208989
ACH-000226,0.0969633486941028
ACH-000227,-0.24996060778953805
ACH-000228,0.1005542676363856
ACH-000231,0.07818639557888288
ACH-000232,-0.02059112961575501
ACH-000233,-0.03788875987249272
ACH-000234,-0.09245954954087204
ACH-000235,0.022142075422305018
ACH-000237,-0.07981881422119062
ACH-000238,0.1610056545052077
ACH-000242,-0.13552444125781168
ACH-000243,-0.005701735421654918
ACH-000244,0.3267154957773835
ACH-000246,0.08261262851863091
ACH-000248,0.07353780982592974
ACH-000250,-0.044682869783773504
ACH-000251,-0.2931890858649369
ACH-000252,-0.12521692245787244
ACH-000253,0.09520679406225316
ACH-000255,0.03514019364256447
ACH-000256,0.1373358461383785
ACH-000257,-0.1072712558076686
ACH-000258,-0.09846873098554586
ACH-000259,0.07485705080335041
ACH-000260,-0.02007528226352956
ACH-000261,0.07905592464938044
ACH-000262,0.15972302557555948
ACH-000263,0.06831688634576448
ACH-000264,-0.05826631027728511
ACH-000265,-0.020909746006667528
ACH-000266,-0.008834241266059655
ACH-000272,-0.01820421671024202
ACH-000274,0.0095144507010719
ACH-000277,-0.095676045174378
ACH-000278,0.057833959640692024
ACH-000279,-0.04982882150147653
ACH-000280,-0.0522826326286591
ACH-000281,-0.009846745158315882
ACH-000288,0.05424404146871818
ACH-000291,-0.0532097368577996
ACH-000293,0.0755328947883739
ACH-000294,-0.019950261585195105
