,DRICH1 (51233)
ACH-000004,-0.04396248283632511
ACH-000005,-0.3455456417800398
ACH-000007,0.05375198647335009
ACH-000009,-0.032497162679733516
ACH-000011,0.06901678976599035
ACH-000012,-0.15969966117172835
ACH-000013,-0.07911212111648945
ACH-000014,-0.2644064050348374
ACH-000015,-0.19970196581107894
ACH-000017,-0.09029843586005767
ACH-000018,0.0876269133615301
ACH-000019,-0.02364591366994503
ACH-000021,-0.07441718960207587
ACH-000022,-0.13701976706166302
ACH-000025,-0.1174918045636908
ACH-000028,-0.10596111630813068
ACH-000030,-0.04893018840295646
ACH-000035,-0.06671169835751088
ACH-000036,-0.01610732942346077
ACH-000037,-0.07480107799644482
ACH-000039,-0.09760239133778964
ACH-000040,0.13008810466356366
ACH-000041,-0.15922600911954793
ACH-000042,-0.250597402228725
ACH-000045,-0.13478903703425876
ACH-000047,-0.04293046169703575
ACH-000052,0.1504405597386264
ACH-000053,-0.1138408655508696
ACH-000054,0.011827766548206898
ACH-000055,-0.14323847523544994
ACH-000060,0.1053040794335759
ACH-000067,-0.16569392782166886
ACH-000070,0.1326189760631272
ACH-000075,-0.04949215686278317
ACH-000078,-0.1160221353902326
ACH-000082,-0.050550085060855184
ACH-000085,-0.08121606243240556
ACH-000086,0.1317990467764005
ACH-000087,-0.10937610969104168
ACH-000092,-0.18294690500312089
ACH-000095,-0.01991199362727278
ACH-000097,-0.06235147260839196
ACH-000098,-0.10773362991982287
ACH-000099,-0.047941014102740105
ACH-000108,-0.1016099121455878
ACH-000113,0.005053775330330757
ACH-000116,-0.02182507328847399
ACH-000118,-0.03631039539925538
ACH-000120,-0.08074105092085049
ACH-000123,-0.04799952831163309
ACH-000127,-0.07750336555667092
ACH-000128,0.07469095767448804
ACH-000132,-0.03781617939474096
ACH-000133,-0.2037113431860764
ACH-000137,-0.050368691236337235
ACH-000138,0.16970556809293644
ACH-000142,-0.027356502850326567
ACH-000143,-0.0647251696345679
ACH-000146,-0.15954072775911946
ACH-000148,0.05917580051717146
ACH-000150,-0.19348644282409852
ACH-000152,-0.08999935139408609
ACH-000153,-0.1416131603823334
ACH-000159,0.1052237064817338
ACH-000160,-0.0774763830639641
ACH-000163,-0.1426163593043741
ACH-000167,-0.17789624606272586
ACH-000168,-0.12188997504186165
ACH-000169,-0.08978486089451773
ACH-000178,-0.06310112265003794
ACH-000183,-0.14425378807319392
ACH-000188,-0.03186214283370055
ACH-000189,-0.003011397208982575
ACH-000190,-0.0947625534622258
ACH-000198,0.030659554056040338
ACH-000203,0.3425436015950817
ACH-000204,-0.10658011376064178
ACH-000206,-0.08509975270476412
ACH-000207,-0.06789555411017108
ACH-000208,0.14419096762441258
ACH-000210,-0.1419378489844405
ACH-000211,-0.1514564504758128
ACH-000215,0.026386602089673892
ACH-000221,-0.02953599828578058
ACH-000222,0.021368071539152964
ACH-000223,0.012106715818601014
ACH-000226,-0.09548225812498604
ACH-000227,-0.11854298672611202
ACH-000228,-0.04842052148710593
ACH-000231,-0.11641708579858795
ACH-000232,-0.08873914239053646
ACH-000233,-0.07133431897530919
ACH-000234,0.1313250615105131
ACH-000235,0.0448154291991479
ACH-000237,-0.07925858365286244
ACH-000238,-0.032396756828873566
ACH-000242,-0.13913034081911252
ACH-000243,-0.052678786264599785
ACH-000244,-0.1410877825493667
ACH-000246,-0.03011881789887126
ACH-000248,-0.09935922728399643
ACH-000250,0.05037747547299401
ACH-000251,-0.0556149429401346
ACH-000252,0.07848760548849533
ACH-000253,0.04007624160084414
ACH-000255,-0.21137973734621626
ACH-000256,-0.07381392688252486
ACH-000257,0.10906996198551727
ACH-000258,-0.1142660467482193
ACH-000259,0.0004582555535213125
ACH-000260,-0.08962727882774359
ACH-000261,-0.035471448420906285
ACH-000262,-0.12314863804454496
ACH-000263,-0.04157802070198186
ACH-000264,-0.2524044557538892
ACH-000265,-0.10406688058029676
ACH-000266,-0.026786130079787914
ACH-000272,-0.059302726361057385
ACH-000274,-0.04388356284190773
ACH-000277,-0.01229759221916473
ACH-000278,-0.2142281546927625
ACH-000279,-0.033451145139268494
ACH-000280,-0.14232779862523767
ACH-000281,0.09740866887171128
ACH-000288,-0.040406228218962566
ACH-000291,-0.1416958934427622
ACH-000293,0.04879614494864026
ACH-000294,-0.0553327908571555
ACH-000295,0.08820938659985181
ACH-000296,-0.08562926772321389
ACH-000302,-0.19973852391449773
ACH-000304,-0.19042380891955485
ACH-000307,-0.00245197396334068
ACH-000308,-0.0363565362439674
ACH-000310,0.002382886265764689
ACH-000311,0.038503788940319056
ACH-000312,-0.009586787479664335
ACH-000315,-0.11896744118619168
ACH-000316,-0.017080590722171645
ACH-000317,0.1715583851897532
ACH-000318,0.0353905611222384
ACH-000319,-0.03160782305075446
ACH-000320,-0.07603212352698105
ACH-000322,-0.2015470043546847
ACH-000323,-0.16227252621308666
ACH-000324,0.027682565470359827
ACH-000329,0.01436261886364608
ACH-000330,-0.08999475361696366
ACH-000331,0.03686620133687888
ACH-000332,-0.0066956449826599315
ACH-000334,-0.044357172981619966
ACH-000335,0.006228879933147832
ACH-000336,0.047927371773791264
ACH-000337,-0.04363947699016545
ACH-000338,-0.11456128038026984
ACH-000339,-0.04435437590183587
ACH-000341,-0.3325616931243171
ACH-000348,-0.05089077172702849
ACH-000350,-0.07703006148726055
ACH-000352,-0.06974102276162512
ACH-000356,0.15697156067696316
ACH-000361,-0.10063602164115504
ACH-000362,-0.06913257006356928
ACH-000363,-0.04940514119880126
ACH-000364,0.07094414669043131
ACH-000365,-0.06701929131696863
ACH-000366,0.01755520080847905
ACH-000368,0.01587156660170906
ACH-000374,0.14541486993162145
ACH-000375,0.038824226279413725
ACH-000376,-0.06658214881167425
ACH-000381,-0.106610440424728
ACH-000383,-0.044992238577196884
ACH-000387,-0.02354659406402264
ACH-000389,-0.08447530253490645
ACH-000390,-0.12516630341726254
ACH-000393,-0.23110283695658254
ACH-000395,-0.0180055743364679
ACH-000396,-0.3074552627713467
ACH-000397,0.053634926628406944
ACH-000401,0.03847406264323135
ACH-000402,0.06618039383423469
ACH-000403,-0.07276291648663231
ACH-000404,0.028840058860024376
ACH-000406,-0.10169316556203598
ACH-000407,-0.06946920556269218
ACH-000408,-0.0855397800166187
ACH-000410,-0.029668944341177724
ACH-000411,0.01085361694709284
ACH-000414,-0.00261107458508072
ACH-000415,0.07551053467224537
ACH-000416,-0.03976096039068816
ACH-000420,-0.19689136611871136
ACH-000421,-0.1730148835798339
ACH-000424,-0.024009784958692517
ACH-000425,-0.16817555028102082
ACH-000426,-0.04472301725912068
ACH-000427,-0.014465949194763857
ACH-000433,-0.12808017507865607
ACH-000435,-0.2924916648034485
ACH-000436,0.05339621374295351
ACH-000444,-0.14425342365881078
ACH-000445,-0.08326901296557004
ACH-000448,-0.10189264562391642
ACH-000450,-0.10620887171993723
ACH-000452,-0.043400952391584494
ACH-000454,0.029125486955870687
ACH-000458,0.03482865588327619
ACH-000459,-0.11759114266456877
ACH-000460,-0.030288749779087056
ACH-000461,-0.20556722486767046
ACH-000463,0.0039877769225344075
ACH-000464,-0.15088060078415716
ACH-000466,0.03260354053327355
ACH-000467,-0.055581572707118485
ACH-000468,0.0012476454333553756
ACH-000469,-0.10280062343804776
ACH-000470,-0.17165226003029416
ACH-000471,-0.0969084646128706
ACH-000472,-0.13643660573929495
ACH-000473,-0.07409500925920856
ACH-000475,-0.14322919470319148
ACH-000476,0.03839982143863629
ACH-000477,-0.10215149028420732
ACH-000479,0.05137805482488417
ACH-000480,-0.06398306698767972
ACH-000481,-0.062348098513277175
ACH-000483,-0.08071461900452545
ACH-000484,-0.027526906224013246
ACH-000485,0.02940028842945241
ACH-000486,-0.14064925591459254
ACH-000487,-0.006342122880295968
ACH-000488,-0.08924029321282449
ACH-000490,0.018057913533874717
ACH-000491,0.01564344279258751
ACH-000495,0.13799117586906515
ACH-000496,-0.03065513573968784
ACH-000499,-0.2853512512186208
ACH-000500,-0.027299038293727262
ACH-000502,-0.09947078985790067
ACH-000503,0.1391536644177383
ACH-000505,-0.08606126476841257
ACH-000507,-0.0433394479047565
ACH-000510,-0.10781984277240712
ACH-000511,-0.1463489299400648
ACH-000512,-0.11426835940821325
ACH-000516,-0.09933379461674137
ACH-000517,-0.1812858790280037
ACH-000518,0.10632182764060524
ACH-000520,-0.05915542196915135
ACH-000521,0.09222280716306858
ACH-000522,0.03875738960110661
ACH-000524,-0.07335317817983437
ACH-000527,-0.007591219840475917
ACH-000528,-0.018897607165871008
ACH-000537,0.04102134910120448
ACH-000541,-0.15300728338105446
ACH-000542,-0.036312234591210975
ACH-000544,-0.003242860959854477
ACH-000545,0.06496839654475145
ACH-000547,-0.003086478032179373
ACH-000548,0.10631007676248933
ACH-000549,0.12092100466539543
ACH-000550,0.0877775557241008
