,NICN1 (84276)
ACH-000004,-0.02480799490063144
ACH-000005,0.01874566594554206
ACH-000007,-0.11364673734424408
ACH-000009,-0.03877101970460185
ACH-000011,0.07301528269108314
ACH-000012,-0.03802560379445999
ACH-000013,-0.07157099353420851
ACH-000014,0.12622897672760952
ACH-000015,0.04792826728163279
ACH-000017,0.018529731757632614
ACH-000018,-0.1353645233107464
ACH-000019,0.015546144261897854
ACH-000021,-0.1138632555085876
ACH-000022,-0.14816943446061964
ACH-000025,-0.11877265166867768
ACH-000028,-0.15338224392240826
ACH-000030,-0.02083486355969244
ACH-000035,-0.07217767269973778
ACH-000036,0.04515918200618593
ACH-000037,0.014848201813114666
ACH-000039,-0.12285537551460643
ACH-000040,-0.09623776373577532
ACH-000041,-0.012910462989004577
ACH-000042,-0.03821912029223858
ACH-000045,-0.0058862562006907005
ACH-000047,-0.10679273098075616
ACH-000052,-0.10431192271401046
ACH-000053,0.01838676243539807
ACH-000054,-0.12604748328218393
ACH-000055,-0.18012619186505138
ACH-000060,0.06349745375144357
ACH-000067,-0.21568113693767754
ACH-000070,0.08685059717805707
ACH-000075,0.1983838212360056
ACH-000078,0.0974334824728897
ACH-000082,0.09937394232085238
ACH-000085,0.19585384432693526
ACH-000086,-0.05949223521822655
ACH-000087,0.13738159356680973
ACH-000092,0.017839158684659746
ACH-000095,-0.062324151703638385
ACH-000097,-0.013777858530995706
ACH-000098,0.04775326846780746
ACH-000099,-0.05951687130050794
ACH-000108,0.121844694329924
ACH-000113,0.014956705876166109
ACH-000116,-0.10528983367048524
ACH-000118,-0.1445858471037291
ACH-000120,-0.23708754680294014
ACH-000123,-0.14988548554824668
ACH-000127,-0.03445415753985375
ACH-000128,-0.07009574096108917
ACH-000132,-0.10848255587180076
ACH-000133,-0.19975640487157048
ACH-000137,0.018252240293016152
ACH-000138,0.02788744388050264
ACH-000142,-0.0676943827276626
ACH-000143,0.08584354612328007
ACH-000146,-0.0059763079042472605
ACH-000148,-0.014763786535580872
ACH-000150,-0.2034684705300517
ACH-000152,-0.021811767923541118
ACH-000153,0.18929945581337104
ACH-000159,-0.176420784678818
ACH-000160,-0.05753277030056207
ACH-000163,-0.14289767936164902
ACH-000167,-0.004630627696819431
ACH-000168,-0.2279976441071276
ACH-000169,-0.11291031807466467
ACH-000178,0.019252309988699638
ACH-000183,0.01974455513693303
ACH-000188,-0.040561470235398335
ACH-000189,-0.20788524327162225
ACH-000190,0.08086680391476049
ACH-000198,-0.10049124369293158
ACH-000203,0.04062532132712921
ACH-000204,0.001591073405098189
ACH-000206,-0.21848317317580215
ACH-000207,0.053079462553759775
ACH-000208,-0.24067250289060155
ACH-000210,-0.20526614825943448
ACH-000211,-0.10269075486945199
ACH-000215,-0.04274686938763589
ACH-000221,-0.2391966194992826
ACH-000222,-0.1044317333818739
ACH-000223,-0.007997191797606341
ACH-000226,-0.2147914637024992
ACH-000227,0.026617282492633648
ACH-000228,-0.1118727155908713
ACH-000231,0.026819813992493037
ACH-000232,-0.14534420018784314
ACH-000233,-0.1416076298137624
ACH-000234,0.037774479976038666
ACH-000235,-0.039886484962493265
ACH-000237,0.0183424069271909
ACH-000238,-0.019308336221897482
ACH-000242,-0.12016796491822235
ACH-000243,0.05552772258679836
ACH-000244,0.0945380743710484
ACH-000246,0.002081701232653795
ACH-000248,0.05148003497866307
ACH-000250,-0.024989212241253604
ACH-000251,-0.1881742686356684
ACH-000252,-0.2690728199856837
ACH-000253,0.04978524243200903
ACH-000255,-0.06476953232041861
ACH-000256,-0.20816181745444384
ACH-000257,-0.002005342437547531
ACH-000258,-0.2729151313176952
ACH-000259,0.08675966178333673
ACH-000260,-0.02196485740783587
ACH-000261,-0.1045100255134967
ACH-000262,-0.10169334867606697
ACH-000263,-0.20842910917126128
ACH-000264,0.010175060157638695
ACH-000265,-0.0702205643096669
ACH-000266,-0.07232155270187618
ACH-000272,-0.0507304268165336
