,APITD1 (378708)
ACH-000402,-0.2081985541566728
ACH-000403,-0.17624515767290244
ACH-000404,-0.06784092225775565
ACH-000406,-0.05874319582104408
ACH-000407,-0.2361727871375759
ACH-000408,-0.2921466475629679
ACH-000410,-0.7379689109307723
ACH-000411,-0.06673484374946588
ACH-000414,-0.10704434832713257
ACH-000415,-0.2615445939661229
ACH-000416,-0.15288515364957536
ACH-000420,-0.17360634428588173
ACH-000421,-0.2520634307293197
ACH-000424,-0.1594503946993722
ACH-000425,-0.09974390430700757
ACH-000426,-0.07729754374099712
ACH-000427,-0.19855071368351188
ACH-000433,-0.09582941790077916
ACH-000435,-0.2364783683322413
ACH-000436,-0.058127898692318214
ACH-000444,-0.016203886655538513
ACH-000445,-0.3235260451041816
ACH-000448,-0.11200832795735716
ACH-000450,0.021233736466448026
ACH-000452,-0.2825396913105696
ACH-000454,-0.2785727673389436
ACH-000458,-0.24343290100857404
ACH-000459,-0.05710485597863831
ACH-000460,-0.18267173490919894
ACH-000461,-0.16409960876158258
ACH-000463,-0.15340715302913885
ACH-000464,-0.049810441074419516
ACH-000466,-0.030496247513344288
ACH-000467,-0.19222569451523308
ACH-000468,-0.12984282917818993
ACH-000469,-0.1424158242590581
ACH-000470,-0.18615535005947573
ACH-000471,-0.13004217450438646
ACH-000472,-0.11661468065137034
ACH-000473,-0.055673646334057914
ACH-000475,-0.122503685782517
ACH-000476,-0.1440470563525718
ACH-000477,-0.14583588737011366
ACH-000479,-0.15098012502104144
ACH-000480,-0.24191222100504256
ACH-000481,-0.06906471547524086
ACH-000483,-0.2291505768330673
ACH-000484,-0.1806239998884105
ACH-000485,-0.09316963987001824
ACH-000486,-0.102862422506131
ACH-000487,-0.20426469955119414
ACH-000488,-0.28055512823110124
ACH-000490,-0.17541737779260733
ACH-000491,-0.07164041808215528
ACH-000495,-0.3236614138107954
ACH-000496,-0.2566610409494093
ACH-000499,-0.13872086000692366
ACH-000500,-0.5158380779118446
ACH-000502,-0.198799519405442
ACH-000503,-0.2867044905152417
ACH-000505,-0.16777896247587026
ACH-000507,-0.39864101774914973
ACH-000510,-0.15412588639069108
ACH-000511,-0.28795811410947114
ACH-000512,-0.22124999806340853
ACH-000516,-0.5642153566394343
ACH-000517,-0.1438060813028993
ACH-000518,-0.08370058830934174
ACH-000520,-0.20491809029977048
ACH-000521,-0.1921129942434744
ACH-000522,-0.15572368987922153
ACH-000524,-0.17204795129290498
ACH-000527,-0.22216868734898654
ACH-000528,-0.1707792255261979
ACH-000537,-0.09065361338421472
ACH-000541,0.050642847070414714
ACH-000542,-0.17013598220012366
ACH-000544,-0.1756626139178713
ACH-000545,-0.20847486285692116
ACH-000547,-0.18004390563461534
ACH-000548,-0.2384213876289683
ACH-000549,-0.053300647155728666
ACH-000550,-0.2886881734436099
ACH-000552,-0.12160328182945405
ACH-000556,-0.1326770579636678
ACH-000557,-0.16126249656310634
ACH-000569,-0.09285069035715847
ACH-000570,-0.12737987328800066
ACH-000571,-0.07601270037812602
ACH-000573,-0.2964013850526738
ACH-000576,-0.08482106441093773
ACH-000579,-0.15377595886675285
ACH-000580,-0.13501567471354822
ACH-000584,-0.14805526964885493
ACH-000585,-0.2567340579359532
ACH-000588,-0.06048504634641511
ACH-000589,-0.16427490870778508
ACH-000591,-0.16517762479832926
ACH-000593,-0.20358246862362195
ACH-000600,-0.2138673541949751
ACH-000601,-0.16760570605556208
ACH-000605,-0.05941030943592556
ACH-000606,-0.2170104534393802
ACH-000608,-0.1965933232758082
ACH-000614,-0.10891638354896628
ACH-000616,-0.32545822544449976
ACH-000618,-0.2266283548851325
ACH-000619,-0.2750931469530688
ACH-000620,-0.1488908313884004
ACH-000621,-0.2504330081837067
ACH-000622,-0.1864474967932224
ACH-000623,-0.09960769368198906
ACH-000624,-0.21219103770311784
ACH-000627,-0.2643760361674632
ACH-000630,-0.2536501395384506
ACH-000631,-0.12275677216781412
ACH-000632,-0.2085464585079548
ACH-000633,-0.31159069706213344
ACH-000637,-0.19653231009301372
ACH-000638,-0.2840182219471609
ACH-000646,-0.2885605752728848
ACH-000647,-0.15475919896594068
ACH-000648,-0.07897477885452313
ACH-000649,-0.11246752957382407
ACH-000651,-0.1680441228264732
ACH-000652,-0.1299259482045323
ACH-000653,-0.11671137303605153
ACH-000657,-0.21296316126007445
ACH-000658,-0.009553090688660842
ACH-000661,-0.1507281749072138
ACH-000662,-0.12404676172940615
ACH-000663,-0.15743417065736445
ACH-000665,-0.12090851881323073
ACH-000671,-0.19572128352739304
ACH-000672,-0.08455903032956914
ACH-000673,-0.1883476265798493
ACH-000676,-0.1701526655944862
ACH-000677,-0.08616214688329453
ACH-000681,-0.11722799262936312
ACH-000683,-0.2528964793054245
ACH-000684,-0.2771855731868265
ACH-000688,-0.16140817419379264
ACH-000693,-0.2137227880890344
ACH-000694,-0.2875166619188226
ACH-000695,-0.1240206786911459
ACH-000696,-0.25717491580793483
ACH-000697,-0.041321617856486866
ACH-000699,-0.349892121039839
ACH-000701,-0.16077711075930493
ACH-000706,-0.08429204901344191
ACH-000711,-0.27058487449871355
ACH-000713,-0.2167770243678788
ACH-000714,-0.13400590608634713
ACH-000718,-0.2738261670550705
ACH-000720,-0.20991601386126185
ACH-000721,-0.2624571952985193
ACH-000724,-0.017622621584062092
ACH-000725,-0.16160430956488575
ACH-000732,-0.3145143152784045
ACH-000734,-0.1334597279852223
ACH-000735,-0.3351712243291354
ACH-000736,-0.1593295052833375
ACH-000738,-0.13808780979808738
ACH-000746,-0.08440687584116822
ACH-000747,-0.0743430999704875
ACH-000748,-0.1979387204803566
ACH-000753,-0.21050247116659232
ACH-000756,-0.321171618328153
ACH-000757,-0.07773839125305658
ACH-000758,-0.2634974795793251
ACH-000760,-0.2666590884089941
ACH-000762,-0.02942963743886214
ACH-000763,-0.09214472998110082
ACH-000764,-0.1948655736622699
ACH-000765,-0.2004763899236056
ACH-000766,-0.24022403176221502
ACH-000767,-0.13845777209818635
ACH-000768,-0.15708656713109198
ACH-000769,-0.21896926873525827
ACH-000770,-0.2011339627632789
ACH-000771,-0.23163120282657298
ACH-000773,-0.1767672911045373
ACH-000776,-0.2579277533984591
ACH-000777,-0.09480831795397014
ACH-000778,0.0040068600683697605
ACH-000781,-0.07716705614090295
ACH-000782,-0.1811017292571661
ACH-000783,-0.20707649768675307
ACH-000784,-0.20929033934250585
ACH-000785,-0.2395322963788945
ACH-000787,-0.12526438792986033
ACH-000788,-0.14414949293738774
ACH-000791,-0.2103166132194597
ACH-000792,-0.19113885133036868
ACH-000794,-0.2886159306672749
ACH-000796,-0.21464110409455733
ACH-000798,-0.14765727346828886
ACH-000799,-0.1909923608950472
ACH-000800,-0.4053790358242077
ACH-000802,-0.2393304703579053
ACH-000804,-0.12362851595956548
ACH-000805,-0.10718795734261116
ACH-000809,-0.06973209966115007
ACH-000810,-0.2972939139324194
ACH-000811,-0.192323215185098
ACH-000817,-0.22464678188322826
ACH-000819,-0.07607834870894077
ACH-000820,-0.37437324163032937
ACH-000821,-0.023699882308966125
ACH-000822,-0.12881506414468236
ACH-000823,-0.17405117472650505
ACH-000824,-0.2871526315559177
ACH-000827,-0.12847065368352195
ACH-000829,-0.07294154376326221
ACH-000831,-0.10224037440243927
ACH-000832,-0.0964057568478907
ACH-000833,-0.3680112835904482
ACH-000834,-0.17656152542275286
ACH-000835,-0.11182600368064613
ACH-000836,-0.42889967368016496
ACH-000837,-0.10547249525061976
ACH-000838,-0.1903578243522749
ACH-000839,-0.2412964858155444
ACH-000840,-0.15341236001387634
ACH-000841,-0.1315498814538257
ACH-000843,-0.23240210569059944
ACH-000846,-0.16645312989386302
ACH-000847,-0.12740337672937255
ACH-000848,-0.11762630175236727
ACH-000849,-0.2682976704533774
ACH-000851,-0.14057949299161027
ACH-000855,-0.14354237838456085
ACH-000856,-0.2070377156547638
ACH-000858,-0.14879296479014828
ACH-000859,-0.2631073276163273
ACH-000861,-0.10393554749239928
ACH-000862,-0.032137258207553
ACH-000865,-0.1045329736085036
ACH-000866,-0.14463876605095036
ACH-000867,-0.09836128503214936
ACH-000869,-0.047162526916766714
ACH-000872,-0.11153983463320508
ACH-000873,-0.2991115395924919
ACH-000876,-0.09294941523739683
ACH-000878,-0.04088700685901168
ACH-000880,-0.08968282646076332
ACH-000881,-0.06055848416929632
ACH-000882,-0.1958917409192423
ACH-000884,-0.2516250333686141
ACH-000885,-0.2004316919033484
ACH-000887,-0.21482925841358333
ACH-000889,-0.09484906895445347
ACH-000896,-0.20606254366962554
ACH-000898,-0.1372330408660224
ACH-000900,-0.2581137412025257
ACH-000901,-0.16848610718553286
ACH-000905,-0.2365041257945772
ACH-000906,-0.10824426513293113
ACH-000907,-0.3314656860128996
ACH-000910,-0.15933614811408095
ACH-000911,-0.27762630027271296
ACH-000912,-0.21975649532410635
ACH-000913,-0.2162910995897576
ACH-000915,-0.0914071372831308
ACH-000916,-0.1889378969801216
ACH-000917,-0.05455197544003729
ACH-000920,-0.1874251949715397
ACH-000921,-0.2645765606464633
ACH-000924,-0.12580806462984434
ACH-000926,-0.2349172475838708
ACH-000928,-0.3067598531461456
ACH-000929,-0.4641119155998573
ACH-000932,-0.0996283778323596
ACH-000935,-0.2797711730349786
ACH-000936,-0.1975053491925287
ACH-000937,-0.425969880804176
ACH-000938,-0.03500330326037305
ACH-000939,-0.3143789306843941
ACH-000941,-0.04327023513705097
ACH-000943,-0.1217548541979755
ACH-000946,-0.24519226389050786
ACH-000947,-0.31311823030828273
ACH-000948,-0.25066060817275304
ACH-000950,-0.3063915142879142
ACH-000953,-0.11529707138874165
ACH-000954,-0.28836909492379514
ACH-000957,-0.1296427499306736
ACH-000958,-0.13853190535790064
ACH-000960,-0.04546097124673226
ACH-000963,-0.03357700607913515
ACH-000968,-0.19169686101043312
ACH-000969,-0.006974300156886299
ACH-000972,-0.21899467092405095
ACH-000973,-0.11488696634323725
ACH-000974,-0.23940533540840206
ACH-000978,-0.08065730480415434
ACH-000984,-0.23958031857171086
ACH-000986,-0.1616979589667009
ACH-000988,-0.11168404951799064
ACH-000993,-0.4052659627204221
ACH-000994,-0.08268240597160723
ACH-000996,-0.27143765212524323
ACH-001001,-0.21457523723819694
ACH-001020,-0.16241532702021058
ACH-001028,-0.08199005190129514
ACH-001031,-0.14145082289359234
ACH-001038,-0.2372855213911259
ACH-001048,-0.19385610820662397
ACH-001050,-0.08990134402458892
ACH-001053,-0.3088335315235061
ACH-001054,-0.17542531342492446
ACH-001061,-0.09321420966945056
ACH-001067,-0.2770101031282203
ACH-001075,-0.094287866015082
ACH-001096,-0.28348734301141765
ACH-001111,-0.23579869646463605
ACH-001119,-0.05682139541902531
ACH-001128,-0.20767648628703725
ACH-001134,-0.3294380804849549
ACH-001151,-0.1267143802744779
ACH-001163,-0.14551011633477534
ACH-001164,-0.2091243778172424
ACH-001183,0.039860551326169925
ACH-001192,-0.10943231374031373
ACH-001193,-0.2474845140216121
ACH-001196,-0.589220311862614
ACH-001197,-0.09420611199294143
ACH-001205,-0.22761048157685346
ACH-001211,-0.2571420818371544
ACH-001212,-0.28863373890213445
ACH-001228,-0.41423969094084223
ACH-001232,-0.12257733502574647
ACH-001239,-0.16672157140373448
ACH-001270,-0.3339664417218722
ACH-001274,-0.034954017950376434
ACH-001275,-0.16986386214162358
ACH-001277,-0.1512368937195467
ACH-001278,-0.1271167634379506
ACH-001280,-0.29255890230826376
ACH-001283,-0.06906978174134057
ACH-001289,-0.14572819202482484
ACH-001300,-0.2097855048392484
ACH-001301,-0.16844492671424113
ACH-001302,-0.04214426551375213
ACH-001306,-0.27070199796829186
ACH-001318,-0.1657108653496163
ACH-001322,-0.20176502211312716
ACH-001328,-0.33708467892232963
ACH-001332,-0.3883588067598316
ACH-001336,-0.3732336298218351
ACH-001346,-0.17319502082271548
ACH-001353,-0.18523995257828652
ACH-001354,-0.3340206302281897
ACH-001367,-0.4035413631441961
ACH-001368,-0.08340605841313779
ACH-001374,-0.12275639265262825
ACH-001377,-0.16939269027292525
ACH-001380,-0.21761723692357948
ACH-001391,0.01568384320689366
ACH-001408,-0.4360136487988856
ACH-001430,-0.2494360426530685
ACH-001431,-0.11232456510551724
ACH-001450,-0.06136142805026217
ACH-001496,-0.15711990642507093
ACH-001500,-0.17409780461487565
ACH-001523,-0.30621165872672673
ACH-001532,-0.3462049628127152
ACH-001550,-0.22270157669745266
ACH-001552,-0.023871685703554472
ACH-001554,-0.1748518201017079
ACH-001654,-0.13032516593596538
ACH-001735,-0.10379944436871584
ACH-001736,-0.2470661633155788
ACH-001737,-0.03417661264327018
ACH-001740,-0.5032321038064295
ACH-001745,-0.4682048257226094
ACH-001765,-0.5226193345510236
