,GMEB2 (26205)
ACH-000251,-0.19927826773821986
ACH-000252,-0.09482740742182116
ACH-000253,-0.24174940395015904
ACH-000255,-0.2314708879367628
ACH-000256,-0.275754316391836
ACH-000257,-0.12805522598412158
ACH-000258,-0.08185026685758934
ACH-000259,-0.3321189468363669
ACH-000260,-0.3146248109000873
ACH-000261,-0.21073953548522292
ACH-000262,-0.20108903406363585
ACH-000263,-0.06802662178458146
ACH-000264,-0.15838647049746554
ACH-000265,-0.25632762732698844
ACH-000266,-0.30791254876158924
ACH-000272,-0.2510942203803957
ACH-000274,-0.2555271442137579
ACH-000277,-0.239363611315679
ACH-000278,-0.29496714622727555
ACH-000279,-0.15478329384731088
ACH-000280,-0.2831642733353227
ACH-000281,-0.4716572909116869
ACH-000288,-0.18306721186126634
ACH-000291,-0.2813250214572907
ACH-000293,-0.10081097005472953
ACH-000294,-0.24517464540044384
ACH-000295,-0.2408640099641161
ACH-000296,-0.0937849705036441
ACH-000302,-0.2178450273595444
ACH-000304,-0.2496988304173827
ACH-000307,-0.2412461514507636
ACH-000308,-0.2781087874257889
ACH-000310,-0.12005449370494578
ACH-000311,-0.1826499042987429
ACH-000312,-0.20386304800914606
ACH-000315,-0.09021819399777604
ACH-000316,-0.08208936813716343
ACH-000317,-0.10279179623620714
ACH-000318,-0.3264049700991792
ACH-000319,-0.18906117654885746
ACH-000320,-0.363179949801211
ACH-000322,-0.3437329767360165
ACH-000323,-0.11029216908494684
ACH-000324,0.03486557207815141
ACH-000329,-0.11575290592686165
ACH-000330,-0.17916301859056838
ACH-000331,-0.249377164413062
ACH-000332,-0.2557164244749625
ACH-000334,-0.17559413925634831
ACH-000335,-0.16634150732630504
ACH-000336,-0.08759393146568051
ACH-000337,-0.3146435766002118
ACH-000338,-0.13770165784353
ACH-000339,-0.1154656368551763
ACH-000341,-0.2549423450061174
ACH-000348,-0.0997095254060836
ACH-000350,-0.16741836515981448
ACH-000352,-0.36000890509539624
ACH-000356,-0.13118832586653895
ACH-000361,-0.3169478357774909
ACH-000362,0.015987442503283045
ACH-000363,-0.2536488839773963
ACH-000364,-0.18051341884737504
ACH-000365,-0.3562027929075752
ACH-000366,-0.4320556125414937
ACH-000368,-0.2396970610224791
ACH-000374,-0.12364252478620598
ACH-000375,-0.22165558945433272
ACH-000376,-0.10284738717938784
ACH-000381,-0.3490355856678188
ACH-000383,-0.14545389630169292
ACH-000387,-0.102677376706724
ACH-000389,-0.3109714625478294
ACH-000390,-0.11698706290585925
ACH-000393,-0.2043862387039464
ACH-000395,-0.2649415025298035
ACH-000396,-0.1601201226191039
ACH-000397,-0.3293703655780464
ACH-000401,-0.473628126206976
ACH-000402,0.12391487080428296
ACH-000403,-0.3220120102850725
ACH-000404,-0.21784307921435436
ACH-000406,-0.2296625905096158
ACH-000407,-0.3070236257728575
ACH-000408,-0.050936810523069434
ACH-000410,-0.3385666893988665
ACH-000411,-0.1422622215244906
ACH-000414,-0.1906223949915276
ACH-000415,-0.17135388513835284
ACH-000416,-0.22008360496153628
ACH-000420,-0.13941121952288868
ACH-000421,-0.30669864647344913
ACH-000424,-0.325768338400015
ACH-000425,-0.25518526962965177
ACH-000426,-0.21002378446484274
ACH-000427,-0.12628366343141498
ACH-000433,-0.2225261933827492
ACH-000435,-0.2418859526581065
ACH-000436,-0.2337303023748011
ACH-000444,-0.14460096304614709
ACH-000445,-0.13017600345126076
ACH-000448,-0.1591113953428337
ACH-000450,-0.2304453998835437
ACH-000452,-0.3683663970403358
ACH-000454,-0.10803176093315583
ACH-000458,-0.08009725789111859
ACH-000459,-0.13314338356770444
ACH-000460,-0.15694897070760566
ACH-000461,-0.06009726918861773
ACH-000463,-0.25758897668512165
ACH-000464,-0.24926069263422945
ACH-000466,-0.11519706368943257
ACH-000467,-0.3150460055690046
ACH-000468,-0.16098378924370468
ACH-000469,-0.1419731984341623
ACH-000470,0.09215084488815924
ACH-000471,-0.20677330436797128
ACH-000472,-0.1470962323985802
ACH-000473,-0.21131374393197533
ACH-000475,-0.1756956342821168
ACH-000476,-0.23795727496206764
ACH-000477,-0.10277429677771796
ACH-000479,-0.0461220060162028
ACH-000480,-0.2873515866862209
ACH-000481,-0.24173942513300045
ACH-000483,-0.2053996717811038
ACH-000484,-0.3717674256038915
ACH-000485,-0.13008710925858197
ACH-000486,-0.1294127692471277
ACH-000487,-0.1737107279020399
ACH-000488,-0.34935745254057626
ACH-000490,-0.11016665309623293
ACH-000491,-0.20328277310657086
ACH-000495,-0.18889811221986325
ACH-000496,-0.11577626649964012
ACH-000499,-0.13511813754021446
ACH-000500,-0.5466738664235038
ACH-000502,-0.2112623311368517
ACH-000503,-0.28307159799149983
ACH-000505,-0.06135080047225604
ACH-000507,-0.20368822604603468
ACH-000510,-0.19320663895081247
ACH-000511,-0.1263216121396541
ACH-000512,-0.12704304992921886
ACH-000516,-0.0901792479642193
ACH-000517,-0.20149752941963356
ACH-000518,-0.25693633098544755
ACH-000520,-0.32069369004664794
ACH-000521,-0.10357402593644399
ACH-000522,-0.2821888496142823
ACH-000524,-0.1793669707375648
ACH-000527,-0.3193749331537844
ACH-000528,-0.039864083304477306
ACH-000537,-0.18664507631655045
ACH-000541,-0.3748314321601775
ACH-000542,-0.33012263180640605
ACH-000544,-0.3245501822173872
ACH-000545,-0.08179357350669199
ACH-000547,-0.08892302158155196
ACH-000548,0.13639985502288268
ACH-000549,-0.1296951914764142
ACH-000550,-0.3380422254751725
ACH-000552,-0.1327108859788951
ACH-000556,-0.15630253191391302
ACH-000557,-0.2268978261798914
ACH-000569,-0.2698977039175011
ACH-000570,-0.19174115797690028
ACH-000571,-0.2436886186739915
ACH-000573,-0.027032590254910824
ACH-000576,-0.2841058358509255
ACH-000579,0.041018451859111585
ACH-000580,-0.26495702463647697
ACH-000584,-0.23517251533830485
ACH-000585,-0.22819113231643984
ACH-000588,-0.044331096517018616
ACH-000589,-0.1315461535470755
ACH-000591,-0.3232252785309143
ACH-000593,-0.1222900115446322
ACH-000600,-0.2908807751563373
ACH-000601,-0.18119859120301948
ACH-000605,-0.12488466919559728
ACH-000606,-0.21750145319200945
ACH-000608,-0.15023462010162042
ACH-000614,-0.4340982049326232
ACH-000616,-0.31137074618114524
ACH-000618,-0.20380639560933128
ACH-000619,-0.1299951605092313
ACH-000620,-0.15988355346783342
ACH-000621,-0.2213189718276708
ACH-000622,-0.2243045528906846
ACH-000623,-0.18383878950598526
ACH-000624,-0.06689385047922666
ACH-000627,-0.20116489027267384
ACH-000630,-0.09781904964954956
ACH-000631,-0.07062691410675015
ACH-000632,-0.3143017948888792
ACH-000633,-0.2851264027844092
ACH-000637,-0.12194781263238827
ACH-000638,-0.2769471052699308
ACH-000646,-0.23502850304204614
ACH-000647,-0.1545663486916161
ACH-000648,-0.1847452825281897
ACH-000649,-0.35480112103594313
ACH-000651,-0.2296894302923796
ACH-000652,-0.2662972268460468
ACH-000653,-0.10584375592998403
ACH-000657,-0.2820799108448012
ACH-000658,-0.3089598223767915
ACH-000661,-0.17947236980963108
ACH-000662,-0.28553129741566524
ACH-000663,-0.045079230918773576
ACH-000665,-0.1025628733628381
ACH-000671,-0.3418909741461725
ACH-000672,-0.2677908264983093
ACH-000673,-0.2313636550373059
ACH-000676,-0.22194844850655995
ACH-000677,-0.17319599956383125
ACH-000681,-0.12031965238708946
ACH-000683,-0.13615803705063645
ACH-000684,-0.2610478543914288
ACH-000688,-0.19780395575254706
ACH-000693,-0.3546416951654847
ACH-000694,-0.23570056047221466
ACH-000695,-0.4309105109462104
ACH-000696,-0.16287413048272367
ACH-000697,-0.3780872114643821
ACH-000699,-0.1833174725512044
ACH-000701,-0.285671831986732
ACH-000706,-0.1605649285091238
ACH-000711,-0.15393616720555015
ACH-000713,-0.08667284464365207
ACH-000714,-0.1979914067718341
ACH-000718,-0.2051138014959364
ACH-000720,-0.3302914612744306
ACH-000721,-0.3273142570266364
ACH-000724,-0.07467393242204044
ACH-000725,-0.1870401855718768
ACH-000732,-0.08764250272106901
ACH-000734,-0.1710410889870865
ACH-000735,-0.10457067402695767
ACH-000736,-0.2909010118683225
ACH-000738,-0.19122535908853774
ACH-000746,-0.3086659495031609
ACH-000747,-0.26010849523621304
ACH-000748,-0.2253004055058244
ACH-000753,-0.1909217161231118
ACH-000756,-0.21763249669490592
ACH-000757,-0.16931453432182933
ACH-000758,-0.18595461770014535
ACH-000760,-0.18853446706950894
ACH-000762,-0.211602036532286
ACH-000763,-0.22092279683431126
ACH-000764,-0.040381625413309634
ACH-000765,-0.2435005021429656
ACH-000766,-0.3076400990075024
ACH-000767,-0.2278988293817621
ACH-000768,-0.011777780543876008
ACH-000769,-0.23931346912442525
ACH-000770,-0.21488286108058466
ACH-000771,-0.2696609517185986
ACH-000773,-0.002570398038552364
ACH-000776,-0.3332720730685693
ACH-000777,-0.1989761299774324
ACH-000778,-0.307497898468365
ACH-000781,-0.26257993724436085
ACH-000782,-0.21637244311495848
ACH-000783,-0.25752477296892273
ACH-000784,-0.1975561348437799
ACH-000785,-0.0733362276073121
ACH-000787,-0.1168762801398924
ACH-000788,-0.24932999935898426
ACH-000791,-0.2700439547508146
ACH-000792,-0.11538328340532615
ACH-000794,-0.11061911587270844
ACH-000796,-0.1978036171566552
ACH-000798,-0.07527460462904961
ACH-000799,-0.2459238937727792
ACH-000800,-0.2489310359972894
ACH-000802,-0.12207328487969993
ACH-000804,0.04727516305374473
ACH-000805,-0.2914866084928597
ACH-000809,-0.07336100022633907
ACH-000810,-0.24187688316018124
ACH-000811,-0.2807611272202066
ACH-000817,-0.07719447442864652
ACH-000819,-0.25084785644048196
ACH-000820,0.05298155219513855
ACH-000821,-0.09003552977594573
ACH-000822,-0.15484591991902927
ACH-000823,-0.3286698237008773
ACH-000824,-0.1266029852257637
ACH-000827,-0.2705358826690464
ACH-000829,-0.193193306979831
ACH-000831,-0.12087257284472246
ACH-000832,-0.17520227467216407
ACH-000833,-0.1600051128443038
ACH-000834,-0.2529231984454021
ACH-000835,-0.17085830473155758
ACH-000836,-0.05286110470051271
ACH-000837,-0.10404151503777584
ACH-000838,-0.27230896952577177
ACH-000839,-0.3159876963046343
ACH-000840,-0.1877102238489543
ACH-000841,-0.3996637360155851
ACH-000843,-0.3115325792929497
ACH-000846,-0.11005790932003134
ACH-000847,-0.3360733535403452
ACH-000848,-0.3004664422372447
ACH-000849,-0.157233531924291
ACH-000851,-0.5146971016824718
ACH-000855,-0.0030743111002638013
ACH-000856,-0.2524745725415157
ACH-000858,-0.27627619765042083
ACH-000859,-0.1113377615662738
ACH-000861,-0.09640643217704917
ACH-000862,-0.31942419121031274
ACH-000865,-0.1707427050407081
ACH-000866,-0.2300681587957729
ACH-000867,-0.0938934148058604
ACH-000869,-0.1881048181229067
ACH-000872,-0.2423809354732608
ACH-000873,-0.4854188182178754
ACH-000876,-0.21680489968883304
ACH-000878,-0.3050106286341336
ACH-000880,0.030955836216362907
ACH-000881,0.052457825318404434
ACH-000882,-0.15929089321184012
ACH-000884,-0.307976957774462
ACH-000885,-0.3294691787139093
ACH-000887,-0.11521084409087053
ACH-000889,-0.11870979790257427
ACH-000896,-0.06816734752791105
ACH-000898,-0.12355401455427835
ACH-000900,-0.2094398646934385
ACH-000901,-0.04433735050743343
ACH-000905,-0.2108888404325956
ACH-000906,-0.13065488505454856
ACH-000907,-0.22495969092909826
ACH-000910,-0.033621280087979225
ACH-000911,-0.15423071617239986
ACH-000912,-0.3943996043272525
ACH-000913,-0.1280551149968577
ACH-000915,-0.25060178785537074
ACH-000916,-0.16374961084711562
ACH-000917,-0.1832813860693634
ACH-000920,-0.41118269143114095
ACH-000921,-0.3365230898992935
ACH-000924,-0.1676795476930297
ACH-000926,-0.23702131543354765
ACH-000928,-0.10375400739717627
ACH-000929,-0.1686305674947511
ACH-000932,-0.20485311982208312
ACH-000935,-0.3622013323022661
ACH-000936,-0.18273277614372516
ACH-000937,-0.16305339922398146
ACH-000938,-0.021237688910662352
ACH-000939,0.035396237921310886
ACH-000941,-0.2972618318669593
ACH-000943,-0.11202647630582813
ACH-000946,-0.3493256517141634
ACH-000947,-0.35442814584110033
ACH-000948,-0.08604477063133725
ACH-000950,-0.13156722086642944
ACH-000953,-0.13350352792816572
ACH-000954,-0.20867626827227426
ACH-000957,-0.07340751788953018
ACH-000958,-0.16265060690816824
ACH-000960,-0.0066153194392775715
ACH-000963,-0.36758712012090494
ACH-000968,-0.2560294506482573
ACH-000969,0.005318536760914149
ACH-000972,-0.2586570847155003
ACH-000973,-0.15878035769584414
ACH-000974,-0.08660253398645341
ACH-000978,-0.2792641552991843
ACH-000984,-0.24971763926750076
ACH-000986,-0.16132218265950055
ACH-000988,-0.157093806857469
ACH-000993,-0.37177251499201297
ACH-000994,-0.3384785967688918
ACH-000996,-0.3858196153367404
ACH-001001,-0.21918450836189068
ACH-001020,-0.07675397301201317
ACH-001028,-0.24310465941906306
ACH-001031,-0.1339888682088623
ACH-001038,-0.1800848126108023
ACH-001048,-0.21379679176987626
ACH-001050,-0.3492434922864529
ACH-001053,-0.281906868838272
ACH-001054,-0.3750774268489673
ACH-001061,-0.1848475153996782
ACH-001067,-0.5705305448059829
ACH-001075,-0.26388946980437183
ACH-001096,-0.2824136641093225
ACH-001111,-0.07830298346739742
ACH-001119,-0.09600699908128152
ACH-001128,0.5189142556049583
ACH-001134,-0.10956957054666816
ACH-001151,-0.3183517733285708
ACH-001163,-0.1848392179462497
ACH-001164,-0.2150011920818896
ACH-001183,-0.29342978198710584
ACH-001192,-0.2524600494847861
ACH-001193,-0.11265846030940872
ACH-001196,-0.1408104112000196
ACH-001197,-0.2894576852227628
ACH-001205,-0.054109974363400204
ACH-001211,-0.225885878718942
ACH-001212,-0.2405252440596124
ACH-001228,-0.03442491545689018
ACH-001232,-0.21992650987306706
ACH-001239,-0.29650286530694064
ACH-001270,-0.2073442205497832
ACH-001274,-0.1004151758914616
ACH-001275,-0.3237314933986425
ACH-001277,-0.027750046718938087
ACH-001278,-0.3714674467115985
ACH-001280,-0.2722072353562676
ACH-001283,-0.1591651263203066
ACH-001289,-0.1877617846295734
ACH-001300,-0.33448266004835303
ACH-001301,-0.34489614493188875
ACH-001302,-0.29603000301726706
ACH-001306,-0.0892010022432402
ACH-001318,0.025814039300021904
ACH-001322,-0.3593994096442191
ACH-001328,-0.2650383728969712
ACH-001332,-0.19402056502502746
ACH-001336,-0.020043827695671205
ACH-001346,-0.069257591927751
ACH-001353,-0.1989068721748748
ACH-001354,-0.22016475602454724
ACH-001367,-0.2075896687587495
ACH-001368,-0.24093653389718014
ACH-001374,-0.22152023844896487
ACH-001377,-0.26371972881295724
ACH-001380,-0.4114711777239404
ACH-001391,-0.3644418615518304
ACH-001408,-0.24019261100721803
ACH-001430,-0.14389063862378698
ACH-001431,-0.3663343004760267
ACH-001450,-0.24724899440151554
ACH-001496,-0.06808844966183954
ACH-001500,-0.2765102422897093
ACH-001523,-0.07318613496666157
ACH-001532,-0.24150437652532844
ACH-001550,-0.13046288637005407
ACH-001552,-0.3213734709764445
ACH-001554,-0.19345787072509052
ACH-001654,-0.1669164844896691
ACH-001735,-0.09981405801249854
ACH-001736,-0.24273330657145675
ACH-001737,-0.044354239588430884
ACH-001740,-0.21990463271633814
ACH-001745,-0.221741614287568
ACH-001765,-0.18245633880962053
