,NUBP1 (4682)
ACH-000004,-0.8730336208854587
ACH-000005,-1.0853725730391106
ACH-000007,-0.7885795673054468
ACH-000009,-0.7374144600143854
ACH-000011,-0.6051030380632669
ACH-000012,-0.5523100946497635
ACH-000013,-0.7886503707010095
ACH-000014,-0.7515228935115817
ACH-000015,-0.7772009670594134
ACH-000017,-0.5732172116718361
ACH-000018,-0.6312149244470171
ACH-000019,-0.545672476645385
ACH-000021,-0.6283804933561651
ACH-000022,-0.7140892629756228
ACH-000025,-0.7649495688801059
ACH-000028,-0.4711085667854174
ACH-000030,-0.71416040886133
ACH-000035,-0.7811102393039574
ACH-000036,-0.6032743022538962
ACH-000037,-0.20213262312098
ACH-000039,-0.8167217174864686
ACH-000040,-0.5585044012310755
ACH-000041,-0.8376126825338239
ACH-000042,-0.6375384463376704
ACH-000045,-0.6047602855301404
ACH-000047,-0.4758429550285727
ACH-000052,-0.5782701014575242
ACH-000053,-0.5699263499043205
ACH-000054,-0.7669448522920892
ACH-000055,-0.6782568276940539
ACH-000060,-0.6907930902689899
ACH-000067,-0.8134053638685905
ACH-000070,-0.5834144728276729
ACH-000075,-0.4595301863524398
ACH-000078,-0.6758119723352334
ACH-000082,-0.9482298829999879
ACH-000085,-0.7053257786280075
ACH-000086,-0.7439465320557666
ACH-000087,-0.4767579363155607
ACH-000092,-0.6626560856363946
ACH-000095,-0.6244100309897898
ACH-000097,-0.6126203163105988
ACH-000098,-0.7890090979113181
ACH-000099,-0.5827257502448552
ACH-000108,-0.6448630743336069
ACH-000113,-0.6814072081834404
ACH-000116,-0.583818307237566
ACH-000118,-0.6750622966930371
ACH-000120,-0.8475700138428671
ACH-000123,-0.7362485275575286
ACH-000127,-0.7619605159827547
ACH-000128,-0.8733283525996371
ACH-000132,-0.6359032360990851
ACH-000133,-0.6272831774644251
ACH-000137,-0.8454351681230503
ACH-000138,-0.5711389135325919
ACH-000142,-0.7899605676209508
ACH-000143,-0.7415777425976185
ACH-000146,-0.613344966976114
ACH-000148,-0.9607752323648526
ACH-000150,-0.589892570994202
ACH-000152,-0.4848869028421529
ACH-000153,-0.9360535351904044
ACH-000159,-0.7995304291292389
ACH-000160,-0.6436414771905253
ACH-000163,-0.6208150553280976
ACH-000167,-1.3303668044287669
ACH-000168,-0.6954512084634833
ACH-000169,-0.9484511413253116
ACH-000178,-0.5906355700242139
ACH-000183,-0.5383250288489887
ACH-000188,-0.4969682484367694
ACH-000189,-0.8286105678294711
ACH-000190,-0.4283268215096012
ACH-000198,-0.7132947068417252
ACH-000203,-1.0634299433572378
ACH-000204,-0.8726661941656112
ACH-000206,-0.8588597869504307
ACH-000207,-0.5873111541187032
ACH-000208,-0.8540469707308895
ACH-000210,-0.964809655708754
ACH-000211,-0.6662161765223589
ACH-000215,-0.715496257479721
ACH-000221,-0.6622327333200306
ACH-000222,-0.5196983232440635
ACH-000223,-0.8617109818310075
ACH-000226,-0.6938705994411852
ACH-000227,-0.8944252255365654
ACH-000228,-0.8146963697345629
ACH-000231,-0.6806878806362258
ACH-000232,-0.7085873775242686
ACH-000233,-0.6095119129313771
ACH-000234,-0.5432047252844083
ACH-000235,-0.5212642410616066
ACH-000237,-0.824981572491889
ACH-000238,-0.5575954538757799
ACH-000242,-0.8200758610143096
ACH-000243,-0.7835651522298496
ACH-000244,-0.7437970060096862
ACH-000246,-0.5771814680368688
ACH-000248,-0.484972573544733
ACH-000250,-0.7093161025926493
ACH-000251,-0.7454799632190369
ACH-000252,-0.41699937923974617
ACH-000253,-0.6987553882922998
ACH-000255,-0.7600900559127349
ACH-000256,-0.5121452814348342
ACH-000257,-0.40543848731165466
ACH-000258,-0.5223681260214621
ACH-000259,-0.9375474828682926
ACH-000260,-0.903961181587964
ACH-000261,-0.7418974144276616
ACH-000262,-0.7443121461932961
ACH-000263,-0.6529022510313016
ACH-000264,-0.7012726407817719
ACH-000265,-0.8484198531823215
ACH-000266,-0.7889131633484077
ACH-000272,-0.7021835294663131
ACH-000274,-0.7969669586073191
ACH-000277,-0.4503719764589956
ACH-000278,-0.7710238888132296
ACH-000279,-0.7705633507284902
ACH-000280,-0.7419515006465891
ACH-000281,-0.7522328763202104
ACH-000288,-0.7006961015186509
ACH-000291,-0.8040005115472196
ACH-000293,-0.8584835759415279
ACH-000294,-0.802899649971165
ACH-000295,-0.36604144053304943
ACH-000296,-0.6453125403854607
ACH-000302,-0.7564736524449402
ACH-000304,-0.8584641568311289
ACH-000307,-0.6865104656039211
ACH-000308,-0.5406940862942509
ACH-000310,-0.29719097122152
ACH-000311,-0.7234571883384711
ACH-000312,-0.8072796315788334
ACH-000315,-0.6939248609916325
ACH-000316,-0.7523824919250583
ACH-000317,-0.8309271447890466
ACH-000318,-0.6925834530185818
ACH-000319,-0.612876747970205
ACH-000320,-0.7153966930737815
ACH-000322,-0.7617339629100129
ACH-000323,-0.6357460633371336
ACH-000324,-0.6676866887330081
ACH-000329,-0.6395562275582234
ACH-000330,-0.6791754568208425
ACH-000331,-0.8472483759298174
ACH-000332,-0.7884044262972546
ACH-000334,-0.39498081475096597
ACH-000335,-0.5163357830409305
ACH-000336,-0.6019815229565131
ACH-000337,-0.7466577359352308
ACH-000338,-1.1083973081092366
ACH-000339,-0.7275222220379133
ACH-000341,-0.5693378874289469
ACH-000348,-0.7132179003991828
ACH-000350,-0.5942280281959351
ACH-000352,-0.4455109037354819
ACH-000356,-0.6401779314370873
ACH-000361,-0.8871679525749129
ACH-000362,-0.6361686584831935
ACH-000363,-0.7499445575550593
ACH-000364,-0.6593865231860259
ACH-000365,-0.6517220475973959
ACH-000366,-0.8014134366055173
ACH-000368,-0.9360933992091568
ACH-000374,-0.5943537405765944
ACH-000375,-0.5975998907899419
ACH-000376,-0.7961999631779643
ACH-000381,-0.6624676730156074
ACH-000383,-0.456443337967185
ACH-000387,-0.823696929978699
ACH-000389,-0.48240485311068
ACH-000390,-0.8819442469802914
ACH-000393,-0.7111988828617319
ACH-000395,-0.5499119634930874
ACH-000396,-0.2936042527591128
ACH-000397,-0.7927029536951873
ACH-000401,-0.7764980571552625
ACH-000402,-0.6966483247757347
ACH-000403,-0.6863713318486079
ACH-000404,-0.9738784440552802
ACH-000406,-0.7028441066498872
ACH-000407,-0.8215179829255598
ACH-000408,-0.8430740317408866
ACH-000410,-0.8110991513076315
ACH-000411,-0.8356355586821521
ACH-000414,-0.4266656882271028
ACH-000415,-0.7824375060055934
ACH-000416,-0.6629625180689142
ACH-000420,-0.6480562821900396
ACH-000421,-0.7369502280349012
ACH-000424,-0.7772684220089773
ACH-000425,-0.5334704876627054
ACH-000426,-0.9475050731182256
ACH-000427,-0.2476225254530136
ACH-000433,-0.7403264759160835
ACH-000435,-0.7688212447039846
ACH-000436,-0.6868722187104853
ACH-000444,-0.5914442981690491
ACH-000445,-0.6436990078526735
ACH-000448,-0.5568380968671252
ACH-000450,-0.5210917193581104
ACH-000452,-0.7162955349364796
ACH-000454,-0.6716807583014369
ACH-000458,-0.7630488433172836
ACH-000459,-0.5903711735229475
ACH-000460,-0.6064534109678948
ACH-000461,-0.6737449714754349
ACH-000463,-0.5552662300885131
ACH-000464,-0.8693339255270519
ACH-000466,-0.7525128757827967
ACH-000467,-0.5542411733333409
ACH-000468,-0.6032929572960497
ACH-000469,-0.7501952825484978
ACH-000470,-0.7455251611279471
ACH-000471,-0.7097976452188199
ACH-000472,-0.7294514810975795
ACH-000473,-0.4958477819188543
ACH-000475,-0.6527518597371054
ACH-000476,-0.8050198348940655
ACH-000477,-0.7808160157594156
ACH-000479,-0.931871397593938
ACH-000480,-0.5237434564714398
ACH-000481,-0.8792996454071991
ACH-000483,-0.796003029907428
ACH-000484,-0.7587227510667064
ACH-000485,-0.7236468715066917
ACH-000486,-0.7436965350996569
ACH-000487,-0.6462655452653359
ACH-000488,-0.5728404537709625
ACH-000490,-0.77854823189263
ACH-000491,-0.386760132541063
ACH-000495,-0.8569640666962568
ACH-000496,-0.8228603487484517
ACH-000499,-1.0292952401175504
ACH-000500,-0.4752774937098133
ACH-000502,-0.5551175494020624
ACH-000503,-0.7171099902660333
ACH-000505,-0.7676886132091636
ACH-000507,-0.6365671056778512
ACH-000510,-0.5942051014518374
ACH-000511,-0.8408825070152576
ACH-000512,-0.8545834549648901
ACH-000516,-0.913142260597824
ACH-000517,-0.8459112707693821
ACH-000518,-0.6124894763774631
ACH-000520,-0.515242753291929
ACH-000521,-1.000274235081989
ACH-000522,-0.7308891554541621
ACH-000524,-0.6599391774821735
ACH-000527,-0.7263669156047209
ACH-000528,-0.6739502103364773
ACH-000537,-0.5827991663484932
ACH-000541,-0.6510736837104869
ACH-000542,-0.6131017904364926
ACH-000544,-0.5521534592054355
ACH-000545,-0.5455797690430548
ACH-000547,-0.4238649937455595
ACH-000548,-0.6807037608432859
ACH-000549,-0.7436413086268038
ACH-000550,-0.6654060280177378
ACH-000552,-0.7013708403887626
ACH-000556,-0.5953508590069952
ACH-000557,-0.7639056744271618
ACH-000569,-0.7222707752682579
ACH-000570,-0.6262058111720417
ACH-000571,-0.6848546110249549
ACH-000573,-0.7979821038669186
ACH-000576,-0.7557933942390763
ACH-000579,-0.6482607931651491
ACH-000580,-0.625947061019991
ACH-000584,-0.7642059934363641
ACH-000585,-0.7981319513988872
ACH-000588,-0.5466485398421216
ACH-000589,-0.8104907251138119
ACH-000591,-0.7804499375668706
ACH-000593,-0.6722288985385358
ACH-000600,-0.7029241859129417
ACH-000601,-0.6977209437792604
ACH-000605,-0.7052883693162076
ACH-000606,-0.7123095137136222
ACH-000608,-0.4219988151974519
ACH-000614,-0.5386132022710192
ACH-000616,-0.6717519621275756
ACH-000618,-0.7866532848799008
ACH-000619,-0.6481244320846129
ACH-000620,-0.708619674869918
ACH-000621,-0.675011225421736
ACH-000622,-0.8786887047929363
ACH-000623,-0.6799961122732888
ACH-000624,-0.6321851696468332
ACH-000627,-0.5486329378977836
ACH-000630,-0.7553171042760275
ACH-000631,-0.14311109243019118
ACH-000632,-0.7934973257771106
ACH-000633,-0.6496207266898765
ACH-000637,-0.90205867921793
ACH-000638,-0.6423517952639033
ACH-000646,-0.2974824390687749
ACH-000647,-0.5861634768044107
ACH-000648,-0.9445320623903104
ACH-000649,-0.67081881776865
ACH-000651,-0.6719799693675805
ACH-000652,-0.6756058493769556
ACH-000653,-0.5464410250682189
ACH-000657,-0.6860964083371052
ACH-000658,-0.7479873533512564
ACH-000661,-0.7508887682230407
ACH-000662,-0.5149630430878372
ACH-000663,-0.7566809929300734
ACH-000665,-0.6026577536930335
ACH-000671,-0.7975630122129255
ACH-000672,-0.8346328721613119
ACH-000673,-0.5860742386419948
ACH-000676,-0.5486804140836824
ACH-000677,-0.6123192245303855
ACH-000681,-0.6998666346777515
ACH-000683,-0.6850984865371189
ACH-000684,-0.8642211312618053
ACH-000688,-0.8804253874301815
ACH-000693,-0.6644246091421456
ACH-000694,-0.5983982314613302
ACH-000695,-0.4923317467389333
ACH-000696,-0.7397562695154762
ACH-000697,-0.5826610834833329
ACH-000699,-0.8074885508617197
ACH-000701,-0.6313599315341636
ACH-000706,-0.6399603866059766
ACH-000711,-0.6876675472453764
ACH-000713,-0.7623004155848072
ACH-000714,-0.5863112453949391
ACH-000718,-0.7390038680827119
ACH-000720,-0.7240617237902993
ACH-000721,-0.4778517448587688
ACH-000724,-0.5937225354894691
ACH-000725,-0.7743594269780912
ACH-000732,-0.8214587795321138
ACH-000734,-0.6703041750037446
ACH-000735,-0.6787873309512114
ACH-000736,-0.8018750264486848
ACH-000738,-0.7453476278651993
ACH-000746,-0.4539791490454414
ACH-000747,-0.8249734961814201
ACH-000748,-0.7951528481321379
ACH-000753,-0.4256997926734563
ACH-000756,-0.8539190000431836
ACH-000757,-0.7954364836954492
ACH-000758,-0.7024171384621324
ACH-000760,-0.7238938913822548
ACH-000762,-0.6479390519460667
ACH-000763,-0.6443806991621792
ACH-000764,-0.4638590202978327
ACH-000765,-0.8480943657454895
ACH-000766,-0.7377273901811876
ACH-000767,-0.44575315262416376
ACH-000768,-0.6943555004650382
ACH-000769,-0.6944696890552358
ACH-000770,-0.8502795929381313
ACH-000771,-0.6966204983353266
ACH-000773,-0.6967093549826946
ACH-000776,-0.7389076285918836
ACH-000777,-0.5149212597165744
ACH-000778,-0.9322006446160714
ACH-000781,-0.7885049445871779
ACH-000782,-0.5925966934605118
ACH-000783,-0.703984019699903
ACH-000784,-0.7429750788831738
ACH-000785,-0.7615916486279001
ACH-000787,-0.6539927010724208
ACH-000788,-0.6102116475214884
ACH-000791,-0.7456822497952121
ACH-000792,-0.6616344707394931
ACH-000794,-0.687106695543651
ACH-000796,-0.6358519038383212
ACH-000798,-0.8751033767328863
ACH-000799,-0.5599180635912733
ACH-000800,-1.0013466227658414
ACH-000802,-0.7089284296478103
ACH-000804,-0.49585838611887
ACH-000805,-0.5766881871219471
ACH-000809,-0.5394916425367811
ACH-000810,-0.8625544732845274
ACH-000811,-0.6501051037817132
ACH-000817,-0.5663794772669661
ACH-000819,-0.7851676936938732
ACH-000820,-0.8040541765068634
ACH-000821,-0.59844912427169
ACH-000822,-0.6796720538332183
ACH-000823,-0.7169642075684152
ACH-000824,-0.5713988954069086
ACH-000827,-0.5694986238745462
ACH-000829,-0.6141884017959749
ACH-000831,-0.3511446308728312
ACH-000832,-0.741348006309649
ACH-000833,-0.6246192710075367
ACH-000834,-0.7259343965801431
ACH-000835,-0.8888116162504844
ACH-000836,-0.7023630509923569
ACH-000837,-0.8217622968713457
ACH-000838,-0.7909830384681139
ACH-000839,-0.5538276151242939
ACH-000840,-0.267824932515848
ACH-000841,-0.8651122673118786
ACH-000843,-0.7841857031600498
ACH-000846,-0.6818635176331231
ACH-000847,-0.6096864740872939
ACH-000848,-0.7230660543460589
ACH-000849,-0.7607476968132278
ACH-000851,-0.5285039049683596
ACH-000855,-0.6688521497248516
ACH-000856,-0.554169517763779
ACH-000858,-0.6381237688356648
ACH-000859,-0.8664063833866733
ACH-000861,-0.6640886277765621
ACH-000862,-0.6389205124105173
ACH-000865,-0.578838611835359
ACH-000866,-0.8353858005402286
ACH-000867,-0.6521184265728208
ACH-000869,-0.7569410454847992
ACH-000872,-0.8500402649213386
ACH-000873,-0.38026831168212816
ACH-000876,-0.4556647860362588
ACH-000878,-0.6050878670577493
ACH-000880,-0.7317816138745328
ACH-000881,-0.6407630533735071
ACH-000882,-0.6878990987385065
ACH-000884,-0.7219659377233755
ACH-000885,-0.6616020221398202
ACH-000887,-0.6444879784284775
ACH-000889,-0.7017670729316229
ACH-000896,-0.7374914951186134
ACH-000898,-0.6366951468492719
ACH-000900,-0.7992044907285801
ACH-000901,-0.7766243129359043
ACH-000905,-0.5487137245009192
ACH-000906,-0.8153703358387607
ACH-000907,-0.670335821983798
ACH-000910,-0.6356114727947959
ACH-000911,-0.6254236511736027
ACH-000912,-0.6591741566370481
ACH-000913,-0.7775312028417671
ACH-000915,-0.7155403977115673
ACH-000916,-0.7680431940439074
ACH-000917,-0.8544773068921468
ACH-000920,-1.0241144340151074
ACH-000921,-0.6710444377141257
ACH-000924,-0.4963338628128462
ACH-000926,-0.5183007172290749
ACH-000928,-0.7933801609821479
ACH-000929,-0.7576947250138871
ACH-000932,-0.6496725217631134
ACH-000935,-0.873525594306049
ACH-000936,-0.6472911044164779
ACH-000937,-0.5941598165759192
ACH-000938,-0.6961775720712031
ACH-000939,-0.6449264573007288
ACH-000941,-0.6508068906623361
ACH-000943,-0.748251883861043
ACH-000946,-0.5100342497199852
ACH-000947,-0.6044867605028423
ACH-000948,-0.7710043349874236
ACH-000950,-0.7330799440566805
ACH-000953,-0.6502911672180908
ACH-000954,-1.3252620743270058
ACH-000957,-0.3595351715228534
ACH-000958,-0.7096393066125336
ACH-000960,-0.4496601126671424
ACH-000963,-0.4547226911891157
ACH-000968,-0.7134665026503959
ACH-000969,-0.7594867685237034
ACH-000972,-0.7248556854588839
ACH-000973,-0.6384794190846486
ACH-000974,-0.6639301591750747
ACH-000978,-0.4455121142411487
ACH-000984,-0.4842694409596626
ACH-000986,-0.3038308513689879
ACH-000988,-0.9025437180572562
ACH-000993,-0.6270314310307075
ACH-000994,-0.46977528239954
ACH-000996,-0.4531767940275335
ACH-001001,-0.6488812809679998
ACH-001020,-0.7312286188891949
ACH-001028,-0.5594789240401037
ACH-001031,-0.5885285946828559
ACH-001038,-0.7024215092985012
ACH-001048,-0.8035270546450289
ACH-001050,-0.5666038799248848
ACH-001053,-0.8666299767133736
ACH-001054,-0.7797601131510931
ACH-001061,-0.7968220119510356
ACH-001067,-0.6253473542105271
ACH-001075,-0.8360243801232051
ACH-001096,-0.8230108324220332
ACH-001111,-0.6990094819701667
ACH-001119,-0.6971970153069064
ACH-001128,-0.3478482005055843
ACH-001134,-0.6800435835818263
ACH-001151,-0.7062784521056559
ACH-001163,-0.6655439860761673
ACH-001164,-0.8378390456452656
ACH-001183,-0.6610697431729905
ACH-001192,-1.1395108341030946
ACH-001193,-0.3740457150903549
ACH-001196,-0.4477296642150359
ACH-001197,-0.6318045791923591
ACH-001205,-0.5094152083154003
ACH-001211,-0.4025738629654996
ACH-001212,-0.7316069514855333
ACH-001228,-0.6147834487150821
ACH-001232,-0.933388748429268
ACH-001239,-0.7669651265598503
ACH-001270,-0.7501253202550977
ACH-001274,-0.7103980511522389
ACH-001275,-0.46073413709823996
ACH-001277,-0.5249513350324176
ACH-001278,-0.4880253679331665
ACH-001280,-0.6580209382334113
ACH-001283,-0.8478391202441503
ACH-001289,-0.5192111747921083
