,FLG (2312)
ACH-000004,0.31723175572136825
ACH-000005,0.07227345208422523
ACH-000007,0.015801852097134975
ACH-000009,0.050774437802230565
ACH-000011,-0.03208433158652203
ACH-000012,0.14641170571492654
ACH-000013,0.2343071679933645
ACH-000014,0.17830390828006518
ACH-000015,0.1235248482360866
ACH-000017,0.1576731333792866
ACH-000018,0.1476672598357874
ACH-000019,-0.08143381237763464
ACH-000021,0.10552065699441768
ACH-000022,0.03472942142137162
ACH-000025,0.07406873270700064
ACH-000028,0.03300994279985613
ACH-000030,0.185615816078479
ACH-000035,0.19998097283910612
ACH-000036,0.10073264186695724
ACH-000037,0.2141551228140364
ACH-000039,0.10497727541820846
ACH-000040,0.04712639750818446
ACH-000041,0.12930335975279125
ACH-000042,0.052269994513529684
ACH-000045,0.16982264394048266
ACH-000047,0.17666183765563664
ACH-000052,0.1699594878265379
ACH-000053,0.03505886554408828
ACH-000054,0.09384584466097673
ACH-000055,0.03405037176101477
ACH-000060,0.026173983249343388
ACH-000067,0.137668872455985
ACH-000070,0.1662448894100558
ACH-000075,0.1994729990101218
ACH-000078,0.049484338698393984
ACH-000082,0.15560773600049274
ACH-000085,0.06772162843350119
ACH-000086,0.08633022048525721
ACH-000087,0.2509777436215476
ACH-000092,0.09904902118212236
ACH-000095,0.14697131037063393
ACH-000097,0.0005089297745842799
ACH-000098,0.2118693787674442
ACH-000099,0.12003732483973024
ACH-000108,0.2015166602035737
ACH-000113,0.07349590730356298
ACH-000116,0.1034800623844767
ACH-000118,0.13049415952066748
ACH-000120,-0.024472244401055512
ACH-000123,0.14759439276109734
ACH-000127,0.14205904896235738
ACH-000128,0.06981065056648485
ACH-000132,0.1668288409350723
ACH-000133,0.13079150236377407
ACH-000137,0.19371134154454966
ACH-000138,0.13877745959092747
ACH-000142,0.03572196980485174
ACH-000143,0.17776822420619973
ACH-000146,0.20033003368691404
ACH-000148,0.024284875708511868
ACH-000150,0.1612009234381825
ACH-000152,0.23057264495644814
ACH-000153,-0.060820053375801326
ACH-000159,0.15956222156198013
ACH-000160,0.10283660655651944
ACH-000163,-0.14524628704194034
ACH-000167,-0.2731573116527015
ACH-000168,0.13935972737687038
ACH-000169,0.08556104418180638
ACH-000178,0.3043569874568242
ACH-000183,0.11621357442155965
ACH-000188,-0.004832835384426725
ACH-000189,0.07334380445271478
ACH-000190,0.0982798089074607
ACH-000198,0.16080227778460782
ACH-000203,0.3967966278095607
ACH-000204,0.1549829470656751
ACH-000206,0.19064187999603704
ACH-000207,0.2364564412476628
ACH-000208,-0.11060687462227728
ACH-000210,0.09403701028421324
ACH-000211,0.11290515145157905
ACH-000215,0.10777135287274572
ACH-000221,0.06774792128721252
ACH-000222,0.049894474031914604
ACH-000223,0.21172143192083384
ACH-000226,0.09305776837519884
ACH-000227,0.1020561184456974
ACH-000228,-0.03153768605554275
ACH-000231,0.1288605321080379
ACH-000232,0.2620969307367422
ACH-000233,0.019094124934560718
ACH-000234,0.030379124043774814
ACH-000235,0.026082378377374014
ACH-000237,0.09905354808247506
ACH-000238,0.0903814585151076
ACH-000242,0.43343576277523305
ACH-000243,0.10309678993590883
ACH-000244,0.20738286312350526
ACH-000246,0.16948441306689346
ACH-000248,0.14212989970045675
ACH-000250,0.07550819132674343
ACH-000251,0.10413061557586736
ACH-000252,0.08963714566164846
ACH-000253,0.07031163147767784
ACH-000255,0.16625989774893335
ACH-000256,0.03774816296236805
ACH-000257,0.05797511437497525
ACH-000258,0.02899716480999189
ACH-000259,0.0694985128690117
ACH-000260,0.2392958524213551
ACH-000261,0.1743159336075217
ACH-000262,0.13971894331763515
ACH-000263,-0.05816813724423104
ACH-000264,0.1395976808232405
ACH-000265,0.2567996926871437
ACH-000266,0.060035102965333924
ACH-000272,0.08501646326147297
ACH-000274,0.1809832680444328
ACH-000277,0.2975357784339113
ACH-000278,0.058961494997050376
ACH-000279,0.13082421234737038
ACH-000280,0.0044152745083303226
ACH-000281,0.14564981077376962
ACH-000288,0.10470679392567518
ACH-000291,0.07693473740231753
