,HIST1H3H (8357)
ACH-000004,-0.1049983114569747
ACH-000005,-0.43767356201934265
ACH-000007,-0.15705339446348165
ACH-000009,-0.1532162167992259
ACH-000011,-0.15553985706018894
ACH-000012,-0.2084064160837444
ACH-000013,-0.10752431421484446
ACH-000014,-0.2886285618279288
ACH-000015,-0.28040878378167944
ACH-000017,-0.2004818967935744
ACH-000018,-0.3854548030664514
ACH-000019,-0.07787188324817791
ACH-000021,-0.1190651902672959
ACH-000022,-0.2486935676786321
ACH-000025,-0.3158988282709961
ACH-000028,-0.1727219990275603
ACH-000030,-0.14979445653568718
ACH-000035,-0.40965335530103375
ACH-000036,0.003603329502147183
ACH-000037,-0.03155973966024708
ACH-000039,-0.1244115263551006
ACH-000040,-0.21263321863500675
ACH-000041,-0.17562058730192187
ACH-000042,-0.1171220951426358
ACH-000045,-0.1791912560520096
ACH-000047,-0.25841727377048085
ACH-000052,-0.403181247872639
ACH-000053,-0.034873337037366094
ACH-000054,-0.129388201978566
ACH-000055,-0.11756915400552312
ACH-000060,-0.21452347437702665
ACH-000067,-0.3574020030631169
ACH-000070,-0.09784639828683857
ACH-000075,-0.3571599022322526
ACH-000078,-0.1546666613150627
ACH-000082,-0.17509516242141376
ACH-000085,-0.24019904605922554
ACH-000086,-0.2663128315709851
ACH-000087,-0.2219991034223826
ACH-000092,-0.2483277841086907
ACH-000095,-0.16300271049635262
ACH-000097,-0.019070874752935348
ACH-000098,-0.13729350355566244
ACH-000099,-0.09282811002472492
ACH-000108,-0.15563407619003108
ACH-000113,-0.3040062194092962
ACH-000116,-0.14399222067973344
ACH-000118,-0.2895823435103318
ACH-000120,-0.06627582924931003
ACH-000123,-0.3039391326058545
ACH-000127,-0.1474946326396625
ACH-000128,-0.10238453039407104
ACH-000132,-0.12371820718587767
ACH-000133,-0.07903374023547355
ACH-000137,-0.3525220160436793
ACH-000138,-0.1768212436308883
ACH-000142,-0.15113489043234302
ACH-000143,-0.0947765712846235
ACH-000146,-0.17224862367017515
ACH-000148,-0.10721584821611248
ACH-000150,0.09665213190050732
ACH-000152,-0.19051766158807834
ACH-000153,-0.2830577888626117
ACH-000159,-0.15158436843657805
ACH-000160,-0.1869148220528524
ACH-000163,-0.23285044531285445
ACH-000167,-0.5624156950401556
ACH-000168,-0.270890933270988
ACH-000169,-0.286675395826049
ACH-000178,-0.18081918556014653
ACH-000183,-0.2684855203744592
ACH-000188,-0.18240094086460626
ACH-000189,-0.02640496159424429
ACH-000190,-0.14382757199075427
ACH-000198,-0.22969204163535356
ACH-000203,-0.0674958494075532
ACH-000204,-0.08360626161091282
ACH-000206,-0.3234620929962482
ACH-000207,-0.23139003197116506
ACH-000208,-0.4560319760315841
ACH-000210,-0.19897942142756408
ACH-000211,-0.14429015800567555
ACH-000215,-0.17302031636723808
ACH-000221,-0.15792192021340942
ACH-000222,-0.04698496224176277
ACH-000223,-0.13511498531496127
ACH-000226,-0.03256252990527314
