,AGRP (181)
ACH-000004,0.08162026410629182
ACH-000005,0.27129645658415
ACH-000007,0.04434430610941285
ACH-000009,0.06952124711396812
ACH-000011,-0.0020779046303737803
ACH-000012,-0.0397015146151283
ACH-000013,-0.13569203989287845
ACH-000014,0.13733688309312247
ACH-000015,0.15648535412367304
ACH-000017,0.07914994453336167
ACH-000018,-0.027768352499151872
ACH-000019,-0.10140554463075062
ACH-000021,0.007940773436344353
ACH-000022,-0.018220682976656803
ACH-000025,-0.09255341957919368
ACH-000028,0.0660761203561333
ACH-000030,0.009471325684624318
ACH-000035,0.1358759079420158
ACH-000036,-0.04752731959975787
ACH-000037,-0.217097361743132
ACH-000039,0.13637968669373698
ACH-000040,0.09694125304551048
ACH-000041,0.14055616632222864
ACH-000042,0.01532616707385192
ACH-000045,0.15729137996722609
ACH-000047,-0.04845796402087225
ACH-000052,-0.0719054851237168
ACH-000053,-0.014726264538334128
ACH-000054,0.07699980316901098
ACH-000055,-0.026225791326382454
ACH-000060,-0.086377780780312
ACH-000067,0.13576706197267446
ACH-000070,0.15710511828579693
ACH-000075,-0.002063150595219943
ACH-000078,0.1019514807324074
ACH-000082,0.026562229750379803
ACH-000085,-0.17110929254470778
ACH-000086,-0.028767781417452582
ACH-000087,-0.1044078730733823
ACH-000092,-0.08673375646436543
ACH-000095,0.14674673757501214
ACH-000097,0.021782467194025774
ACH-000098,-0.02833156207182275
ACH-000099,0.09729870139036988
ACH-000108,0.13633446223548665
ACH-000113,0.1069743394717418
ACH-000116,0.04196203240967882
ACH-000118,-0.0962124153606994
ACH-000120,0.02001790965510643
ACH-000123,0.05015411017714155
ACH-000127,0.00034374822682601744
ACH-000128,0.0262370334241874
ACH-000132,-0.21251685380992955
ACH-000133,-0.10871941417746736
ACH-000137,0.06781798936075094
ACH-000138,0.0243649198001683
ACH-000142,-0.11483023108749675
ACH-000143,0.08487776050353972
ACH-000146,-0.0631223993849077
ACH-000148,-0.06627277214388831
ACH-000150,-0.09072841388915442
ACH-000152,-0.014470633242825222
ACH-000153,0.0854314374548576
ACH-000159,0.07820840150911365
ACH-000160,0.0734303916234856
ACH-000163,0.019250370685970783
ACH-000167,0.01837007115013194
ACH-000168,0.19727789691781694
ACH-000169,-0.003828832532542571
ACH-000178,0.030597131038466088
ACH-000183,0.02029439894999537
ACH-000188,-0.1267594753252666
ACH-000189,0.05153896121656239
ACH-000190,-0.010144022733890428
ACH-000198,0.08698467855551785
ACH-000203,0.16793664469469705
ACH-000204,-0.1694608207658972
ACH-000206,-0.13150497586233442
ACH-000207,-0.040068966175250006
ACH-000208,0.11586583428274293
ACH-000210,0.1759854067933927
ACH-000211,-0.1063652284446453
ACH-000215,-0.023250853493113385
ACH-000221,0.039292827806033694
ACH-000222,-0.016697896501872436
ACH-000223,0.10762005691633628
ACH-000226,-0.10521880780903453
ACH-000227,-0.02398531421959597
ACH-000228,0.054771012221887516
ACH-000231,-0.03022223680556327
ACH-000232,-0.02241964675404014
ACH-000233,-0.10096353163388062
ACH-000234,-0.008619788086285713
ACH-000235,0.030863449158722224
ACH-000237,-0.06889383620676062
ACH-000238,-0.015727876378100882
ACH-000242,0.08633859783023531
ACH-000243,0.07533540911816743
ACH-000244,-0.03495386927512874
ACH-000246,0.06201497695140658
ACH-000248,-0.06306220265167951
ACH-000250,-0.028799260183166614
ACH-000251,0.01807985203238728
ACH-000252,0.16965717301307873
ACH-000253,-0.05516486224908743
ACH-000255,-0.011455690943349077
ACH-000256,0.01951568795995431
ACH-000257,0.08431826411332961
ACH-000258,0.06653500927966888
ACH-000259,0.039801745269884115
ACH-000260,-0.04640988484729916
ACH-000261,-0.07339960025846315
ACH-000262,-0.15698463668840554
ACH-000263,0.13270886382512453
ACH-000264,-0.07009223000605694
ACH-000265,0.030078509801436837
ACH-000266,-0.0509392609906843
ACH-000272,0.09423379470724554
ACH-000274,0.002537861145027754
ACH-000277,0.03511204013028324
ACH-000278,0.004357744673367878
ACH-000279,0.017049612941770983
ACH-000280,0.017782842221382083
ACH-000281,-0.15354836399921515
ACH-000288,-0.07940899734402992
ACH-000291,0.1061522179617936
ACH-000293,0.12937360849823712
ACH-000294,0.09292030249449333
ACH-000295,-0.16149162141645107
ACH-000296,0.0987465113225476
ACH-000302,0.01490438918871922
ACH-000304,0.1123183369017892
ACH-000307,-0.07044018601487448
ACH-000308,0.03408033053933416
ACH-000310,0.10252863139453246
ACH-000311,-0.08503744947022955
ACH-000312,0.13459234930197592
ACH-000315,0.031736465512105815
ACH-000316,0.01891484986167886
ACH-000317,0.05388088115724438
ACH-000318,-0.08578919399585187
ACH-000319,-0.037206175954323586
ACH-000320,-0.02654873673460029
ACH-000322,-0.17429998514382145
ACH-000323,0.05450657490524812
ACH-000324,-0.06643529251215237
ACH-000329,-0.088373018188901
ACH-000330,-0.05389189760941721
ACH-000331,0.04684403477335217
ACH-000332,0.06407726005483692
ACH-000334,-0.016410117132513287
ACH-000335,-0.0023316175384250288
ACH-000336,-0.2709836968801269
ACH-000337,-0.09375820794326348
ACH-000338,0.08503533255853868
ACH-000339,0.05400965355678842
ACH-000341,-0.030703449587155464
ACH-000348,-0.010469886068213584
ACH-000350,0.041765517185115404
ACH-000352,-0.019675653169717332
ACH-000356,-0.12289449896833808
ACH-000361,0.05864649732553265
ACH-000362,0.0234299900294762
ACH-000363,-0.02686118516526173
ACH-000364,0.17554487924336626
ACH-000365,0.041513457488014334
ACH-000366,0.04664661043512285
ACH-000368,-0.21549513325748676
ACH-000374,0.09542689327538663
ACH-000375,-0.21994763878542398
ACH-000376,-0.022431621299980102
ACH-000381,0.08341104626233647
ACH-000383,0.02046298549569363
ACH-000387,-0.030155301071830527
ACH-000389,0.07237808101518177
ACH-000390,-0.019339356528854816
ACH-000393,-0.02643748535787296
ACH-000395,0.030010283713435625
ACH-000396,0.11990721391673613
ACH-000397,-0.014445694512539537
ACH-000401,-0.03763864672378782
ACH-000402,-0.25576796784370465
ACH-000403,-0.022531408148878898
ACH-000404,-0.08249034033928394
ACH-000406,0.02107737060960504
ACH-000407,-0.07928574630964197
ACH-000408,-0.10903258904855476
