,LRIT1 (26103)
ACH-000004,-0.10722381512689637
ACH-000005,-0.10026548108459857
ACH-000007,-0.33840470586536897
ACH-000009,-0.0881925418499972
ACH-000011,-0.16687044352139827
ACH-000012,-0.09472646479260904
ACH-000013,-0.11298212424818554
ACH-000014,-0.14539605773869874
ACH-000015,-0.2138469564301176
ACH-000017,-0.03368605906207243
ACH-000018,-0.26143119159869344
ACH-000019,-0.224887324260488
ACH-000021,-0.11196205026818663
ACH-000022,-0.1410657924382133
ACH-000025,-0.3966762004621648
ACH-000028,-0.1884318716979345
ACH-000030,-0.28505275410341896
ACH-000035,-0.00022026590430401544
ACH-000036,-0.3052394924519203
ACH-000037,-0.2017909313306851
ACH-000039,-0.08280400103769299
ACH-000040,-0.17522049558366626
ACH-000041,-0.1168811314459888
ACH-000042,-0.13200867045597672
ACH-000045,-0.184971086700112
ACH-000047,-0.04351544426190937
ACH-000052,-0.29916653616369754
ACH-000053,-0.13329539049465805
ACH-000054,-0.18975611594668845
ACH-000055,-0.019011229348391955
ACH-000060,-0.2010445551248691
ACH-000067,-0.11427059326989872
ACH-000070,-0.3228820495554368
ACH-000075,-0.17851801227211225
ACH-000078,-0.06369868811228425
ACH-000082,-0.1466656946532855
ACH-000085,-0.2346951874430904
ACH-000086,-0.12785488579579182
ACH-000087,-0.23076707348414385
ACH-000092,-0.04275962005053738
ACH-000095,-0.1701924125019039
ACH-000097,-0.07905182496200353
ACH-000098,-0.13680270892050875
ACH-000099,-0.08971688591691937
ACH-000108,-0.14767971713767206
ACH-000113,-0.12444062080113055
ACH-000116,-0.2495997860167241
ACH-000118,-0.1143863045848348
ACH-000120,-0.02401747741256565
ACH-000123,-0.2347402353201056
ACH-000127,-0.03952768566260457
ACH-000128,-0.12348932513896045
ACH-000132,-0.1635042866002747
ACH-000133,-0.16838826158820971
ACH-000137,-0.13518596218493367
ACH-000138,-0.06748855507171922
ACH-000142,-0.06863342769299258
ACH-000143,-0.2868335393368915
ACH-000146,-0.042492318390841236
ACH-000148,-0.059519968558343274
ACH-000150,-0.04634905973225198
ACH-000152,-0.1602981145953692
ACH-000153,-0.2057173674509748
ACH-000159,-0.16838734528412608
ACH-000160,-0.1822750711460832
ACH-000163,-0.04004246238050036
ACH-000167,-0.22286833867064465
ACH-000168,-0.1577096000057652
ACH-000169,-0.20390797920829248
ACH-000178,-0.04182230779369027
ACH-000183,-0.10865896749497828
ACH-000188,-0.08566272395174443
ACH-000189,0.05676249742497905
ACH-000190,-0.023737967057529532
ACH-000198,-0.016970016587636954
ACH-000203,-0.1140163871604391
ACH-000204,-0.06893858117255339
ACH-000206,-0.1702313325071397
ACH-000207,-0.214455629370678
ACH-000208,-0.5369177438738215
ACH-000210,-0.11610237652078348
ACH-000211,-0.1798484151979445
ACH-000215,-0.1425764299873535
ACH-000221,-0.0639112558345493
ACH-000222,-0.1294159785154259
ACH-000223,-0.18188928390668566
ACH-000226,-0.15267184101707001
ACH-000227,0.004481438274464745
ACH-000228,-0.269148002174498
ACH-000231,-0.13309015582242606
ACH-000232,-0.050544514766905066
ACH-000233,-0.3023509289261287
ACH-000234,-0.1338952692625713
ACH-000235,-0.17575824027522596
ACH-000237,-0.21429499604329794
ACH-000238,-0.18022134650419314
ACH-000242,-0.22405121534912464
ACH-000243,-0.09723876342462896
ACH-000244,-0.21524372826622384
ACH-000246,-0.15017687926579887
ACH-000248,-0.18341958571649186
ACH-000250,-0.11887929449018117
ACH-000251,-0.2405099797850133
ACH-000252,0.09138568630803562
ACH-000253,-0.06475454754422898
ACH-000255,-0.06519894144326048
ACH-000256,-0.16641512245691695
ACH-000257,-0.13389571169423214
ACH-000258,-0.1884147163846681
ACH-000259,-0.14554628008509973
ACH-000260,-0.12386806630563885
ACH-000261,-0.02631294023852731
ACH-000262,-0.2785914794167756
ACH-000263,0.17750772573888599
ACH-000264,-0.16572330126123838
ACH-000265,-0.1453584542141636
ACH-000266,-0.08765011385066754
ACH-000272,-0.03981056314738109
ACH-000274,-0.06247314685841896
ACH-000277,-0.04158420736779245
ACH-000278,-0.12798328596738387
ACH-000279,-0.06024081838736315
ACH-000280,-0.0740300500581979
ACH-000281,-0.09319728620449357
ACH-000288,-0.10589505863483042
ACH-000291,-0.12349799288025105
ACH-000293,-0.14820266948101773
ACH-000294,-0.2560927976676889
ACH-000295,-0.053823873887892414
ACH-000296,-0.2761212772260037
ACH-000302,-0.1017788897913235
ACH-000304,-0.22544447497889464
ACH-000307,-0.04180388977436463
ACH-000308,-0.19948183337518396
ACH-000310,-0.08169257565914087
ACH-000311,-0.2045645035714781
ACH-000312,-0.10126753747058502
ACH-000315,-0.04148510369691822
ACH-000316,-0.0488994470216925
ACH-000317,-0.18634389373298668
ACH-000318,-0.12688862315759286
ACH-000319,-0.16101802243245705
ACH-000320,-0.09032101886041008
ACH-000322,-0.2547445447900417
ACH-000323,-0.4014905725782889
ACH-000324,-0.1551069214966155
ACH-000329,-0.11308579900661606
ACH-000330,-0.09606982345692093
ACH-000331,-0.20136071123144125
ACH-000332,-0.056079223962863634
ACH-000334,-0.16861399433862048
ACH-000335,0.10793801312870102
ACH-000336,-0.15548479450776745
ACH-000337,-0.13904295784271606
ACH-000338,-0.0733925350448954
ACH-000339,-0.10414202645645118
ACH-000341,-0.10465135564339346
ACH-000348,-0.048300713005406816
ACH-000350,-0.10727163204665167
ACH-000352,-0.021573928453731808
ACH-000356,-0.120532583410443
ACH-000361,0.0059857118059459475
ACH-000362,-0.07213963461261498
ACH-000363,-0.08995987177390323
ACH-000364,-0.04538105792756874
ACH-000365,-0.06966197490347029
ACH-000366,-0.2206136644327232
ACH-000368,-0.12924547494767802
ACH-000374,-0.2579387423096438
ACH-000375,-0.2963111284699317
ACH-000376,-0.12429332141837066
ACH-000381,-0.2296985851553144
