,PLCG1 (5335)
ACH-000004,0.05649452391512558
ACH-000005,0.1702737035880056
ACH-000007,0.18727024190125546
ACH-000009,0.08038875560898243
ACH-000011,0.08773855847228991
ACH-000012,0.10801539420978816
ACH-000013,0.09510923030952648
ACH-000014,0.0005254501216703897
ACH-000015,-0.11408057605995757
ACH-000017,0.035958900578704364
ACH-000018,0.06831859594520928
ACH-000019,-0.021537924584567585
ACH-000021,0.053637569813220085
ACH-000022,-0.015617629194255469
ACH-000025,0.1472006807812794
ACH-000028,-0.3765545252040308
ACH-000030,0.02640328413174821
ACH-000035,0.09184962730918517
ACH-000036,-0.150590745868437
ACH-000037,0.030700802637315037
ACH-000039,0.01792131488930012
ACH-000040,-0.11099092370015147
ACH-000041,0.09157882744425848
ACH-000042,-0.11152366251017133
ACH-000045,0.045603995916643984
ACH-000047,0.04997086378555473
ACH-000052,-0.01273074443820537
ACH-000053,-0.10057711414995928
ACH-000054,0.11775346262294335
ACH-000055,0.019370950761539583
ACH-000060,-0.034671253918579066
ACH-000067,0.22186282899896168
ACH-000070,0.04575010185261191
ACH-000075,-0.026621341806266186
ACH-000078,0.2094968453591529
ACH-000082,-0.5174428759721303
ACH-000085,-0.03902501447542972
ACH-000086,-0.05387928472351546
ACH-000087,0.09600632982191752
ACH-000092,-0.11572562332752118
ACH-000095,0.11908367328375895
ACH-000097,-0.06857345959815353
ACH-000098,-0.18180811719609888
ACH-000099,0.4129389760184639
ACH-000108,-0.042556249736490116
ACH-000113,0.012800997839395808
ACH-000116,0.07780427879048052
ACH-000118,-0.0098604309186285
ACH-000120,0.035808503861049945
ACH-000123,0.009222548692283124
ACH-000127,0.03528726022877682
ACH-000128,0.04957385124045894
ACH-000132,0.4003791346742444
ACH-000133,-0.05538518709105181
ACH-000137,-0.017702147558136143
ACH-000138,0.0043807147615069425
ACH-000142,0.11851675587612305
ACH-000143,-0.028319208001162076
ACH-000146,-0.040586496004534005
ACH-000148,-0.1426156945019549
ACH-000150,-0.010181131106378912
ACH-000152,0.06874703157284634
ACH-000153,0.0246509494338362
ACH-000159,-0.04947864385366664
ACH-000160,0.011692050136477977
ACH-000163,-0.6857999005967826
ACH-000167,-0.0060021403200978965
ACH-000168,-0.07727721997712388
ACH-000169,0.011924720394346002
ACH-000178,0.07041661734157989
ACH-000183,-0.0563839352586617
ACH-000188,0.14794167419365853
ACH-000189,-0.02745828699034631
ACH-000190,-0.14799985489316994
ACH-000198,-0.006737694708626377
ACH-000203,0.12045617147913835
ACH-000204,0.18778696737788325
ACH-000206,0.1594937963284528
ACH-000207,-0.12611134026689866
ACH-000208,-0.0069528779229473675
ACH-000210,-0.17769086620052882
ACH-000211,0.08787205732345628
ACH-000215,-0.06170315511728616
ACH-000221,-0.031140933141228032
ACH-000222,0.005601160747516755
ACH-000223,-0.02203148557831955
ACH-000226,0.07000557845145368
ACH-000227,0.10947352422287852
ACH-000228,-0.010664004687154413
ACH-000231,0.14393264759795987
ACH-000232,0.2300375138827052
ACH-000233,0.1509981820224999
ACH-000234,-0.01350203444232965
ACH-000235,-0.05927015433610601
ACH-000237,0.3080173776914367
ACH-000238,0.15545247787927566
ACH-000242,0.037371838417425834
