,GAL3ST4 (79690)
ACH-000004,-0.17617747847929108
ACH-000005,-0.11466988236797225
ACH-000007,-0.5062264269013622
ACH-000009,-0.2434745359841637
ACH-000011,-0.23304558135567854
ACH-000012,-0.1475956514273032
ACH-000013,-0.11391935816926495
ACH-000014,-0.1939951693668974
ACH-000015,-0.0827725076718851
ACH-000017,-0.12715876774739193
ACH-000018,-0.19001456588391846
ACH-000019,-0.047711913616100735
ACH-000021,-0.3175299804953577
ACH-000022,-0.2372623739165627
ACH-000025,-0.1090218720827596
ACH-000028,-0.11442717962077505
ACH-000030,-0.10613806814780086
ACH-000035,-0.2238408916974492
ACH-000036,-0.35708427258877545
ACH-000037,-0.1396264759668856
ACH-000039,-0.07045080466767872
ACH-000040,0.009323650245578621
ACH-000041,-0.1975244320460264
ACH-000042,-0.2961844189717234
ACH-000045,-0.08184521595802931
ACH-000047,-0.041832212863694436
ACH-000052,-0.2329593639777233
ACH-000053,-0.08725085341558746
ACH-000054,-0.06624246488349123
ACH-000055,-0.08592813218303554
ACH-000060,-0.2141720208010885
ACH-000067,-0.22077551843175516
ACH-000070,-0.2314359568012721
ACH-000075,-0.3071592310951598
ACH-000078,-0.14304598569661126
ACH-000082,-0.19046704308245824
ACH-000085,-0.2459646150312649
ACH-000086,-0.029777492581065174
ACH-000087,-0.2960455846290159
ACH-000092,-0.1234472429546864
ACH-000095,-0.1977560233622712
ACH-000097,-0.20361869417713885
ACH-000098,-0.20577675646635807
ACH-000099,-0.0964291826070595
ACH-000108,-0.15928465259205982
ACH-000113,-0.19693649349049505
ACH-000116,-0.2802722769981443
ACH-000118,-0.2222013769605656
ACH-000120,-0.20377234612231948
ACH-000123,-0.14456827916344533
ACH-000127,-0.1576440568667633
ACH-000128,-0.13594858967823992
ACH-000132,-0.17405504637764327
ACH-000133,-0.2207853605641376
ACH-000137,-0.3882653898871151
ACH-000138,-0.18328303422637487
ACH-000142,-0.24093813416062135
ACH-000143,-0.10720768439648892
ACH-000146,-0.15635826657956012
ACH-000148,-0.1861628704591831
ACH-000150,-0.08880521117557133
ACH-000152,-0.09303779323872954
ACH-000153,-0.23344237240695556
ACH-000159,-0.18229299312185715
ACH-000160,-0.19031156693365928
ACH-000163,-0.1202706676724031
ACH-000167,-0.1558530608677746
ACH-000168,-0.1410693378452905
ACH-000169,-0.13336300592350225
ACH-000178,-0.03791252912592975
ACH-000183,0.0175620122483802
ACH-000188,-0.03602160693869807
ACH-000189,-0.08404067177207729
ACH-000190,0.02684846196126517
ACH-000198,-0.3044761155167229
ACH-000203,0.14971736327669088
ACH-000204,-0.2625936330493809
ACH-000206,-0.017455330457056953
ACH-000207,-0.1426754083137687
ACH-000208,-0.15994128939880725
ACH-000210,-0.18807830762824554
ACH-000211,-0.14854277435140173
ACH-000215,-0.24250702804957736
ACH-000221,-0.20516313155219165
ACH-000222,-0.1955826067378906
ACH-000223,-0.10395653485529464
ACH-000226,-0.21263583952205148
ACH-000227,-0.11204888628947034
ACH-000228,-0.13971362299817702
ACH-000231,-0.1648601982870885
ACH-000232,-0.1463650822573381
ACH-000233,-0.029777171037270383
ACH-000234,-0.26537800751514384
ACH-000235,-0.17100708624155134
ACH-000237,-0.22484155905390893
ACH-000238,-0.32906330769031866
ACH-000242,-0.2688783203559508
ACH-000243,-0.19012932814255348
ACH-000244,-0.3056814664623353
ACH-000246,-0.17862570510305292
ACH-000248,-0.021623676406270317
ACH-000250,-0.22742932489629386
ACH-000251,-0.2371938405054466
ACH-000252,-0.053034598671128114
ACH-000253,-0.2195955081635456
ACH-000255,-0.2990068580971769
ACH-000256,-0.21584115789685174
ACH-000257,-0.20251004300150624
ACH-000258,-0.24017719315546246
ACH-000259,-0.2048098889343799
ACH-000260,-0.1262785437227995
ACH-000261,-0.18784863885094594
ACH-000262,-0.07886764950312289
ACH-000263,-0.22743459174026245
ACH-000264,-0.13223684086583942
ACH-000265,-0.1672021904766028
ACH-000266,-0.2172107452688215
ACH-000272,-0.11513307606559305
ACH-000274,-0.1721094688547546
ACH-000277,-0.1860219472508342
ACH-000278,-0.1627878830969942
ACH-000279,-0.0954318864256134
ACH-000280,-0.1783787712755588
ACH-000281,-0.2299488467975393
ACH-000288,-0.18572332811950035
ACH-000291,-0.0960758620766188
ACH-000293,-0.28906919940621645
ACH-000294,-0.12658868237021612
ACH-000295,-0.15997991200474224
ACH-000296,-0.2799313704038083
ACH-000302,-0.21213542719721215
ACH-000304,0.11043781934640837
ACH-000307,-0.2833553586043702
ACH-000308,-0.21733559022704316
ACH-000310,-0.091287317687797
ACH-000311,-0.2240082944617421
ACH-000312,-0.13584688035668796
ACH-000315,-0.14521339460780827
ACH-000316,-0.2834585288879782
ACH-000317,-0.11734887371772308
ACH-000318,-0.12970919707818246
ACH-000319,-0.15862307584947993
ACH-000320,-0.35182563572127445
ACH-000322,-0.1921316167567384
ACH-000323,-0.3119361451502273
ACH-000324,-0.10622625615980376
ACH-000329,-0.16859744660907122
ACH-000330,-0.06160682412722441
ACH-000331,-0.15028158085206514
ACH-000332,-0.2693823023535088
ACH-000334,-0.02454768560654729
ACH-000335,-0.11486377849268008
ACH-000336,-0.04382829217884568
ACH-000337,-0.32690047533844896
ACH-000338,0.044805867118901416
ACH-000339,-0.15844011082818474
ACH-000341,-0.05628639267512653
ACH-000348,-0.15542601946140974
ACH-000350,-0.2066989230083321
ACH-000352,-0.0740743773167836
ACH-000356,-0.12249838691756282
ACH-000361,-0.24632779608023744
ACH-000362,-0.18268072526579893
ACH-000363,-0.06187547224637875
ACH-000364,-0.19872827180753866
ACH-000365,-0.2827193232426249
ACH-000366,-0.1090046750879374
ACH-000368,-0.21956666284168752
ACH-000374,-0.16343941156160555
ACH-000375,-0.06098286714408729
ACH-000376,-0.17321508208312672
ACH-000381,-0.19431772273096304
ACH-000383,-0.4116061080002021
ACH-000387,-0.0877844327845006
ACH-000389,-0.19080984744710874
ACH-000390,-0.21254472369941235
ACH-000393,-0.08345132163834286
ACH-000395,-0.10946336909116934
ACH-000396,-0.3111975823426431
ACH-000397,-0.16517760579252946
ACH-000401,-0.06269081765182538
ACH-000402,-0.2641384244383925
ACH-000403,-0.13675768844505726
ACH-000404,-0.05740517819036368
ACH-000406,-0.18544245923091748
ACH-000407,-0.13672773544023367
ACH-000408,-0.2450341628201333
ACH-000410,-0.13495188116329804
ACH-000411,-0.14821117712074489
ACH-000414,-0.15015111028616754
ACH-000415,-0.25076523698237635
ACH-000416,-0.1428117561548228
ACH-000420,-0.2580614378993225
ACH-000421,-0.2293940102489203
ACH-000424,-0.2787113971600941
ACH-000425,-0.0920946904926861
ACH-000426,-0.16608377729878146
ACH-000427,-0.3006656081054283
ACH-000433,-0.1473576525711675
ACH-000435,-0.5004898085277668
ACH-000436,-0.1986899985789128
ACH-000444,-0.20049153154951532
ACH-000445,-0.08594556171641349
ACH-000448,-0.2089276599803848
ACH-000450,-0.3037092911568572
ACH-000452,-0.20792122444393255
ACH-000454,-0.14424388669090651
ACH-000458,-0.21131133358480006
ACH-000459,-0.2372392177847671
ACH-000460,-0.11629760730904115
ACH-000461,-0.15722786073119868
ACH-000463,-0.11091362953862494
ACH-000464,-0.3523290837466012
ACH-000466,-0.17191585715655314
ACH-000467,-0.08355561883881353
ACH-000468,-0.17988029124546787
ACH-000469,-0.18421001612080734
ACH-000470,-0.18016130971649325
ACH-000471,-0.231100032992667
ACH-000472,-0.1751209589407919
ACH-000473,-0.30602034602131145
ACH-000475,-0.2425120500730717
ACH-000476,-0.2709913591094481
ACH-000477,-0.07090456471864963
ACH-000479,-0.18713711579398326
ACH-000480,-0.14230498108810008
ACH-000481,-0.2253406128510815
ACH-000483,-0.16579014370976866
ACH-000484,-0.12325916518679896
ACH-000485,-0.25601375950072675
ACH-000486,-0.13056352477896274
ACH-000487,-0.3186055072316307
ACH-000488,-0.14165248931920205
ACH-000490,-0.11962300141132208
ACH-000491,-0.22203950393401128
ACH-000495,-0.3648539992841995
ACH-000496,-0.1218723045514852
ACH-000499,-0.2428765693439263
ACH-000500,0.19455286230068755
ACH-000502,-0.14408768875908404
ACH-000503,-0.2538578602261977
ACH-000505,-0.19714213309644935
ACH-000507,-0.19840146581824286
ACH-000510,-0.2521806955025364
ACH-000511,-0.1334219019451567
ACH-000512,-0.14555125350474227
ACH-000516,-0.19465431158084487
ACH-000517,-0.17739959561386973
ACH-000518,-0.08904761742038833
ACH-000520,-0.34894425669129736
ACH-000521,0.013384097863311337
ACH-000522,-0.2147250138009947
