,SSBP4 (170463)
ACH-000004,-0.23641014134550836
ACH-000005,-0.1378366650949588
ACH-000007,-0.1385832113516708
ACH-000009,-0.07118569508541035
ACH-000011,-0.026231029245152145
ACH-000012,-0.21376516628069955
ACH-000013,-0.20097519538761074
ACH-000014,-0.14405720093710078
ACH-000015,-0.18905406112498607
ACH-000017,-0.16134199732148746
ACH-000018,-0.3445994132652779
ACH-000019,-0.3772844321330724
ACH-000021,-0.3801201509256337
ACH-000022,-0.3566941889903219
ACH-000025,-0.24969985923301705
ACH-000028,-0.5037948159432024
ACH-000030,-0.297414793849341
ACH-000035,-0.2450166458472105
ACH-000036,-0.4437755409202892
ACH-000037,-0.15405038967288176
ACH-000039,-0.2206143522961793
ACH-000040,-0.06332180938515722
ACH-000041,-0.20528802792537454
ACH-000042,-0.3865383052991796
ACH-000045,-0.3732781640158971
ACH-000047,-0.24570746804044305
ACH-000052,-0.39049214662823295
ACH-000053,-0.2145133365506436
ACH-000054,-0.2004860801397972
ACH-000055,0.03994887841391643
ACH-000060,-0.14289396812329366
ACH-000067,-0.11967737000705438
ACH-000070,-0.09558362706601564
ACH-000075,-0.07748963441248811
ACH-000078,-0.2106668418093781
ACH-000082,-0.15113269293414722
ACH-000085,-0.21939559881030546
ACH-000086,-0.27538886159354903
ACH-000087,-0.3265091392593936
ACH-000092,-0.1646151413643561
ACH-000095,-0.2026892414207554
ACH-000097,-0.5064670711424769
ACH-000098,-0.375625849342514
ACH-000099,-0.3109902009071241
ACH-000108,-0.3025496430992953
ACH-000113,-0.24574139436404124
ACH-000116,-0.3550557511174409
ACH-000118,-0.2439683656876344
ACH-000120,-0.1434777792322983
ACH-000123,-0.23765002975855376
ACH-000127,-0.26568781513735
ACH-000128,-0.08644745899649793
ACH-000132,-0.3111470531192868
ACH-000133,-0.029236306053364025
ACH-000137,-0.3707247423252237
ACH-000138,-0.3527117170476431
ACH-000142,-0.16139701636757284
ACH-000143,-0.1612072542545521
ACH-000146,-0.2530133797801801
ACH-000148,-0.1945557100563344
ACH-000150,-0.3172742098095054
ACH-000152,-0.02880910993486137
ACH-000153,0.01968807860071152
ACH-000159,-0.2237763204143028
ACH-000160,-0.4185252661572733
ACH-000163,-0.2632375919091199
ACH-000167,-0.14143179471296527
ACH-000168,-0.31250068192494745
ACH-000169,-0.13808543959438715
ACH-000178,-0.2164597558772656
ACH-000183,-0.2324760446002598
ACH-000188,-0.4733419647553129
ACH-000189,-0.3921642501780965
ACH-000190,0.03619393583425088
ACH-000198,-0.3749337087034904
ACH-000203,-0.6016029300622328
ACH-000204,-0.05953200902085025
ACH-000206,-0.00797480823964922
ACH-000207,-0.24299087709356346
ACH-000208,-0.05320292558969261
ACH-000210,-0.497519004061456
ACH-000211,-0.2634266478074209
ACH-000215,-0.18254419516305012
ACH-000221,-0.13668922903406658
ACH-000222,-0.3163949710020822
ACH-000223,-0.17032931198511256
ACH-000226,-0.1449038245155548
ACH-000227,-0.13985249027326171
ACH-000228,-0.26144583243985026
ACH-000231,-0.14037882562878218
ACH-000232,-0.31151723108263185
ACH-000233,-0.4045579009118527
ACH-000234,-0.3031443649632247
ACH-000235,-0.2602064611268277
ACH-000237,-0.33254347650458105
ACH-000238,-0.1099860020521101
ACH-000242,-0.22879654658656698
ACH-000243,-0.2902560297951293
ACH-000244,-0.11086688520598052
ACH-000246,-0.17639101325335188
ACH-000248,-0.36544698044541946
ACH-000250,-0.3175238643953747
ACH-000251,-0.21493112551980392
ACH-000252,-0.3547233712608148
ACH-000253,-0.2892346266434175
ACH-000255,-0.3393896105329471
ACH-000256,-0.3040141574552461
ACH-000257,-0.11560012400841517
ACH-000258,-0.18169095385120845
ACH-000259,-0.22205632889559165
ACH-000260,-0.24487325551352934
ACH-000261,-0.2762213597601285
ACH-000262,-0.23383042759244616
ACH-000263,-0.29048366314471324
ACH-000264,-0.2850218542401247
ACH-000265,-0.04027344164091857
ACH-000266,-0.2302719381878348
ACH-000272,-0.21103692449192604
ACH-000274,-0.20182672761631934
ACH-000277,0.0011021008676175626
ACH-000278,-0.27672130323571426
ACH-000279,-0.11709863240795415
ACH-000280,-0.1988375565080308
ACH-000281,-0.18602006730010875
ACH-000288,-0.11396450528846533
ACH-000291,-0.17367150948934576
ACH-000293,-0.1953311562975684
ACH-000294,-0.22438662980786495
ACH-000295,-0.3217517676334857
ACH-000296,-0.3435708852368037
ACH-000302,-0.3632583646337837
ACH-000304,-0.3728900558820774
ACH-000307,-0.30414926067487963
ACH-000308,-0.20087783802834264
ACH-000310,-0.13143450971933718
ACH-000311,-0.04995828031836217
ACH-000312,-0.21252202341045226
ACH-000315,-0.15567178323792935
ACH-000316,-0.008647201892144568
ACH-000317,-0.02729852992661012
ACH-000318,-0.31715703606312745
ACH-000319,-0.0962511025510968
ACH-000320,-0.19553846041136705
ACH-000322,-0.07621163118827752
ACH-000323,-0.3221968582692372
ACH-000324,-0.20343087604708132
ACH-000329,-0.09641391654279154
ACH-000330,-0.2467598801055467
ACH-000331,-0.09358136058856677
ACH-000332,-0.28892212364385034
ACH-000334,0.002283450879979519
ACH-000335,-0.09805567419423443
ACH-000336,-0.018985682687350867
ACH-000337,-0.24834563775294716
ACH-000338,-0.596891163611749
ACH-000339,-0.2768979246274177
ACH-000341,-0.4353178366821177
ACH-000348,-0.15129286991338084
ACH-000350,-0.1011640140764638
ACH-000352,-0.1745444719608625
ACH-000356,-0.2744787537552495
ACH-000361,-0.09306911829214
ACH-000362,-0.10027316847670628
ACH-000363,-0.035949567160044466
ACH-000364,-0.2020390409909477
ACH-000365,-0.07139386639835107
ACH-000366,-0.2931969800902512
ACH-000368,-0.11412231045948967
ACH-000374,-0.5836429580610145
ACH-000375,-0.3628166066812535
ACH-000376,-0.00274744200735833
ACH-000381,-0.12088525920152104
ACH-000383,-0.33031275709335856
ACH-000387,-0.11706588595900265
ACH-000389,-0.13194771701622324
ACH-000390,-0.3076856394220657
ACH-000393,-0.3325641100740757
ACH-000395,-0.2595364733714747
ACH-000396,-0.2924788192772911
ACH-000397,-0.0036267083190425478
ACH-000401,-0.27793044328396954
ACH-000402,-0.12951564070095925
ACH-000403,-0.18715364480099805
ACH-000404,-0.3603434861066988
ACH-000406,-0.22629815733676395
ACH-000407,-0.14863084041405275
ACH-000408,-0.1957710705856071
ACH-000410,-0.2599675593724453
ACH-000411,-0.11126854566851084
ACH-000414,-0.07585613569966122
ACH-000415,-0.3597136087964039
ACH-000416,-0.13167235315082715
ACH-000420,-0.1448162517117038
ACH-000421,-0.2093340807268993
ACH-000424,-0.3212192693107573
ACH-000425,-0.12335314132715802
ACH-000426,-0.06318178017128342
ACH-000427,-0.2679822721527775
ACH-000433,-0.3681451033029197
ACH-000435,-0.2471350030698257
ACH-000436,-0.13027639523319556
ACH-000444,-0.11892891082890818
ACH-000445,-0.31732625365401024
ACH-000448,-0.2743131768058625
ACH-000450,-0.3747632102287808
ACH-000452,-0.27824943258267826
ACH-000454,-0.3367157166948973
ACH-000458,-0.2801465884801687
ACH-000459,-0.21734391607112796
ACH-000460,-0.13981680545483613
ACH-000461,-0.3770246821187934
ACH-000463,-0.22927018951735986
ACH-000464,-0.14154290553541216
ACH-000466,-0.3061959684516004
ACH-000467,-0.07362975753501133
ACH-000468,-0.4517873562187534
ACH-000469,-0.22244109093139766
ACH-000470,-0.2469524176348437
ACH-000471,-0.263066896501882
ACH-000472,-0.1939008305811551
ACH-000473,-0.2937762904581978
ACH-000475,-0.1941171706997662
ACH-000476,-0.2192325391285304
ACH-000477,-0.03927242717341119
ACH-000479,-0.4119775138559461
ACH-000480,-0.22910625496471745
ACH-000481,-0.2344134241412893
ACH-000483,-0.017812009607698603
ACH-000484,-0.12136296922499296
ACH-000485,-0.01046501387954063
ACH-000486,-0.13718570826951473
ACH-000487,-0.2588699673039743
ACH-000488,-0.2056573160124214
ACH-000490,-0.2817169775737043
ACH-000491,-0.13106046103826402
ACH-000495,-0.04008193209599742
ACH-000496,-0.13272563003748172
ACH-000499,-0.3549733443532693
ACH-000500,-0.13486180601170875
ACH-000502,-0.4347704962668948
ACH-000503,-0.13011115223967834
ACH-000505,-0.2880641774587068
ACH-000507,-0.0769244326603275
ACH-000510,-0.18938583361683176
ACH-000511,-0.17929886991734342
ACH-000512,-0.06911412179085714
ACH-000516,-0.2435350402700037
ACH-000517,-0.16967985291588808
ACH-000518,-0.16047200944775486
ACH-000520,-0.3546317885884204
ACH-000521,-0.17447004893148085
ACH-000522,-0.2616716099778968
ACH-000524,-0.30789591513019443
ACH-000527,-0.3401307050172349
ACH-000528,-0.16400238567112824
ACH-000537,-0.2606902327331799
ACH-000541,-0.16538481912382494
ACH-000542,-0.20022558766004805
ACH-000544,-0.2338284647461866
ACH-000545,-0.16475893062817473
ACH-000547,0.03529804999821082
ACH-000548,-0.16370133293095412
ACH-000549,-0.1842200473970796
ACH-000550,-0.2142114274635088
ACH-000552,-0.3172270889145617
ACH-000556,-0.3280884600598609
ACH-000557,-0.2200487245587762
ACH-000569,-0.013997561825130416
ACH-000570,-0.07783263936769222
ACH-000571,-0.3452811389315297
ACH-000573,-0.252228794545824
ACH-000576,0.18046647727178136
ACH-000579,-0.004601242218406877
ACH-000580,0.09641269072084956
ACH-000584,-0.2979770647513913
ACH-000585,-0.3523318595123811
ACH-000588,-0.12156489366722152
ACH-000589,-0.2545883282331392
ACH-000591,-0.3380667821363017
ACH-000593,-0.3525134235956041
ACH-000600,-0.3707383768308083
ACH-000601,-0.5989059795610909
ACH-000605,-0.19337611111481004
ACH-000606,-0.25779623500091153
ACH-000608,-0.2826691892993949
ACH-000614,-0.03205282368983635
ACH-000616,-0.2553883672721997
ACH-000618,-0.3343272161179489
ACH-000619,-0.2874557362579913
ACH-000620,-0.2931867940916589
ACH-000621,-0.22208621859740768
ACH-000622,-0.10630163045025327
ACH-000623,-0.07719400559980226
ACH-000624,-0.3005028434948949
ACH-000627,-0.20017985424637053
ACH-000630,-0.21593151050432569
ACH-000631,-0.3886720439782287
ACH-000632,-0.3436793782284063
ACH-000633,-0.3760129444233753
ACH-000637,-0.24267343979581754
ACH-000638,-0.2313335394436925
ACH-000646,-0.14303786267199842
ACH-000647,-0.19115419934076705
ACH-000648,-0.2896686441856607
ACH-000649,-0.18794238569853486
ACH-000651,-0.19676043857435094
ACH-000652,-0.3724765610971496
ACH-000653,-0.275791962324172
ACH-000657,-0.2913152906065963
ACH-000658,-0.11519890087184133
ACH-000661,-0.2898513048469445
ACH-000662,-0.2762028527160532
ACH-000663,-0.3008905327613537
ACH-000665,-0.4886005825284381
ACH-000671,-0.18605500365690966
ACH-000672,-0.3423115467454535
ACH-000673,-0.1749967209478569
ACH-000676,-0.08905851369461754
ACH-000677,-0.3588180883981012
ACH-000681,-0.12120334401649514
ACH-000683,-0.3747030485691565
ACH-000684,-0.22088505045290685
ACH-000688,-0.09685232070370696
ACH-000693,-0.3019454361535477
ACH-000694,-0.3160728022366309
ACH-000695,-0.00316965573588786
ACH-000696,-0.228280826776824
ACH-000697,-0.22939363715781394
ACH-000699,-0.18378364638319106
ACH-000701,-0.2935101339116765
ACH-000706,-0.1940801322652124
ACH-000711,-0.19349050133075285
ACH-000713,-0.3920284967748981
ACH-000714,-0.1631340265334998
ACH-000718,-0.09742997435161488
ACH-000720,-0.10968147326291527
ACH-000721,-0.4282070687918336
ACH-000724,-0.08754702501115519
ACH-000725,-0.4213327476897635
ACH-000732,-0.35053033876955114
ACH-000734,-0.4524487623913198
ACH-000735,-0.18122263849690912
ACH-000736,-0.0724578974110593
ACH-000738,-0.12740789045320142
ACH-000746,-0.1966176310559822
ACH-000747,-0.2758739071383468
ACH-000748,-0.19445973845380102
ACH-000753,-0.18298317465171454
ACH-000756,-0.2692798388017174
ACH-000757,-0.27143694361081955
ACH-000758,-0.2662776908462229
ACH-000760,-0.15574494693288016
ACH-000762,-0.2297655028963824
ACH-000763,-0.11301214229545722
ACH-000764,-0.3956156532309496
ACH-000765,-0.1417259353245262
ACH-000766,-0.29880744185172936
ACH-000767,-0.1696131947805808
ACH-000768,-0.3661972976627518
ACH-000769,-0.1475056770263386
ACH-000770,-0.1996462159850991
ACH-000771,-0.1858867650206748
ACH-000773,-0.3844694504641225
ACH-000776,-0.3523972715956616
ACH-000777,-0.17407686162408914
ACH-000778,-0.19397889057473794
ACH-000781,-0.31209265296651617
ACH-000782,-0.10524919262718893
ACH-000783,-0.29292316803906393
ACH-000784,-0.2448912423030053
ACH-000785,-0.2812040456283951
ACH-000787,-0.09398024250110497
ACH-000788,-0.2244536966460144
ACH-000791,-0.22554441751992035
ACH-000792,-0.3562302036493116
ACH-000794,-0.30999546067692113
ACH-000796,-0.13305328102732766
ACH-000798,-0.3360852359876386
ACH-000799,-0.5010774809971207
ACH-000800,-0.22017598999663127
ACH-000802,-0.238357569627986
ACH-000804,-0.2732427359312038
ACH-000805,-0.14962731153681508
