,ATN1 (1822)
ACH-000238,-0.3539443109503984
ACH-000242,-0.3756210083330389
ACH-000243,-0.15668857004791958
ACH-000244,-0.4970516428166548
ACH-000246,-0.1963194962397332
ACH-000248,0.0490532721136881
ACH-000250,-0.2539496988070858
ACH-000251,-0.14243799971689533
ACH-000252,-0.28853696888389874
ACH-000253,-0.3059768933106858
ACH-000255,-0.3118834891600836
ACH-000256,-0.22155712108110248
ACH-000257,-0.21846708731805148
ACH-000258,-0.14835231424551812
ACH-000259,-0.3286163400826705
ACH-000260,-0.226046752143803
ACH-000261,-0.16567128456964408
ACH-000262,-0.3476038523765689
ACH-000263,-0.5370870601487786
ACH-000264,-0.18751663257047385
ACH-000265,-0.04236004524844623
ACH-000266,-0.2000938676981575
ACH-000272,-0.2654725026017289
ACH-000274,-0.17192434661600858
ACH-000277,-0.06287265513268181
ACH-000278,-0.17427003113822384
ACH-000279,-0.09579151337118244
ACH-000280,-0.2516947254934689
ACH-000281,-0.20591504233625585
ACH-000288,-0.27622893832321793
ACH-000291,-0.2539051119457892
ACH-000293,-0.1618157657098343
ACH-000294,-0.010595754350811164
ACH-000295,-0.2270437098403185
ACH-000296,-0.16498809807370546
ACH-000302,-0.1419382456343105
ACH-000304,-0.4264382720689589
ACH-000307,-0.3861174723134679
ACH-000308,-0.2327816462097368
ACH-000310,-0.0430337967268725
ACH-000311,-0.26417206093599105
ACH-000312,-0.2890352714925432
ACH-000315,-0.16976246851265264
ACH-000316,-0.0965838819243672
ACH-000317,-0.37797127130296376
ACH-000318,-0.24559802582305565
ACH-000319,-0.11584816794050028
ACH-000320,0.07835910416605084
ACH-000322,-0.13523610345667364
ACH-000323,-0.1319726702116466
ACH-000324,-0.2808313287242003
ACH-000329,-0.10297313505951393
ACH-000330,-0.22252756670634752
ACH-000331,-0.1294271902490437
ACH-000332,-0.23693732723316335
ACH-000334,-0.20942049630875725
ACH-000335,-0.17037676979372074
ACH-000336,-0.34341379588874754
ACH-000337,-0.1310991574540193
ACH-000338,-0.5102646015889098
ACH-000339,-0.17732259341675286
ACH-000341,-0.198254534699876
ACH-000348,-0.08885667342274588
ACH-000350,-0.3629437767623437
ACH-000352,-0.2048234151002798
ACH-000356,-0.3642952129726968
ACH-000361,-0.4054745171670018
ACH-000362,-0.12311742189243947
ACH-000363,-0.1477008047816489
ACH-000364,-0.2487572185483277
ACH-000365,-0.3321485491988121
ACH-000366,-0.297081096646424
ACH-000368,-0.32992444502648066
ACH-000374,-0.12400955812566265
ACH-000375,-0.11374839668674268
ACH-000376,-0.18835986977094926
ACH-000381,-0.3408614609508166
ACH-000383,-0.18796958537195693
ACH-000387,-0.06804933517384387
ACH-000389,-0.4259261494852383
ACH-000390,-0.20554783865392445
ACH-000393,-0.16793854201946526
ACH-000395,0.01024721353175614
ACH-000396,-0.4067092506952584
ACH-000397,-0.2748193670165017
ACH-000401,-0.0821249586903015
ACH-000402,-0.1784648555410566
ACH-000403,-0.15475520406830948
ACH-000404,-0.06219074229001545
ACH-000406,-0.083187316634499
ACH-000407,-0.2442122927274853
ACH-000408,-0.035226410451480415
ACH-000410,-0.3639636202454567
ACH-000411,-0.09316371103188956
ACH-000414,-0.3799615797594983
ACH-000415,-0.031209457608487038
ACH-000416,-0.14545287441535756
ACH-000420,-0.4052087402263308
ACH-000421,-0.2589100037455972
ACH-000424,-0.383668117424073
ACH-000425,-0.1381291451271488
ACH-000426,-0.38057821639919776
ACH-000427,-0.2525648119410133
ACH-000433,-0.2576760410661885
ACH-000435,-0.13996464774460438
ACH-000436,-0.3061663571939319
ACH-000444,-0.26252211295546224
ACH-000445,-0.2754381585863153
ACH-000448,-0.15805400384426918
ACH-000450,0.008523928044394192
ACH-000452,-0.2788938754089683
ACH-000454,-0.12490112204221054
ACH-000458,-0.025627076214743385
ACH-000459,-0.2430442977360079
ACH-000460,-0.22477494666209172
ACH-000461,-0.16934033077864474
ACH-000463,-0.2042938236512438
ACH-000464,-0.1324968835692342
ACH-000466,-0.14831836200509985
ACH-000467,-0.2445895882074436
ACH-000468,-0.3402313243450185
ACH-000469,-0.31942840130470523
ACH-000470,-0.2988868462888999
ACH-000471,-0.3324288505879825
ACH-000472,-0.26441548490487776
ACH-000473,-0.15753501794017058
ACH-000475,-0.11697981074743954
ACH-000476,-0.2531344800362451
ACH-000477,-0.3774321823486564
ACH-000479,-0.22268026036378266
ACH-000480,-0.4095397607812801
ACH-000481,-0.11392219677324528
ACH-000483,-0.2072968228500051
ACH-000484,0.025805695992861567
ACH-000485,-0.31101042081060265
ACH-000486,-0.2216013793957716
ACH-000487,-0.27620820254999223
ACH-000488,-0.1734474027555225
ACH-000490,-0.0960135896234885
ACH-000491,-0.3884073868330529
ACH-000495,-0.23125616088157444
ACH-000496,-0.26314456886585896
ACH-000499,-0.22793409701278824
ACH-000500,-0.28104746407089226
ACH-000502,-0.2653051414586078
ACH-000503,0.047472725746678365
ACH-000505,-0.2859485560610329
ACH-000507,-0.11535822094027087
ACH-000510,-0.12183259865373615
ACH-000511,-0.2845375854652815
ACH-000512,-0.06537409070673918
ACH-000516,-0.1616679864932828
ACH-000517,-0.23520998613916566
ACH-000518,-0.04916525725214786
ACH-000520,-0.09940404886351943
ACH-000521,-0.2862091072557377
ACH-000522,-0.1133332980150055
ACH-000524,-0.17613632252590114
ACH-000527,-0.19995617332738466
ACH-000528,-0.20542422113508907
ACH-000537,-0.12115006415973074
ACH-000541,-0.3945464087423107
ACH-000542,-0.2403829645123053
ACH-000544,0.062268801416379485
ACH-000545,-0.22383322965487176
ACH-000547,-0.6328650353912217
ACH-000548,-0.1783884828811164
ACH-000549,-0.2837941233616547
ACH-000550,-0.2472081194085988
ACH-000552,-0.07234780945677746
ACH-000556,-0.2737914628514569
ACH-000557,-0.27617605744394685
ACH-000569,-0.3769040039635103
ACH-000570,-0.00757901072868741
ACH-000571,-0.17006300228450308
ACH-000573,-0.17882434969932268
ACH-000576,-0.517431889093023
ACH-000579,-0.07035037920736281
ACH-000580,-0.309992291955772
ACH-000584,-0.13139690245984292
ACH-000585,-0.14850212567944535
ACH-000588,-0.15448387983278214
ACH-000589,-0.2211994096434036
ACH-000591,-0.09157064707539454
ACH-000593,-0.23181292721030144
ACH-000600,-0.2546816137586325
ACH-000601,-0.15761917097519207
ACH-000605,-0.2774179456733704
ACH-000606,-0.14622560921956138
ACH-000608,-0.24886413293255105
ACH-000614,-0.19146160393851155
ACH-000616,0.0329462748127292
ACH-000618,-0.19372339893684826
ACH-000619,-0.2626130663499869
ACH-000620,-0.2075321537518929
ACH-000621,-0.3338273885351545
ACH-000622,-0.26001029083383265
ACH-000623,-0.2353041863999753
ACH-000624,-0.2420978023864122
ACH-000627,-0.19857494190876274
ACH-000630,-0.1817016276490095
ACH-000631,0.1446061637429419
ACH-000632,0.040650870436689815
ACH-000633,-0.4722819354938031
ACH-000637,-0.27371639145153065
ACH-000638,-0.3937550220187485
ACH-000646,-0.3862079939594438
ACH-000647,-0.26053672371495984
ACH-000648,-0.3279219965161381
ACH-000649,-0.2980356656395638
ACH-000651,-0.29611533098688503
ACH-000652,-0.2479660531219507
ACH-000653,-0.064399366164285
ACH-000657,-0.27332378265816104
ACH-000658,0.011556958024043357
ACH-000661,-0.1511276585473983
ACH-000662,-0.10559660608466602
ACH-000663,-0.22137158798745146
ACH-000665,-0.1931949584859494
ACH-000671,-0.2240479672042904
ACH-000672,-0.004360524438521633
ACH-000673,-0.31060837432486005
ACH-000676,-0.3458747512336869
ACH-000677,-0.2391316693736626
ACH-000681,-0.2389643532026541
ACH-000683,-0.2205208156017171
ACH-000684,-0.2828254323893703
ACH-000688,-0.07362914525194582
ACH-000693,-0.3023464917779846
ACH-000694,-0.1965622349511646
ACH-000695,-0.2990859861515592
ACH-000696,-0.08308867597808862
ACH-000697,-0.2580264359515668
ACH-000699,-0.14053237094928847
ACH-000701,-0.3300299599969065
ACH-000706,-0.2989580296828805
ACH-000711,-0.25544509244326064
ACH-000713,0.0619369745118371
ACH-000714,-0.3883716739154736
ACH-000718,-0.2697929929875512
ACH-000720,-0.2128311656838921
ACH-000721,-0.240122345590656
ACH-000724,-0.15775605556134015
ACH-000725,-0.19488074544295853
ACH-000732,-0.2783671028899976
ACH-000734,-0.2977345291032647
ACH-000735,-0.12066910067913338
ACH-000736,-0.10127409380407523
ACH-000738,-0.21023706561615327
ACH-000746,-0.2566356037097298
ACH-000747,-0.23745786454838294
ACH-000748,-0.23857882747796424
ACH-000753,-0.21038936867408
ACH-000756,-0.21881453518934507
ACH-000757,-0.3700233685681977
ACH-000758,-0.06793214895531315
ACH-000760,-0.2108081116933031
ACH-000762,-0.347236349019554
ACH-000763,-0.14552526775265506
ACH-000764,-0.2608951556349642
ACH-000765,-0.16734939181757155
ACH-000766,-0.2722041531780684
ACH-000767,-0.2499544650434052
ACH-000768,-0.1965710305941714
ACH-000769,-0.12517059085131266
ACH-000770,-0.2607530890195816
ACH-000771,-0.2956086944565002
ACH-000773,-0.06704616785708715
ACH-000776,-0.13509204799751012
ACH-000777,-0.07364850705274291
ACH-000778,-0.08593625293235478
ACH-000781,-0.1926541857378976
ACH-000782,-0.032354208192745
ACH-000783,-0.22359303360605184
ACH-000784,-0.3566894764268536
ACH-000785,-0.1796129134311369
ACH-000787,-0.17200719841946768
ACH-000788,-0.2236189150006128
ACH-000791,-0.1521619946714867
ACH-000792,-0.149960516847581
ACH-000794,-0.02884115885381478
ACH-000796,-0.2031041826304124
ACH-000798,-0.20912759935588615
ACH-000799,-0.3900998717917106
ACH-000800,0.052624831805411734
ACH-000802,-0.23165212767720975
ACH-000804,-0.5000318137958878
ACH-000805,-0.23827260581767676
ACH-000809,-0.17602196899828054
ACH-000810,-0.08727944037999882
ACH-000811,-0.17066816644088198
ACH-000817,-0.2708214088573752
ACH-000819,-0.22658652390617906
ACH-000820,-0.04000268613678571
ACH-000821,-0.28540974749543063
ACH-000822,-0.09354280378872187
ACH-000823,-0.2072293453504833
ACH-000824,-0.3222649857698627
ACH-000827,-0.2406606315735803
ACH-000829,-0.269400300493919
ACH-000831,-0.3045144636433669
ACH-000832,-0.2456002724654595
ACH-000833,-0.1708201277958476
ACH-000834,-0.32446078854243593
ACH-000835,-0.036202281788834
ACH-000836,0.16720822792855675
ACH-000837,-0.13321732422371854
ACH-000838,-0.4593040829303298
ACH-000839,-0.17321615925221184
ACH-000840,-0.10781096781351238
ACH-000841,-0.3615780795672859
ACH-000843,-0.1374578134869529
ACH-000846,-0.20780325161154264
ACH-000847,-0.1592026316539652
ACH-000848,-0.1854248257238322
ACH-000849,-0.11889050713578653
ACH-000851,-0.21501231929650266
ACH-000855,-0.08487750333325456
ACH-000856,-0.005406046050346448
ACH-000858,-0.4003616757745495
ACH-000859,0.047824668295479225
ACH-000861,-0.1651066634381059
ACH-000862,-0.16190766634958328
ACH-000865,-0.2626821868212811
ACH-000866,-0.3041354302326119
ACH-000867,-0.3166482458819004
ACH-000869,-0.1751281529339172
ACH-000872,-0.2837294291776801
ACH-000873,-0.12184196033175293
ACH-000876,-0.2686113689044717
ACH-000878,-0.4036299884652584
ACH-000880,-0.08221201782844713
ACH-000881,-0.27075955010897634
ACH-000882,-0.2553870116387826
ACH-000884,-0.2976882615390826
ACH-000885,-0.2325580509766939
ACH-000887,-0.1747717045575711
ACH-000889,-0.3028599215368801
ACH-000896,-0.23764014671786304
ACH-000898,0.031019036331250686
ACH-000900,-0.2796086981066772
ACH-000901,-0.20225925340253728
ACH-000905,-0.1720868503488462
ACH-000906,-0.2967983818204022
ACH-000907,-0.1745381409195738
ACH-000910,-0.20990909007672084
ACH-000911,-0.20084736074322904
ACH-000912,-0.20421142003532308
ACH-000913,-0.2257560510360244
ACH-000915,-0.12798236214840655
ACH-000916,-0.2562515566799061
ACH-000917,-0.19780358320837907
ACH-000920,-0.07199164069676273
ACH-000921,-0.17691187520209306
ACH-000924,-0.30305304546103146
ACH-000926,-0.18206074564306704
ACH-000928,-0.2576393210390047
ACH-000929,-0.2345139946311703
ACH-000932,-0.2791598911873381
ACH-000935,-0.2959268268320604
ACH-000936,-0.21535120658000387
ACH-000937,-0.22791808462907076
ACH-000938,-0.2996416597036969
ACH-000939,0.32321561790838355
ACH-000941,-0.05144728132041318
ACH-000943,-0.1078834449084136
ACH-000946,-0.17466160515631146
ACH-000947,-0.2318129227854037
ACH-000948,-0.15510404218828244
ACH-000950,-0.3178684761432837
ACH-000953,-0.3073970608758156
ACH-000954,-0.26702618448805626
ACH-000957,-0.13221230637254566
ACH-000958,-0.15502727532234362
ACH-000960,-0.2834744965950986
ACH-000963,-0.31336715765349515
ACH-000968,-0.2012241702764258
ACH-000969,-0.19231042690393144
ACH-000972,-0.3203799620545045
ACH-000973,-0.1943063175705367
ACH-000974,-0.2936329604124508
ACH-000978,-0.4881208148189912
ACH-000984,-0.24496339438059425
ACH-000986,-0.2152551934842347
ACH-000988,0.04488940321360898
ACH-000993,-0.14595102083871225
ACH-000994,-0.1902613922704769
ACH-000996,-0.39634660069612937
ACH-001001,-0.21672774054029695
ACH-001020,-0.050570741649683816
ACH-001028,-0.2373174315535217
ACH-001031,-0.26616278122568443
ACH-001038,-0.24042332350460696
ACH-001048,-0.22275420285496286
ACH-001050,-0.4238648934944527
ACH-001053,-0.17517009968748445
ACH-001054,-0.2717074985775773
ACH-001061,-0.05192706921378907
ACH-001067,-0.3830552653244049
ACH-001075,-0.24090425380463756
ACH-001096,-0.25245740815776085
ACH-001111,-0.0012328547617246252
ACH-001119,-0.2817961949752718
ACH-001128,0.99283960499709
ACH-001134,-0.17226401587464293
ACH-001151,-0.14154356256529912
ACH-001163,-0.18912439301940734
ACH-001164,-0.35697765866058884
ACH-001183,-0.05827641124482912
ACH-001192,-0.13958943149462602
ACH-001193,-0.5743487195402389
ACH-001196,-0.3908096297972892
ACH-001197,-0.3349798409870631
ACH-001205,-0.2454100164738925
ACH-001211,0.18312609412388345
ACH-001212,-0.4245559931830111
ACH-001228,-0.2101507204624658
ACH-001232,-0.042924186867013166
ACH-001239,-0.22515540268388565
ACH-001270,-0.1272650088835509
ACH-001274,-0.3358113520118521
ACH-001275,-0.31881323710810816
ACH-001277,0.07288433454519097
ACH-001278,-0.3787630198068392
ACH-001280,-0.5754134632186234
ACH-001283,-0.2492100490328918
ACH-001289,-0.31068976908058504
ACH-001300,-0.5116539215811818
ACH-001301,-0.21130806447470832
ACH-001302,-0.6087066483103541
ACH-001306,-0.07429910330726837
ACH-001318,-0.13326911287969587
ACH-001322,-0.08284795700823198
ACH-001328,-0.23279006704083136
ACH-001332,-0.5038896763192477
ACH-001336,-0.3362640281860636
ACH-001346,-0.11939006465613453
ACH-001353,-0.1586273919812626
ACH-001354,0.06626338661693762
ACH-001367,-0.19634036049818926
ACH-001368,-0.23814164977322064
ACH-001374,-0.3576479034559484
ACH-001377,-0.5098267042853659
ACH-001380,-0.07295295194180351
ACH-001391,-0.3638934851150336
ACH-001408,-0.31887243450220404
ACH-001430,-0.12848634147855253
ACH-001431,-0.22761147858641065
ACH-001450,-0.1401788736897044
ACH-001496,-0.03282751594878619
ACH-001500,-0.048422772881466215
ACH-001523,-0.3149384608343387
ACH-001532,-0.17024525458790027
ACH-001550,0.18555190950124287
ACH-001552,-0.365037343077441
ACH-001554,-0.404197181655424
ACH-001654,-0.1580333652326843
ACH-001735,-0.2648160073932064
ACH-001736,-0.20504144553308695
ACH-001737,-0.26893356013982594
ACH-001740,-0.27894521342883016
ACH-001745,-0.07354504422566878
ACH-001765,-0.15524845688321054
