,CCNT2 (905)
ACH-000004,-0.16018053785103792
ACH-000005,-0.08578169282689926
ACH-000007,-0.2581095869591817
ACH-000009,-0.10362421801529216
ACH-000011,-0.20879557036815674
ACH-000012,-0.015269901953237098
ACH-000013,-0.16124541802850753
ACH-000014,-0.15305455451350236
ACH-000015,-0.10511522351584206
ACH-000017,-0.1944315196916668
ACH-000018,-0.2391322216574909
ACH-000019,-0.09115431595659296
ACH-000021,0.015587837231451518
ACH-000022,-0.11463716243429024
ACH-000025,-0.07442139669464612
ACH-000028,-0.14079640998681492
ACH-000030,-0.10789476137583608
ACH-000035,-0.2073778416449377
ACH-000036,-0.2256605580233369
ACH-000037,-0.2247897788805732
ACH-000039,-0.1705972410832098
ACH-000040,0.016426172701800454
ACH-000041,-0.031680577493471036
ACH-000042,-0.06631442460973709
ACH-000045,-0.08284408574721275
ACH-000047,0.018009727724347543
ACH-000052,-0.22853423700480804
ACH-000053,-0.14223571425938605
ACH-000054,-0.19735918564909471
ACH-000055,-0.06911490179669699
ACH-000060,-0.13513758732432407
ACH-000067,-0.1785690146328774
ACH-000070,-0.14020260791078926
ACH-000075,-0.2947108742275453
ACH-000078,-0.03361888275375657
ACH-000082,-0.0989519378491684
ACH-000085,-0.10704316055578232
ACH-000086,-0.05205785200509005
ACH-000087,0.10120045734318266
ACH-000092,-0.2536246325278652
ACH-000095,-0.2306167996993603
ACH-000097,-0.048014194787978984
ACH-000098,-0.2714472550848548
ACH-000099,-0.10318914517820016
ACH-000108,-0.039053036681962736
ACH-000113,-0.2325712013025313
ACH-000116,-0.0711115678498567
ACH-000118,-0.057497328219155534
ACH-000120,-0.0809684896500721
ACH-000123,-0.14300670142258812
ACH-000127,-0.0684337501689956
ACH-000128,-0.21628731264780093
ACH-000132,-0.13486863751735576
ACH-000133,-0.1754702199556748
ACH-000137,-0.2450007261035109
ACH-000138,-0.22084928165807446
ACH-000142,-0.052100815130452914
ACH-000143,-0.3150131184665849
ACH-000146,-0.0561537938243454
ACH-000148,-0.004761115397034768
ACH-000150,-0.2741003221048495
ACH-000152,-0.20812341757167316
ACH-000153,-0.08886441011665189
ACH-000159,-0.1025777417861427
ACH-000160,0.07296710761946475
ACH-000163,-0.052020836791808
ACH-000167,0.21299050721290946
ACH-000168,-0.25932601767428604
ACH-000169,-0.09560087398428273
ACH-000178,-0.1216553315224536
ACH-000183,-0.20581052944259304
ACH-000188,-0.06806898092923183
ACH-000189,-0.3691406093016966
ACH-000190,0.13807577101171614
ACH-000198,-0.04988536721063374
ACH-000203,-0.5191518553254066
ACH-000204,-0.06894959586007403
ACH-000206,0.016844865021688058
ACH-000207,0.012261635624464369
ACH-000208,-0.03687344750978204
ACH-000210,-0.14512929373980193
ACH-000211,-0.09332486425402664
ACH-000215,-0.07898802863509555
ACH-000221,-0.08628171687707181
ACH-000222,0.013334727620996058
ACH-000223,-0.2755795947709644
ACH-000226,-0.16231066274290842
ACH-000227,-0.07823382330301243
ACH-000228,-0.06915732689188613
ACH-000231,-0.03268361782282807
ACH-000232,-0.1020392812708389
ACH-000233,-0.04357263198264853
ACH-000234,-0.2472428352661701
ACH-000235,-0.0221116418733388
ACH-000237,0.0002238162063915421
ACH-000238,-0.0574485233293074
ACH-000242,-0.3128868958399048
ACH-000243,-0.300244066358077
ACH-000244,-0.1798769046690671
ACH-000246,-0.1224179567411506
ACH-000248,-0.1365605261935551
ACH-000250,-0.08298045173097593
ACH-000251,0.05653668020315941
ACH-000252,-0.07881512259181225
ACH-000253,-0.10488065078838572
ACH-000255,-0.14795415456544475
ACH-000256,-0.15258620196750994
ACH-000257,-0.012003715211329737
ACH-000258,-0.17854829396509922
ACH-000259,-0.0033608175382637663
ACH-000260,-0.09872435224793707
ACH-000261,-0.06950265249890822
ACH-000262,-0.033228843376806386
ACH-000263,-0.06369947212566003
ACH-000264,-0.1327328313609344
ACH-000265,-0.11813943725140975
ACH-000266,-0.03963989564555444
ACH-000272,-0.10631693667616277
ACH-000274,-0.20187729916688188
ACH-000277,0.031146452852900332
ACH-000278,-0.03563339690634403
ACH-000279,-0.20243840754185768
ACH-000280,-0.1741185827831075
ACH-000281,-0.05312746468668042
ACH-000288,-0.09467934586247652
ACH-000291,-0.09599985397805852
ACH-000293,-0.026734031351019687
ACH-000294,-0.21792253435414746
ACH-000295,0.09614891330864647
ACH-000296,0.005438995653350141
ACH-000302,-0.07025247749217996
ACH-000304,-0.12860120037495212
ACH-000307,-0.13549552351527708
ACH-000308,-0.17585053874999593
ACH-000310,-0.07371090863085956
ACH-000311,-0.15064500181045432
ACH-000312,-0.21016582390876265
ACH-000315,-0.2534165498176021
ACH-000316,-0.17307961565866584
ACH-000317,-0.26832036272035303
ACH-000318,-0.024964000276968174
ACH-000319,-0.02043799928264169
ACH-000320,-0.14390892443836206
ACH-000322,-0.1539194436615327
ACH-000323,-0.03374610500477283
ACH-000324,-0.1852905113699785
ACH-000329,-0.18540860531884104
ACH-000330,-0.1515523263131857
ACH-000331,-0.18325321073574186
ACH-000332,-0.07395864220063393
ACH-000334,-0.1170189823165334
ACH-000335,-0.19437669186818105
ACH-000336,-0.19646904368392706
ACH-000337,0.027550371639870855
ACH-000338,0.08588052185423445
ACH-000339,-0.2876064377437404
ACH-000341,-0.2339109082164175
ACH-000348,-0.15734854596981496
ACH-000350,-0.1370188338613514
