,MTCH2 (23788)
ACH-000004,-0.22185199453048465
ACH-000005,-0.007754537855227505
ACH-000007,-0.523158136164966
ACH-000009,-0.11139461488510016
ACH-000011,-0.22251512650792069
ACH-000012,-0.6935211624551771
ACH-000013,0.09342276570043173
ACH-000014,-0.08206414071892495
ACH-000015,0.02589979770444717
ACH-000017,-0.11008854992258656
ACH-000018,-0.1927038216725254
ACH-000019,-0.2030209885531908
ACH-000021,-0.20200411281717728
ACH-000022,-0.32420293338069744
ACH-000025,-0.1931120167889191
ACH-000028,0.06440303216002782
ACH-000030,-0.3345818827378543
ACH-000035,-0.10955498156439372
ACH-000036,-0.14853833762700167
ACH-000037,-0.2789356749897098
ACH-000039,-0.1951733732850129
ACH-000040,-0.2424150673741219
ACH-000041,-0.2236953948639529
ACH-000042,-0.2260761961659014
ACH-000045,-0.2987526834262697
ACH-000047,-0.10567861709119188
ACH-000052,-0.07807706053554274
ACH-000053,-0.1999216707994657
ACH-000054,-0.15209965940791734
ACH-000055,0.06770827417495524
ACH-000060,-0.17712053841073092
ACH-000067,-0.320435295294048
ACH-000070,-0.10600553371218148
ACH-000075,-0.3660097084701941
ACH-000078,-0.028725765406910325
ACH-000082,-0.15018623827492816
ACH-000085,0.008397324260702974
ACH-000086,-0.38061190008633855
ACH-000087,-0.025710393782585876
ACH-000092,-0.08724990032823886
ACH-000095,0.00027917966479284296
ACH-000097,-0.06629123042894887
ACH-000098,-0.20906693471124144
ACH-000099,0.0792322018772204
ACH-000108,-0.12482342662395107
ACH-000113,-0.4570990413427249
ACH-000116,-0.02164893422047222
ACH-000118,-0.13540485150010445
ACH-000120,-0.2249068289225243
ACH-000123,-0.15165418921899645
ACH-000127,-0.03226029253482944
ACH-000128,-0.16920723196041135
ACH-000132,-0.17760253864530198
ACH-000133,-0.15073039548849665
ACH-000137,-0.17214478680797074
ACH-000138,-0.25468968659588603
ACH-000142,-0.31304815158145144
ACH-000143,-0.06005134944248122
ACH-000146,-0.2612106229909877
ACH-000148,-0.05823650045214244
ACH-000150,-0.034330575338610565
ACH-000152,-0.05691103183203094
ACH-000153,-0.20828886647864095
ACH-000159,-0.23672931553832866
ACH-000160,-0.18688828508228636
ACH-000163,-0.2612263932838224
ACH-000167,-0.10976348501472356
ACH-000168,-0.4566400755267676
ACH-000169,-0.7054626447821012
ACH-000178,-0.1602994136450426
ACH-000183,-0.2286434004549591
ACH-000188,0.02496692847449366
ACH-000189,-0.5076829079810268
ACH-000190,-0.006402648293544369
ACH-000198,-0.2021557954645959
ACH-000203,-0.5353733777037141
ACH-000204,-0.167201882125574
ACH-000206,-0.0005099430921093183
ACH-000207,-0.4514929538546691
ACH-000208,-0.43201105191150496
ACH-000210,-0.036387998042691896
ACH-000211,-0.033761172902490644
ACH-000215,-0.16615312119692455
ACH-000221,-0.37111338627626506
ACH-000222,-0.07984285394292097
ACH-000223,-0.2730631938074349
ACH-000226,-0.5958848040810277
ACH-000227,-0.1687042812619168
ACH-000228,-0.05576650171221725
ACH-000231,-0.2481238673619005
ACH-000232,-0.10314414599899943
ACH-000233,-0.43909801619178657
ACH-000234,-0.2484959467646829
ACH-000235,-0.11637102839402574
ACH-000237,-0.16198965583473113
ACH-000238,-0.20451131211928414
ACH-000242,-0.15497803524425252
ACH-000243,-0.12295181569135988
ACH-000244,-0.4378230708168375
ACH-000246,-0.15981623470703327
ACH-000248,0.06414636452982672
ACH-000250,-0.3712771449839461
ACH-000251,-0.05374569102323354
ACH-000252,0.004556571935124017
ACH-000253,-0.22643775965252494
ACH-000255,-0.08079987372562497
ACH-000256,-0.22100383646327312
ACH-000257,-0.2693751843656102
ACH-000258,-0.4651663349784826
ACH-000259,-0.16927533627403138
ACH-000260,-0.2177236800539331
ACH-000261,-0.13067029928064908
ACH-000262,-0.20889073135280506
ACH-000263,-0.006030760432042199
ACH-000264,-0.2518223574996485
ACH-000265,-0.3612806108589252
ACH-000266,-0.08572846315394304
ACH-000272,-0.2065668662503796
ACH-000274,-0.25190516844343075
ACH-000277,-0.2399333460073464
ACH-000278,-0.28370072672935626
ACH-000279,-0.04753383380740254
ACH-000280,-0.10160218880039423
ACH-000281,-0.04685119341677057
ACH-000288,-0.21052371462594704
ACH-000291,-0.20298967270150173
ACH-000293,-0.13673398620735114
ACH-000294,-0.20000093223044
ACH-000295,-0.540848120824709
ACH-000296,-0.2242531276117869
ACH-000302,-0.06811507432456036
ACH-000304,-0.14870120656229982
ACH-000307,-0.4756537302236822
ACH-000308,-0.15906976062282244
ACH-000310,-0.17119003635827842
ACH-000311,-0.11676461565872673
ACH-000312,0.07629935760181701
ACH-000315,-0.5038875497513106
ACH-000316,-0.4266968066194353
ACH-000317,-0.4924500112498493
ACH-000318,-0.1433623769468845
ACH-000319,-0.2564003300488452
ACH-000320,-0.4253818587399936
ACH-000322,-0.3848767519913708
ACH-000323,-0.2739190031232124
ACH-000324,-0.15910887541946087
ACH-000329,-0.220368537724184
ACH-000330,-0.05307953815595885
ACH-000331,-0.14286151343148368
ACH-000332,-0.04323960824046405
ACH-000334,-0.2644169774273468
ACH-000335,-0.8014729634814437
ACH-000336,-0.10545280920500807
ACH-000337,-0.2395599257027906
ACH-000338,-0.11688916045169327
ACH-000339,-0.05507803003565015
ACH-000341,-0.33426587958165005
ACH-000348,-0.2412621862936601
ACH-000350,-0.15868213069740514
ACH-000352,0.06066384543305356
ACH-000356,-0.00016509482554345032
ACH-000361,-0.08091748620381126
ACH-000362,-0.3902864302943225
ACH-000363,-0.2777602731860444
ACH-000364,-0.2528374251021806
ACH-000365,-0.7734955321243668
ACH-000366,-0.07525089612184052
ACH-000368,-0.2354693386505301
ACH-000374,-0.1108135646406546
ACH-000375,-0.1798614473983655
ACH-000376,-0.3906652479878039
ACH-000381,-0.15717243311971502
ACH-000383,-0.21041991284940667
ACH-000387,-0.4050508410830397
ACH-000389,0.033457538871098084
ACH-000390,-0.14589643965624788
ACH-000393,-0.2442581301067689
ACH-000395,-0.39924018375618
ACH-000396,-0.5072190982532748
ACH-000397,-0.19192138279475748
ACH-000401,-0.2327823207422013
ACH-000402,-0.29598173248390625
ACH-000403,-0.010145019701236806
ACH-000404,-0.29702315439483473
ACH-000406,-0.4135545945196249
ACH-000407,-0.18052998423792094
ACH-000408,-0.07583087505173708
ACH-000410,-0.03026119036440185
ACH-000411,-0.20417654955631573
ACH-000414,-0.3402007229851923
ACH-000415,-0.5963251328784593
ACH-000416,-0.09395113212119124
ACH-000420,-0.21390312927442354
ACH-000421,-0.18075368408518924
ACH-000424,-0.12390443517190693
ACH-000425,-0.3382213607286553
ACH-000426,0.08027912075820982
ACH-000427,-0.11504597186106505
ACH-000433,-0.08909020367818103
ACH-000435,-0.5486378627237991
ACH-000436,-0.2120770785351112
ACH-000444,-0.15690494630943086
ACH-000445,-0.03742725538202092
ACH-000448,-0.23522401493666314
ACH-000450,-0.5649721870105776
ACH-000452,-0.02412213824122812
ACH-000454,-0.33355073033477994
ACH-000458,-0.2387783668043845
ACH-000459,-0.15352797504969895
ACH-000460,-0.24527966294079434
ACH-000461,-0.2835925591823848
ACH-000463,-0.05502516955467489
ACH-000464,-0.1732461020592087
ACH-000466,-0.2286805238872296
ACH-000467,-0.05956752128342008
ACH-000468,-0.3087341745729217
ACH-000469,-0.17727926710648476
ACH-000470,-0.1652346366807316
ACH-000471,-0.5603359763189679
ACH-000472,-0.18840478960048448
ACH-000473,-0.1110766855196702
ACH-000475,-0.20409160821328587
ACH-000476,-0.11354770048046965
ACH-000477,-0.29136283131622864
ACH-000479,-0.15055002592288136
ACH-000480,-0.5689675819627535
ACH-000481,-0.2410562422091852
ACH-000483,-0.05876039980601455
ACH-000484,-0.18006638919361684
ACH-000485,-0.2003597991414284
ACH-000486,-0.6594968142113088
ACH-000487,0.0007445575783842358
ACH-000488,-0.7261332313230151
ACH-000490,-0.42828560492665546
ACH-000491,-0.19207688148399274
ACH-000495,-0.4142919052537597
ACH-000496,-0.2997134295704846
ACH-000499,-0.4426301806631874
ACH-000500,-0.06177178530775259
ACH-000502,0.02402954604697121
ACH-000503,-0.16908033378671158
ACH-000505,-0.18358045129303152
ACH-000507,-0.05420594467377079
ACH-000510,-0.30018933847571216
ACH-000511,-0.10480505550539806
