,POTEB (100996331)
ACH-000004,0.04458198000872614
ACH-000005,-0.03797718529596919
ACH-000007,0.19811451318742693
ACH-000009,-0.07062645438711371
ACH-000011,0.007295432306168117
ACH-000012,0.05567056263577005
ACH-000013,0.04768113761757569
ACH-000014,0.13987080694804896
ACH-000015,0.0583321637822826
ACH-000017,0.129816722488193
ACH-000018,0.07553249654964378
ACH-000019,0.178683061177912
ACH-000021,-0.027055713225861304
ACH-000022,-0.0005023206044245533
ACH-000025,-0.05607677518710792
ACH-000028,0.1643641625909829
ACH-000030,0.06730619018460815
ACH-000035,0.0037535652153089017
ACH-000036,0.02027964892096813
ACH-000037,0.13220490201794607
ACH-000039,0.1845998934807998
ACH-000040,0.06947351030612042
ACH-000041,0.05528469537917247
ACH-000042,-0.06460614761171961
ACH-000045,0.033329372453347585
ACH-000047,-0.021774226863976426
ACH-000052,0.10508824058517473
ACH-000053,0.1062275014561531
ACH-000054,0.012941635825932165
ACH-000055,-0.02614902292044027
ACH-000060,0.01834614801335082
ACH-000067,0.12045265874001405
ACH-000070,0.09220975280594064
ACH-000075,-0.19966141923615996
ACH-000078,-0.058735050063355165
ACH-000082,0.08608022565476943
ACH-000085,0.17696655070538528
ACH-000086,-0.006479915365772301
ACH-000087,0.14586690306717168
ACH-000092,-0.0189225851835912
ACH-000095,0.06260362796143025
ACH-000097,0.06942933975461035
ACH-000098,0.018348743959072145
ACH-000099,0.0060259231537961215
ACH-000108,0.004846573517622407
ACH-000113,0.08427182830276464
ACH-000116,-0.0790566143760217
ACH-000118,0.05781632478941375
ACH-000120,-0.12292833507731254
ACH-000123,0.1779030441084739
ACH-000127,0.06363633799245337
ACH-000128,0.19787967740590454
ACH-000132,-0.06124778088742565
ACH-000133,0.0740177885503133
ACH-000137,0.0678021042123354
ACH-000138,0.027164932125204815
ACH-000142,0.05078442581758422
ACH-000143,0.051045142027052466
ACH-000146,0.20172754848595198
ACH-000148,0.1302656666434255
ACH-000150,0.0374755754727301
ACH-000152,0.09981734996390043
ACH-000153,0.022128502118207227
ACH-000159,0.062288725017298076
ACH-000160,0.13563850813925973
ACH-000163,0.10412428810517148
ACH-000167,0.3916191137883982
ACH-000168,0.1038533760444674
ACH-000169,0.1127690716948134
ACH-000178,-0.07665566052976958
ACH-000183,-0.09252110516307864
ACH-000188,0.06710541564629838
ACH-000189,-0.03949533285227525
ACH-000190,0.17198920049522784
ACH-000198,0.08275069112606454
ACH-000203,-0.00907205628384854
ACH-000204,0.04439475498454275
ACH-000206,0.1814366559396036
ACH-000207,-0.08638337982754611
ACH-000208,0.025287776165846772
ACH-000210,0.12114947144460513
ACH-000211,-0.0042597213366087315
ACH-000215,0.03476181502572677
ACH-000221,0.07489420620021252
ACH-000222,-0.13910748527467842
ACH-000223,-0.01177264462249958
ACH-000226,0.10949840708523786
ACH-000227,0.03984210336754868
ACH-000228,-0.04574239615989352
ACH-000231,-0.006297993662724906
ACH-000232,0.1989374915322808
ACH-000233,0.03372648181172202
ACH-000234,0.05900466299612558
ACH-000235,0.016254869948090767
ACH-000237,0.12624304874259545
ACH-000238,0.07426870796413876
ACH-000242,0.1669725181462213
ACH-000243,0.0029219327802060624
ACH-000244,0.011648938467337465
ACH-000246,0.10196634357414072
ACH-000248,0.2800692961539709
ACH-000250,0.012160519566609724
ACH-000251,0.15644081331208348
ACH-000252,0.14783249139580493
ACH-000253,-0.005686137407021225
ACH-000255,0.06269882043557651
ACH-000256,0.043540124528998664
ACH-000257,0.05068727679854942
ACH-000258,0.06952746920321409
ACH-000259,0.004256608753986465
ACH-000260,-0.1235381275491378
ACH-000261,0.10503723503007116
ACH-000262,-0.04987246944066937
ACH-000263,0.061426613622774136
ACH-000264,0.028210539281392003
ACH-000265,0.017317951986098017
ACH-000266,0.07507762014487104
ACH-000272,0.04009474028618022
ACH-000274,-0.013110458526734974
ACH-000277,0.16228469036233825
ACH-000278,0.05558274332476505
ACH-000279,0.062257837291533176
ACH-000280,0.1455740279524917
ACH-000281,-0.06382755799312764
ACH-000288,0.02347602179314714
ACH-000291,0.1049874123061233
ACH-000293,-0.006716960583367387
ACH-000294,0.1942741719690335
ACH-000295,-0.10072353651428503
ACH-000296,0.11779675947188928
ACH-000302,0.04090729199742942
ACH-000304,0.24225594353759486
ACH-000307,0.04856397429931213
ACH-000308,0.18897607642607808
ACH-000310,0.2243430229086816
ACH-000311,0.06796429106656961
ACH-000312,0.06587579126031308
ACH-000315,-0.002092515701528496
ACH-000316,0.0210334811947882
ACH-000317,0.0012520233072861545
ACH-000318,0.10946381824218124
ACH-000319,0.05552068023140883
ACH-000320,-0.040798020071923666
ACH-000322,-0.02325344748502417
ACH-000323,0.1284724736831887
ACH-000324,0.2234592498904602
ACH-000329,0.055060051515511764
ACH-000330,-0.01967298030968121
ACH-000331,-0.026807408989883118
ACH-000332,0.08210038223155251
ACH-000334,0.12808404801066406
ACH-000335,-0.20177848303604726
ACH-000336,-0.14802303969859018
ACH-000337,0.041186821848452335
ACH-000338,-0.03513546176626333
ACH-000339,0.11290844485757562
ACH-000341,0.03781989150636782
ACH-000348,0.20043833154641727
ACH-000350,0.2269195180656408
ACH-000352,0.05511587706387462
ACH-000356,0.1038557844636968
ACH-000361,0.04717366035098615
ACH-000362,0.15858705350835986
ACH-000363,0.022096088971286728
ACH-000364,-0.02858227905131432
ACH-000365,0.022685688899073384
ACH-000366,0.04419962039949935
ACH-000368,0.0645416977446179
ACH-000374,-0.17538617832319622
ACH-000375,0.0774905608688487
ACH-000376,0.07951182222138113
ACH-000381,0.0178177081565322
ACH-000383,0.0286068822793681
ACH-000387,0.17379574739480752
ACH-000389,-0.01925432977218401
ACH-000390,0.06257667173785399
ACH-000393,0.08692414919917475
ACH-000395,0.005726258461474657
ACH-000396,0.13692436236959535
ACH-000397,0.12060467521120433
ACH-000401,-0.0023318239179547762
ACH-000402,0.010938886404995784
ACH-000403,0.16285699989951768
ACH-000404,0.003724841346546525
ACH-000406,0.1205714448001213
ACH-000407,0.0519546264305358
