,MSI2 (124540)
ACH-000004,-0.13930598752329915
ACH-000005,-0.3149423870756768
ACH-000007,-0.09606649086611288
ACH-000009,-0.26896542061650625
ACH-000011,-0.36825000678349135
ACH-000012,-0.00747215146769141
ACH-000013,-0.04528636746791729
ACH-000014,-0.3030139973857307
ACH-000015,0.03180248803774505
ACH-000017,-0.17807173994369088
ACH-000018,0.0024636177466575127
ACH-000019,-0.3230971433249204
ACH-000021,-0.13728689298808516
ACH-000022,-0.01586766861914937
ACH-000025,-0.0032835279185530705
ACH-000028,-0.2082630567374925
ACH-000030,-0.06139457564061091
ACH-000035,-0.08778835133575302
ACH-000036,-0.05700474894969799
ACH-000037,-0.029165795743791488
ACH-000039,0.10323006682168764
ACH-000040,-0.2526749270717641
ACH-000041,0.11838887856585845
ACH-000042,-0.08873312099128353
ACH-000045,-0.0985370984552271
ACH-000047,-0.03145708234552192
ACH-000052,0.04011914264094266
ACH-000053,-0.3501826011680032
ACH-000054,-0.37212486771003933
ACH-000055,-0.4118923188114269
ACH-000060,-0.05617809247958006
ACH-000067,-0.13798333363720194
ACH-000070,-0.3657472705656258
ACH-000075,-0.09743714021766696
ACH-000078,-0.6357490150110534
ACH-000082,-0.060659899622519935
ACH-000085,0.00939703736159774
ACH-000086,-0.03777038716657355
ACH-000087,0.2064650866560744
ACH-000092,-0.03906791285789553
ACH-000095,-0.2528749829687926
ACH-000097,-0.13608011595308495
ACH-000098,-0.10399146760501883
ACH-000099,-0.5346122169631581
ACH-000108,-0.01406703307429816
ACH-000113,0.05439919929921794
ACH-000116,-0.08709231298927657
ACH-000118,-0.0864564192350001
ACH-000120,-0.31912978834405903
ACH-000123,0.02351208797187089
ACH-000127,0.03531692247365402
ACH-000128,-0.12227173257081835
ACH-000132,-0.0964821636633335
ACH-000133,-0.0011397779380895269
ACH-000137,-0.07320920639328743
ACH-000138,-0.11731580776711155
ACH-000142,-0.12035245000073973
ACH-000143,-0.03392299586143928
ACH-000146,0.002080583586536733
ACH-000148,-0.13615848877938866
ACH-000150,-0.06978444849738978
ACH-000152,-0.08788259977523599
ACH-000153,-0.3137802678520983
ACH-000159,-0.18783734075013947
ACH-000160,-0.13944391326237798
ACH-000163,-0.16049396196594146
ACH-000167,0.11157002822543588
ACH-000168,-0.10167602261589033
ACH-000169,-0.05768668949789268
ACH-000178,-0.02239587863572579
ACH-000183,0.3094412328041343
ACH-000188,-0.016435181468704818
ACH-000189,-0.13153184657642475
