,MBP (4155)
ACH-000004,0.20137959446092069
ACH-000005,-0.09620808242833842
ACH-000007,0.017385865123351038
ACH-000009,0.07114253765976954
ACH-000011,0.1735932410834962
ACH-000012,0.12756880080842511
ACH-000013,0.12853821597393608
ACH-000014,0.03683874820041192
ACH-000015,0.1669658829809435
ACH-000017,0.07280080010639935
ACH-000018,0.11417334151385836
ACH-000019,0.2288401982456245
ACH-000021,0.13687991868820468
ACH-000022,0.12925028086513932
ACH-000025,0.062206236315053134
ACH-000028,-0.028390196281767314
ACH-000030,0.12755828796430807
ACH-000035,0.02174711313255896
ACH-000036,0.12228403996798567
ACH-000037,0.008567685607581955
ACH-000039,0.19375228725219146
ACH-000040,0.12498255457370927
ACH-000041,0.04304307714531224
ACH-000042,0.043011105378431634
ACH-000045,0.06871884227890526
ACH-000047,0.2177390150119396
ACH-000052,-0.014648557607740762
ACH-000053,0.018948311227310787
ACH-000054,0.07634279413697193
ACH-000055,-0.029368157118191414
ACH-000060,0.15460611172224906
ACH-000067,0.22026477987545265
ACH-000070,0.05177557206079512
ACH-000075,0.2319529127749577
ACH-000078,0.01810513740003963
ACH-000082,0.07485757546029702
ACH-000085,0.0001363908490149288
ACH-000086,0.13556518925253372
ACH-000087,0.09902546505955362
ACH-000092,0.04057984698160125
ACH-000095,0.14570263472669034
ACH-000097,0.08274310326746025
ACH-000098,0.1980241913643618
ACH-000099,-0.03681742029529247
ACH-000108,0.09822460326171327
ACH-000113,-0.07716014939286607
ACH-000116,0.11892345676491475
ACH-000118,0.15442735515689116
ACH-000120,-0.07797107627111807
ACH-000123,0.04306284404569658
ACH-000127,0.15312092514049874
ACH-000128,0.05215348152283155
ACH-000132,-0.08681731295229847
ACH-000133,0.2684328424281146
ACH-000137,0.13073658997731413
ACH-000138,0.17167590871272587
ACH-000142,0.05742126418258875
ACH-000143,0.07865867585830084
ACH-000146,0.05198286610045439
ACH-000148,0.10616335753442016
ACH-000150,0.045282170342393784
ACH-000152,0.09156157048883068
ACH-000153,0.28904439900817913
ACH-000159,0.07220525208750106
ACH-000160,0.17695427792211552
ACH-000163,0.08938065487486467
ACH-000167,0.09408507880001488
ACH-000168,0.057827366577972314
ACH-000169,0.029978733473921108
ACH-000178,0.1195333825545265
ACH-000183,0.176775566947159
ACH-000188,0.14147578047530793
ACH-000189,0.21241300910595295
ACH-000190,0.20802326204526905
ACH-000198,0.10411349279918516
ACH-000203,0.39082436335088905
ACH-000204,-0.15520717372531742
ACH-000206,0.008128592879749224
ACH-000207,0.1243398547542943
ACH-000208,-0.10972541353858302
ACH-000210,0.0102575167107516
ACH-000211,0.02514683044991569
ACH-000215,0.0520984855575221
ACH-000221,0.09825365016281176
ACH-000222,0.018852057527983967
ACH-000223,-0.13213176153912534
ACH-000226,0.11331742880463253
ACH-000227,0.05761268431165741
ACH-000228,-0.06650575036035948
ACH-000231,0.13060012821745345
ACH-000232,0.165566639722613
ACH-000233,0.007501312100883293
ACH-000234,0.16825237563207082
ACH-000235,-0.01422170069621651
ACH-000237,0.15825148266415706
