,CTSO (1519)
ACH-000004,0.2344195287066564
ACH-000005,-0.2847094710744413
ACH-000007,-0.2139692606429938
ACH-000009,-0.1302188808485384
ACH-000011,-0.12075289325421297
ACH-000012,-0.08283923574984665
ACH-000013,0.0202153933300164
ACH-000014,-0.052964009940759685
ACH-000015,-0.1337047300707205
ACH-000017,-0.20356985472181885
ACH-000018,-0.05169722713710568
ACH-000019,0.1827381566784209
ACH-000021,-0.05588430073692262
ACH-000022,-0.12921604250461974
ACH-000025,-0.2563577510721717
ACH-000028,-0.12770055655142734
ACH-000030,-0.1911312569899712
ACH-000035,-0.056826852678405426
ACH-000036,-0.3515756926830057
ACH-000037,-0.2758301138531173
ACH-000039,-0.06052332335230499
ACH-000040,-0.26731315735637057
ACH-000041,-0.07778399649466725
ACH-000042,-0.16705867097025304
ACH-000045,-0.0872423540348813
ACH-000047,-0.16697611116630345
ACH-000052,0.012321693423578358
ACH-000053,-0.15450770434158803
ACH-000054,-0.3207871188698079
ACH-000055,0.07334780642221897
ACH-000060,-0.1534974331784115
ACH-000067,-0.20016106478445625
ACH-000070,-0.2554529947153848
ACH-000075,-0.2695042276848211
ACH-000078,-0.17899337752882327
ACH-000082,-0.2588019364329498
ACH-000085,-0.4268385230383183
ACH-000086,-0.043550407536688984
ACH-000087,0.16027455531239998
ACH-000092,-0.21109951977213146
ACH-000095,-0.049338812500130905
ACH-000097,-0.1835060392110493
ACH-000098,-0.23889763060727084
ACH-000099,-0.12129665202021887
ACH-000108,-0.05921569962806662
ACH-000113,-0.09356088114928822
ACH-000116,-0.24953231244473584
ACH-000118,-0.2751916287809938
ACH-000120,0.01114005655240807
ACH-000123,-0.002541568247151619
ACH-000127,-0.11282874388563895
ACH-000128,-0.18363199354779805
ACH-000132,-0.2019780322026464
ACH-000133,-0.2031393818797566
ACH-000137,-0.17173740230070406
ACH-000138,0.013697779539339552
ACH-000142,-0.05366852940679838
ACH-000143,-0.17997267254163446
ACH-000146,-0.2293463814009776
ACH-000148,-0.18809920395003588
ACH-000150,-0.20763875135770335
ACH-000152,-0.2928791442419429
ACH-000153,-0.2794749844613638
ACH-000159,-0.2795644126333494
ACH-000160,-0.05063621465241252
ACH-000163,-0.19520106607871304
ACH-000167,-0.43401833423115577
ACH-000168,-0.07519751170121985
ACH-000169,-0.2619103839494998
ACH-000178,-0.20594342456962564
ACH-000183,-0.040464593243988885
ACH-000188,-0.28311014557744923
ACH-000189,-0.3868728094773967
ACH-000190,-0.22750807922289795
ACH-000198,-0.1494359947165195
ACH-000203,-0.6141185011547775
ACH-000204,0.027399740820392683
ACH-000206,-0.1578293846588908
ACH-000207,-0.059750000850924384
ACH-000208,-0.3247677476143473
ACH-000210,0.07394303314383045
ACH-000211,-0.2188231170732942
ACH-000215,-0.2915449120855552
ACH-000221,-0.03325920992011713
ACH-000222,-0.0391387328526772
ACH-000223,-0.3413041573818831
ACH-000226,-0.2480117307277214
ACH-000227,-0.14569232110471836
ACH-000228,-0.14740485110332854
ACH-000231,-0.22647856623154555
ACH-000232,-0.3110105446936179
ACH-000233,-0.2486150378623556
ACH-000234,-0.15778687396036092
ACH-000235,-0.2288266566585441
ACH-000237,-0.14880200480901273
ACH-000238,-0.2777335206892492
ACH-000242,0.2422357647065667
ACH-000243,-0.28707530044368074
ACH-000244,-0.2969352891741837
ACH-000246,-0.20329469352317006
ACH-000248,-0.24984231330742235
ACH-000250,-0.22207903551124075
ACH-000251,-0.1294816571813798
ACH-000252,-0.30360487343116543
ACH-000253,-0.19386774527720504
ACH-000255,-0.2662103064649498
ACH-000256,-0.2338812982400928
ACH-000257,-0.18081770652608087
ACH-000258,-0.2897983603151429
ACH-000259,-0.14722293915911686
ACH-000260,-0.1333034370039259
ACH-000261,-0.11805518819650862
ACH-000262,-0.0799019708896928
ACH-000263,0.09005794982146657
ACH-000264,-0.0906433779979792
ACH-000265,-0.08149800370173671
ACH-000266,-0.1362238455508131
ACH-000272,-0.0819993043757758
ACH-000274,-0.18569655456696565
ACH-000277,-0.2907177178527079
ACH-000278,-0.14210315485501393
ACH-000279,-0.2639441919135985
ACH-000280,-0.15316747541231196
ACH-000281,0.043164552018917626
ACH-000288,-0.13651053810129668
ACH-000291,-0.16890883654712294
ACH-000293,-0.39725742486571575
ACH-000294,0.039951631216260934
ACH-000295,-0.10484365547336956
ACH-000296,-0.09495507922327696
ACH-000302,-0.08015465728730954
ACH-000304,-0.29065399173770506
ACH-000307,-0.24202933511501795
ACH-000308,-0.07038823652838745
ACH-000310,-0.16748188181060486
ACH-000311,-0.14681104869231154
ACH-000312,-0.05918509173155907
ACH-000315,0.08601916648516998
ACH-000316,-0.17936465664927584
ACH-000317,-0.2126703033471351
ACH-000318,-0.27965155560814103
ACH-000319,-0.012641555328996109
ACH-000320,-0.18875448339238665
ACH-000322,-0.3104706401733017
ACH-000323,-0.24122113106503584
ACH-000324,-0.22491239237977206
ACH-000329,-0.2426256394086699
ACH-000330,-0.33091553396694245
ACH-000331,-0.17444635043488704
ACH-000332,-0.15653977325223775
ACH-000334,0.1771965576776193
ACH-000335,-0.2301680481229335
