,PLA2G4F (255189)
ACH-000004,-0.045283823246078964
ACH-000005,0.013375243968451774
ACH-000007,-0.1151172621008662
ACH-000009,-0.17581515583082075
ACH-000011,-0.06268743531100887
ACH-000012,-0.14102501204479898
ACH-000013,-0.09831455831981868
ACH-000014,0.006767751655901557
ACH-000015,-0.1444600865144956
ACH-000017,-0.05268969542858228
ACH-000018,-0.014093458333888371
ACH-000019,-0.0875755499992365
ACH-000021,-0.01822739936741586
ACH-000022,-0.0458269753221004
ACH-000025,-0.20535431240590252
ACH-000028,0.0024690431105280557
ACH-000030,-0.11408650875223884
ACH-000035,-0.20568248639929987
ACH-000036,-0.05305670794084598
ACH-000037,-0.16355814797214968
ACH-000039,-0.10326987369560507
ACH-000040,0.027553901127771327
ACH-000041,-0.16795073428083326
ACH-000042,-0.0923619749694302
ACH-000045,-0.08511264540153615
ACH-000047,-0.27014234331754544
ACH-000052,-0.18501352380832967
ACH-000053,-0.231836265106242
ACH-000054,-0.060624341637488526
ACH-000055,-0.2569788687184639
ACH-000060,-0.12690369228657308
ACH-000067,-0.15746344845262744
ACH-000070,-0.02383204808225789
ACH-000075,0.09174040197323977
ACH-000078,-0.05913613949076544
ACH-000082,-0.2362431078510825
ACH-000085,-0.2105812438783415
ACH-000086,-0.06725344779738437
ACH-000087,0.1216565565307016
ACH-000092,-0.16497096682266987
ACH-000095,-0.11337453627705825
ACH-000097,-0.020326386987972803
ACH-000098,-0.0510018138873648
ACH-000099,-0.14903845607700722
ACH-000108,0.04026931788699789
ACH-000113,-0.10776696628528652
ACH-000116,-0.14765042111027388
ACH-000118,-0.10172218670174664
ACH-000120,-0.06219497448290837
ACH-000123,-0.08781624737922279
ACH-000127,-0.04520704538778336
ACH-000128,-0.21603616562773614
ACH-000132,-0.2948767758258158
ACH-000133,0.00927736828604578
ACH-000137,-0.12217304816003945
ACH-000138,-0.003162178336027794
ACH-000142,-0.10359268217495757
ACH-000143,-0.11139006032656706
ACH-000146,-0.15223759660608446
ACH-000148,-0.1356684518538764
ACH-000150,-0.09741693523341446
ACH-000152,-0.05960318523339321
ACH-000153,-0.11753825613657605
ACH-000159,-0.06369864188324198
ACH-000160,-0.10712086116022357
ACH-000163,0.08607037789511215
ACH-000167,-0.06175113791230024
ACH-000168,-0.2520271843043389
ACH-000169,-0.21557864958605424
ACH-000178,-0.11854386176016901
ACH-000183,-0.06256643548171706
ACH-000188,-0.2709685611445589
ACH-000189,0.2348640973617656
ACH-000190,-0.16208706549311586
ACH-000198,-0.0718465584929552
ACH-000203,-0.921229554180964
ACH-000204,-0.14377938744589705
ACH-000206,-0.16160740396182316
ACH-000207,-0.2549564194059659
ACH-000208,-0.12375930178566233
ACH-000210,-0.12272598597399363
ACH-000211,-0.012890877336202151
ACH-000215,-0.11463566153970325
ACH-000221,-0.07455777217914804
ACH-000222,0.12216752888614615
ACH-000223,-0.07652649232254452
ACH-000226,-0.10706825005912524
ACH-000227,-0.15417525453794909
ACH-000228,-0.028056257819617927
ACH-000231,-0.08254680266244839
ACH-000232,-0.11698689883734617
ACH-000233,-0.05768152185872871
ACH-000234,-0.09238359840649173
ACH-000235,-0.09050673535010703
ACH-000237,-0.08824173793219532
ACH-000238,-0.0543019064565124
ACH-000242,-0.003187633285934659
ACH-000243,-0.2126156506935392
ACH-000244,-0.17101015257149405
ACH-000246,-0.019164959583893058
ACH-000248,-0.14035714952133446
ACH-000250,-0.05947813782269984
ACH-000251,-0.07846024150974998
ACH-000252,-0.04371409991489817
ACH-000253,-0.10378807172471126
ACH-000255,-0.1436115506330664
