,GOLT1B (51026)
ACH-000004,-0.20348424038479032
ACH-000005,0.006894532449558245
ACH-000007,0.03503041457297653
ACH-000009,-0.13489024647632467
ACH-000011,-0.024642437124579364
ACH-000012,-0.16643654032862115
ACH-000013,-0.08935535364197758
ACH-000014,-0.05254503911138079
ACH-000015,-0.12401080449154693
ACH-000017,-0.013707089207611595
ACH-000018,-0.2384416267560124
ACH-000019,-0.07123925589485627
ACH-000021,-0.08953781961906426
ACH-000022,0.08370022350793943
ACH-000025,-0.09505229167903732
ACH-000028,0.17670096321935214
ACH-000030,0.1217648444380814
ACH-000035,-0.11769151548187007
ACH-000036,-0.4166069059646325
ACH-000037,-0.05417699643443258
ACH-000039,-0.11670158963633075
ACH-000040,-0.2452627150392571
ACH-000041,0.20579077947443974
ACH-000042,0.1699050557370331
ACH-000045,0.01615497193741133
ACH-000047,0.05594961766581937
ACH-000052,-0.1690853725923577
ACH-000053,0.061562375396236615
ACH-000054,-0.22674117844273345
ACH-000055,-0.20410348531835265
ACH-000060,0.1955978804012107
ACH-000067,0.009079185608885406
ACH-000070,0.09820122208709428
ACH-000075,-0.12863206558131468
ACH-000078,-0.1957472466050935
ACH-000082,-0.1958310167280455
ACH-000085,-0.07444141707532136
ACH-000086,-0.23876017004612585
ACH-000087,0.19408779846459506
ACH-000092,-0.30650107851883523
ACH-000095,-0.16285924679917774
ACH-000097,0.05422347432824081
ACH-000098,-0.23088755580279846
ACH-000099,-0.02706835077015796
ACH-000108,0.0855909606542042
ACH-000113,0.025059279433384332
ACH-000116,-0.03224659208169325
ACH-000118,-0.16598811096412125
ACH-000120,-0.1120732975050007
ACH-000123,-0.029931369664345533
ACH-000127,-0.022010161733821938
ACH-000128,-0.0346440122689722
ACH-000132,-0.11811389917945565
ACH-000133,-0.049901740865936295
ACH-000137,0.1096717715300861
ACH-000138,-0.31588416895354776
ACH-000142,-0.06074544279659596
ACH-000143,-0.2553622081227544
ACH-000146,-0.12715893747227913
ACH-000148,0.0022463272871166536
ACH-000150,-0.30576499709885724
ACH-000152,-0.12421240723461514
ACH-000153,-0.13860801264859612
ACH-000159,-0.09354717201179068
ACH-000160,0.025271227497332828
ACH-000163,-0.1403000224429611
ACH-000167,-0.34034639960431395
ACH-000168,-0.16319450221508192
ACH-000169,-0.08554875670310451
ACH-000178,-0.3440819531312775
ACH-000183,0.0676748513804707
ACH-000188,-0.06117309223729429
ACH-000189,-0.016166559713874828
ACH-000190,-0.35849160106468675
ACH-000198,-0.22250188551116132
ACH-000203,-0.4827660461264512
ACH-000204,-0.1559401311291673
ACH-000206,-0.16914321405135985
ACH-000207,-0.1211517795575549
ACH-000208,-0.18675385657445748
ACH-000210,0.4492423534549779
ACH-000211,0.0337520607389639
ACH-000215,-0.34036299744202153
ACH-000221,-0.0013668956589017278
ACH-000222,0.03309909285125836
ACH-000223,-0.023953818836991297
ACH-000226,-0.134810593731212
ACH-000227,-0.2974396489693088
ACH-000228,-0.11861443836856456
ACH-000231,-0.3202281786104714
ACH-000232,-0.3464012776054734
ACH-000233,-0.05470721806624418
ACH-000234,-0.1696201123937337
ACH-000235,0.184633493476942
ACH-000237,-0.2054064730520928
ACH-000238,-0.13217881861470554
ACH-000242,-0.16152195935696964
ACH-000243,0.233694400392534
ACH-000244,-0.18900603379748546
ACH-000246,-0.12067305407585815
ACH-000248,0.2758569427633365
ACH-000250,-0.1788300925172797
ACH-000251,-0.13669990284852368
ACH-000252,0.05427802425388013
ACH-000253,0.05134218752010873
ACH-000255,-0.2696449657310121
ACH-000256,-0.29099316139980885
ACH-000257,-0.2382875121424585
ACH-000258,-0.1594646059746927
ACH-000259,-0.320381511342252
ACH-000260,-0.2003612793288272
ACH-000261,-0.09208209219492937
ACH-000262,-0.0966908447760466
ACH-000263,-0.16892289409745534
ACH-000264,-0.10266741052035462
ACH-000265,0.1803468347202732
ACH-000266,0.04545364676049286
ACH-000272,-0.30747571588918643
ACH-000274,-0.049685721820448066
ACH-000277,-0.01254155223315865
ACH-000278,-0.13577677996795104
ACH-000279,0.06676842922199508
ACH-000280,-0.1129707700282692
ACH-000281,0.04914237445961439
ACH-000288,-0.2930697311204089
ACH-000291,-0.0361151031090062
ACH-000293,-0.2003246747538561
ACH-000294,0.14536630814689014
ACH-000295,-0.20562833347132395
ACH-000296,0.031056121599907727
ACH-000302,-0.01307465234223195
ACH-000304,-0.17547226719429926
ACH-000307,0.015982889047857
ACH-000308,-0.03451620311026389
ACH-000310,-0.1143599268509504
ACH-000311,-0.30012299603895504
ACH-000312,-0.3729914610872093
ACH-000315,0.05406315749143647
ACH-000316,-0.0995484688167425
ACH-000317,-0.02716806482527344
ACH-000318,-0.1038531823115558
ACH-000319,-0.09876744552772887
ACH-000320,-0.122508660093244
ACH-000322,-0.14604381940020913
ACH-000323,-0.17746592728628202
ACH-000324,0.007884336723382778
ACH-000329,-0.04624353749089792
ACH-000330,-0.041013735942518184
ACH-000331,-0.6454385574683771
ACH-000332,-0.03196833867903817
ACH-000334,-0.021312236780785858
ACH-000335,-0.20495187240722973
ACH-000336,0.2772148994428849
ACH-000337,-0.20698825593283354
ACH-000338,-0.07604001694561638
ACH-000339,-0.17698020763215586
ACH-000341,0.10142277817520118
ACH-000348,-0.1817256901044484
ACH-000350,0.21994248763501129
ACH-000352,0.11126828407668968
ACH-000356,0.06510189923976592
ACH-000361,-0.03641104947428566
ACH-000362,-0.1293896686198361
ACH-000363,-0.13580812106590806
ACH-000364,-0.01858024070928907
ACH-000365,0.20918271500040933
ACH-000366,-0.1067925248324722
ACH-000368,-0.0880579698186835
ACH-000374,0.034459244804060755
ACH-000375,-0.06017961867957471
ACH-000376,-0.1897648104038877
ACH-000381,0.03204474030832085
ACH-000383,0.047355496353367166
ACH-000387,-0.10565653473399414
ACH-000389,-0.2670782576970213
ACH-000390,0.02792392266356394
ACH-000393,-0.10420755556716456
ACH-000395,-0.0946155494711283
ACH-000396,0.01747238575437424
ACH-000397,0.11338949856051665
ACH-000401,-0.15261374841650024
ACH-000402,0.03046082097940773
ACH-000403,0.004903332763904143
ACH-000404,-0.1793046012666165
ACH-000406,-0.014792793664578176
ACH-000407,-0.2325135998016549
ACH-000408,-0.19310719366913026
ACH-000410,-0.10647020952586098
ACH-000411,-0.12570885702701715
ACH-000414,-0.0006815600415602872
ACH-000415,-0.04461279769045055
ACH-000416,0.2145494691636393
ACH-000420,-0.07702072950549797
ACH-000421,0.1013368539254582
ACH-000424,0.01737032110453093
ACH-000425,0.01231942223646114
ACH-000426,-0.12953505525028236
ACH-000427,0.09571439188112134
ACH-000433,0.08925218598427162
ACH-000435,0.022205175071035043
ACH-000436,-0.13646133727257662
ACH-000444,-0.04339401452462191
ACH-000445,-0.09042877405288084
ACH-000448,-0.0873719557974498
ACH-000450,-0.09385001938903503
ACH-000452,0.06617506102922482
ACH-000454,-0.10897372899514557
ACH-000458,0.157360205665714
ACH-000459,0.11954163650440795
ACH-000460,-0.11659782454922815
ACH-000461,-0.06470734016110505
ACH-000463,0.02925476557283352
ACH-000464,-0.22434728124337466
ACH-000466,-0.1647926296671614
